evaluation_num,acc,precision,recall,f1_score
1,0.508474576,0.461242938,0.508474576,0.474772652
2,0.457627119,0.431598063,0.457627119,0.433225147
3,0.440677966,0.396758138,0.440677966,0.40043463
4,0.457627119,0.366548706,0.457627119,0.406431986
5,0.508474576,0.449467248,0.508474576,0.458286252
6,0.474576271,0.412319264,0.474576271,0.436870879
7,0.474576271,0.470934676,0.474576271,0.441544256
8,0.457627119,0.422787194,0.457627119,0.431499967
9,0.474576271,0.457900052,0.474576271,0.458254284
10,0.474576271,0.468184019,0.474576271,0.451471551
11,0.491525424,0.449152542,0.491525424,0.457386705
12,0.559322034,0.579992826,0.559322034,0.527086522
13,0.423728814,0.377431551,0.423728814,0.394852713
14,0.423728814,0.396158192,0.423728814,0.402553379
15,0.440677966,0.447215496,0.440677966,0.424279234
16,0.491525424,0.451035782,0.491525424,0.456851667
17,0.457627119,0.410227273,0.457627119,0.41401349
18,0.423728814,0.376836158,0.423728814,0.388020794
19,0.440677966,0.423571877,0.440677966,0.422120989
20,0.389830508,0.337570621,0.389830508,0.354358354
21,0.491525424,0.503062242,0.491525424,0.457890061
22,0.440677966,0.385028249,0.440677966,0.400749608
23,0.440677966,0.415932203,0.440677966,0.421967863
24,0.457627119,0.429121726,0.457627119,0.437559977
25,0.355932203,0.334207811,0.355932203,0.341922652
26,0.457627119,0.423363755,0.457627119,0.433027613
27,0.406779661,0.365397653,0.406779661,0.379276682
28,0.457627119,0.432690434,0.457627119,0.428813559
29,0.474576271,0.450379895,0.474576271,0.450564972
30,0.491525424,0.448547807,0.491525424,0.456011124
31,0.440677966,0.392999421,0.440677966,0.41319189
32,0.457627119,0.472238457,0.457627119,0.434086629
33,0.457627119,0.442232755,0.457627119,0.446737728
34,0.542372881,0.559113429,0.542372881,0.542059008
35,0.491525424,0.459997629,0.491525424,0.469558667
36,0.389830508,0.375752966,0.389830508,0.363844897
37,0.474576271,0.418482647,0.474576271,0.438149237
38,0.389830508,0.367710213,0.389830508,0.363947391
39,0.440677966,0.415741282,0.440677966,0.411864407
40,0.389830508,0.372361223,0.389830508,0.374355195
41,0.474576271,0.50947897,0.474576271,0.481409526
42,0.474576271,0.450731656,0.474576271,0.450578632
43,0.457627119,0.442590178,0.457627119,0.437904468
44,0.457627119,0.404329452,0.457627119,0.413019223
45,0.457627119,0.402063375,0.457627119,0.415465458
46,0.457627119,0.407071888,0.457627119,0.4123258
47,0.474576271,0.434714375,0.474576271,0.44550144
48,0.389830508,0.309039548,0.389830508,0.340366655
49,0.474576271,0.45480226,0.474576271,0.44116951
50,0.406779661,0.361864407,0.406779661,0.379476117
51,0.508474576,0.485006519,0.508474576,0.483615819
52,0.508474576,0.496849911,0.508474576,0.481186462
53,0.457627119,0.399478488,0.457627119,0.415764313
54,0.440677966,0.411252354,0.440677966,0.417337136
55,0.559322034,0.479301489,0.559322034,0.507362931
56,0.508474576,0.482259887,0.508474576,0.482733617
57,0.474576271,0.424293785,0.474576271,0.433140964
58,0.406779661,0.394179304,0.406779661,0.383888504
59,0.491525424,0.484143126,0.491525424,0.470171304
60,0.474576271,0.46753302,0.474576271,0.461493405
61,0.440677966,0.409200969,0.440677966,0.413030412
62,0.389830508,0.351864407,0.389830508,0.367231638
63,0.508474576,0.475957313,0.508474576,0.47125671
64,0.423728814,0.403954802,0.423728814,0.405923877
65,0.389830508,0.356910039,0.389830508,0.368087656
66,0.525423729,0.503081664,0.525423729,0.49487916
67,0.491525424,0.448361582,0.491525424,0.460134747
68,0.474576271,0.413688458,0.474576271,0.435071708
69,0.389830508,0.360527307,0.389830508,0.370282313
70,0.576271186,0.552385919,0.576271186,0.552315266
71,0.457627119,0.436531129,0.457627119,0.435206338
72,0.406779661,0.364862653,0.406779661,0.371815586
73,0.474576271,0.440137207,0.474576271,0.441446308
74,0.525423729,0.491525424,0.525423729,0.49444341
75,0.508474576,0.448169983,0.508474576,0.463229244
76,0.423728814,0.370359161,0.423728814,0.39075023
77,0.457627119,0.440601733,0.457627119,0.432639139
78,0.423728814,0.403352638,0.423728814,0.402975034
79,0.491525424,0.449689266,0.491525424,0.466711714
80,0.423728814,0.381692225,0.423728814,0.384482486
81,0.474576271,0.449556094,0.474576271,0.423773125
82,0.491525424,0.468981583,0.491525424,0.469966603
83,0.525423729,0.511755057,0.525423729,0.483239171
84,0.440677966,0.390772128,0.440677966,0.41246763
85,0.440677966,0.365879569,0.440677966,0.398084009
86,0.542372881,0.516804288,0.542372881,0.522613837
87,0.440677966,0.42329422,0.440677966,0.425366413
88,0.389830508,0.356245606,0.389830508,0.361735185
89,0.440677966,0.444184687,0.440677966,0.411854991
90,0.440677966,0.426365348,0.440677966,0.421553521
91,0.423728814,0.40209752,0.423728814,0.396591553
92,0.508474576,0.478154426,0.508474576,0.478800913
93,0.372881356,0.285380312,0.372881356,0.32192525
94,0.508474576,0.474576271,0.508474576,0.483444616
95,0.457627119,0.462048637,0.457627119,0.432068873
96,0.491525424,0.446529459,0.491525424,0.440743237
97,0.525423729,0.491023227,0.525423729,0.487208854
98,0.440677966,0.455535218,0.440677966,0.415024242
99,0.474576271,0.386015742,0.474576271,0.423817244
100,0.440677966,0.401642764,0.440677966,0.414052388
,0.460508475,0.428919744,0.460508475,0.431000505
