evaluation_num,acc,precision,recall,f1_score
1,0.4915254237288136,0.4601381042059008,0.4915254237288136,0.46450503561778433
2,0.4915254237288136,0.45112507305669197,0.4915254237288136,0.45782197068294894
3,0.4915254237288136,0.46490050864025717,0.4915254237288136,0.4577155490051585
4,0.4576271186440678,0.42281616688396345,0.4576271186440678,0.43359013867488444
5,0.4406779661016949,0.4093147906707229,0.4406779661016949,0.4190452796200769
6,0.559322033898305,0.5680084745762712,0.559322033898305,0.5404392881960179
7,0.4406779661016949,0.437376183138895,0.4406779661016949,0.4276870842354779
8,0.423728813559322,0.37311676082862516,0.423728813559322,0.39371104445648253
9,0.4576271186440678,0.41786039730271557,0.4576271186440678,0.41096709870388837
10,0.5084745762711864,0.4452411994784876,0.5084745762711864,0.4690018832391714
11,0.4406779661016949,0.39397363465160073,0.4406779661016949,0.4045208082845286
12,0.4406779661016949,0.4242652513838954,0.4406779661016949,0.42557111274871035
13,0.3728813559322034,0.3302259887005649,0.3728813559322034,0.3427205562798783
14,0.423728813559322,0.4013689700130378,0.423728813559322,0.41206818291564057
15,0.4745762711864407,0.46251629726206,0.4745762711864407,0.4594418763910289
16,0.3728813559322034,0.3723386490773984,0.3728813559322034,0.3627760657421675
17,0.4915254237288136,0.4809217667195458,0.4915254237288136,0.4387766188613646
18,0.559322033898305,0.5091422701592193,0.559322033898305,0.5162548438682769
19,0.4406779661016949,0.4441846873173583,0.4406779661016949,0.41185499058380415
20,0.3898305084745763,0.34842435655994974,0.3898305084745763,0.3618526260909669
21,0.4067796610169492,0.3646765274468372,0.4067796610169492,0.3663653483992467
22,0.3728813559322034,0.35058953574060425,0.3728813559322034,0.35938680362065323
23,0.5084745762711864,0.43934541203974287,0.5084745762711864,0.46087327077177787
24,0.4406779661016949,0.415645371577575,0.4406779661016949,0.4193733949666153
25,0.5254237288135594,0.5279347143753923,0.5254237288135594,0.507442888725129
26,0.423728813559322,0.4297430289775834,0.423728813559322,0.3937476459510358
27,0.423728813559322,0.3990611635263886,0.423728813559322,0.4011545074920167
28,0.5254237288135594,0.5047645668691079,0.5254237288135594,0.4979865368433706
29,0.4576271186440678,0.4166666666666667,0.4576271186440678,0.410144980341368
30,0.4915254237288136,0.4826857887874837,0.4915254237288136,0.4761709100692151
31,0.4406779661016949,0.43631961259079904,0.4406779661016949,0.4209553158705701
32,0.4067796610169492,0.33458882611424984,0.4067796610169492,0.36554163596168016
33,0.423728813559322,0.42570621468926556,0.423728813559322,0.420969649191959
34,0.4576271186440678,0.45194230971681226,0.4576271186440678,0.43995672556797694
35,0.4576271186440678,0.40158192090395484,0.4576271186440678,0.4228979727484214
36,0.4067796610169492,0.33755178907721284,0.4067796610169492,0.36839481555333997
37,0.5423728813559322,0.5299087353324642,0.5423728813559322,0.5312845973862924
38,0.4915254237288136,0.43502824858757067,0.4915254237288136,0.44628520453676557
39,0.3898305084745763,0.3597553205046515,0.3898305084745763,0.35031091502680406
40,0.4406779661016949,0.40583804143126173,0.4406779661016949,0.4145508139612782
