evaluation_num,acc,precision,recall,f1_score
59,0.8203125,0.8089671495742787,0.8203125,0.8134995933857414
60,0.78125,0.7776988636363636,0.78125,0.7789871828752643
61,0.859375,0.8598634651600753,0.859375,0.8523885681593593
62,0.8671875,0.864082760120177,0.8671875,0.8636046055062824
63,0.828125,0.8228498576218862,0.828125,0.8214100894335701
64,0.8359375,0.8304749503968254,0.8359375,0.8283157096716618
65,0.828125,0.8208923016115871,0.828125,0.8183540153349476
66,0.8359375,0.8331597222222222,0.8359375,0.8337650401069518
67,0.8828125,0.8851182610993658,0.8828125,0.8831335703035821
68,0.8125,0.8040262461838089,0.8125,0.8047557112113033
69,0.828125,0.8258771929824561,0.828125,0.8262206964699469
70,0.8515625,0.8504340277777777,0.8515625,0.8412053709560972
71,0.8359375,0.828286975650916,0.8359375,0.8298001018589253
72,0.8515625,0.842867943548387,0.8515625,0.8447916666666666
73,0.8828125,0.8822348840852129,0.8828125,0.877150901618453
74,0.78125,0.7741314424167492,0.78125,0.7767665771782785
75,0.8203125,0.8139305778149083,0.8203125,0.8148553579040312
76,0.8203125,0.8132751937984497,0.8203125,0.8157093451787494
77,0.84375,0.840935927216415,0.84375,0.8401892025580328
78,0.8359375,0.8365173016115871,0.8359375,0.8287706820016143
79,0.796875,0.7954727142330772,0.796875,0.7919636330409356
80,0.84375,0.8446498379099924,0.84375,0.8423110177865614
81,0.8671875,0.8626861943851346,0.8671875,0.8628966035865757
82,0.828125,0.8292520491803279,0.828125,0.8278748004578175
83,0.84375,0.8383719126897109,0.84375,0.839101204745221
84,0.84375,0.8339901026392962,0.84375,0.8330426356589147
85,0.8125,0.8070457447362934,0.8125,0.7963432145007577
86,0.8515625,0.8458486519607843,0.8515625,0.8463296760710554
87,0.8359375,0.8324629567736185,0.8359375,0.8297235358727294
88,0.8203125,0.8167613636363636,0.8203125,0.8182243132978344
89,0.8359375,0.8324497235989325,0.8359375,0.8315519957983193
90,0.8203125,0.8174036636033458,0.8203125,0.8181817027905247
91,0.8515625,0.8544034090909092,0.8515625,0.8450218023255813
92,0.8046875,0.793219852210631,0.8046875,0.7968968476362788
93,0.8515625,0.8460553278688525,0.8515625,0.8474264705882353
94,0.8515625,0.8426269531249999,0.8515625,0.843953043782487
95,0.8515625,0.8442558709530323,0.8515625,0.8457056859723858
96,0.828125,0.8230399269461769,0.828125,0.8208876461205044
97,0.8125,0.8107850609756098,0.8125,0.8113858180123447
98,0.8359375,0.8324157023765086,0.8359375,0.8277409791469104
99,0.8203125,0.8152649546660768,0.8203125,0.8159359934573003
100,0.828125,0.8237141816270708,0.828125,0.8256809542243913
