evaluation_num,acc,precision,recall,f1_score
9,0.84375,0.8383907004830918,0.84375,0.834948752228164
10,0.8125,0.8027021252579979,0.8125,0.8051069831807536
11,0.84375,0.8414299242424244,0.84375,0.8422535033399101
12,0.828125,0.8223945279866333,0.828125,0.8120434253246753
13,0.8828125,0.8817574160811864,0.8828125,0.8772252321981424
14,0.828125,0.8244123931623932,0.828125,0.8220634876840041
15,0.8359375,0.8332200831788497,0.8359375,0.8340620975658382
16,0.859375,0.8516304347826087,0.859375,0.8538781027440302
17,0.8671875,0.8609424173878835,0.8671875,0.862428732788296
18,0.84375,0.8385151110197369,0.84375,0.8390013738822653
19,0.8515625,0.848970734126984,0.8515625,0.8480979767184036
20,0.8671875,0.8639616935483869,0.8671875,0.863692876344086
21,0.859375,0.855951161202186,0.859375,0.856790342603317
22,0.8359375,0.8315852732793523,0.8359375,0.8306261795876888
23,0.8515625,0.848599475650916,0.8515625,0.8490628513046017
24,0.828125,0.8259431306306306,0.828125,0.8230495865659453
25,0.84375,0.8374651722391084,0.84375,0.838381153023007
26,0.828125,0.8200071502250562,0.828125,0.8215137768817206
27,0.8203125,0.803024193548387,0.8203125,0.8068849647756767
28,0.84375,0.8375709998928303,0.84375,0.8364897768317853
29,0.859375,0.8505408653846154,0.859375,0.8512378613369468
30,0.8125,0.8060028248587572,0.8125,0.8078846595253714
31,0.859375,0.854810123201823,0.859375,0.8529693927266522
32,0.84375,0.8466796875,0.84375,0.8375
33,0.828125,0.8216145833333334,0.828125,0.8223823905092288
34,0.8359375,0.8298675115207373,0.8359375,0.8316051136363637
35,0.8359375,0.8313265931372549,0.8359375,0.8323015261574584
36,0.8515625,0.8475478075990492,0.8515625,0.8492994428684553
37,0.78125,0.7691220238095238,0.78125,0.7728393261796853
38,0.859375,0.8549330701078582,0.859375,0.8558581881619671
39,0.859375,0.8596859272164151,0.859375,0.8571822901156364
40,0.8125,0.8094781507876969,0.8125,0.8080640219797597
41,0.84375,0.8438760080645161,0.84375,0.8406250000000001
