label,username,week,active_num_days,active_sum_count,problem_num_days,problem_sum_count,video_num_days,video_sum_count,num_watched,num_complete,num_incomplete
0.0,Y1050291,3,2.0,1304.0,1.0,129.0,1.0,145.0,21.0,11.0,10.0
0.0,Y1050291,4,1.0,217.0,1.0,32.0,1.0,3.0,3.0,3.0,0.0
1.0,Y1050291,5,2.0,59.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050292,1,4.0,483.0,2.0,42.0,3.0,22.0,8.0,5.0,3.0
0.0,Y1050292,2,6.0,1935.0,5.0,250.0,5.0,162.0,10.0,2.0,8.0
0.0,Y1050292,3,5.0,1218.0,5.0,152.0,5.0,108.0,11.0,1.0,10.0
0.0,Y1050292,4,2.0,241.0,2.0,35.0,1.0,12.0,1.0,0.0,1.0
0.0,Y1050292,5,5.0,1413.0,4.0,157.0,4.0,172.0,13.0,3.0,10.0
1.0,Y1050292,6,2.0,478.0,2.0,68.0,2.0,31.0,7.0,3.0,4.0
0.0,Y1050293,1,4.0,797.0,4.0,74.0,4.0,70.0,14.0,13.0,1.0
0.0,Y1050293,2,3.0,1113.0,2.0,82.0,2.0,133.0,13.0,13.0,0.0
0.0,Y1050293,3,2.0,866.0,2.0,86.0,2.0,40.0,14.0,12.0,2.0
0.0,Y1050293,4,1.0,919.0,1.0,85.0,1.0,116.0,13.0,13.0,0.0
0.0,Y1050293,5,4.0,735.0,3.0,88.0,4.0,37.0,7.0,6.0,1.0
1.0,Y1050293,6,2.0,605.0,1.0,55.0,1.0,83.0,7.0,6.0,1.0
0.0,Y1050294,1,2.0,447.0,2.0,39.0,2.0,41.0,7.0,7.0,0.0
1.0,Y1050294,2,4.0,803.0,3.0,75.0,3.0,40.0,13.0,12.0,1.0
0.0,Y1050294,4,3.0,819.0,3.0,56.0,3.0,111.0,10.0,10.0,0.0
0.0,Y1050294,5,5.0,1164.0,5.0,90.0,5.0,147.0,14.0,13.0,1.0
1.0,Y1050294,6,3.0,391.0,3.0,45.0,2.0,24.0,7.0,6.0,1.0
0.0,Y1050295,2,4.0,2293.0,4.0,266.0,3.0,90.0,22.0,9.0,13.0
0.0,Y1050295,3,5.0,254.0,3.0,18.0,3.0,14.0,3.0,1.0,2.0
0.0,Y1050295,4,6.0,1432.0,6.0,185.0,4.0,119.0,11.0,7.0,4.0
0.0,Y1050295,5,1.0,147.0,1.0,15.0,1.0,18.0,2.0,1.0,1.0
1.0,Y1050295,6,2.0,82.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050296,1,3.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050296,3,2.0,1462.0,2.0,157.0,2.0,121.0,22.0,16.0,6.0
0.0,Y1050296,4,3.0,309.0,2.0,18.0,2.0,24.0,5.0,2.0,3.0
0.0,Y1050296,5,3.0,1183.0,2.0,98.0,3.0,100.0,9.0,6.0,3.0
1.0,Y1050296,6,2.0,759.0,2.0,91.0,2.0,55.0,5.0,4.0,1.0
0.0,Y1050297,1,1.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
1.0,Y1050297,2,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050298,1,1.0,422.0,1.0,40.0,1.0,32.0,4.0,2.0,2.0
0.0,Y1050298,2,1.0,165.0,1.0,17.0,1.0,11.0,4.0,3.0,1.0
1.0,Y1050298,3,2.0,136.0,1.0,5.0,2.0,22.0,4.0,4.0,0.0
1.0,Y1050299,1,2.0,751.0,1.0,68.0,1.0,86.0,6.0,4.0,2.0
0.0,Y1050300,1,2.0,414.0,1.0,59.0,1.0,4.0,1.0,0.0,1.0
0.0,Y1050300,2,3.0,408.0,1.0,44.0,1.0,29.0,2.0,2.0,0.0
1.0,Y1050300,3,3.0,425.0,2.0,35.0,2.0,69.0,6.0,1.0,5.0
0.0,Y1050301,1,3.0,1345.0,3.0,127.0,3.0,156.0,13.0,11.0,2.0
0.0,Y1050301,2,1.0,255.0,1.0,16.0,1.0,26.0,4.0,4.0,0.0
1.0,Y1050301,3,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050302,1,3.0,1238.0,3.0,108.0,3.0,115.0,18.0,13.0,5.0
1.0,Y1050302,2,5.0,447.0,4.0,48.0,3.0,26.0,10.0,5.0,5.0
0.0,Y1050303,1,3.0,1286.0,1.0,64.0,3.0,310.0,10.0,8.0,2.0
0.0,Y1050303,2,3.0,522.0,2.0,51.0,2.0,26.0,5.0,3.0,2.0
0.0,Y1050303,3,4.0,989.0,3.0,39.0,4.0,200.0,14.0,9.0,5.0
1.0,Y1050303,4,1.0,239.0,1.0,3.0,1.0,41.0,7.0,5.0,2.0
0.0,Y1050304,1,3.0,1252.0,2.0,124.0,3.0,117.0,16.0,10.0,6.0
1.0,Y1050304,2,1.0,134.0,1.0,13.0,1.0,13.0,3.0,1.0,2.0
0.0,Y1050305,1,5.0,1587.0,3.0,144.0,4.0,106.0,21.0,15.0,6.0
0.0,Y1050305,2,5.0,649.0,4.0,60.0,4.0,41.0,9.0,3.0,6.0
0.0,Y1050305,3,3.0,525.0,2.0,61.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050305,4,2.0,245.0,1.0,19.0,1.0,36.0,3.0,1.0,2.0
0.0,Y1050306,1,6.0,1294.0,4.0,140.0,2.0,24.0,5.0,1.0,4.0
0.0,Y1050306,2,1.0,129.0,1.0,9.0,1.0,11.0,1.0,0.0,1.0
0.0,Y1050306,3,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050306,4,5.0,528.0,3.0,10.0,5.0,75.0,9.0,1.0,8.0
1.0,Y1050306,5,2.0,94.0,0.0,0.0,2.0,17.0,4.0,0.0,4.0
0.0,Y1050307,1,1.0,49.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0
1.0,Y1050307,2,2.0,658.0,2.0,74.0,2.0,41.0,7.0,5.0,2.0
0.0,Y1050308,1,5.0,2297.0,4.0,129.0,4.0,517.0,19.0,13.0,6.0
0.0,Y1050308,2,4.0,367.0,3.0,28.0,3.0,46.0,5.0,2.0,3.0
0.0,Y1050308,3,5.0,921.0,4.0,56.0,5.0,115.0,5.0,2.0,3.0
0.0,Y1050308,4,7.0,1835.0,5.0,36.0,7.0,373.0,14.0,7.0,7.0
1.0,Y1050308,5,3.0,385.0,0.0,0.0,3.0,125.0,4.0,3.0,1.0
0.0,Y1050310,1,3.0,431.0,3.0,42.0,2.0,20.0,7.0,4.0,3.0
1.0,Y1050310,2,1.0,182.0,1.0,17.0,1.0,11.0,4.0,3.0,1.0
0.0,Y1050311,1,6.0,2560.0,5.0,147.0,5.0,325.0,22.0,10.0,12.0
0.0,Y1050311,2,4.0,2316.0,4.0,169.0,4.0,222.0,27.0,14.0,13.0
0.0,Y1050311,3,4.0,884.0,3.0,70.0,3.0,68.0,8.0,3.0,5.0
0.0,Y1050311,4,7.0,2423.0,6.0,182.0,7.0,248.0,22.0,11.0,11.0
0.0,Y1050311,5,6.0,1572.0,5.0,120.0,5.0,164.0,15.0,4.0,11.0
1.0,Y1050311,6,3.0,810.0,3.0,69.0,3.0,79.0,7.0,1.0,6.0
1.0,Y1050312,1,2.0,419.0,1.0,26.0,1.0,32.0,10.0,2.0,8.0
1.0,Y1050312,4,1.0,43.0,0.0,0.0,1.0,7.0,2.0,0.0,2.0
0.0,Y1050313,1,1.0,118.0,0.0,0.0,1.0,11.0,2.0,0.0,2.0
1.0,Y1050313,2,1.0,148.0,1.0,5.0,1.0,17.0,3.0,2.0,1.0
0.0,Y1050313,4,5.0,1114.0,4.0,54.0,5.0,179.0,20.0,12.0,8.0
1.0,Y1050313,5,1.0,65.0,0.0,0.0,1.0,14.0,3.0,1.0,2.0
0.0,Y1050314,1,2.0,1616.0,1.0,161.0,2.0,138.0,18.0,15.0,3.0
1.0,Y1050314,2,2.0,1789.0,2.0,219.0,2.0,118.0,22.0,15.0,7.0
0.0,Y1050315,1,4.0,2797.0,3.0,184.0,4.0,494.0,24.0,15.0,9.0
1.0,Y1050315,2,2.0,2150.0,2.0,66.0,2.0,601.0,20.0,19.0,1.0
1.0,Y1050315,4,1.0,343.0,0.0,0.0,1.0,108.0,7.0,1.0,6.0
0.0,Y1050316,1,4.0,1128.0,2.0,84.0,3.0,102.0,13.0,13.0,0.0
0.0,Y1050316,2,3.0,2101.0,2.0,327.0,2.0,46.0,12.0,12.0,0.0
1.0,Y1050316,3,3.0,559.0,0.0,0.0,3.0,110.0,14.0,11.0,3.0
0.0,Y1050317,1,4.0,1468.0,4.0,135.0,4.0,123.0,19.0,12.0,7.0
0.0,Y1050317,2,3.0,1940.0,3.0,140.0,3.0,181.0,22.0,15.0,7.0
0.0,Y1050317,3,4.0,322.0,1.0,12.0,2.0,34.0,8.0,6.0,2.0
0.0,Y1050317,4,4.0,2222.0,3.0,103.0,4.0,448.0,18.0,11.0,7.0
0.0,Y1050317,5,2.0,924.0,2.0,112.0,2.0,46.0,9.0,3.0,6.0
1.0,Y1050317,6,4.0,500.0,3.0,53.0,4.0,38.0,10.0,1.0,9.0
0.0,Y1050318,1,5.0,1105.0,4.0,30.0,5.0,180.0,18.0,15.0,3.0
0.0,Y1050318,2,5.0,2341.0,3.0,147.0,3.0,264.0,21.0,21.0,0.0
0.0,Y1050318,3,5.0,943.0,2.0,7.0,4.0,126.0,12.0,10.0,2.0
0.0,Y1050318,4,4.0,1105.0,2.0,24.0,4.0,188.0,13.0,11.0,2.0
0.0,Y1050318,5,5.0,355.0,1.0,4.0,3.0,62.0,6.0,4.0,2.0
1.0,Y1050318,6,3.0,200.0,0.0,0.0,1.0,36.0,2.0,1.0,1.0
0.0,Y1050319,1,2.0,487.0,2.0,44.0,2.0,30.0,9.0,9.0,0.0
1.0,Y1050319,2,1.0,1408.0,1.0,111.0,1.0,176.0,25.0,17.0,8.0
0.0,Y1050319,4,2.0,505.0,2.0,63.0,2.0,7.0,2.0,2.0,0.0
0.0,Y1050319,5,1.0,347.0,1.0,13.0,1.0,68.0,9.0,2.0,7.0
1.0,Y1050319,6,4.0,2562.0,4.0,336.0,4.0,91.0,28.0,17.0,11.0
0.0,Y1050320,1,7.0,318.0,1.0,30.0,1.0,22.0,6.0,5.0,1.0
0.0,Y1050320,2,2.0,602.0,1.0,54.0,1.0,82.0,11.0,9.0,2.0
0.0,Y1050320,3,6.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050320,4,6.0,665.0,1.0,54.0,2.0,73.0,11.0,6.0,5.0
1.0,Y1050321,1,1.0,268.0,1.0,29.0,1.0,14.0,5.0,3.0,2.0
0.0,Y1050322,1,7.0,1202.0,5.0,60.0,7.0,129.0,18.0,12.0,6.0
0.0,Y1050322,2,5.0,913.0,0.0,0.0,4.0,210.0,15.0,13.0,2.0
0.0,Y1050322,3,4.0,921.0,2.0,13.0,3.0,186.0,11.0,9.0,2.0
0.0,Y1050322,4,5.0,798.0,1.0,1.0,5.0,116.0,10.0,4.0,6.0
0.0,Y1050322,5,4.0,621.0,0.0,0.0,3.0,168.0,13.0,6.0,7.0
1.0,Y1050322,6,3.0,386.0,1.0,10.0,3.0,42.0,6.0,2.0,4.0
0.0,Y1050323,1,6.0,1672.0,4.0,117.0,6.0,160.0,18.0,16.0,2.0
0.0,Y1050323,2,7.0,1998.0,7.0,163.0,7.0,287.0,21.0,19.0,2.0
0.0,Y1050323,3,5.0,986.0,4.0,110.0,4.0,92.0,12.0,10.0,2.0
0.0,Y1050323,4,7.0,1088.0,7.0,97.0,6.0,84.0,10.0,8.0,2.0
0.0,Y1050323,5,6.0,1416.0,6.0,111.0,6.0,188.0,12.0,12.0,0.0
1.0,Y1050323,6,3.0,194.0,2.0,15.0,1.0,6.0,1.0,1.0,0.0
0.0,Y1050324,1,2.0,1267.0,1.0,73.0,2.0,264.0,21.0,15.0,6.0
0.0,Y1050324,2,3.0,1102.0,2.0,19.0,2.0,267.0,14.0,8.0,6.0
0.0,Y1050324,3,2.0,1401.0,1.0,9.0,1.0,484.0,20.0,11.0,9.0
1.0,Y1050324,4,4.0,1706.0,2.0,19.0,1.0,596.0,21.0,13.0,8.0
0.0,Y1050325,1,5.0,1954.0,3.0,158.0,2.0,156.0,18.0,13.0,5.0
0.0,Y1050325,2,3.0,1152.0,2.0,103.0,3.0,66.0,10.0,3.0,7.0
0.0,Y1050325,3,1.0,655.0,1.0,56.0,1.0,52.0,5.0,4.0,1.0
1.0,Y1050325,4,2.0,617.0,2.0,38.0,2.0,98.0,5.0,2.0,3.0
1.0,Y1050325,6,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050326,1,3.0,945.0,3.0,108.0,3.0,65.0,11.0,10.0,1.0
0.0,Y1050326,2,1.0,466.0,1.0,49.0,1.0,38.0,4.0,2.0,2.0
0.0,Y1050326,3,2.0,883.0,2.0,96.0,2.0,83.0,11.0,9.0,2.0
1.0,Y1050326,4,1.0,340.0,1.0,32.0,1.0,50.0,5.0,4.0,1.0
1.0,Y1050327,3,3.0,1910.0,2.0,146.0,3.0,161.0,48.0,37.0,11.0
0.0,Y1050328,1,7.0,5086.0,6.0,307.0,5.0,1076.0,41.0,37.0,4.0
0.0,Y1050328,2,5.0,130.0,0.0,0.0,2.0,28.0,1.0,1.0,0.0
0.0,Y1050328,3,4.0,1763.0,1.0,119.0,1.0,371.0,12.0,12.0,0.0
0.0,Y1050328,4,3.0,1742.0,1.0,146.0,2.0,352.0,12.0,10.0,2.0
0.0,Y1050328,5,4.0,1607.0,2.0,127.0,2.0,361.0,12.0,12.0,0.0
1.0,Y1050328,6,3.0,887.0,1.0,80.0,1.0,171.0,7.0,4.0,3.0
0.0,Y1050329,1,5.0,1122.0,2.0,129.0,2.0,84.0,7.0,1.0,6.0
0.0,Y1050329,2,3.0,600.0,3.0,102.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050329,3,3.0,1432.0,3.0,141.0,3.0,121.0,11.0,4.0,7.0
0.0,Y1050329,4,3.0,1430.0,1.0,113.0,1.0,142.0,13.0,3.0,10.0
0.0,Y1050329,5,6.0,775.0,3.0,92.0,1.0,57.0,7.0,2.0,5.0
1.0,Y1050329,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050330,1,5.0,1534.0,4.0,177.0,4.0,70.0,24.0,21.0,3.0
0.0,Y1050330,2,2.0,268.0,2.0,36.0,2.0,16.0,4.0,4.0,0.0
0.0,Y1050330,3,5.0,332.0,0.0,0.0,4.0,52.0,8.0,7.0,1.0
1.0,Y1050330,4,2.0,114.0,0.0,0.0,2.0,19.0,5.0,2.0,3.0
0.0,Y1050331,1,3.0,225.0,2.0,19.0,2.0,10.0,3.0,1.0,2.0
0.0,Y1050331,2,3.0,323.0,2.0,37.0,1.0,26.0,3.0,0.0,3.0
0.0,Y1050331,3,2.0,705.0,2.0,17.0,2.0,140.0,16.0,9.0,7.0
1.0,Y1050331,4,3.0,414.0,0.0,0.0,2.0,110.0,11.0,9.0,2.0
0.0,Y1050332,1,3.0,1648.0,2.0,141.0,3.0,180.0,24.0,23.0,1.0
0.0,Y1050332,2,4.0,1657.0,3.0,160.0,3.0,155.0,22.0,22.0,0.0
0.0,Y1050332,3,3.0,1294.0,3.0,104.0,3.0,168.0,16.0,14.0,2.0
0.0,Y1050332,4,3.0,1111.0,3.0,98.0,3.0,191.0,11.0,9.0,2.0
0.0,Y1050332,5,2.0,985.0,2.0,66.0,2.0,188.0,15.0,11.0,4.0
1.0,Y1050332,6,1.0,258.0,1.0,29.0,1.0,27.0,4.0,3.0,1.0
0.0,Y1050333,1,7.0,616.0,4.0,63.0,5.0,18.0,8.0,4.0,4.0
0.0,Y1050333,2,5.0,90.0,1.0,9.0,1.0,2.0,1.0,0.0,1.0
1.0,Y1050333,3,3.0,595.0,3.0,85.0,2.0,5.0,3.0,0.0,3.0
0.0,Y1050334,1,4.0,739.0,2.0,50.0,3.0,92.0,16.0,11.0,5.0
1.0,Y1050334,2,5.0,488.0,4.0,24.0,5.0,65.0,6.0,3.0,3.0
1.0,Y1050334,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050335,1,3.0,813.0,2.0,54.0,3.0,106.0,17.0,14.0,3.0
0.0,Y1050335,2,3.0,997.0,2.0,70.0,3.0,134.0,13.0,8.0,5.0
0.0,Y1050335,3,1.0,88.0,0.0,0.0,1.0,17.0,2.0,1.0,1.0
1.0,Y1050335,4,1.0,84.0,0.0,0.0,1.0,18.0,1.0,0.0,1.0
0.0,Y1050336,1,2.0,506.0,1.0,43.0,2.0,53.0,9.0,7.0,2.0
0.0,Y1050336,2,1.0,381.0,1.0,8.0,1.0,69.0,8.0,0.0,8.0
1.0,Y1050336,3,2.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050336,5,2.0,2300.0,2.0,256.0,2.0,223.0,27.0,25.0,2.0
1.0,Y1050337,2,1.0,182.0,1.0,5.0,1.0,28.0,5.0,2.0,3.0
1.0,Y1050337,5,2.0,1816.0,1.0,154.0,1.0,267.0,21.0,10.0,11.0
0.0,Y1050338,1,4.0,743.0,3.0,51.0,3.0,108.0,8.0,7.0,1.0
1.0,Y1050338,2,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050338,5,4.0,349.0,1.0,26.0,1.0,53.0,6.0,1.0,5.0
1.0,Y1050339,1,2.0,377.0,1.0,32.0,2.0,30.0,7.0,6.0,1.0
0.0,Y1050339,5,4.0,494.0,3.0,53.0,3.0,32.0,8.0,0.0,8.0
1.0,Y1050339,6,2.0,225.0,2.0,17.0,1.0,9.0,1.0,1.0,0.0
0.0,Y1050340,1,2.0,183.0,2.0,20.0,2.0,15.0,4.0,3.0,1.0
0.0,Y1050340,2,4.0,390.0,2.0,26.0,3.0,56.0,6.0,6.0,0.0
0.0,Y1050340,3,2.0,318.0,1.0,20.0,1.0,33.0,6.0,4.0,2.0
0.0,Y1050340,4,3.0,340.0,2.0,19.0,3.0,55.0,4.0,3.0,1.0
0.0,Y1050340,5,7.0,2674.0,7.0,216.0,7.0,329.0,32.0,29.0,3.0
1.0,Y1050340,6,3.0,318.0,2.0,22.0,3.0,32.0,4.0,3.0,1.0
0.0,Y1050341,1,3.0,1328.0,3.0,151.0,3.0,68.0,19.0,17.0,2.0
1.0,Y1050341,2,4.0,2415.0,4.0,203.0,4.0,280.0,24.0,22.0,2.0
1.0,Y1050341,5,1.0,512.0,1.0,43.0,1.0,52.0,12.0,12.0,0.0
0.0,Y1050342,1,3.0,568.0,2.0,38.0,3.0,61.0,7.0,6.0,1.0
0.0,Y1050342,2,2.0,244.0,1.0,8.0,2.0,30.0,8.0,6.0,2.0
1.0,Y1050342,3,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050342,5,2.0,609.0,2.0,36.0,2.0,79.0,11.0,8.0,3.0
0.0,Y1050344,1,7.0,1162.0,6.0,95.0,7.0,84.0,22.0,14.0,8.0
0.0,Y1050344,2,6.0,1079.0,6.0,105.0,6.0,84.0,21.0,16.0,5.0
0.0,Y1050344,3,4.0,662.0,2.0,59.0,2.0,56.0,11.0,6.0,5.0
0.0,Y1050344,4,5.0,434.0,1.0,13.0,3.0,87.0,10.0,5.0,5.0
0.0,Y1050344,5,5.0,614.0,3.0,42.0,4.0,67.0,12.0,8.0,4.0
1.0,Y1050344,6,1.0,71.0,1.0,5.0,1.0,8.0,2.0,1.0,1.0
0.0,Y1050345,1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050345,2,2.0,114.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050345,4,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050346,1,3.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050346,2,4.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050346,3,4.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050346,4,6.0,747.0,1.0,10.0,2.0,107.0,12.0,3.0,9.0
0.0,Y1050346,5,6.0,419.0,2.0,20.0,2.0,52.0,7.0,2.0,5.0
1.0,Y1050346,6,2.0,54.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,Y1050347,1,3.0,802.0,3.0,67.0,3.0,83.0,13.0,10.0,3.0
0.0,Y1050347,2,3.0,1052.0,3.0,92.0,3.0,99.0,21.0,18.0,3.0
0.0,Y1050347,3,5.0,1412.0,4.0,127.0,5.0,108.0,21.0,17.0,4.0
1.0,Y1050347,4,3.0,458.0,2.0,37.0,2.0,38.0,7.0,5.0,2.0
1.0,Y1050348,1,4.0,1783.0,4.0,106.0,4.0,324.0,20.0,20.0,0.0
1.0,Y1050348,5,2.0,859.0,2.0,47.0,2.0,186.0,8.0,8.0,0.0
