feature,pearson,p-value,distance_correlation
num_days,0.816836958376,6.80410417417e-32,0.183163041624
active_num_days,0.816836958376,6.80410417417e-32,0.183163041624
active_avg_count,0.511052105152,7.1031297936e-10,0.488947894848
active_sum_count,0.768990423196,3.0064371866e-26,0.231009576804
problem_num_days,0.760650581639,2.10726913599e-25,0.239349418361
problem_avg_count,0.534977633919,7.75796708601e-11,0.465022366081
problem_sum_count,0.752932195656,1.19179711558e-24,0.247067804344
video_num_days,0.742145995261,1.20937065192e-23,0.257854004739
video_avg_count,0.372844523513,1.46281900086e-05,0.627155476487
video_sum_count,0.488888514095,4.76733176118e-09,0.511111485905
forum_num_days,0.173729000335,0.0498582521571,0.826270999665
forum_avg_count,0.181540669483,0.0402841181693,0.818459330517
forum_sum_count,0.192113916056,0.0298196393088,0.807886083944
num_watched,0.705409828585,1.46235173431e-20,0.294590171415
num_complete,0.677281176764,1.6684296893e-18,0.322718823236
num_incomplete,0.463786547965,3.51831431739e-08,0.536213452035
complete_rate,0.681677819509,8.23946561626e-19,0.318322180491
incomplete_rate,0.281743926225,0.00127376476257,0.718256073775
watched_time_hour,0.581655164061,6.03303333563e-13,0.418344835939
watched_time_weekday,0.436558767744,2.58403511567e-07,0.563441232256
seek_video_sum,0.582007548719,5.79859508685e-13,0.417992451281
seek_video_avg,0.538773196639,5.37236262392e-11,0.461226803361
pause_video_sum,0.724982641753,3.84307612172e-22,0.275017358247
pause_video_avg,0.708190207293,8.88191599068e-21,0.291809792707
stop_video_sum,0.561430760723,5.43058844422e-12,0.438569239277
stop_video_avg,0.471984901625,1.86407163549e-08,0.528015098375
video_forward_seek_sum,0.292927938943,0.000792188014105,0.707072061057
video_forward_seek_avg,0.283758228807,0.00117099969791,0.716241771193
video_backward_seek_sum,0.375133989034,1.2832245251e-05,0.624866010966
video_backward_seek_avg,0.29092942482,0.000863577798065,0.70907057518
video_pause_forward_seek_sum,0.474920311542,1.47881417095e-08,0.525079688458
video_pause_forward_seek_avg,0.362820592212,2.56597675282e-05,0.637179407788
video_pause_backward_seek_sum,0.558974823456,7.02074271047e-12,0.441025176544
video_pause_backward_seek_avg,0.497414504455,2.32901546064e-09,0.502585495545
video_stop_backward_seek_sum,0.507784784498,9.48599199358e-10,0.492215215502
video_stop_backward_seek_avg,0.387568218793,6.19084420676e-06,0.612431781207
all_type_video_forward_seek_sum,0.446689159262,1.25571365999e-07,0.553310840738
all_type_video_forward_seek_avg,0.415287222105,1.09178716909e-06,0.584712777895
all_type_video_backward_seek_sum,0.44811030856,1.13267417424e-07,0.55188969144
all_type_video_backward_seek_avg,0.381244347176,9.00239376264e-06,0.618755652824
all_type_video_seek_sum,0.464548646833,3.31890092376e-08,0.535451353167
all_type_video_seek_avg,0.433587959415,3.17902702978e-07,0.566412040585
video_pause_sum,0.550973783283,1.59768946603e-11,0.449026216717
video_pause_avg,0.443024258702,1.63474119969e-07,0.556975741298
video_stop_sum,0.556973157707,8.64202866072e-12,0.443026842293
video_stop_avg,0.461813011511,4.08949519429e-08,0.538186988489
video_play_sum,0.492307554515,3.58543316209e-09,0.507692445485
video_play_avg,0.464901025118,3.23040179886e-08,0.535098974882
video_events_sum,0.509035930029,8.49436938712e-10,0.490964069971
video_events_avg,0.462281456374,3.94637983839e-08,0.537718543626
mt_practice_sum,0.634423872101,8.97825305418e-16,0.365576127899
mt_unit_sum,0.751186710276,1.7480049613e-24,0.248813289724
mt_online_num_day,0.564844396027,3.7869485128e-12,0.435155603973
mt_online_practice_num_day,0.733049794494,7.8178473846e-23,0.266950205506
hw_mean,0.794312524394,4.74911599177e-29,0.205687475606
qz_mean,0.942401220658,8.86381863821e-62,0.0575987793424
