feature,pearson,p-value,distance_correlation
num_days,0.742716142622,1.07305814261e-23,0.257283857378
active_num_days,0.742716142622,1.07305814261e-23,0.257283857378
active_avg_count,0.464638027135,3.29623583633e-08,0.535361972865
active_sum_count,0.744894308886,6.77550115495e-24,0.255105691114
problem_num_days,0.707852996298,9.43853829942e-21,0.292147003702
problem_avg_count,0.473697539837,1.62896995312e-08,0.526302460163
problem_sum_count,0.724455745745,4.25594547111e-22,0.275544254255
video_num_days,0.661844488671,1.80891526487e-17,0.338155511329
video_avg_count,0.412170465928,1.33749027175e-06,0.587829534072
video_sum_count,0.537663772784,5.98433814727e-11,0.462336227216
forum_num_days,0.197718082049,0.0252789089673,0.802281917951
forum_avg_count,0.190617847487,0.0311429497762,0.809382152513
forum_sum_count,0.208913784307,0.0179533189856,0.791086215693
num_watched,0.678431634482,1.38881209059e-18,0.321568365518
num_complete,0.657495628917,3.45237369235e-17,0.342504371083
num_incomplete,0.384387875178,7.4808032119e-06,0.615612124822
complete_rate,0.562233674485,4.99095761065e-12,0.437766325515
incomplete_rate,0.19033772573,0.0313961798451,0.80966227427
watched_time_hour,0.350957382713,4.87272294877e-05,0.649042617287
watched_time_weekday,0.269111729169,0.00212873835958,0.730888270831
seek_video_sum,0.613088204528,1.44517647617e-14,0.386911795472
seek_video_avg,0.46228025733,3.94673995974e-08,0.53771974267
pause_video_sum,0.69665675665,6.77065353144e-20,0.30334324335
pause_video_avg,0.590960085706,2.08447834856e-13,0.409039914294
stop_video_sum,0.463892331967,3.48996387826e-08,0.536107668033
stop_video_avg,0.331202318559,0.000134142703766,0.668797681441
video_forward_seek_sum,0.282130042383,0.00125345065646,0.717869957617
video_forward_seek_avg,0.250878131129,0.00428546416429,0.749121868871
video_backward_seek_sum,0.438845935407,2.20001643756e-07,0.561154064593
video_backward_seek_avg,0.289948262246,0.000900741494754,0.710051737754
video_pause_forward_seek_sum,0.423603422907,6.28849012547e-07,0.576396577093
video_pause_forward_seek_avg,0.23517740018,0.00753522502729,0.76482259982
video_pause_backward_seek_sum,0.540758682367,4.42477663751e-11,0.459241317633
video_pause_backward_seek_avg,0.411681354878,1.3805242682e-06,0.588318645122
video_stop_backward_seek_sum,0.419708465166,8.15755772894e-07,0.580291534834
video_stop_backward_seek_avg,0.23195136208,0.00842567047273,0.76804863792
all_type_video_forward_seek_sum,0.448169810314,1.12778271064e-07,0.551830189686
all_type_video_forward_seek_avg,0.30154585342,0.000542157813106,0.69845414658
all_type_video_backward_seek_sum,0.510273815699,7.61196095222e-10,0.489726184301
all_type_video_backward_seek_avg,0.367207201714,2.0111509289e-05,0.632792798286
all_type_video_seek_sum,0.498415439321,2.13838973357e-09,0.501584560679
all_type_video_seek_avg,0.350623025132,4.95977988415e-05,0.649376974868
video_pause_sum,0.510226596633,7.64393647014e-10,0.489773403367
video_pause_avg,0.316559387383,0.000272205020571,0.683440612617
video_stop_sum,0.452831721667,8.01391500449e-08,0.547168278333
video_stop_avg,0.307767175973,0.000409305087351,0.692232824027
video_play_sum,0.528354482157,1.45717330459e-10,0.471645517843
video_play_avg,0.378680975027,1.04548191547e-05,0.621319024973
video_events_sum,0.526974705062,1.65883027184e-10,0.473025294938
video_events_avg,0.361738903929,2.72337577444e-05,0.638261096071
mt_practice_sum,0.600785944626,6.53612125107e-14,0.399214055374
mt_unit_sum,0.730898675435,1.20208951733e-22,0.269101324565
mt_online_num_day,0.500560834291,1.77907545602e-09,0.499439165709
mt_online_practice_num_day,0.712703492478,3.90432331041e-21,0.287296507522
hw_mean,0.795869421896,3.10189195419e-29,0.204130578104
qz_mean,0.851698953197,3.61702394166e-37,0.148301046803
