feature,pearson,p-value,distance_correlation
active_num_days,0.7162673723528791,2.0173922966707136e-21,0.2837326276471209
active_avg_count,0.38851604043624216,5.849071075592345e-06,0.6114839595637578
active_sum_count,0.7128937411272845,3.77005875579777e-21,0.28710625887271546
problem_num_days,0.7051497633153604,1.5317145354527392e-20,0.2948502366846396
problem_avg_count,0.39997987495655374,2.901851103817215e-06,0.6000201250434463
problem_sum_count,0.6949701095254254,9.039545207031379e-20,0.3050298904745746
video_num_days,0.650670403314324,9.320901516526136e-17,0.349329596685676
video_avg_count,0.3217953481789671,0.0002122198710078679,0.678204651821033
video_sum_count,0.48073784143452025,9.285940286972822e-09,0.5192621585654797
forum_num_days,0.22249971243764316,0.011591921581063978,0.7775002875623569
forum_avg_count,0.20157787495233753,0.022507304483827244,0.7984221250476624
forum_sum_count,0.22096660939166518,0.0121936042387163,0.7790333906083349
num_watched,0.65721263598966,3.599347095750665e-17,0.34278736401034005
num_complete,0.6171121792359038,8.695849367555831e-15,0.3828878207640962
num_incomplete,0.35581224735487,3.759459051700709e-05,0.6441877526451301
complete_rate,0.5570934163449318,8.535157678292055e-12,0.4429065836550682
incomplete_rate,0.03591807829086629,0.687308563546805,0.9640819217091338
watched_time_hour,0.45579554948016066,6.432111475802782e-08,0.5442044505198393
watched_time_weekday,0.24089487291138412,0.006160053948787756,0.7591051270886159
seek_video_sum,0.5709077555885336,1.97585057487585e-12,0.42909224441146643
seek_video_avg,0.4098121531134404,1.5574164196851104e-06,0.5901878468865596
pause_video_sum,0.6809363758167079,9.288495682495884e-19,0.31906362418329215
pause_video_avg,0.5653634273327194,3.5836729376889876e-12,0.4346365726672806
stop_video_sum,0.3993618811914261,3.015619421899541e-06,0.6006381188085739
stop_video_avg,0.2454082269498834,0.005237200157721999,0.7545917730501166
video_forward_seek_sum,0.30214053775729477,0.0005279252730988347,0.6978594622427052
video_forward_seek_avg,0.2429476826794834,0.005723741383934503,0.7570523173205166
video_backward_seek_sum,0.3138429504048433,0.0003091805546663082,0.6861570495951568
video_backward_seek_avg,0.17863419305382744,0.043648909619805706,0.8213658069461726
video_pause_forward_seek_sum,0.4068865390273654,1.8781292959611411e-06,0.5931134609726346
video_pause_forward_seek_avg,0.2614590197093054,0.0028722480956934696,0.7385409802906946
video_pause_backward_seek_sum,0.5133980364799738,5.760010047988596e-10,0.48660196352002616
video_pause_backward_seek_avg,0.42160818188448934,7.188132701776418e-07,0.5783918181155107
video_stop_backward_seek_sum,0.3808827662030366,9.195048033700741e-06,0.6191172337969634
video_stop_backward_seek_avg,0.14679060130894342,0.09824465077421271,0.8532093986910566
all_type_video_forward_seek_sum,0.44306733421218114,1.6297100244958578e-07,0.5569326657878189
all_type_video_forward_seek_avg,0.3221630743871644,0.00020850634833560722,0.6778369256128356
all_type_video_backward_seek_sum,0.3961948348065023,3.6681093792992427e-06,0.6038051651934977
all_type_video_backward_seek_avg,0.26306068797109705,0.002699616081879448,0.736939312028903
all_type_video_seek_sum,0.45319273985574515,7.80299835863827e-08,0.5468072601442548
all_type_video_seek_avg,0.3287802260048126,0.00015117500681776836,0.6712197739951874
video_pause_sum,0.47966003986093936,1.0128639116015755e-08,0.5203399601390606
video_pause_avg,0.3304371498844958,0.0001393200549438044,0.6695628501155042
video_stop_sum,0.39499999464128105,3.947374524973583e-06,0.605000005358719
video_stop_avg,0.2362292779076805,0.007263475713856671,0.7637707220923196
video_play_sum,0.48033418460705213,9.593342467489168e-09,0.5196658153929479
video_play_avg,0.34973187275149836,5.19897769579335e-05,0.6502681272485016
video_events_sum,0.4815383376298895,8.704071656688925e-09,0.5184616623701105
video_events_avg,0.3473088020260948,5.905110156062454e-05,0.6526911979739052
mt_practice_sum,0.49591786015465816,2.644855770632802e-09,0.5040821398453419
mt_unit_sum,0.6329637292103564,1.0933631743980458e-15,0.3670362707896436
mt_online_num_day,0.26962092160216905,0.0020860878991139286,0.730379078397831
mt_online_practice_num_day,0.6169466934282792,8.880690055340742e-15,0.38305330657172076
hw_mean,0.767184969412119,4.614373847930811e-26,0.232815030587881
qz_mean,0.8639479548050302,2.3659640269029224e-39,0.13605204519496983
