feature,pearson,p-value,distance_correlation
active_num_days,0.7987299915163479,1.404513156545275e-29,0.20127000848365206
active_avg_count,0.5086847966112558,8.762102140114546e-10,0.49131520338874424
active_sum_count,0.7647554531432578,8.16304471338345e-26,0.23524454685674223
problem_num_days,0.7611370929189848,1.8851165497654667e-25,0.2388629070810152
problem_avg_count,0.5480617209669152,2.1435445673793455e-11,0.4519382790330848
problem_sum_count,0.7575390187504021,4.270257480814028e-25,0.24246098124959792
video_num_days,0.7309446534317656,1.1911374482463586e-22,0.2690553465682344
video_avg_count,0.37554468297043814,1.2532922497939633e-05,0.6244553170295619
video_sum_count,0.5055282486947974,1.1563220351877006e-09,0.4944717513052026
forum_num_days,0.20285752176273972,0.021647982806102084,0.7971424782372603
forum_avg_count,0.19006312291781685,0.03164611266284516,0.8099368770821831
forum_sum_count,0.20657667878642821,0.01930879433636263,0.7934233212135717
num_watched,0.7089226996569672,7.780995852523815e-21,0.2910773003430328
num_complete,0.6709686281900082,4.4987643850045495e-18,0.32903137180999176
num_incomplete,0.4723630682874901,1.8095138639790907e-08,0.5276369317125099
complete_rate,0.6772603222144818,1.6739738755315894e-18,0.32273967778551815
incomplete_rate,0.2237879692395146,0.011106619354765366,0.7762120307604854
watched_time_hour,0.5922456230131248,1.79501300927315e-13,0.4077543769868752
watched_time_weekday,0.4200756897099959,7.960958957869467e-07,0.579924310290004
seek_video_sum,0.5907527097973453,2.135229931428632e-13,0.4092472902026547
seek_video_avg,0.5223710246698221,2.5456480627402084e-10,0.4776289753301779
pause_video_sum,0.7281667935374485,2.0637634991090747e-22,0.2718332064625515
pause_video_avg,0.705960204183913,1.3255221055596456e-20,0.29403979581608697
stop_video_sum,0.5312395966985437,1.1091367078685541e-10,0.4687604033014563
stop_video_avg,0.4115546219774333,1.391887488940902e-06,0.5884453780225667
video_forward_seek_sum,0.31933822400101314,0.0002386518387420094,0.6806617759989868
video_forward_seek_avg,0.29088285085854276,0.0008653096357161776,0.7091171491414572
video_backward_seek_sum,0.37911572914086483,1.0193841758541102e-05,0.6208842708591351
video_backward_seek_avg,0.27666799851316476,0.0015702245500593861,0.7233320014868352
video_pause_forward_seek_sum,0.46539061719942737,3.111187706374523e-08,0.5346093828005727
video_pause_forward_seek_avg,0.35651858929967883,3.6189539935487774e-05,0.6434814107003212
video_pause_backward_seek_sum,0.5639430310563329,4.1667937122169e-12,0.4360569689436671
video_pause_backward_seek_avg,0.506328733928205,1.078063072525881e-09,0.493671266071795
video_stop_backward_seek_sum,0.47136946188293716,1.956249271882608e-08,0.5286305381170628
video_stop_backward_seek_avg,0.2775749920454376,0.0015130328891116895,0.7224250079545624
all_type_video_forward_seek_sum,0.4660620135676224,2.9545420123647662e-08,0.5339379864323777
all_type_video_forward_seek_avg,0.4100280361441056,1.5359373574023058e-06,0.5899719638558945
all_type_video_backward_seek_sum,0.4524459370877865,8.245325274712408e-08,0.5475540629122135
all_type_video_backward_seek_avg,0.36963515967799065,1.7547508986916613e-05,0.6303648403220093
all_type_video_seek_sum,0.4809755405710283,9.109370944430706e-09,0.5190244594289717
all_type_video_seek_avg,0.42785851909740125,4.714698692278249e-07,0.5721414809025988
video_pause_sum,0.544278881465273,3.1269235604767905e-11,0.45572111853472697
video_pause_avg,0.43804013198287395,2.328635542095027e-07,0.561959868017126
video_stop_sum,0.527004811911357,1.6541556926273945e-10,0.47299518808864305
video_stop_avg,0.4034680668580972,2.3322513030371116e-06,0.5965319331419028
video_play_sum,0.5080615600435968,9.257456859285133e-10,0.4919384399564032
video_play_avg,0.45691662363627633,5.915577071887035e-08,0.5430833763637237
video_events_sum,0.5204427710373564,3.040039244893878e-10,0.47955722896264363
video_events_avg,0.4553609622963296,6.643733306270992e-08,0.5446390377036704
mt_practice_sum,0.5769550951143978,1.0189666914690644e-12,0.4230449048856022
mt_unit_sum,0.7196368776555152,1.0705494134284933e-21,0.2803631223444848
mt_online_num_day,0.413071411525076,1.2615365289353466e-06,0.586928588474924
mt_online_practice_num_day,0.6922115783823267,1.444033650210894e-19,0.3077884216176733
hw_mean,0.7886716663805112,2.15637793597244e-28,0.21132833361948877
qz_mean,0.9443000962695524,1.1383864385818654e-62,0.05569990373044764
