feature,pearson,p-value,distance_correlation
num_days,0.814925939371,1.22731563758e-31,0.185074060629
active_num_days,0.814925939371,1.22731563758e-31,0.185074060629
active_avg_count,0.555946123424,9.60904817141e-12,0.444053876576
active_sum_count,0.802125578516,5.39257909573e-30,0.197874421484
problem_num_days,0.762804942011,1.28409635447e-25,0.237195057989
problem_avg_count,0.594136122643,1.43899337931e-13,0.405863877357
problem_sum_count,0.791449794993,1.02950922254e-28,0.208550205007
video_num_days,0.73809050108,2.80595973955e-23,0.26190949892
video_avg_count,0.396886389349,3.5151352141e-06,0.603113610651
video_sum_count,0.551214989495,1.55906662682e-11,0.448785010505
forum_num_days,0.17446586619,0.048881242649,0.82553413381
forum_avg_count,0.178542729862,0.0437584905741,0.821457270138
forum_sum_count,0.191435396489,0.0304137669869,0.808564603511
num_watched,0.742665620959,1.08450342149e-23,0.257334379041
num_complete,0.719471307414,1.10464430701e-21,0.280528692586
num_incomplete,0.437936139357,2.34574813447e-07,0.562063860643
complete_rate,0.673478047381,3.0416836727e-18,0.326521952619
incomplete_rate,0.280104314011,0.00136341479384,0.719895685989
watched_time_hour,0.482843973009,7.82942423418e-09,0.517156026991
watched_time_weekday,0.42112099352,7.42572259143e-07,0.57887900648
seek_video_sum,0.635369603717,7.89811399806e-16,0.364630396283
seek_video_avg,0.537781518765,5.91632218008e-11,0.462218481235
pause_video_sum,0.75431362212,8.78154734574e-25,0.24568637788
pause_video_avg,0.680583905334,9.83181780883e-19,0.319416094666
stop_video_sum,0.575662416015,1.17525176606e-12,0.424337583985
stop_video_avg,0.479749605472,1.00559031976e-08,0.520250394528
video_forward_seek_sum,0.30095079524,0.000556752059473,0.69904920476
video_forward_seek_avg,0.281793163634,0.00127115771593,0.718206836366
video_backward_seek_sum,0.463362518221,3.63418644716e-08,0.536637481779
video_backward_seek_avg,0.318009890344,0.00025418125908,0.681990109656
video_pause_forward_seek_sum,0.465738948124,3.02894969476e-08,0.534261051876
video_pause_forward_seek_avg,0.290493554425,0.000879910425503,0.709506445575
video_pause_backward_seek_sum,0.592503262034,1.74188792138e-13,0.407496737966
video_pause_backward_seek_avg,0.476256144682,1.32997156885e-08,0.523743855318
video_stop_backward_seek_sum,0.500041366458,1.86032806063e-09,0.499958633542
video_stop_backward_seek_avg,0.357199723214,3.48814139795e-05,0.642800276786
all_type_video_forward_seek_sum,0.466510151151,2.85422308901e-08,0.533489848849
all_type_video_forward_seek_avg,0.360971273592,2.84052957443e-05,0.639028726408
all_type_video_backward_seek_sum,0.534721845157,7.95117335756e-11,0.465278154843
all_type_video_backward_seek_avg,0.413128017157,1.25690392121e-06,0.586871982843
all_type_video_seek_sum,0.512904816917,6.02030497168e-10,0.487095183083
all_type_video_seek_avg,0.409862880975,1.55234381114e-06,0.590137119025
video_pause_sum,0.563778871946,4.23983463578e-12,0.436221128054
video_pause_avg,0.384550391274,7.40915349361e-06,0.615449608726
video_stop_sum,0.569055479654,2.41366053934e-12,0.430944520346
video_stop_avg,0.465356738495,3.11929939734e-08,0.534643261505
video_play_sum,0.546636105456,2.47270846664e-11,0.453363894544
video_play_avg,0.445021059625,1.41644343705e-07,0.554978940375
video_events_sum,0.555020899211,1.05692507809e-11,0.444979100789
video_events_avg,0.430212441718,4.01341757713e-07,0.569787558282
mt_practice_sum,0.645196698511,2.03006665535e-16,0.354803301489
mt_unit_sum,0.770477893384,2.10613862192e-26,0.229522106616
mt_online_num_day,0.609590945535,2.2342023682e-14,0.390409054465
mt_online_practice_num_day,0.749019135599,2.80027036617e-24,0.250980864401
hw_mean,0.804399231541,2.81119331922e-30,0.195600768459
qz_mean,0.89479447365,5.93158580169e-46,0.10520552635
