feature,pearson,p-value,distance_correlation
num_days,0.800709236303,8.0570712391e-30,0.199290763697
active_num_days,0.800709236303,8.0570712391e-30,0.199290763697
active_avg_count,0.473869729676,1.60697337736e-08,0.526130270324
active_sum_count,0.764000280184,9.73308608081e-26,0.235999719816
problem_num_days,0.751188170094,1.74744743133e-24,0.248811829906
problem_avg_count,0.475348780904,1.42941286603e-08,0.524651219096
problem_sum_count,0.744208415803,7.83498147203e-24,0.255791584197
video_num_days,0.721493795638,7.520211707e-22,0.278506204362
video_avg_count,0.358559054387,3.24023177062e-05,0.641440945613
video_sum_count,0.511086939683,7.08113953941e-10,0.488913060317
forum_num_days,0.173729000335,0.0498582521571,0.826270999665
forum_avg_count,0.181540669483,0.0402841181693,0.818459330517
forum_sum_count,0.192113916056,0.0298196393088,0.807886083944
num_watched,0.706952418076,1.10974191759e-20,0.293047581924
num_complete,0.682852302384,6.80990588773e-19,0.317147697616
num_incomplete,0.407990711964,1.75034690665e-06,0.592009288036
complete_rate,0.640197172583,4.077009604e-16,0.359802827417
incomplete_rate,0.169031915821,0.0564731679504,0.830968084179
watched_time_hour,0.501983792892,1.57361824143e-09,0.498016207108
watched_time_weekday,0.352760465872,4.42740366402e-05,0.647239534128
seek_video_sum,0.598922800237,8.16857435996e-14,0.401077199763
seek_video_avg,0.492688447015,3.47274549469e-09,0.507311552985
pause_video_sum,0.724555862677,4.17429502244e-22,0.275444137323
pause_video_avg,0.65141083963,8.37908975162e-17,0.34858916037
stop_video_sum,0.539862363163,4.83062914372e-11,0.460137636837
stop_video_avg,0.432095473217,3.52520195004e-07,0.567904526783
video_forward_seek_sum,0.295478494907,0.000708942562642,0.704521505093
video_forward_seek_avg,0.254923874949,0.00368451983984,0.745076125051
video_backward_seek_sum,0.367547436107,1.97321057727e-05,0.632452563893
video_backward_seek_avg,0.216663854056,0.0140306330219,0.783336145944
video_pause_forward_seek_sum,0.442976467948,1.6403404716e-07,0.557023532052
video_pause_forward_seek_avg,0.290546642277,0.000877906134406,0.709453357723
video_pause_backward_seek_sum,0.548762845715,1.99762239235e-11,0.451237154285
video_pause_backward_seek_avg,0.448617672939,1.09160789547e-07,0.551382327061
video_stop_backward_seek_sum,0.510552963713,7.42554616528e-10,0.489447036287
video_stop_backward_seek_avg,0.359836685065,3.0223845832e-05,0.640163314935
all_type_video_forward_seek_sum,0.457760072412,5.55338740953e-08,0.542239927588
all_type_video_forward_seek_avg,0.354334885044,4.0700386099e-05,0.645665114956
all_type_video_backward_seek_sum,0.447037277194,1.22444415788e-07,0.552962722806
all_type_video_backward_seek_avg,0.308739937565,0.000391485115089,0.691260062435
all_type_video_seek_sum,0.480423935278,9.52416000733e-09,0.519576064722
all_type_video_seek_avg,0.368670886809,1.85265945702e-05,0.631329113191
video_pause_sum,0.524462638996,2.09719618555e-10,0.475537361004
video_pause_avg,0.368555033641,1.86476274869e-05,0.631444966359
video_stop_sum,0.536439627396,6.73773822023e-11,0.463560372604
video_stop_avg,0.422263771825,6.87981621603e-07,0.577736228175
video_play_sum,0.510932367006,7.17922078093e-10,0.489067632994
video_play_avg,0.398969372229,3.09005901287e-06,0.601030627771
video_events_sum,0.517390833325,4.01694923021e-10,0.482609166675
video_events_avg,0.393018864089,4.45525071856e-06,0.606981135911
mt_practice_sum,0.618603171333,7.19064068885e-15,0.381396828667
mt_unit_sum,0.735934122021,4.36210160236e-23,0.264065877979
mt_online_num_day,0.51389114138,5.51063680989e-10,0.48610885862
mt_online_practice_num_day,0.720221750126,9.58144804262e-22,0.279778249874
hw_mean,0.795474072696,3.45742317618e-29,0.204525927304
qz_mean,0.905383636621,1.04252001652e-48,0.0946163633791
