feature,pearson,p-value,distance_correlation
num_days,0.828711467452,1.48246542741e-33,0.171288532548
active_num_days,0.828711467452,1.48246542741e-33,0.171288532548
active_avg_count,0.563460215379,4.38517319365e-12,0.436539784621
active_sum_count,0.789322542419,1.81522807146e-28,0.210677457581
problem_num_days,0.770070214331,2.32254926914e-26,0.229929785669
problem_avg_count,0.635200247272,8.08176669692e-16,0.364799752728
problem_sum_count,0.780846589098,1.63226419144e-27,0.219153410902
video_num_days,0.755073413608,7.41734400092e-25,0.244926586392
video_avg_count,0.378076067939,1.08284394512e-05,0.621923932061
video_sum_count,0.489845983365,4.40313290858e-09,0.510154016635
forum_num_days,0.17446586619,0.0488812426489,0.82553413381
forum_avg_count,0.178542729862,0.043758490574,0.821457270138
forum_sum_count,0.191435396489,0.0304137669868,0.808564603511
num_watched,0.725981149142,3.1652833314e-22,0.274018850858
num_complete,0.700537040174,3.45580173775e-20,0.299462959826
num_incomplete,0.489654578809,4.47373010984e-09,0.510345421191
complete_rate,0.710951293794,5.38195716581e-21,0.289048706206
incomplete_rate,0.399049792022,3.07466692043e-06,0.600950207978
watched_time_hour,0.581026240458,6.47448938332e-13,0.418973759542
watched_time_weekday,0.512762449075,6.09752380697e-10,0.487237550925
seek_video_sum,0.594769059478,1.33590343914e-13,0.405230940522
seek_video_avg,0.579537030331,7.64833109185e-13,0.420462969669
pause_video_sum,0.741345382508,1.42974654368e-23,0.258654617492
pause_video_avg,0.73436200393,6.00090771372e-23,0.26563799607
stop_video_sum,0.589247415571,2.54130185746e-13,0.410752584429
stop_video_avg,0.51924883467,3.3912877121e-10,0.48075116533
video_forward_seek_sum,0.281328313651,0.00129596590604,0.718671686349
video_forward_seek_avg,0.306991207864,0.000424053504789,0.693008792136
video_backward_seek_sum,0.417583212637,9.38923355579e-07,0.582416787363
video_backward_seek_avg,0.397422395963,3.40074691664e-06,0.602577604037
video_pause_forward_seek_sum,0.501638827911,1.62122027201e-09,0.498361172089
video_pause_forward_seek_avg,0.384246535027,7.54364862307e-06,0.615753464973
video_pause_backward_seek_sum,0.589717342467,2.40709681403e-13,0.410282657533
video_pause_backward_seek_avg,0.524045755966,2.18001114887e-10,0.475954244034
video_stop_backward_seek_sum,0.494258378752,3.0432010083e-09,0.505741621248
video_stop_backward_seek_avg,0.386524690797,6.58893108979e-06,0.613475309203
all_type_video_forward_seek_sum,0.427996592631,4.6705292323e-07,0.572003407369
all_type_video_forward_seek_avg,0.436361965851,2.61991234476e-07,0.563638034149
all_type_video_backward_seek_sum,0.488951792482,4.74239444723e-09,0.511048207518
all_type_video_backward_seek_avg,0.483992063407,7.1306235846e-09,0.516007936593
all_type_video_seek_sum,0.459626671643,4.82580428031e-08,0.540373328357
all_type_video_seek_avg,0.482648177596,7.95498270769e-09,0.517351822404
video_pause_sum,0.586264359233,3.57888955155e-13,0.413735640767
video_pause_avg,0.476053141127,1.35162559786e-08,0.523946858873
video_stop_sum,0.582080080598,5.75144874172e-13,0.417919919402
video_stop_avg,0.505203034269,1.18965514307e-09,0.494796965731
video_play_sum,0.489659439989,4.47192373218e-09,0.510340560011
video_play_avg,0.516572882456,4.32640419162e-10,0.483427117544
video_events_sum,0.51151336343,6.81720877958e-10,0.48848663657
video_events_avg,0.509596357081,8.08330897646e-10,0.490403642919
mt_practice_sum,0.646953476807,1.58402515648e-16,0.353046523193
mt_unit_sum,0.773702528699,9.64679902553e-27,0.226297471301
mt_online_num_day,0.651083989716,8.78281263342e-17,0.348916010284
mt_online_practice_num_day,0.749503174589,2.52162048221e-24,0.250496825411
hw_mean,0.797999447446,1.72158755395e-29,0.202000552554
qz_mean,0.938186464074,6.64246626238e-60,0.061813535926
