username,hw_mean,qz_mean,final_score
101302503,0.530809102133,0.127744429499,61.0
102602012,-5.86278971227,-4.04317320537,52.57
103602527,0.216399101792,0.157014026992,47.15
104602001,0.237836147379,0.566788390973,58.21
104602002,0.318225067826,0.252140218551,69.33
104602003,0.264632454019,-0.384473525543,55.3
104602005,0.461138704428,0.786310371757,74.12
104602006,0.416478192867,-0.574725909092,61.13
104602007,0.327157170181,1.07900634628,85.72
104602008,0.475430068048,0.822897368757,72.53
104602009,0.395041147498,1.03510194995,79.78
104602010,0.561178249966,1.196084736,76.68
104602011,0.407546090731,0.610692787133,70.97
104602012,0.461138704216,0.537518793654,88.14
104602013,0.480789329416,0.566788391152,66.43
104602014,-0.834016126725,-2.21382336554,50.89
104602016,0.386109045246,-0.706439097478,25.71
104602017,0.255700351876,0.566788391062,52.83
104602018,0.300360863219,-0.0625079537871,54.02
104602019,0.466497965693,-0.677169500154,80.67
104602020,0.193175635714,0.757040774348,77.99
104602021,0.146728703875,-0.750343493632,80.61
104602022,0.357526317801,1.00583235271,83.56
104602023,-0.675024706115,0.874119164071,95.5
104602024,-0.80721981977,-0.384473525632,72.67
104602025,-0.664306183482,-0.801565289121,61.38
104602026,-3.62976414158,-2.93092850271,25.57
104602027,0.305720124594,0.85948436532,57.3
104602028,0.480789329307,0.961927956381,104.16
104602029,0.403973249853,-0.384473525632,67.13
104602030,0.327157170181,-1.07230906539,54.11
104602031,0.168165749462,-0.823517487285,50.2
104602032,0.362885579169,1.07900634628,51.06
104602033,-0.35882828529,-0.347886528896,82.94
104602035,0.470070806674,1.07900634628,80.48
104602037,0.443274499719,0.420440403931,61.61
104602501,0.395041147498,-0.0259209570504,56.93
104602502,0.23426330618,-0.0478731551304,67.38
104602503,-0.394556694387,-0.969865474417,48.27
104602504,0.261059613141,-0.530821512764,71.49
104602505,0.130650919983,0.757040774438,81.71
104602506,0.203894158559,0.0545704358464,63.62
104602507,-0.0211948188709,-0.36983872706,39.87
104602508,0.139583022229,-0.252760337073,60.32
104602509,-0.0211948190832,-1.32110064375,47.45
104602510,0.470070806462,0.566788390973,70.1
104602511,0.479002908926,0.757040774348,78.77
104602513,0.523663420159,1.04973674887,93.69
104602514,0.300360863116,0.654597183287,74.75
104602515,-0.405275217232,0.127744429583,60.84
104602516,0.466497965584,0.830214768001,56.89
104602517,0.112786715377,0.647279783959,82.97
104602519,0.462925124706,0.932658359152,94.97
104602520,-1.61110902548,-1.37963983857,48.24
104602521,0.28249665851,0.266775017386,80.87
104602522,-0.153389932841,-0.479599717275,59.34
104602524,0.0913496696867,-0.486917116604,68.02
104602525,-0.153389932738,-0.457647519375,59.69
104602526,0.416478192867,0.493614397409,76.48
