number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.880048678452,109.137453782,0.255491252732,0.242429695762
2.0,0.881642515618,107.898400373,0.283839999911,0.25826285705
3.0,0.874960062707,131.463221649,0.29463642345,0.256162046547
4.0,0.874519625248,136.261971867,0.343877812018,0.295276168464
5.0,0.881969364674,123.999551726,0.66552736146,0.633973338956
6.0,0.882343205139,119.707635555,0.690053861109,0.654290845083
7.0,0.879740442355,126.134180908,0.717716540011,0.678971751385
8.0,0.889987861743,120.070579702,0.719858065124,0.675035355544
