username,hw_mean,qz_mean,final_score
104602001,0.300320943351,0.460436167414,58.21
104602002,0.339931618869,-0.500814732162,69.33
104602003,0.260710266646,-0.600254480004,55.3
104602005,0.551188557336,0.460436167414,74.12
104602006,0.604002791359,-0.732840811453,61.13
104602007,0.432356529597,1.32224731915,85.72
104602008,0.683224143582,0.89134174358,72.53
104602009,0.564392115842,1.12336782227,79.78
104602010,0.802056171321,1.38854048458,76.68
104602011,0.551188557336,0.460436167414,70.97
104602012,0.630409908371,0.791901995142,88.14
104602013,0.683224143582,0.659315664289,66.43
104602014,-2.51203704688,-2.65534261061,50.89
104602016,0.551188557336,-0.931720307732,25.71
104602017,0.326728060363,0.858195160568,52.83
104602018,0.353135177374,0.128970340282,54.02
104602019,0.590799232853,-0.666547646026,80.67
104602020,0.0362497696724,0.990781491421,77.99
104602021,0.0230462111667,-0.931720307732,80.61
104602022,0.36633873588,1.25595415372,83.56
104602023,-1.19168118324,1.05707465685,95.5
104602024,-2.78931177788,-0.401374983725,72.67
104602025,-1.15207050772,-1.29633271787,61.38
104602027,0.353135177374,1.12336782227,57.3
104602028,0.604002791359,1.05707465685,104.16
104602029,0.537984998831,-0.401374983725,67.13
104602030,0.432356529597,-1.66094512802,54.11
104602031,0.221099591129,-1.39577246631,50.2
104602032,0.48517076362,1.32224731915,51.06
104602033,-0.954017127762,-0.567107897589,82.94
104602035,0.683224143582,1.32224731915,80.48
104602037,0.604002791359,0.725608829716,61.61
104602501,0.564392115842,-0.633401063015,56.93
104602502,0.287117383657,-0.335081818298,67.38
104602503,-1.68021285271,-1.52835879716,48.27
104602504,0.36633873588,-0.533961314577,71.49
104602505,0.181488915612,0.791901995142,81.71
104602506,0.234303149635,-0.202495487446,63.62
104602507,-0.0429715813618,-0.666547646026,39.87
104602508,0.194692474117,-0.600254480004,60.32
104602509,-0.0825822580672,-1.92611779032,47.45
104602510,0.643613466876,0.460436167414,70.1
104602511,0.696427702087,0.394143001988,78.77
104602513,0.762445494616,1.25595415372,93.69
104602514,0.392745852891,0.460436167414,74.75
104602515,-2.23476231589,-0.533961314577,60.84
104602516,0.630409908371,0.858195160568,56.89
104602517,0.0758604463779,0.692462246704,82.97
104602519,0.617206349865,1.1896609883,94.97
104602520,-4.01724273198,-1.46206563174,48.24
104602521,0.405949411397,0.427289584999,80.87
104602522,-1.16527406623,-0.765987393868,59.34
104602524,-0.201414285807,-1.13059980401,68.02
104602525,-1.20488474175,-1.26318613546,59.69
104602526,0.604002791359,0.394143001988,76.48
