evaluation_num,score,num_of_same,num_of_positive,num_of_negative,posi_error,nega_error,max_posi_error,min_nega_error,mean_posi_error_rate,mean_nega_error_rate,max_posi_error_rate,min_naga_error_rate
1,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
1,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
1,20 to 30,0,2,0,22.4024912339,,22.671229941,0.0,0.873710004701,0.0,0.881805909802,0.0
1,30 to 40,0,1,0,17.1235095073,,17.1235095073,0.0,0.42948355925,0.0,0.42948355925,0.0
1,40 to 50,0,4,0,1.68038095185,,2.4470211141,0.0,0.0352247175372,0.0,0.0518986450498,0.0
1,50 to 60,0,4,10,1.00095494375,-9.66315556329,3.4022103199,-25.7099981975,0.0192562218868,-0.175945879649,0.0666316161359,-0.449657783824
1,60 to 70,0,12,0,8.39846933362,,14.8247143717,0.0,0.132788202408,0.0,0.243667231619,0.0
1,70 to 80,0,8,4,3.19255244636,-1.8893558773,8.2208299066,-3.0677262824,0.0432003204525,-0.0263180729854,0.115835281198,-0.0426082266779
1,80 to 90,0,1,9,2.1096301864,-8.3510289151,2.1096301864,-16.4552500251,0.0252468906941,-0.101258200582,0.0252468906941,-0.198327709113
1,90 to 100,0,0,3,,-11.5912071671,0.0,-13.5248586387,0.0,-0.122485719675,0.0,-0.144357547643
2,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
2,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
2,20 to 30,0,2,0,23.349039605,,23.4214488555,0.0,0.91066346821,0.0,0.915973752659,0.0
2,30 to 40,0,1,0,16.3995436072,,16.3995436072,0.0,0.411325397723,0.0,0.411325397723,0.0
2,40 to 50,0,4,0,2.14723000512,,3.4378903366,0.0,0.0450974155589,0.0,0.0729138989735,0.0
2,50 to 60,0,3,11,2.1341444566,-8.50265671014,3.5498873187,-27.1906200962,0.0395644109245,-0.155053661637,0.0695238409459,-0.459068850356
2,60 to 70,0,12,0,8.22180543233,,16.3616497033,0.0,0.130068475411,0.0,0.26556808478,0.0
2,70 to 80,0,8,4,2.9529153239,-2.70811123007,6.5432125786,-5.2352588669,0.0396643087811,-0.0381442169826,0.08886531598,-0.073977402475
2,80 to 90,0,3,7,0.8578566247,-9.93098991906,1.1266695734,-17.288829055,0.0103546513006,-0.1210414159,0.0139318606826,-0.214315471117
2,90 to 100,0,0,3,,-10.6724730587,0.0,-11.3072201256,0.0,-0.112725341765,0.0,-0.120687588063
3,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
3,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
3,20 to 30,0,2,0,23.3097626492,,24.0150768728,0.0,0.909198985528,0.0,0.939189553101,0.0
3,30 to 40,0,1,0,15.2715401601,,15.2715401601,0.0,0.38303336243,0.0,0.38303336243,0.0
3,40 to 50,0,4,0,2.46270047497,,5.0269591051,0.0,0.051774203694,0.0,0.106616311879,0.0
3,50 to 60,0,5,9,1.61698210886,-9.63545413814,4.7246627319,-24.2358290925,0.0302341906696,-0.176030203196,0.0925315850353,-0.421354734987
3,60 to 70,0,12,0,7.75343280948,,15.0278192749,0.0,0.122257800738,0.0,0.243918507952,0.0
3,70 to 80,0,8,4,3.38029753974,-2.4322929118,6.9533582772,-4.4529697175,0.0453975251715,-0.0341276459843,0.0906802070579,-0.0622880083578
3,80 to 90,0,1,9,0.6673933934,-7.71823484041,0.6673933934,-16.5179539712,0.00798699609143,-0.0938903100738,0.00798699609143,-0.199083451503
3,90 to 100,0,0,3,,-9.54283817663,0.0,-11.7267841939,0.0,-0.100928771335,0.0,-0.125165804183
4,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4,20 to 30,0,2,0,23.1409232728,,24.2108987113,0.0,0.902652766244,0.0,0.946847818197,0.0
4,30 to 40,0,1,0,14.3987668264,,14.3987668264,0.0,0.361142885036,0.0,0.361142885036,0.0
4,40 to 50,0,3,1,1.82815876953,-0.469569113,3.6200855345,-0.469569113,0.0386025857607,-0.00972797002279,0.0767780601166,-0.00972797002279
4,50 to 60,0,5,9,2.05810334352,-10.6161344066,3.9300275093,-24.6018068503,0.0383467623979,-0.193974731317,0.0743900721049,-0.460837064333
4,60 to 70,0,12,0,8.70172377177,,15.3395387182,0.0,0.138001778795,0.0,0.252129170253,0.0
