evaluation_num,score,num_of_same,num_of_positive,num_of_negative,posi_error,nega_error,max_posi_error,min_nega_error,mean_posi_error_rate,mean_nega_error_rate,max_posi_error_rate,min_naga_error_rate
1,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
1,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
1,20 to 30,0,2,0,23.8783221879,,25.0054305194,0.0,0.931178744715,0.0,0.972595508339,0.0
1,30 to 40,0,1,0,9.2680202857,,9.2680202857,0.0,0.232455989107,0.0,0.232455989107,0.0
1,40 to 50,0,2,2,5.82332065255,-2.08981453515,6.8033259751,-2.2547248646,0.122345756822,-0.0436388441191,0.14429111294,-0.0467106870644
1,50 to 60,0,5,9,4.26793381526,-10.2122347817,10.4443750695,-17.9957652218,0.0816244710927,-0.184513650871,0.204551019771,-0.342320053677
1,60 to 70,0,10,2,10.824268337,-1.846748977,19.8981901008,-2.6723396644,0.173098149926,-0.0267789159371,0.322970136354,-0.0385452136795
1,70 to 80,0,9,3,3.52115997281,-2.1288608191,6.4774702494,-5.6796799928,0.0483105841403,-0.027137081912,0.0893074624211,-0.072104608262
1,80 to 90,0,1,9,0.3043181382,-5.9181684401,0.3043181382,-10.085750281,0.00378128899354,-0.0714294035858,0.00378128899354,-0.12456098807
1,90 to 100,0,0,3,,-14.996689751,0.0,-15.9894822753,0.0,-0.158243985868,0.0,-0.167429133773
2,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
2,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
2,20 to 30,0,2,0,23.7987751275,,25.6014449099,0.0,0.928004328817,0.0,0.995777709448,0.0
2,30 to 40,0,1,0,9.5063689801,,9.5063689801,0.0,0.238434135443,0.0,0.238434135443,0.0
2,40 to 50,0,2,2,6.1403696294,-4.831273482,6.1712290988,-7.5215645283,0.128766624585,-0.101434946593,0.130885028607,-0.158515585423
2,50 to 60,0,4,10,4.72645403098,-9.41727646813,9.5819484826,-18.1561225208,0.090413158172,-0.170933199358,0.18766056566,-0.345370411276
2,60 to 70,0,10,2,10.5522313564,-1.56818340395,20.44958198,-1.7880954225,0.168657453627,-0.0228674730403,0.331919850349,-0.0262877892164
2,70 to 80,0,7,5,4.82644372383,-1.65976733362,6.2548493113,-6.4525029536,0.0663276356501,-0.0212134837551,0.0881337087685,-0.0819157414447
2,80 to 90,0,1,9,1.1533873361,-6.00853176027,1.1533873361,-10.085534502,0.0143313535798,-0.0723979402568,0.0143313535798,-0.124773117879
2,90 to 100,0,0,3,,-14.3797634761,0.0,-14.9367772462,0.0,-0.151789260774,0.0,-0.156406044463
3,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
3,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
3,20 to 30,0,2,0,24.6086760026,,26.4794882942,0.0,0.959584706112,0.0,1.02992953303,0.0
3,30 to 40,0,1,0,12.4770906728,,12.4770906728,0.0,0.312944335912,0.0,0.312944335912,0.0
3,40 to 50,0,3,1,3.58796872727,-5.627406108,9.450416052,-5.627406108,0.0758861123883,-0.118596546006,0.200433002163,-0.118596546006
3,50 to 60,0,4,10,5.07099855472,-8.9299444876,9.6589030609,-16.2969180392,0.0963238922846,-0.161643332304,0.189167705854,-0.296963648901
3,60 to 70,0,10,2,10.4818206466,-2.5300896906,20.0680385467,-2.7124089367,0.167592646892,-0.03681952394,0.325726968783,-0.0391231636622
3,70 to 80,0,7,5,4.81182088976,-1.41666516998,6.2966143744,-6.0427005526,0.065934879715,-0.0180869733331,0.0898233148987,-0.0767132227066
3,80 to 90,0,1,9,2.4705419653,-6.13819815496,2.4705419653,-11.119202423,0.0306975890321,-0.0738963421132,0.0306975890321,-0.134063207415
3,90 to 100,0,0,3,,-14.4808388475,0.0,-15.6895373196,0.0,-0.152811775467,0.0,-0.164288348896
4,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4,20 to 30,0,2,0,24.0417918688,,24.5596127842,0.0,0.937619241317,0.0,0.955255261929,0.0
4,30 to 40,0,1,0,9.4603879159,,9.4603879159,0.0,0.237280860695,0.0,0.237280860695,0.0
4,40 to 50,0,2,2,7.38460965535,-2.6630091884,8.3458300462,-3.1739278068,0.155080387487,-0.0557371880076,0.177005939474,-0.0668899432413
4,50 to 60,0,4,10,5.73837895513,-9.84133944665,11.362436443,-20.1815984656,0.109225991066,-0.177200219805,0.222531070172,-0.3838995333
