evaluation_num,kfold_split_num,label_val_predict,label_val_test,positive_error,negative_error,positive_error_rate,negative_error_rate
1.0,1.0,1.0,69.2076705239,0.0,-68.2076705239,0.0,-0.985550734587
1.0,1.0,1.0,64.3536873649,0.0,-63.3536873649,0.0,-0.984460874878
1.0,1.0,1.0,60.3741682767,0.0,-59.3741682767,0.0,-0.983436624826
1.0,1.0,1.0,63.5606305419,0.0,-62.5606305419,0.0,-0.984266990565
1.0,1.0,1.0,67.0132079224,0.0,-66.0132079224,0.0,-0.985077568572
1.0,1.0,1.0,68.6505019243,0.0,-67.6505019243,0.0,-0.985433464112
1.0,1.0,2.0,68.9723617324,0.0,-66.9723617324,0.0,-0.971002877823
1.0,1.0,2.0,70.7565379545,0.0,-68.7565379545,0.0,-0.971734060798
1.0,1.0,2.0,63.3714760437,0.0,-61.3714760437,0.0,-0.96844005971
1.0,1.0,2.0,70.8691240797,0.0,-68.8691240797,0.0,-0.971778965438
1.0,1.0,2.0,67.314413347,0.0,-65.314413347,0.0,-0.970288681123
1.0,1.0,2.0,71.2705036581,0.0,-69.2705036581,0.0,-0.97193790001
1.0,1.0,3.0,70.3247801513,0.0,-67.3247801513,0.0,-0.95734078381
1.0,1.0,3.0,73.1664185986,0.0,-70.1664185986,0.0,-0.958997583079
1.0,1.0,3.0,57.3457685407,0.0,-54.3457685407,0.0,-0.947685765204
1.0,1.0,3.0,73.9970999344,0.0,-70.9970999344,0.0,-0.95945787061
1.0,1.0,3.0,64.7260387407,0.0,-61.7260387407,0.0,-0.953650801774
1.0,1.0,3.0,75.9341821192,0.0,-72.9341821192,0.0,-0.960492100971
1.0,1.0,4.0,69.3462766947,0.0,-65.3462766947,0.0,-0.942318460476
1.0,1.0,4.0,72.432353717,0.0,-68.432353717,0.0,-0.944776059389
1.0,1.0,4.0,57.7840524627,0.0,-53.7840524627,0.0,-0.930776748436
1.0,1.0,4.0,74.0925066096,0.0,-70.0925066096,0.0,-0.946013433975
1.0,1.0,4.0,65.8044547177,0.0,-61.8044547177,0.0,-0.93921384172
1.0,1.0,4.0,74.2736548643,0.0,-70.2736548643,0.0,-0.946145103438
1.0,2.0,1.0,64.9573574971,0.0,-63.9573574971,0.0,-0.98460528509
1.0,2.0,1.0,68.4750415392,0.0,-67.4750415392,0.0,-0.985396138834
1.0,2.0,1.0,74.5740141007,0.0,-73.5740141007,0.0,-0.986590503246
1.0,2.0,1.0,68.1477219022,0.0,-67.1477219022,0.0,-0.985325995175
1.0,2.0,1.0,69.8104961894,0.0,-68.8104961894,0.0,-0.985675506484
1.0,2.0,1.0,71.897592193,0.0,-70.897592193,0.0,-0.986091328381
1.0,2.0,2.0,66.8798335209,0.0,-64.8798335209,0.0,-0.970095619341
1.0,2.0,2.0,72.3271136967,0.0,-70.3271136967,0.0,-0.972347852724
1.0,2.0,2.0,73.9407543507,0.0,-71.9407543507,0.0,-0.972951317341
1.0,2.0,2.0,59.6382448905,0.0,-57.6382448905,0.0,-0.966464472526
1.0,2.0,2.0,57.9716051912,0.0,-55.9716051912,0.0,-0.965500351536
1.0,2.0,2.0,70.4646400326,0.0,-68.4646400326,0.0,-0.971616969886
1.0,2.0,3.0,61.1092356101,0.0,-58.1092356101,0.0,-0.950907584262
1.0,2.0,3.0,75.6169073059,0.0,-72.6169073059,0.0,-0.960326333
1.0,2.0,3.0,78.1486853712,0.0,-75.1486853712,0.0,-0.961611638305
1.0,2.0,3.0,46.4628589336,0.0,-43.4628589336,0.0,-0.935432298639
1.0,2.0,3.0,57.5785170363,0.0,-54.5785170363,0.0,-0.947897233996
1.0,2.0,3.0,71.9496513902,0.0,-68.9496513902,0.0,-0.958304176017
1.0,2.0,4.0,59.7487742155,0.0,-55.7487742155,0.0,-0.933053019873
1.0,2.0,4.0,76.6107590457,0.0,-72.6107590457,0.0,-0.947788012417
1.0,2.0,4.0,84.1161116295,0.0,-80.1161116295,0.0,-0.95244668444
1.0,2.0,4.0,46.4239655837,0.0,-42.4239655837,0.0,-0.913837606294
1.0,2.0,4.0,63.0977672047,0.0,-59.0977672047,0.0,-0.936606314657
1.0,2.0,4.0,71.5873020149,0.0,-67.5873020149,0.0,-0.944124168848
1.0,3.0,1.0,77.6580777501,0.0,-76.6580777501,0.0,-0.987123039496
1.0,3.0,1.0,68.4823374802,0.0,-67.4823374802,0.0,-0.985397694693
1.0,3.0,1.0,66.5886773204,0.0,-65.5886773204,0.0,-0.984982431845
1.0,3.0,1.0,61.703538418,0.0,-60.703538418,0.0,-0.983793473995
1.0,3.0,1.0,65.2510558503,0.0,-64.2510558503,0.0,-0.984674577492
1.0,3.0,1.0,65.7858556724,0.0,-64.7858556724,0.0,-0.984799164049
1.0,3.0,2.0,69.9147213316,0.0,-67.9147213316,0.0,-0.971393721352
1.0,3.0,2.0,73.196465429,0.0,-71.196465429,0.0,-0.972676276262
1.0,3.0,2.0,64.796795737,0.0,-62.796795737,0.0,-0.969134276205
1.0,3.0,2.0,66.1391121051,0.0,-64.1391121051,0.0,-0.969760706844
1.0,3.0,2.0,70.4379146547,0.0,-68.4379146547,0.0,-0.971606200868
1.0,3.0,2.0,71.5057160892,0.0,-69.5057160892,0.0,-0.972030208081
1.0,3.0,3.0,69.5353051973,0.0,-66.5353051973,0.0,-0.9568564488
