username,active_avg_count,active_sum_count,hw_mean,qz_mean,final_score
101302503,-2.2884894753,0.963150950718,-0.0398867235381,1.48232505142,61.0
102602012,5.38798946199,4.44544292705,1.6603283426,-0.0509318263937,52.57
103602527,-2.62911149578,1.54287688536,-0.0177319220194,-0.480543758892,47.15
104602001,-0.839830301038,0.0973805396272,0.126749744979,0.150737016773,58.21
104602002,0.0587624341173,-0.598942481659,0.135921198335,-0.0118191806579,69.33
104602003,-0.760534665847,0.925092691736,-0.580589690892,0.144895441464,55.3
104602005,-2.48741613184,0.804384030015,0.26227635137,0.347739131012,74.12
104602006,0.609452054071,-0.452124821535,-0.575049482072,0.125260099628,61.13
104602007,-2.57528214245,0.82131397166,0.474121890342,-0.415747275173,85.72
104602008,-0.274538070782,-0.987628691592,0.309280519361,-0.0888740596143,72.53
104602009,0.592640572893,-1.73249962297,0.379798557547,-0.0384136666904,79.78
104602010,-1.91893039802,-0.0522318487587,0.442544627311,-0.575882372571,76.68
104602011,-0.470083044895,-0.336693842163,0.11411584594,-0.181563322672,70.97
104602012,-1.37606840543,0.319399837298,0.0369383883845,-0.602331011132,88.14
104602013,0.384322872262,-1.4384373796,0.222253177379,0.106768631622,66.43
104602014,2.3241119616,0.498991385215,-0.799090750898,-0.0124416401008,50.89
104602016,1.42332910429,-0.648626698165,-0.926337423716,-0.0110357579095,25.71
104602017,0.00148966340311,-0.714352407332,0.228274006956,0.415880208612,52.83
104602018,0.787951108427,-0.927698480894,-0.00362440497493,0.109648404366,54.02
104602019,0.197997632892,-0.272316632609,-0.539367002217,-0.326416028013,80.67
104602020,0.783956845953,-1.47350736558,0.512238859703,-0.0364579803752,77.99
104602021,1.30547969107,-0.575937752881,-0.59678061075,-0.061079957338,80.61
104602022,-1.19462853142,-0.147026217757,0.399781390142,-0.0415943142644,83.56
104602023,0.7603528336,-1.06903070669,0.629885431502,-0.0128549621011,95.5
104602024,1.07594780809,0.344156582306,0.189575406524,-0.0411061158272,72.67
104602025,1.27110825241,-0.391529571009,-0.106069231999,-0.0285913465943,61.38
104602026,3.69576124959,3.22011703463,0.532818763141,0.205365322382,25.57
104602027,-0.19841269207,-0.680852196481,0.280137336795,0.138682532291,57.3
104602028,0.582450192502,-1.64685664912,0.288956098152,-0.0310083369717,104.16
104602029,1.20099108061,-0.553582320269,-0.795020101059,-0.0144677774634,67.13
104602030,1.70003113045,0.0400332634216,-1.43337746036,-0.0565939894157,54.11
104602031,1.19104794906,0.331674583783,-1.01535304071,-0.123821700894,50.2
104602032,0.64086294951,-1.67233257457,0.457313259406,-0.039913153772,51.06
104602033,-0.0370080494254,0.417353617948,-0.168710009417,0.67676901069,82.94
104602035,-0.201886929318,-1.1199687178,0.384604644638,0.0338373442773,80.48
104602037,-2.09460153122,0.85861413164,0.128491715537,0.53269269968,61.61
104602501,-0.307309045449,-0.00314536806607,-0.26651197817,-0.176301143192,56.93
104602502,-0.0471749984559,-0.369894549078,-0.10888196941,0.0274082357115,67.38
104602503,0.145633638965,0.992809240126,-0.159510596511,0.348196845503,48.27
104602504,0.00637130234265,0.487589569492,-0.887882123873,-0.126925739862,71.49
104602505,-0.680736312005,-0.582187917333,0.449270782294,0.2532774932,81.71
104602506,0.688727032631,-1.00582097301,0.0229252495193,-0.0593978787515,63.62
104602507,1.28304113785,-0.838568343664,-0.321681672157,-0.0233961016339,39.87
104602508,-1.22981182218,1.45070102336,-0.566281356848,-0.0273860251112,60.32
104602509,-0.368454330877,1.92948683644,-1.22615183132,0.01541098435,47.45
104602510,-0.747184044691,-0.469000378027,0.182802276018,-0.219635945978,70.1
104602511,-3.09661983473,1.35842472049,0.288324167315,0.0810914933592,78.77
104602513,-0.875486168298,-0.616824590486,0.333440446096,-0.0980159830258,93.69
104602514,0.525772687782,-1.13122798652,0.208608087594,0.0642170672489,74.75
104602515,1.16186476761,-0.599845936597,0.560873402819,-0.0152135158164,60.84
104602516,-0.516640354776,-0.826205889075,0.387769304808,0.0019600455486,56.89
104602517,0.385899139227,-0.871502604565,0.460453731889,-0.13010426534,82.97
104602519,-1.35033511088,-0.00930244419755,0.25906407494,-0.152451183122,94.97
104602520,-0.865906425231,2.63137117415,0.0914041990534,-0.507904500733,48.24
104602521,-1.23215539367,0.17637301806,0.159144403384,0.0858250062033,80.87
104602522,-1.88788501692,2.04691773069,-0.252599118605,-0.454070266739,59.34
104602524,0.464065920371,-0.0411155790013,-0.33638859694,0.0924405407785,68.02
104602525,1.49200476999,-0.577844467087,0.0142153684471,-0.0298938789714,59.69
104602526,0.423103477411,-1.26899173909,0.108176048237,-0.136242643008,76.48
