username,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
101302503,-1.64306168086,-2.17236084741,-1.95585479575,-1.99075792068,0.515963503757,-0.163963374447,61.0
102602012,-1.64306168086,-2.17236084741,-1.95585479575,-1.99075792068,-5.55877007498,-3.62675804965,52.57
103602527,-1.64306168086,-2.17236084741,-1.95585479575,-1.99075792068,0.263701840061,0.220791589575,47.15
104602001,-0.490721244812,-0.148635216694,-0.25636388193,-0.279213770137,0.304609137092,0.495616563522,58.21
104602002,-0.238646774386,0.930685121471,0.593381571921,0.897472832997,0.325062785301,-0.301375861668,69.33
104602003,-0.202636136124,0.660855037537,0.593381571921,0.255643777267,0.28415548827,-0.383823353605,55.3
104602005,1.95800218163,1.74017537327,1.27317793928,1.64627339898,0.434148910308,0.495616563522,74.12
104602006,0.73364046841,0.660855037537,1.10322884668,0.897472832997,0.461420441253,-0.493753343679,61.13
104602007,0.157470250385,1.20051520541,1.44312702883,1.21838736182,0.372787965068,1.21016149678,85.72
104602008,-0.166625497214,0.12119486724,-0.25636388193,-0.0652707515607,0.502327738284,0.852889030397,72.53
104602009,0.0494383343025,0.391024953603,0.083534300222,0.255643777267,0.440966793044,1.04526651191,79.78
104602010,0.121459611475,0.256109910422,0.253483389769,0.0417007586904,0.563688683524,1.26512649157,76.68
104602011,0.0854489732127,0.391024953603,0.593381571921,0.148672267016,0.434148910308,0.495616563522,70.97
104602012,1.59789579512,1.20051520541,0.933279754073,1.4323303804,0.475056206726,0.770441537965,88.14
104602013,-0.202636136124,0.391024953603,0.253483389769,0.148672267016,0.502327738284,0.660511548386,66.43
104602014,-1.39098721044,-1.7676157203,-1.6159566136,-1.66984339185,-1.14759990045,-2.08773819406,50.89
104602016,-0.598753160895,-0.823210425315,-0.426312974536,-0.814071317542,0.434148910308,-0.658648328047,25.71
104602017,-0.0585935817797,-0.418465300628,-0.766211156688,-0.172242261812,0.318244902565,0.825406532754,52.83
104602018,0.301512804729,0.12119486724,0.083534300222,0.255643777267,0.331880668037,0.220791589575,54.02
104602019,0.337523443639,0.12119486724,-0.0864147923837,-0.0652707515607,0.454602558517,-0.438788348889,80.67
104602020,-0.490721244812,-0.418465300628,-0.426312974536,-0.600128298965,0.168251480527,0.935336522334,77.99
104602021,-0.778806354149,-0.688295384562,-0.936160249294,-0.814071317542,0.161433597791,-0.658648328047,80.61
104602022,-0.670774438067,-0.418465300628,-0.25636388193,-0.600128298965,0.338698550774,1.15519650199,83.56
104602023,-0.274657413296,-0.283550257447,-0.596262067142,-0.279213770137,-0.465811620079,0.990301517123,95.5
104602024,-0.706785076977,-0.958125468496,-0.936160249294,-0.921042825867,-1.29077543914,-0.218928369236,72.67
104602025,0.625608552327,0.256109910422,-0.25636388193,0.0417007586904,-0.44535797187,-0.960955799637,61.38
104602026,-1.64306168086,-2.17236084741,-1.95585479575,-1.99075792068,-3.44522640588,-2.69235313724,25.57
104602027,0.0494383343025,-0.0137201735124,-0.25636388193,-0.279213770137,0.331880668037,1.04526651191,57.3
104602028,-0.670774438067,-0.148635216694,-0.596262067142,-0.386185280388,0.461420441253,0.990301517123,104.16
104602029,0.625608552327,0.525939994356,0.593381571921,0.576558304169,0.427331027572,-0.218928369236,67.13
104602030,-0.598753160895,-0.688295384562,-0.766211156688,-0.70709980729,0.372787965068,-1.26326327123,54.11
104602031,-0.346678690468,-0.553380341381,-0.25636388193,-0.600128298965,0.263701840061,-1.04340329207,50.2
104602032,-1.57104040369,-1.90253076348,-1.6159566136,-1.7768149021,0.400059496013,1.21016149678,51.06
104602033,-0.670774438067,-0.418465300628,-0.596262067142,-0.600128298965,-0.3430897296,-0.356340856458,82.94
104602035,0.409544720811,1.06560016222,1.61307612144,1.32535887015,0.502327738284,1.21016149678,80.48
104602037,0.265502165819,0.525939994356,-0.0864147923837,0.469586795844,0.461420441253,0.715476543175,61.61
104602501,-0.994870185665,-0.688295384562,-0.766211156688,-0.814071317542,0.440966793044,-0.411305851247,56.93
104602502,0.589597913417,1.20051520541,1.10322884668,0.897472832997,0.297791253743,-0.163963374447,67.38
104602503,0.337523443639,0.256109910422,-0.596262067142,-0.0652707515607,-0.718073283774,-1.15333328165,48.27
104602504,0.409544720811,1.06560016222,0.593381571921,1.32535887015,0.338698550774,-0.328858358815,71.49
104602505,0.73364046841,0.79577007829,0.593381571921,0.897472832997,0.243248191853,0.770441537965,81.71
104602506,0.949704299926,0.79577007829,0.763330664526,0.790501322746,0.270519722798,-0.0540333848677,63.62
104602507,-0.994870185665,-0.553380341381,-0.426312974536,-0.600128298965,0.12734418411,-0.438788348889,39.87
104602508,0.157470250385,0.391024953603,1.44312702883,0.790501322746,0.250066074589,-0.383823353605,60.32
104602509,-0.670774438067,-0.688295384562,-0.426312974536,-0.70709980729,0.106890535287,-1.48312325088,47.45
104602510,0.409544720811,0.391024953603,0.253483389769,0.897472832997,0.481874089462,0.495616563522,70.1
104602511,0.0134276960406,0.525939994356,0.933279754073,0.576558304169,0.50914562102,0.440651568733,78.77
104602513,1.30981068643,1.06560016222,1.10322884668,1.21838736182,0.543235034702,1.15519650199,93.69
104602514,0.6976298295,0.930685121471,0.933279754073,1.21838736182,0.352334316246,0.495616563522,74.75
104602515,-0.0585935817797,-0.688295384562,-0.936160249294,-0.70709980729,-1.00442436176,-0.328858358815,60.84
104602516,2.10204473598,1.20051520541,1.61307612144,1.00444434325,0.475056206726,0.825406532754,56.89
104602517,-1.57104040369,-2.03744580423,-1.78590570314,-1.88378641042,0.188705129349,0.687994045533,82.97
104602519,2.89427878552,1.47034528934,1.27317793928,1.7532449073,0.468238323989,1.1002315072,94.97
