number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.824712774449,224.795809977,0.200805641578,0.186784687922
2.0,0.821669799739,236.903083947,0.201125907106,0.172594689503
3.0,0.820266139262,245.839596128,0.209571561528,0.166457283066
4.0,0.817703450113,256.54495651,0.210356833692,0.151864747299
5.0,0.816868753085,241.721850792,0.293182754389,0.226501882161
6.0,0.81268779139,255.26455064,0.293318812501,0.211778675482
