number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.822955693953,222.338102321,0.204122958083,0.190160202962
2.0,0.818659565723,233.74590478,0.208619083943,0.180355479799
3.0,0.818487363459,238.193543692,0.233242274814,0.191419126168
4.0,0.81198023405,253.294846728,0.245899372519,0.19004006678
5.0,0.829829931284,214.277518369,0.374046892354,0.314994712387
6.0,0.831400977782,214.985017444,0.404521864012,0.335812848321
