username,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
101302503,3.41710990663,-1.82969386036,-0.386712489585,0.524354623612,0.177298696286,0.141569274183,61.0
102602012,6.28572904383,4.22004131848,1.21463460956,-0.682486120014,0.00852898821213,0.0158584951223,52.57
103602527,3.38192601525,-1.9217299499,0.0363254858696,0.373980573662,0.192841340311,0.129374030809,47.15
104602001,0.286165424085,-0.782106011432,0.0552269880536,-0.193539751202,-0.0834508911455,-0.0628718679885,58.21
104602002,-1.03290632982,0.378484748805,-0.673454475993,-0.623055236764,-0.467658174987,0.0811810280281,69.33
104602003,-0.585960923334,0.293217827086,-0.659025757407,-0.427199879541,-0.102091946463,-0.258353583302,55.3
104602005,-3.26568229327,0.834289183598,0.247869497769,0.392159478409,-0.22110021598,-0.0496906858487,74.12
104602006,-1.53585126048,0.745147002676,-0.680944385562,0.0398905561554,0.242779705249,0.126208683372,61.13
104602007,-2.31793366884,-0.246639456762,0.252023813391,-1.06713322842,0.0232150988731,0.0101465685852,85.72
104602008,-0.241776246627,-0.956937536733,0.241421120262,-0.0355904247535,-0.229242722766,-0.0768085524465,72.53
104602009,-0.800719181079,-0.806308260093,0.387718414681,-0.179031924704,-0.195511464359,-0.0531340551482,79.78
104602010,-0.847192859388,-1.03868360179,0.460497709642,-0.138495623303,0.0973579850338,-0.165258452287,76.68
104602011,-0.834781374087,-0.358011469541,-0.0584298349271,-0.254093100071,0.186476904424,-0.201854127417,70.97
104602012,-2.69985711503,0.327190848488,0.401769817589,0.358828187497,-0.138696241021,0.175077459337,88.14
104602013,-0.62748389126,-0.654802280447,-0.0143117588809,-0.339781834996,-0.106907613398,-0.139068444174,66.43
104602014,3.88769769383,0.731123924481,-0.627298376864,0.294013045872,0.0429261228853,0.0641455742435,50.89
104602016,1.27098731513,-0.399757330112,-0.752540094434,0.275754820585,0.291263995625,-0.023060844254,25.71
104602017,0.309871408207,-1.00579517964,0.503673550606,0.340698864596,-0.222035345716,0.226191117626,52.83
104602018,-0.507554264432,-0.177688302469,-0.00644475681515,0.190527827431,-0.0215926671892,0.104069668512,54.02
104602019,-0.140835255839,0.0872451867321,-0.481274838224,0.513685643741,-0.0620442308528,-0.112882995015,80.67
104602020,0.552370272322,-1.12562065653,0.496170802999,-0.136743828175,0.0738594642939,-0.13603641134,77.99
104602021,1.59902513497,-0.355113013744,-0.544285046882,0.251083408087,-0.1896470342,-0.0321667556113,80.61
