evaluation_num,score,num_of_same,num_of_positive,num_of_negative,posi_error,nega_error,max_posi_error,min_nega_error,mean_posi_error_rate,mean_nega_error_rate,max_posi_error_rate,min_naga_error_rate
1,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
1,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
1,20 to 30,0,0,8,,-53.6431233087,0.0,-65.1612155395,0.0,-0.953227444035,0.0,-0.984885404661
1,30 to 40,0,0,4,,-60.937175944,0.0,-64.1391121051,0.0,-0.960594764684,0.0,-0.983793473995
1,40 to 50,0,0,16,,-60.3956379435,0.0,-76.6580777501,0.0,-0.958190342201,0.0,-0.987123039496
1,50 to 60,0,0,56,,-59.8521310692,0.0,-76.0553937001,0.0,-0.949038056793,0.0,-0.986642687203
1,60 to 70,0,0,48,,-63.8515201029,0.0,-76.1360730641,0.0,-0.961887556725,0.0,-0.987035896951
1,70 to 80,0,0,48,,-68.2203726751,0.0,-80.1161116295,0.0,-0.964705112217,0.0,-0.987418575078
1,80 to 90,0,0,40,,-66.4056619846,0.0,-74.1942543863,0.0,-0.963585576211,0.0,-0.986091328381
1,90 to 100,0,0,12,,-69.0166238003,0.0,-72.4919621431,0.0,-0.965650331414,0.0,-0.985610489738
2,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
2,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
2,20 to 30,0,0,8,,-52.3947966856,0.0,-64.1372552209,0.0,-0.95212382626,0.0,-0.983946098532
2,30 to 40,0,0,4,,-61.8298204645,0.0,-64.8064052891,0.0,-0.96127395907,0.0,-0.983837282626
2,40 to 50,0,0,16,,-59.6929138334,0.0,-76.7978272569,0.0,-0.95783112722,0.0,-0.98714617059
2,50 to 60,0,0,56,,-59.6272206032,0.0,-76.5066505826,0.0,-0.948331200593,0.0,-0.986241080899
2,60 to 70,0,0,48,,-63.7426797547,0.0,-74.6133817393,0.0,-0.961831960932,0.0,-0.986774827722
2,70 to 80,0,0,48,,-68.3851111476,0.0,-79.6012620237,0.0,-0.964792019312,0.0,-0.986720926529
2,80 to 90,0,0,40,,-67.0067195071,0.0,-77.6497163899,0.0,-0.963738389308,0.0,-0.986953943471
2,90 to 100,0,0,12,,-69.7005416117,0.0,-72.8590375231,0.0,-0.965896892529,0.0,-0.985933556008
3,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
3,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
3,20 to 30,0,0,8,,-52.6188378394,0.0,-63.986923919,0.0,-0.952287066915,0.0,-0.983883830398
3,30 to 40,0,0,4,,-62.63786613,0.0,-64.3879477532,0.0,-0.96154267454,0.0,-0.984706661788
3,40 to 50,0,0,16,,-60.1603469587,0.0,-77.350539726,0.0,-0.957974099448,0.0,-0.987236846058
3,50 to 60,0,0,56,,-59.898607335,0.0,-75.3139529345,0.0,-0.950840181671,0.0,-0.986036399025
3,60 to 70,0,0,48,,-63.9171001994,0.0,-74.070905688,0.0,-0.961970459702,0.0,-0.986679260216
3,70 to 80,0,0,48,,-67.7516027144,0.0,-78.5495405912,0.0,-0.964420631872,0.0,-0.98724833122
3,80 to 90,0,0,40,,-66.8860483341,0.0,-74.2148771203,0.0,-0.96381749349,0.0,-0.986704757911
3,90 to 100,0,0,12,,-69.7797468067,0.0,-73.142980963,0.0,-0.965980972334,0.0,-0.985808690438
4,0 to 10,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4,10 to 20,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0
4,20 to 30,0,0,8,,-52.5721363793,0.0,-64.079783413,0.0,-0.952604606154,0.0,-0.983854514925
4,30 to 40,0,0,4,,-61.7226670077,0.0,-64.6900091683,0.0,-0.961199975577,0.0,-0.983822320007
4,40 to 50,0,0,16,,-60.2723238236,0.0,-77.9707405641,0.0,-0.957947580577,0.0,-0.987337082154
4,50 to 60,0,0,56,,-60.2837393013,0.0,-75.423010009,0.0,-0.942458246996,0.0,-0.98638859268
4,60 to 70,0,0,48,,-63.974609197,0.0,-76.6501905802,0.0,-0.961874315757,0.0,-0.987121731543
4,70 to 80,0,0,48,,-68.0476423533,0.0,-78.9898841257,0.0,-0.964582228728,0.0,-0.987067458554
4,80 to 90,0,0,40,,-66.7296108462,0.0,-75.2171081466,0.0,-0.963736733217,0.0,-0.986879586167
4,90 to 100,0,0,12,,-69.4265393941,0.0,-73.7109704311,0.0,-0.96583863905,0.0,-0.985654927649
