username,active_num_days,active_sum_count,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,final_score
101302503,3.47431484862,2.54356792277,-0.0365030651706,-0.0797261542939,0.0756969875665,0.153240971869,61.0
102602012,5.03148343298,-0.306471679766,-0.00367136201617,-0.0674092048979,0.240687067119,0.129937657383,52.57
103602527,3.20593501447,3.08436673679,0.27321999728,-0.330387871135,0.0587494012631,0.133367087817,47.15
104602001,0.728712394641,0.0562164262047,0.0317440409,0.216831965462,-0.266435353614,-0.0186381716307,58.21
104602002,-0.951254881976,-0.567476548808,0.41340510957,0.335769061421,-0.539067413354,0.163979146994,69.33
104602003,-0.534377437262,0.273909019709,0.316044817215,0.251816749157,-0.335754192507,-0.230665878042,55.3
104602005,-2.76736275385,-0.902607095736,-0.410018946838,-0.756451314177,-0.104910324524,0.0375896188394,74.12
104602006,-0.534177649336,-0.898068165808,0.0738953679875,0.275328612913,0.144561080294,0.0648209978169,61.13
104602007,-2.22959878901,1.0145856116,1.37023823103,0.273123823896,-0.139187431621,0.0862334026156,85.72
104602008,0.387217505024,-0.850536384824,-0.261798769101,0.0223425270575,-0.188646516884,-0.0901943893523,72.53
104602009,0.195913611664,-1.86622611637,0.582140595234,-0.506599071428,-0.0798526067286,-0.127303186866,79.78
104602010,-0.654605120684,-0.209718398259,0.69173474594,-0.32196376788,-0.057946638492,-0.245336428033,76.68
104602011,-1.21430993142,0.710676480801,-0.415218784015,0.577704211858,0.134413120171,-0.210442340717,70.97
104602012,-2.8656944712,1.19666495854,-0.427076289297,-0.267705613747,-0.150893170313,0.140254910674,88.14
104602013,-0.213904113953,-0.54013279744,0.442367886862,0.071186988931,-0.283446711247,-0.152108870942,66.43
104602014,4.39976486064,-0.899419926111,0.229177971552,-0.207981796415,0.217913333033,0.0361698540075,50.89
104602016,1.89556384914,-1.44968086185,0.0059010263829,0.0941990915202,0.446886429026,-0.129491892775,25.71
104602017,0.585137848897,-0.800790942002,0.0485023542935,-0.880526601153,-0.138113995133,0.206944633296,52.83
104602018,-0.0216348025472,-0.337104853045,0.273059069617,-0.246202121102,-0.020021867321,0.147083967432,54.02
104602019,-1.60750191425,0.764429229333,-0.827536203519,-0.128479385354,-0.0520986233115,-0.191898086918,80.67
104602020,0.925879526908,-0.653091905437,0.177272146698,-0.100975212203,0.0487811366922,-0.219662268828,77.99
104602021,1.46110250596,-0.0474172267494,-0.666224124934,0.477403766675,-0.252397066895,-0.0219077734995,80.61
104602022,0.367751530722,0.431361306136,0.35148768178,0.173108025275,0.036993689819,-0.224638804568,83.56
104602023,0.760690192579,-1.12004899559,-0.197506760625,-0.195216928137,-0.18521257654,0.030108111916,95.5
104602024,1.64235881187,0.0798985745576,-0.435022009165,0.109111796974,0.0486555160682,0.0245181334481,72.67
104602025,-0.256452440993,-0.664591497351,-0.954591566997,-0.00757498811403,-0.189175301111,-0.0970752996628,61.38
104602026,4.74250840631,0.18261815769,-0.262957893453,0.129836260225,0.200845385282,0.153441708427,25.57
104602027,-0.178547211349,0.547952405763,-1.02419369154,0.536348073391,-0.119742296895,-0.145038687625,57.3
104602028,0.53764075751,-0.0982633515053,0.468220719413,-0.107892548838,-0.48359885209,-0.137597478944,104.16
104602029,-1.85191149046,-0.843029312224,-0.492995410568,-0.176710410028,0.161718932624,-0.0262181958186,67.13
104602030,1.71714006469,-0.287973863855,0.226668692915,-0.359705926695,-0.049158762444,-0.0135810072686,54.11
104602031,0.517353512127,-0.196915902597,-0.234448754004,0.110042043565,0.316564702318,-0.154405669705,50.2
104602032,4.53505854593,-0.555814116778,0.271351745572,-0.0110201439772,0.262465855182,0.0549557583034,51.06
104602033,0.523545362602,1.10142207686,-0.149759003505,0.134519129763,-0.280013603928,-0.0862519490906,82.94
104602035,-1.85422319746,-1.35063690797,0.412218849604,0.487771225239,0.418935577915,0.17814726007,80.48
104602037,-1.84523550442,0.163403442864,0.188430690191,-0.627220939239,-0.522655065544,0.00238730699201,61.61
104602501,1.14736706744,1.23919408894,-0.499571089999,0.676326949449,-0.290941786188,0.0081766244956,56.93
104602502,-1.7550770962,0.595624569616,0.605251195592,0.193236604844,-0.199877707318,-0.155636100113,67.38
104602503,0.872687430367,-0.255187883871,-0.134487149182,-0.631966392243,-0.271691599259,-0.131349772155,48.27
104602504,-1.29170678957,-0.704315586384,-0.657611877611,0.882492024929,-0.545501376322,0.419755168398,71.49
104602505,-1.02101620389,-0.0640320031328,-0.26249486505,-0.0152986158917,-0.204430166951,0.0379936558642,81.71
104602506,-1.18060990502,-0.851915800441,-0.266954482126,-0.254149889305,0.237361546041,0.00186687775456,63.62
104602507,1.72396148988,-1.157932012,0.617430039398,0.320557942821,-0.0306538452367,-0.0664853116838,39.87
104602508,-2.87391671947,0.0888131736532,0.748836939427,0.436724868484,0.627285609904,0.0868096527123,60.32
104602509,0.750206616239,0.430753946186,0.101456468025,0.152675079098,0.159706586738,-0.0936700916793,47.45
104602510,-1.77883219604,-0.0617583579198,-0.194347301317,-0.329365402465,-0.0903059974895,0.476321431754,70.1
104602511,-1.77532521712,1.49403500982,0.917935855017,-0.0507355714428,0.105528818156,0.0108731020506,78.77
104602513,-2.83742693736,0.336292256616,-0.586509854089,-0.235345977813,0.270817798404,0.0283085883942,93.69
104602514,-2.42495374422,0.0163039839255,-0.0900983255254,0.149793253085,0.0168830318142,0.295175635012,74.75
104602515,0.77016429574,0.0723012486684,-0.666206442284,-0.628134176422,0.0525188342511,-0.0527891734081,60.84
104602516,-2.79433569378,0.239541904033,-1.18150219154,0.337722384294,0.448056524661,-0.177520950764,56.89
104602517,3.97430684711,0.9593181129,-0.138318663794,0.0998864802581,0.176769535545,0.116514487486,82.97
104602519,-2.05106822714,-0.981568855689,0.297452172776,0.0996231512871,-0.223435831692,0.201820494449,94.97
104602520,1.45013567037,1.99013199109,-0.0622739492795,-0.330172438382,-0.0561593015869,-0.0254104346306,48.24
104602521,-3.59582917928,1.55779840029,1.42139417944,0.0210963404542,0.146715446501,-0.0772051336802,80.87
104602522,-4.49283907261,0.963301754269,-0.675588136246,-0.520780518985,0.840743691883,0.00773877531207,59.34
104602524,0.0494488054431,-0.981102679505,-0.0317694875071,0.192836393662,-0.37419077665,-0.0983848359188,68.02
104602525,0.527014539617,-1.33340092028,0.60533177585,0.34869477794,0.728052067989,0.0956283198453,59.69
104602526,0.553363346409,-0.297251840329,0.0850860847312,0.187589377836,0.101209052928,-0.129255157113,76.48
