evaluation_num,kfold_split_num,username,mt_unit_sum,mt_online_practice_num_day,label_val_predict,label_val_test
1,1,104602003,-0.0247743424691,-0.342029526959,68.5508699257,55.3
1,1,104602005,1.02565777823,1.08373400677,73.1918850908,74.12
1,1,104602013,0.500441717872,0.269011987496,71.783136854,66.43
1,1,104602021,-0.0247743424691,-0.342029526959,68.5508699257,80.61
1,1,104602519,1.02565777823,0.676372997129,76.8389224745,94.97
1,1,104602524,0.500441717872,0.269011987496,71.783136854,68.02
1,2,104602001,0.210395389154,0.0495296500947,70.869953255,58.21
1,2,104602029,0.469719938559,0.453386797064,71.4113338141,67.13
1,2,104602030,-0.0489291602672,-0.152398923378,68.1180499769,54.11
1,2,104602501,-0.308253709688,-0.556256070347,67.5766694175,56.93
1,2,104602502,0.469719938559,0.251458223579,73.6218565327,67.38
1,2,104602516,0.729044487979,0.655315370536,74.1632370922,56.89
1,3,104602012,0.758306585396,0.470796300244,72.699907781,88.14
1,3,104602020,0.486750848728,0.0478775898507,71.8388170029,77.99
1,3,104602033,0.215195112077,-0.163581765333,69.521020173,82.94
1,3,104602513,0.758306585396,0.470796300244,72.699907781,93.69
1,3,104602514,1.02986232206,1.5280930762,69.1908804035,74.75
1,3,104602520,-1.95725078122,-1.85525660688,50.9786455331,48.24
1,4,103602527,-2.93704901369,-2.58961847486,38.1387307483,47.15
1,4,104602010,0.426997302574,0.183104336607,73.0212934639,76.68
1,4,104602032,-2.32540422892,-2.12749800629,44.8667615488,51.06
1,4,104602037,1.03864208736,1.10734527377,75.506110891,61.61
1,4,104602517,-2.6312266213,-2.35855824057,41.5027461486,82.97
1,4,104602522,0.732819694969,0.4141645709,76.3853088642,59.34
1,5,104602007,0.717239077972,1.08209460229,68.8620533576,85.72
1,5,104602011,0.196503856984,0.054298653874,69.8567282825,70.97
1,5,104602018,0.717239077972,1.08209460229,68.8620533576,54.02
1,5,104602024,-0.584598974506,-0.562378915172,61.8741425467,72.67
1,5,104602027,-0.32423136402,-0.562378915172,66.640470708,57.3
1,5,104602031,-0.0638637535179,-0.1512605358,67.1958663704,50.2
1,6,104602002,0.447266442006,0.847019817597,66.3245306719,69.33
1,6,104602006,-0.0680622846537,0.0381540458332,65.7309910952,61.13
1,6,104602008,0.189602078684,0.0381540458332,70.8542185112,72.53
1,6,104602025,-0.0680622846537,-0.366278840043,70.5574487226,61.38
1,6,104602503,-0.325726647991,-0.568495282987,67.8474501203,48.27
1,6,104602507,0.189602078684,0.0381540458332,70.8542185112,39.87
1,7,104602009,0.170062430155,0.239509984814,67.0792982863,79.78
1,7,104602026,-2.56124326618,-2.29929585421,47.8806362559,25.57
1,7,104602504,0.443192999777,0.662644291314,67.3480752527,71.49
1,7,104602505,0.170062430155,0.239509984814,67.0792982863,81.71
1,7,104602511,0.443192999777,0.662644291314,67.3480752527,78.77
1,7,104602515,-0.103068139484,-0.183624321687,66.8105213196,60.84
1,8,102602012,-2.75682842215,-2.44932270187,45.6643752358,52.57
1,8,104602014,-2.46518789047,-2.22817431482,47.9070283126,50.89
1,8,104602017,0.451217426375,0.867903103899,67.9530437791,52.83
1,8,104602022,0.159576894702,-0.237838831352,68.0909060041,83.56
1,8,104602023,0.742857958065,0.204457942745,72.5762121577,95.5
1,8,104602028,1.03449848976,0.425606329801,74.8188652346,104.16
1,9,101302503,-2.57578654711,-2.33778010186,44.7501139088,61.0
1,9,104602016,-0.378334844954,-0.395060400489,64.9132853716,25.71
1,9,104602035,0.445709543358,0.684228322492,69.1028794107,80.48
1,9,104602506,0.445709543358,0.468370577903,71.1777072626,63.62
1,9,104602508,0.720391006134,1.54765930088,65.6581457691,60.32
1,9,104602509,-0.103653382178,-0.179202655888,67.693035286,47.45
1,10,104602019,0.777015769995,0.552037426256,74.5318747403,80.67
1,10,104602510,0.777015769995,1.82960975558,59.5926256407,70.1
1,10,104602521,1.04257812177,1.40375231246,69.6926520178,80.87
1,10,104602525,-0.0196712853161,0.764966147801,56.6811698594,59.69
1,10,104602526,0.777015769995,0.552037426256,74.5318747403,76.48
2,1,104602005,1.00930751249,1.12811955115,73.8725248788,74.12
2,1,104602011,0.222641363053,0.0828339530521,71.1675513622,70.97
2,1,104602016,-0.301802736581,-0.33528028618,65.7171833523,25.71
2,1,104602503,-0.301802736581,-0.544337405803,68.4524726013,48.27
2,1,104602510,0.747085462671,1.75529091001,60.2061838784,70.1
2,1,104602522,0.747085462671,0.500948192297,76.6179193716,59.34
2,2,101302503,-2.574458888,-2.30402208379,43.5932964863,61.0
2,2,104602021,-0.0734061597392,-0.399310586446,67.2985718567,80.61
2,2,104602028,1.0381728306,0.447227856824,77.8342497992,104.16
2,2,104602516,0.760278083015,0.658862467632,72.4387214483,56.89
2,2,104602524,0.482383335424,0.235593246003,71.1856063952,68.02
2,2,104602526,0.760278083015,0.447227856824,73.8195258809,76.48
2,3,104602007,0.740891320758,1.13774146236,68.0551508812,85.72
2,3,104602009,0.195512987428,0.276308640859,67.0355077313,79.78
2,3,104602012,0.740891320758,0.491666846239,74.223409596,88.14
2,3,104602014,-2.25868951259,-2.09263161827,48.0545098884,50.89
2,3,104602031,-0.0771761792454,-0.154407769887,66.5256861562,50.2
2,3,104602508,0.740891320758,1.56845787311,63.9429784047,60.32
2,4,104602017,0.485401977087,0.90742360627,68.5012030174,52.83
2,4,104602018,0.756205185364,1.11835979545,70.9100913891,54.02
2,4,104602019,0.756205185364,0.485551227921,73.9667222621,80.67
2,4,104602023,0.756205185364,0.27461503874,74.9855992199,95.5
2,4,104602506,0.485401977087,0.485551227921,70.5389569328,63.62
2,4,104602520,-1.95182689736,-1.83474685303,50.896715504,48.24
2,5,104602006,-0.0539384205358,0.0775030808039,64.5339781496,61.13
2,5,104602008,0.205946696597,0.0775030808039,69.4352208965,72.53
2,5,104602027,-0.313823537668,-0.538646411625,66.5170585816,57.3
2,5,104602035,0.465831813714,0.693652573233,67.4521404642,80.48
2,5,104602521,0.985602047979,1.30980206566,70.370302779,80.87
2,5,104602525,-0.0539384205358,0.693652573233,57.6496549707,59.69
2,6,104602020,0.462214504694,0.00795066808355,71.1185715442,77.99
2,6,104602022,0.186963170446,-0.202742036238,69.0805977835,83.56
2,6,104602026,-2.56555017215,-2.30966907954,48.7008601758,25.57
2,6,104602033,0.186963170446,-0.202742036238,69.0805977835,82.94
2,6,104602505,0.186963170446,0.218643372418,66.7234799183,81.71
2,6,104602519,1.01271717322,0.640028781073,74.0159601332,94.97
2,7,103602527,-2.78256972409,-2.51150780814,40.9444340527,47.15
2,7,104602030,-0.169802483163,-0.25922500219,66.8309796531,54.11
2,7,104602501,-0.460109954383,-0.709681563388,66.0452973038,56.93
2,7,104602509,-0.169802483163,-0.25922500219,66.8309796531,47.45
2,7,104602514,0.9914274017,1.54260124256,69.9737090504,74.75
2,7,104602517,-2.49226225288,-2.28627952755,44.0820419591,82.97
2,8,104602013,0.49204400408,0.284258183815,73.5207466035,66.43
2,8,104602029,0.49204400408,0.487848504659,71.4007617317,67.13
2,8,104602037,1.01361064842,1.09861946718,74.8155761266,61.61
2,8,104602504,0.49204400408,0.691438825491,69.28077686,71.49
2,8,104602507,0.231260681925,0.0806678629703,70.7533469705,39.87
2,8,104602515,-0.0295226402451,-0.122922457862,67.9859473371,60.84
2,9,104602002,0.461139438157,0.876601156243,65.5395809549,69.33
2,9,104602010,0.461139438157,0.248765192988,71.4181760324,76.68
2,9,104602025,-0.0760119953017,-0.379070770267,68.3426210803,61.38
2,9,104602032,-1.95604201243,-1.8440213512,50.7198178239,51.06
2,9,104602511,0.461139438157,0.66732250182,67.4991126475,78.77
2,9,104602513,0.729715154894,0.45804384741,73.9357193548,93.69
2,10,102602012,-2.61446922602,-2.35732878603,43.9119550036,52.57
2,10,104602001,0.148374965866,-0.0157680855299,70.0319039289,58.21
2,10,104602003,-0.127909453327,-0.441506394709,69.4253537226,55.3
2,10,104602024,-0.680478291697,-0.654375549305,61.5274376892,72.67
2,10,104602502,0.424659385042,0.197101069066,72.8667260085,67.38
3,1,104602006,-0.14336170913,-0.0285270270287,65.1298811273,61.13
3,1,104602014,-2.39467151177,-2.18843050172,47.3355285747,50.89
3,1,104602021,-0.14336170913,-0.460507721963,69.0611230257,80.61
3,1,104602502,0.419465741524,0.187463320445,72.5269006892,67.38
3,1,104602520,-2.11325778644,-1.97244015425,50.051227881,48.24
3,1,104602522,0.700879466859,0.403453667919,75.2425999956,59.34
3,2,104602005,0.98411183453,1.0789199692,74.077321941,74.12
3,2,104602016,-0.319836346226,-0.350648989988,65.5353703691,25.71
3,2,104602019,0.723322198376,0.46624755812,75.7816615951,80.67
3,2,104602027,-0.319836346226,-0.554873127018,67.6683265995,57.3
3,2,104602031,-0.0590467100715,-0.146424852958,68.0969431756,50.2
3,2,104602525,-0.0590467100715,0.670471695138,59.5651182544,59.69
