username,mt_practice_sum,hw_mean,qz_mean,problem_sum_count,video_pause_backward_seek_sum,final_score
104602031,1.3833219650613393,0.21650143601378696,-0.0634877301781164,0.4706163466808522,-1.3020616677415051,50.2
104602032,1.2807751737501627,-2.7163641784073898,-0.6398917865173606,-0.6237563392564425,0.5542207941550696,51.06
104602033,0.9325922483792338,1.2133328454306178,-0.34244901499581465,-1.027880858175117,-0.380911180694672,82.94
104602035,-1.1193057300927576,-1.1514831746651604,0.1509383437462922,-0.055634623204356755,0.756130870437732,80.48
104602037,-0.9174452141649359,0.44026804296767325,-1.9020740376221388,-0.5775107379831266,-1.19160982935095,61.61
104602501,0.35784582593627456,-0.3602273993622563,1.4032552883382605,-0.9056477936379956,-0.6563678799316939,56.93
104602502,-0.7940858133959842,0.8307880479665677,0.3907902723579097,-0.09074733902165892,-0.521915132204375,67.38
104602503,1.7223730025118063,1.4558195227147046,0.7296567870196332,0.7298910234809495,0.6521051744559654,48.27
104602504,-0.2699421970174148,-0.48394461425571017,2.4238214461401286,0.5205150431422346,0.7141665446671945,71.49
104602505,-1.009414455091746,0.10918936063733484,-0.4696960425991523,-0.018146409871813856,0.25904069593109347,81.71
104602506,-0.18747060997256343,-0.20240866433915897,0.570962408103573,1.0993834927136716,0.36237296332437735,63.62
104602507,1.784973750140601,-0.661333663863647,-0.08474428553129645,-0.016866534632891263,-0.48887398953454725,39.87
104602508,-0.2774096568104225,1.0747651179054487,-0.1914451229072731,-0.3859662867593899,-1.1191055951227376,60.32
104602509,1.643993179633158,0.4791498533976587,1.1379873212755176,0.14199472060979,-1.0402995846675975,47.45
104602510,-0.5355955891550345,-0.29332958825271027,-0.7442818301785902,0.17128723227391957,-0.45991854717955194,70.1
104602511,-1.4625856592308535,0.29803490152870116,0.7170602097923158,-1.1334733130418992,-0.42439669450219586,78.77
104602513,-2.2281366465261843,0.7461546351776875,-1.8370081259915283,-0.2097564620234709,-0.7450604943481964,93.69
104602514,-1.0545698524428213,0.16700050146357204,-0.03228568118341354,-0.004464051622481871,-0.005087154726611068,74.75
104602515,1.647753486574454,1.7634153726062605,-0.8997314713590499,-0.2609531927723443,0.7615029578093752,60.84
104602516,-1.6869902396691818,0.08300115039694597,-0.9604411947434374,1.4570645800081408,0.2356564368004132,56.89
104602517,1.051135473680823,-1.1774172984997746,-0.6890524074730657,-1.2909449629573901,-0.14302349051781568,82.97
104602519,-2.125240205957511,-0.023931628298893722,-1.0892708033308793,2.1943605235351895,0.7773906030505938,94.97
104602520,1.8479335717929724,4.542093341891899,-0.4219809116411848,-1.785360137982435,0.8116038785786313,48.24
104602521,-1.2640981120884298,0.39156537434453664,0.4623938223706186,-0.8753141358016947,-0.17053434331102862,80.87
104602522,-1.7612903374042508,3.413124256384137,0.05661345553984754,1.303988362549171,0.41998443965647675,59.34
104602524,1.1419486713018674,0.29237972812642476,0.19728007485898238,0.9471753630656431,-0.37214547210981846,68.02
104602525,1.8993004333504213,0.8662035138228867,0.15759258110232557,0.3068511484088878,0.07751443767902065,59.69
104602526,-1.515177887962762,-0.31034956606037184,2.2173644242732595,-0.646497478661298,0.7130327894921633,76.48
