username,mt_practice_sum,hw_mean,qz_mean,problem_sum_count,video_pause_backward_seek_sum,final_score
104602001,0.28195123470854416,-0.9520237655922597,0.09338771257890212,-0.34386324080319075,0.1844886442889354,58.21
104602002,0.4896361744887418,-0.11764247370994688,0.11922017372436736,0.017538591907833394,-0.664324733816712,69.33
104602003,-0.14040811791286992,0.18268575724130398,1.5294716557144148,-0.4487959188358029,-0.18731536316008374,55.3
104602005,-1.9883918642310061,0.959592676593,-0.6960317982964627,0.8202183574227775,-0.2891445844190082,74.12
104602006,0.23887893835169044,-0.44883782264262917,0.7698670787938636,1.360123339180781,-0.19898179158407783,61.13
104602007,-2.1985514449345143,0.09444528253499704,1.000044407604676,-1.5804360232539325,0.629032231835522,85.72
104602008,0.01963354897509553,-1.6198389119988814,-0.12617743011232116,0.16072949959430358,0.39647859610190905,72.53
104602009,-0.03236822315696184,-1.2996509289935678,-1.2228011707581192,0.23158701702238918,0.1264700108873389,79.78
104602010,-1.0129437459217732,-1.2703448498853371,-0.11249617853404749,-0.30945941262534127,0.4883513216404727,76.68
104602011,-0.678274576766106,-0.29362508543026705,0.0936497580976235,-0.3719897755602036,-0.16002748039390524,70.97
104602012,-2.752412288706783,0.6589035394424574,1.1016678250818785,-0.08776573329759606,0.5348710352873016,88.14
104602013,-0.3564635144942273,-1.2569246603380895,0.7251201340041398,-0.2147380401733399,0.42523278739992415,66.43
104602016,1.873465548339063,-1.4664109563503498,0.4716572099665925,1.0338593340745825,-0.4464794331120855,25.71
104602017,-0.216654944382813,-0.3115896772775085,-1.524954115871381,-0.38233573732385545,-0.43418910470910027,52.83
104602018,-0.5058991093724777,-0.044123886776118455,0.33311450039153573,-0.04936075176977762,-0.05579915685639761,54.02
104602019,-0.48933225112783213,0.4690097302719433,0.7879056907175831,0.03174260247830941,-0.7841266846518511,80.67
104602020,0.38323639977637536,-0.8073171777331561,-1.3350958601554523,-0.4871514988211291,0.08215124536066995,77.99
104602021,1.8830964778473245,-0.741282868384161,0.25415894404218803,0.42354261126257603,-0.42240912127282865,80.61
104602022,-0.24169655255611813,-1.221260361847861,-0.20050928982670246,-0.9550956817242277,0.468572640029048,83.56
104602023,1.234989462321473,-0.7248625820914689,-1.1357067787485997,0.013243216958863007,1.5590049791936371,95.5
104602024,2.81516942785696,0.8686691283355118,-0.506568901126987,-0.20924155305956127,1.7487942199507729,72.67
104602025,1.621659458818105,1.0875190955252612,-0.3303268427272749,1.2590249598248506,0.09052586734054191,61.38
104602027,-0.11910878346385231,-1.211129381471395,-0.6878809988627057,0.09354203743544748,0.5267371724298906,57.3
104602028,-0.13175074609447873,-0.9490243062475211,-1.0956922471900101,-0.8846504950409161,-0.39600666083886915,104.16
104602029,0.12359523091723143,-0.20666660772250237,-0.1481482795571583,0.9834435422872241,-0.5035828015086733,67.13
104602030,1.41375568559095,-0.38026613222322553,1.595248812383094,0.4620815737762953,-0.7917353655171807,54.11
