username,mt_practice_sum,hw_mean,qz_mean,problem_sum_count,video_pause_backward_seek_sum,predict_score,real_score
104602001,1.7777777780000001,9.555555556,8.333333332999999,7.777777778,1.0555555559999998,70.4047542791666,58.21
104602002,2.166666667,9.588888889,6.722222222,11.66666667,0.833333333,61.68768618385788,69.33
104602003,2.222222222,9.522222222,6.555555556,10.5,2.388888889,64.35346023935385,55.3
104602005,5.555555556,9.766666667,8.333333332999999,19.44444444,1.277777778,75.52928156342509,74.12
104602006,3.666666667,9.811111111,6.333333333,4.722222222,1.0,58.87412298312915,61.13
104602007,2.777777778,9.666666667000001,9.777777777999999,16.33333333,3.388888889,86.60980304659736,85.72
104602008,2.277777778,9.877777777999999,9.055555556,4.6111111110000005,0.7777777779999999,72.93123058694937,72.53
104602009,2.611111111,9.777777777999999,9.444444444,9.055555556,0.0,74.66316857462212,79.78
104602010,2.722222222,9.977777778,9.888888889,8.888888889,1.4444444440000002,80.35999799761888,76.68
104602011,2.666666667,9.766666667,8.333333332999999,13.11111111,1.5,72.84554875262002,70.97
104602012,5.0,9.833333332999999,8.888888889,15.66666667,3.277777778,82.2064565713518,88.14
104602013,2.222222222,9.877777777999999,8.666666667000001,5.5,1.7222222219999999,73.1292493460527,66.43
104602016,1.611111111,9.766666667,6.0,0.0,0.0,52.30660946639643,25.71
104602017,2.444444444,9.577777778,9.0,16.77777778,0.111111111,74.3371378789392,52.83
104602018,3.0,9.6,7.777777778,11.94444444,1.5555555559999998,70.03352521959799,54.02
104602019,3.0555555560000003,9.8,6.444444444,14.44444444,1.7777777780000001,63.1684202839574,80.67
104602020,1.7777777780000001,9.333333332999999,9.222222222000001,12.16666667,0.055555556,74.45951439836091,77.99
104602021,1.333333333,9.322222222,6.0,4.555555556,0.166666667,54.311697009604536,80.61
104602022,1.5,9.611111111,9.666666667000001,9.388888889,1.277777778,78.66585770413818,83.56
104602023,2.111111111,8.3,9.333333332999999,4.833333333,0.0,75.3334497668948,95.5
104602024,1.4444444440000002,6.955555556,6.8888888889999995,5.722222222,0.166666667,63.829756897005225,72.67
104602025,3.5,8.333333332999999,5.3888888889999995,9.388888889,0.0,54.55198245147397,61.38
104602027,2.611111111,9.6,9.444444444,7.5,0.5555555560000001,75.95770350877896,57.3
104602028,1.5,9.811111111,9.333333332999999,14.5,0.444444444,75.54532408322115,104.16
104602029,3.5,9.755555556000001,6.8888888889999995,9.833333332999999,0.5,61.984646917300445,67.13
104602030,1.611111111,9.666666667000001,4.777777778,4.5,1.277777778,49.53700432456452,54.11
104602031,2.0,9.488888889,5.222222222,12.05555556,0.111111111,51.514530736618724,50.2
104602032,0.111111111,9.711111111000001,9.777777777999999,0.944444444,0.0,73.3218042151954,51.06
104602033,1.5,8.5,6.6111111110000005,18.44444444,0.944444444,64.28709823351306,82.94
104602035,3.166666667,9.877777777999999,9.777777777999999,7.5,1.6666666669999999,80.39965981851954,80.48
104602037,2.9444444439999997,9.811111111,8.777777777999999,24.38888889,0.166666667,74.79498608899596,61.61
104602501,1.0,9.777777777999999,6.5,10.33333333,2.055555556,61.99025984114522,56.93
104602502,3.4444444439999997,9.544444444,7.0,16.88888889,1.7777777780000001,67.58062719356388,67.38
104602503,3.0555555560000003,7.8888888889999995,5.0,7.722222222,1.0555555559999998,54.974709766522054,48.27
104602504,3.166666667,9.611111111,6.666666667,1.277777778,2.833333333,64.4484048042221,71.49
104602505,3.666666667,9.455555556,8.888888889,14.5,1.277777778,76.97015440016276,81.71
104602506,4.0,9.5,7.222222222,6.055555556,1.277777778,65.6774405702946,63.62
104602507,1.0,9.266666667,6.444444444,7.166666667,0.111111111,57.19192838292961,39.87
104602508,2.777777778,9.466666667,6.555555556,20.5,1.166666667,64.08599113121767,60.32
104602509,1.5,9.233333333,4.333333333,9.666666667000001,1.0555555559999998,48.28348244529458,47.45
104602510,3.166666667,9.844444444,8.333333332999999,14.27777778,0.611111111,71.15214229387519,70.1
104602511,2.555555556,9.888888889,8.222222222000001,18.0,2.555555556,75.5428955835866,78.77
104602513,4.555555556,9.944444444,9.666666667000001,25.83333333,0.7777777779999999,82.45431152277546,93.69
104602514,3.611111111,9.633333333,8.333333332999999,14.44444444,1.5555555559999998,74.09749662806698,74.75
104602515,2.444444444,7.422222222,6.666666667,15.11111111,0.333333333,64.85814210522452,60.84
104602516,5.777777778,9.833333332999999,9.0,13.27777778,0.7222222220000001,76.67391433739924,56.89
104602517,0.111111111,9.366666667,8.722222222000001,10.61111111,0.38888888899999996,70.94534743128585,82.97
104602519,7.0,9.822222222,9.555555556,10.72222222,0.666666667,79.94330322847692,94.97
104602520,1.9444444440000002,5.922222222,5.1111111110000005,27.11111111,1.5555555559999998,63.81791025354073,48.24
104602521,2.833333333,9.644444444,8.277777777999999,17.16666667,2.277777778,75.60761698810443,80.87
104602522,7.166666667,8.322222222,6.277777778,22.61111111,2.111111111,69.95933866482623,59.34
104602524,2.9444444439999997,9.133333333,5.666666667,8.388888889,0.444444444,55.254907633057336,68.02
104602525,2.111111111,8.288888888999999,5.444444444,9.333333332999999,0.5,55.2627906336043,59.69
104602526,2.9444444439999997,9.811111111,8.222222222000001,7.944444444,3.611111111,76.2214150330021,76.48
