username,mt_practice_sum,hw_mean,qz_mean,problem_sum_count,video_pause_backward_seek_sum,final_score
104602001,-0.6983851853935807,0.2676053860247596,0.4370371205903826,-0.6264331254595576,-0.06380115093356255,58.21
104602002,-0.42253398350003046,0.3093703879645773,-0.5844556124155914,0.01493123435121076,-0.30557393569003316,69.33
104602003,-0.38312666934914125,0.22584038283199168,-0.6901272740352935,-0.17747807398783313,1.3868355521653746,55.3
104602005,1.9813122038214819,0.5321170674828409,0.4370371205903826,1.2976599516638363,0.17797163273493077,74.12
104602006,0.6414635092139506,0.5878037367359312,-0.8310228239182794,-1.130362264981031,-0.12424434739467445,61.13
104602007,0.010946476415739773,0.40682206041043767,1.3528581919766558,0.7845684644089411,2.4748130797615717,85.72
104602008,-0.34371935448892055,0.6713337418685147,0.8949476566005348,-1.14868696094264,-0.3660171310631678,72.53
104602009,-0.10727546745559081,0.5460387347961113,1.1415148674691926,-0.4156991216536715,-1.2122218749908715,79.78
104602010,-0.02846083844448089,0.7966287489409202,1.4233059666011345,-0.44318616567854596,0.35930121994231223,76.68
104602011,-0.06786815259537014,0.5321170674828409,0.4370371205903826,0.25315228135736,0.41974441640342414,70.97
104602012,1.587239058056601,0.6156470713624742,0.7892759943468032,0.6746202896288213,2.353926687927325,88.14
104602013,-0.38312666934914125,0.6713337418685147,0.6483804450978479,-1.0020893930848462,0.6615172000719172,66.43
104602016,-0.8166071292649115,0.5321170674828409,-1.042366147791713,-1.9091618440915608,-1.2122218749908715,25.71
104602017,-0.2254974113269214,0.2954487206513047,0.8597237689712809,0.8578672492449109,-1.0913354831566249,52.83
104602018,0.16857573443795962,0.3232920552778498,0.0847982474679937,0.06074297301831613,0.48018761286453604,54.02
104602019,0.2079830492981806,0.5738820694226587,-0.7605750492938012,0.4730486325668227,0.7219603965330296,80.67
104602020,-0.6983851853935807,-0.010827963999544608,1.0006193182202374,0.09739236626091208,-1.1517786785297595,77.99
104602021,-1.013643702147352,-0.024749631312814952,-1.042366147791713,-1.1578493088409834,-1.0308922866955128,80.61
104602022,-0.8954217582760214,0.3372137225911224,1.282410417352179,-0.3607250337688446,0.17797163273493077,83.56
104602023,-0.46194129836025116,-1.3055430366633978,1.071067092844714,-1.1120375690194222,-1.2122218749908715,95.5
104602024,-0.9348290731362421,-2.9900647978577375,-0.47878395016185993,-0.9654400011616284,-1.0308922866955128,72.67
104602025,0.5232415653426199,-1.263778034723582,-1.4298289085433569,-0.3607250337688446,-1.2122218749908715,61.38
104602027,-0.10727546745559081,0.3232920552778498,1.1415148674691926,-0.672244865446041,-0.6077899147316609,57.3
104602028,-0.8954217582760214,0.5878037367359312,1.071067092844714,0.4822109812897774,-0.7286763076538851,104.16
104602029,0.5232415653426199,0.5181954001695684,-0.47878395016185993,-0.28742624992240917,-0.6682331111927731,67.13
104602030,-0.8166071292649115,0.40682206041043767,-1.817291669295,-1.167011656904249,0.17797163273493077,54.11
104602031,-0.540755927371361,0.18407538089217396,-1.5355005707970883,0.0790676704642255,-1.0913354831566249,50.2
104602032,-1.8806046219788926,0.46250872966352796,1.3528581919766558,-1.7534019283354239,-1.2122218749908715,51.06
104602033,-0.8954217582760214,-1.054953022518591,-0.6549033870400691,1.1327376878444335,-0.18468754385578648,82.94
104602035,0.2867976783092902,0.6713337418685147,1.3528581919766558,-0.672244865446041,0.6010740046987827,80.48
104602037,0.12916841957773864,0.5878037367359312,0.7188282197223245,2.113108923687117,-1.0308922866955128,61.61
104602501,-1.2500875891806817,0.5460387347961113,-0.7253511616645473,-0.2049651185074744,1.0241763766626346,56.93
104602502,0.483834250482399,0.2536837174585368,-0.40833617553738166,0.8761919450415974,0.7219603965330296,67.38
104602503,0.2079830492981806,-1.8206447322662869,-1.6763961200460442,-0.6355954735228232,-0.06380115093356255,48.27
104602504,0.2867976783092902,0.3372137225911224,-0.6196794994108152,-1.698427840285675,1.8703811195023612,71.49
104602505,0.6414635092139506,0.14231037895235624,0.7892759943468032,0.4822109812897774,0.17797163273493077,81.71
104602506,0.8779073962472803,0.19799704820544653,-0.2674406262884258,-0.9104659131118794,0.17797163273493077,63.62
104602507,-1.2500875891806817,-0.0943579678791778,-0.7605750492938012,-0.7272189533308678,-1.0913354831566249,39.87
104602508,0.010946476415739773,0.1562320462656288,-0.6901272740352935,1.4717445642061933,0.05708524090068436,60.32
104602509,-0.8954217582760214,-0.13612297107194793,-2.0990827684269417,-0.31491329378236105,-0.06380115093356255,47.45
104602510,0.2867976783092902,0.629568738675749,0.4370371205903826,0.4455615896964039,-0.5473467193585263,70.1
104602511,-0.14668278160648007,0.6852554091817894,0.3665893459659061,1.0594389046576866,1.568165140460733,78.77
104602513,1.2719805420121613,0.7548637457481523,1.282410417352179,2.351329970693266,-0.3660171310631678,93.69
104602514,0.6020561943537299,0.36505705721766757,0.4370371205903826,0.4730486325668227,0.48018761286453604,74.75
104602515,-0.2254974113269214,-2.405354765688487,-0.6196794994108152,0.5829968089961653,-0.8495626994881317,60.84
104602516,2.138941461843702,0.6156470713624742,0.8597237689712809,0.2806393258770013,-0.4264603275242797,56.89
104602517,-1.8806046219788926,0.030937039193225505,0.6836043320930717,-0.15915337819114656,-0.7891195030270197,82.97
104602519,3.005902381675242,0.6017254040492038,1.2119626427277004,-0.14082868239445967,-0.48690352289741434,94.97
104602520,-0.5801632422315818,-4.284779871774544,-1.605948345421566,2.562063974828997,0.48018761286453604,48.24
104602521,0.05035379056662903,0.3789787245309401,0.4018132335951588,0.9220036853579255,1.265949160331128,80.87
104602522,3.1241243255465734,-1.2776997020368526,-0.8662467109135032,1.819913787641685,1.0846195720357694,59.34
104602524,0.12916841957773864,-0.26141797814435125,-1.2537094716651465,-0.5256472975882472,-0.7286763076538851,68.02
104602525,-0.46194129836025116,-1.3194647039766725,-1.3946050215481325,-0.3698873818321105,-0.6682331111927731,59.69
104602526,0.12916841957773864,0.5878037367359312,0.3665893459659061,-0.5989460815996053,2.716585863430065,76.48
