evaluation_num,kfold_split_num,username,hw_mean,qz_mean,counseling_join_num,label_val_predict,label_val_test
1,1,104602008,0.718407121229,0.884629299099,-0.254000254,73.1694756736,72.53
1,1,104602010,0.84175842342,1.53589013253,-0.254000254,78.7336473521,76.68
1,1,104602031,0.355206064707,-0.287640201564,-0.254000254,63.5244317917,50.2
1,1,104602516,0.752671371495,0.79779452112,-0.254000254,72.294506404,56.89
1,1,104602519,0.725259971072,1.40563796595,-0.254000254,77.8617951988,94.97
1,1,104602526,0.512821617375,0.363620631992,-0.254000254,68.9986847475,76.48
1,2,104602006,0.541199767978,-1.26977960739,-0.226041789302,53.8809101314,61.13
1,2,104602007,0.291933485038,1.38208536434,-0.226041789302,79.2460882016,85.72
1,2,104602018,0.51425206176,-0.704628055865,-0.226041789302,59.2075816588,54.02
1,2,104602020,0.231301145477,0.643041027841,-0.226041789302,72.5698809677,77.99
1,2,104602521,0.136984173375,-0.313369289577,-0.226041789302,63.9779399315,80.87
1,2,104602525,-0.240283714392,-1.09588682241,1.32395905163,64.9073097633,59.69
1,3,104602023,-3.19688395907,1.19049396608,-0.254000254,76.8251572394,95.5
1,3,104602024,-2.45553860542,-0.554352152152,-0.254000254,63.1775332353,72.67
1,3,104602033,-2.01234301409,-0.728836764077,-0.254000254,61.7753216784,82.94
1,3,104602501,0.485668502685,-0.249004081477,-0.254000254,65.2542544831,56.93
1,3,104602503,-1.27099766068,-1.95022904692,-0.254000254,52.1994172614,48.27
1,3,104602515,-1.12595183093,-0.249004081343,-0.254000254,65.4177879152,60.84
1,4,104602003,0.22943508192,-0.405922185211,-0.254000254,63.8801101492,55.3
1,4,104602013,0.630274164501,0.145919739981,-0.254000254,67.8259356075,66.43
1,4,104602506,0.0120308340326,-0.533270322058,-0.254000254,63.3183718802,63.62
1,4,104602509,-0.354838834729,-1.25490976279,-0.254000254,57.7191162009,47.45
1,4,104602511,0.7185946402,0.740211043864,-0.254000254,73.0342225181,78.77
1,4,104602522,-0.687739089464,-0.830415973931,-0.254000254,62.5452569431,59.34
1,5,104602009,0.397983447614,1.3010984036,-0.175899386183,78.3789678974,79.78
1,5,104602012,0.697164867351,0.70407264797,1.54791459841,78.1572343412,88.14
1,5,104602504,0.0104075168657,-0.276755379395,-0.175899386183,64.3181186175,71.49
1,5,104602508,-0.0575882601475,0.192336285952,-0.175899386183,69.0586406646,60.32
1,5,104602517,0.146399071712,0.70407264784,3.271728583,86.3033063947,82.97
1,6,104602016,0.41635921734,-0.929663561148,-0.251229717209,59.0361093664,25.71
1,6,104602021,-0.0820734870562,-1.45077144862,-0.251229717209,55.5047447495,80.61
1,6,104602037,0.668989491717,0.155977871175,-0.251229717209,68.494209586,61.61
1,6,104602507,-0.648784643367,-0.886237904035,-0.251229717209,62.2895651387,39.87
1,6,104602524,-0.0957291776381,-1.05994053289,-0.251229717209,59.1893599572,68.02
1,7,104602011,0.705027035978,0.909739671395,-0.239904057562,73.7786212696,70.97
1,7,104602028,0.732608931713,1.30153185415,11.515394763,101.396816979,104.16
1,7,104602030,0.518849237909,-0.483299200407,-0.239904057562,61.3671811253,54.11
1,7,104602035,0.711922509912,1.47566171337,-0.239904057562,79.0066867111,80.48
1,7,104602510,0.670549665479,0.387350094385,-0.239904057562,69.0287496102,70.1
1,8,104602002,0.532564055607,-0.174142575019,-0.251229717209,64.9621047049,69.33
1,8,104602022,0.435409778711,1.47427520832,-0.251229717209,79.9717573415,83.56
1,8,104602025,-3.53820013833,-2.21042336574,-0.251229717209,57.4448735771,61.38
1,8,104602027,0.309109219098,1.37730945603,-0.251229717209,79.4361116713,57.3
1,8,104602520,-6.37510501775,-2.98614938141,-0.251229717209,57.9644318062,48.24
1,9,103602527,-0.0883613285824,-0.118989081351,-0.251229717209,66.9872243475,47.15
1,9,104602001,0.155948050508,0.859848106604,-0.251229717209,76.0921463596,58.21
1,9,104602005,0.549557605311,0.859848106604,-0.251229717209,74.8816091027,74.12
1,9,104602502,0.00664787397719,-0.544570467599,-0.251229717209,62.4096822351,67.38
1,9,104602514,0.366325570734,0.859848106604,-0.251229717209,75.4451350685,74.75
1,10,101302503,0.750955722648,-0.473368276203,-0.251229717209,58.2507057652,61.0
1,10,104602019,0.66820422998,-1.74253114523,-0.251229717209,45.0005059247,80.67
1,10,104602029,0.619932526191,-0.123254381301,-0.251229717209,62.5625143087,67.13
1,10,104602505,-0.373085385919,0.533209171554,-0.251229717209,73.8365711223,81.71
1,10,104602513,0.799227426437,1.36472967193,-0.251229717209,77.746107675,93.69
2,1,104602029,0.588996966733,-0.141156934604,-0.254000254,65.0603642746,67.13
2,1,104602030,0.470558936937,-0.564627738504,-0.254000254,61.4325237799,54.11
2,1,104602033,-1.57772228324,-0.691668979811,-0.254000254,64.6411765545,82.94
2,1,104602509,-0.365474214489,-1.24218102503,-0.254000254,57.008256096,47.45
2,1,104602510,0.623831680797,0.282313869167,-0.254000254,68.8666888784,70.1
2,1,104602511,0.735302767951,0.748131753548,-0.254000254,72.8974723473,78.77
2,2,101302503,0.767718056534,-0.407133324816,-0.242535625036,61.2335401388,61.0
2,2,104602010,0.836111647459,1.49102469293,-0.242535625036,78.7496155727,76.68
2,2,104602018,0.562537284191,-0.622833099471,-0.242535625036,59.7927430802,54.02
2,2,104602020,0.275284202695,0.714505503736,-0.242535625036,73.0676138983,77.99
2,2,104602028,0.733521261078,1.27532491802,11.3991743767,101.770021155,104.16
2,2,104602526,0.507822411496,0.326245909207,-0.242535625036,68.7983469258,76.48
2,3,104602012,0.679837350206,0.644153784676,1.32395905163,77.6240566266,88.14
2,3,104602022,0.408021627595,1.35290751913,-0.226041789302,78.8264899504,83.56
2,3,104602025,-2.51757391482,-2.01367271918,-0.226041789302,54.7314242703,61.38
2,3,104602504,-0.0426202285499,-0.374679708385,-0.226041789302,63.6152160679,71.49
2,3,104602506,-0.0283141378028,-0.551868142197,-0.226041789302,61.8910929779,63.62
2,3,104602524,-0.135609818052,-1.03913633435,-0.226041789302,57.5470634296,68.02
2,4,104602006,0.532088162274,-1.21123822777,-0.254000254,54.2682244194,61.13
2,4,104602007,0.27226177369,1.44930605642,-0.254000254,80.5411840345,85.72
2,4,104602009,0.384619130965,1.31845961596,-0.254000254,78.9868207683,79.78
2,4,104602024,-1.98893004288,-0.469775066483,-0.254000254,68.0388303531,72.67
2,4,104602508,-0.0858773028553,0.184457134623,-0.254000254,69.3192647452,60.32
2,4,104602516,0.693601863327,0.751458375294,-0.254000254,72.7197604232,56.89
2,5,104602008,0.668330846848,0.783532636629,-0.206284249252,73.8558638121,72.53
2,5,104602016,0.4341198266,-0.881921437816,-0.206284249252,60.5792002047,25.71
2,5,104602037,0.688996524905,0.213772032188,-0.206284249252,69.1126547447,61.61
2,5,104602503,-0.916037820096,-1.93378716893,-0.206284249252,54.5937755396,48.27
2,5,104602517,0.144800330901,0.652049419976,3.16302515519,87.3598550908,82.97
2,6,104602002,0.521142081193,-0.0842818810887,-0.251229717209,65.333861882,69.33
2,6,104602031,0.314818660977,-0.345112123349,-0.251229717209,63.7139615229,50.2
2,6,104602035,0.679323370087,1.43722786562,-0.251229717209,77.8592722556,80.48
2,6,104602507,-0.627391624519,-0.779829193876,-0.251229717209,62.7747280513,39.87
2,6,104602513,0.78248507978,1.39375615862,-0.251229717209,77.1845531257,93.69
2,7,103602527,-0.224304552698,-0.232381125802,-0.251229717209,66.6589467909,47.15
2,7,104602001,0.0887280671051,0.845370021632,-0.251229717209,76.79686032,58.21
2,7,104602019,0.697402604752,-1.91929596591,-0.251229717209,44.6335279487,80.67
2,7,104602514,0.358283933315,0.845370021632,-0.251229717209,75.6211205985,74.75
2,7,104602520,-5.6502032916,-2.90332962234,-0.251229717209,61.817299378,48.24
2,8,104602013,0.602676418265,0.208701426774,-0.251229717209,67.6590580277,66.43
2,8,104602023,-2.82997844132,1.22709511002,-0.251229717209,81.882316591,95.5
2,8,104602502,-0.0823813116363,-0.555093835984,-0.251229717209,62.1099678578,67.38
2,8,104602505,-0.516987827581,0.548165987854,-0.251229717209,72.361587878,81.71
2,8,104602515,-0.936861920272,-0.17319620454,-0.251229717209,66.7641343787,60.84
2,9,104602003,0.239202300353,-0.416797197321,-0.22360679775,62.9254266059,55.3
2,9,104602005,0.552304498909,0.792179028517,-0.22360679775,74.1721652353,74.12
2,9,104602021,-0.0670933283288,-1.40988481182,-0.22360679775,53.8381541309,80.61
2,9,104602501,0.579530776938,-0.244086308045,-0.22360679775,63.6223912225,56.93
2,9,104602525,-0.25087070533,-1.10764075546,1.3416407865,64.1499807449,59.69
2,10,104602011,0.660589797834,0.892019790819,-0.251229717209,73.6165406379,70.97
2,10,104602027,0.352053363861,1.32780214129,-0.251229717209,78.837008102,57.3
2,10,104602519,0.674302527877,1.37138037669,-0.251229717209,78.2455746769,94.97
2,10,104602521,0.132649677355,-0.241014320292,-0.251229717209,64.2377942455,80.87
2,10,104602522,-0.683257780681,-0.763953140899,-0.251229717209,61.7136618386,59.34
3,1,104602010,0.776644455122,1.47807981321,-0.208514414057,78.8610996536,76.68
3,1,104602018,0.504882589935,-0.631412735634,-0.208514414057,60.5411473864,54.02
3,1,104602505,-0.398725611105,0.57401157797,-0.208514414057,73.9650285711,81.71
3,1,104602507,-0.636517243096,-0.760565340926,-0.208514414057,62.5586683677,39.87
3,1,104602514,0.362207610569,0.875367656212,-0.208514414057,74.5667927005,74.75
3,1,104602517,0.138004072307,0.703164182874,3.12771621086,87.459013972,82.97
3,2,104602005,0.601290376968,0.848350069787,-0.254000254,73.7553699388,74.12
3,2,104602009,0.356427014322,1.34373697189,-0.254000254,79.3987519444,79.78
3,2,104602019,0.729045174489,-2.07443265296,-0.254000254,44.5743293939,80.67
3,2,104602024,-3.24199979128,-0.68734932669,-0.254000254,70.6414598096,72.67
3,2,104602025,-3.93400494699,-2.32212610379,-0.254000254,56.7053750405,61.38
3,2,104602520,-7.04270502766,-3.11474514734,-0.254000254,58.6135829829,48.24
3,3,104602002,0.524186157626,-0.0758927660126,-0.254000254,64.6722876309,69.33
3,3,104602020,0.24657626551,0.686564789406,-0.254000254,72.6314383845,77.99
3,3,104602504,0.0299051305428,-0.287686531195,-0.254000254,64.0990983504,71.49
3,3,104602506,0.0434470765583,-0.457121543722,-0.254000254,62.468399365,63.62
3,3,104602516,0.713773400562,0.728923542572,-0.254000254,71.690367184,56.89
3,3,104602519,0.686689508738,1.32194608584,-0.254000254,77.3395943773,94.97
3,4,101302503,0.735960326859,-0.476947839637,-0.226041789302,61.2035883931,61.0
3,4,103602527,-0.0659787441327,-0.173435577961,-0.226041789302,66.5057768207,47.15
3,4,104602006,0.559261887405,-1.257407941,-0.226041789302,54.4905037607,61.13
3,4,104602022,0.457320480071,1.34412573003,-0.226041789302,79.003413618,83.56
3,4,104602511,0.749552514576,0.780460101146,-0.226041789302,72.857157379,78.77
3,4,104602525,-0.229084995869,-1.08397236299,1.32395905163,65.3936791757,59.69
3,5,104602003,0.247965291921,-0.363777038711,-0.239904057562,63.931112072,55.3
3,5,104602008,0.673809586884,0.793138880658,-0.239904057562,73.557526495,72.53
3,5,104602028,0.694414955776,1.2216262579,11.515394763,100.918675534,104.16
3,5,104602030,0.481492808708,-0.535171989812,-0.239904057562,61.7223051795,54.11
3,5,104602522,-0.679276317473,-0.792264416336,-0.239904057562,62.396288874,59.34
3,6,104602016,0.405872037055,-0.831295987671,-0.251229717209,60.8408423449,25.71
3,6,104602023,-2.76653810801,1.20750293089,-0.251229717209,79.437968924,95.5
3,6,104602029,0.573608665472,-0.109221370592,-0.251229717209,66.3449113337,67.13
3,6,104602508,-0.119216538642,0.145628494372,-0.251229717209,68.9178997295,60.32
3,6,104602521,0.0849845736099,-0.279121280443,-0.251229717209,65.4263356929,80.87
3,7,104602001,0.181407614597,0.882029803512,-0.22360679775,76.9370113437,58.21
3,7,104602012,0.721583671856,0.710863623967,1.3416407865,79.0529171796,88.14
3,7,104602027,0.372862419594,1.30994525276,-0.22360679775,80.8340505425,57.3
3,7,104602031,0.324998718348,-0.316133454458,-0.22360679775,63.9958778094,50.2
3,7,104602037,0.707908328759,0.28294817472,-0.22360679775,69.108731487,61.61
3,8,104602021,-0.115359283035,-1.4496738191,-0.251229717209,53.1687391481,80.61
3,8,104602033,-1.61574205452,-0.742867678482,-0.251229717209,63.9533075725,82.94
3,8,104602502,-0.0385955134631,-0.654516910861,-0.251229717209,60.596699975,67.38
3,8,104602509,-0.401478788387,-1.31714766786,-0.251229717209,55.2036364991,47.45
3,8,104602513,0.736020708171,1.33337535987,-0.251229717209,77.6131045937,93.69
3,9,104602013,0.635478796967,0.177501607719,-0.251229717209,67.8663329138,66.43
3,9,104602035,0.65629791512,1.40746224197,-0.251229717209,78.9721699224,80.48
3,9,104602501,0.573021442521,-0.217842882011,-0.251229717209,64.4538530231,56.93
3,9,104602503,-0.939834476358,-1.93100233692,-0.251229717209,53.1693477949,48.27
3,9,104602515,-0.814919767677,-0.217842881876,-0.251229717209,68.367716294,60.84
3,10,104602007,0.306036538178,1.43375002415,-0.251229717209,79.5919326844,85.72
3,10,104602011,0.674953476444,0.873100075913,-0.251229717209,73.1369061042,70.97
3,10,104602510,0.640794500196,0.355577046968,-0.251229717209,68.2975442596,70.1
3,10,104602524,-0.0628804004939,-0.938230525125,-0.251229717209,58.0457730999,68.02
3,10,104602526,0.476831416736,0.312450127933,-0.251229717209,68.3754770588,76.48
4,1,104602003,0.243656752114,-0.360984699517,-0.254000254,63.8232165815,55.3
4,1,104602005,0.556990537536,0.886222077545,-0.254000254,74.7778355207,74.12
4,1,104602022,0.441193268863,1.42073926811,-0.254000254,80.2157728981,83.56
4,1,104602027,0.352642416624,1.33165306942,-0.254000254,79.6299181931,57.3
4,1,104602029,0.591048557717,-0.0937261044968,-0.254000254,65.337899527,67.13
4,1,104602503,-0.900692723593,-1.9199931714,-0.254000254,52.3664735583,48.27
4,2,103602527,-0.0910104648521,-0.158896400087,-0.254000254,66.6345289467,47.15
4,2,104602008,0.656322746259,0.783769884273,-0.254000254,73.081745812,72.53
4,2,104602031,0.296244017236,-0.373138737594,-0.254000254,63.5590868472,50.2
