evaluation_num,score,num_of_same,num_of_positive,num_of_negative,posi_error,nega_error,max_posi_error,min_nega_error,mean_posi_error_rate,mean_nega_error_rate,max_posi_error_rate,min_naga_error_rate
1,0 to 10,0,0,0,,,0,0.0,0,0.0,0,0.0
1,10 to 20,0,0,0,,,0,0.0,0,0.0,0,0.0
1,20 to 30,0,0,12,,-49.7898820633,0,-62.1973505502,0,-0.93140813017,0,-0.984176551844
1,30 to 40,0,0,6,,-62.2085134499,0,-65.7507432511,0,-0.947774219519,0,-0.9843149814
1,40 to 50,0,0,24,,-56.3044290367,0,-64.8698483983,0,-0.941262376269,0,-0.984818547115
1,50 to 60,0,0,84,,-59.6135099084,0,-77.4474663599,0,-0.94194595472,0,-0.987252615713
1,60 to 70,0,0,72,,-65.1865916483,0,-79.6422478203,0,-0.948304602502,0,-0.987429531345
1,70 to 80,0,0,72,,-65.735529968,0,-78.1364007101,0,-0.949166709379,0,-0.986958992034
1,80 to 90,0,0,60,,-66.5492749845,0,-90.0441162281,0,-0.949354830097,0,-0.987302512453
1,90 to 100,0,0,18,,-66.6338212325,0,-75.5657264256,0,-0.950534189476,0,-0.98635689828
2,0 to 10,0,0,0,,,0,0.0,0,0.0,0,0.0
2,10 to 20,0,0,0,,,0,0.0,0,0.0,0,0.0
2,20 to 30,0,0,12,,-53.0021917292,0,-62.5915745554,0,-0.936162235674,0,-0.984274646335
2,30 to 40,0,0,6,,-64.783610391,0,-66.9319463435,0,-0.949771190489,0,-0.984449482593
2,40 to 50,0,0,24,,-58.4371235676,0,-65.8426396025,0,-0.943487141412,0,-0.984774950757
2,50 to 60,0,0,84,,-59.1756710079,0,-76.7577499558,0,-0.941055920085,0,-0.987139545569
2,60 to 70,0,0,72,,-64.6920201721,0,-77.9305282485,0,-0.94803152881,0,-0.987067607728
2,70 to 80,0,0,72,,-65.2364423967,0,-79.5796487976,0,-0.948655271303,0,-0.98707678114
2,80 to 90,0,0,60,,-66.4568266179,0,-94.6282712622,0,-0.948784223359,0,-0.987418005829
2,90 to 100,0,0,18,,-66.0819893467,0,-74.3716047101,0,-0.950001645548,0,-0.986268154583
3,0 to 10,0,0,0,,,0,0.0,0,0.0,0,0.0
3,10 to 20,0,0,0,,,0,0.0,0,0.0,0,0.0
3,20 to 30,0,0,12,,-51.2496431279,0,-60.9199538809,0,-0.933914071213,0,-0.983812667589
3,30 to 40,0,0,6,,-63.8160415386,0,-66.3828063898,0,-0.948989697914,0,-0.98444745658
3,40 to 50,0,0,24,,-57.8326689275,0,-65.7905613593,0,-0.942870312954,0,-0.984844368214
3,50 to 60,0,0,84,,-59.6978377984,0,-77.3628928229,0,-0.942172168122,0,-0.987238858036
3,60 to 70,0,0,72,,-64.9560615837,0,-78.5104928889,0,-0.948255590743,0,-0.987139589024
3,70 to 80,0,0,72,,-65.1007528487,0,-78.474703615,0,-0.948518889176,0,-0.986791365264
3,80 to 90,0,0,60,,-66.7232097796,0,-89.8301771837,0,-0.949220111125,0,-0.987863869759
3,90 to 100,0,0,18,,-66.0898468991,0,-74.2667222625,0,-0.950034558861,0,-0.986351842157
4,0 to 10,0,0,0,,,0,0.0,0,0.0,0,0.0
4,10 to 20,0,0,0,,,0,0.0,0,0.0,0,0.0
4,20 to 30,0,0,12,,-51.9028474609,0,-60.48395892,0,-0.935190555525,0,-0.983713011498
4,30 to 40,0,0,6,,-64.9064835558,0,-67.5098187791,0,-0.949932307368,0,-0.98450535111
4,40 to 50,0,0,24,,-57.5356682546,0,-66.8066888101,0,-0.942614884754,0,-0.984659372511
4,50 to 60,0,0,84,,-60.0745131285,0,-77.7159912781,0,-0.942561393401,0,-0.987259532244
4,60 to 70,0,0,72,,-65.2331372125,0,-79.2508232109,0,-0.94843935257,0,-0.98708810883
4,70 to 80,0,0,72,,-65.1077812743,0,-78.4217221713,0,-0.948530835471,0,-0.987242955613
4,80 to 90,0,0,60,,-66.6452846992,0,-93.8145176465,0,-0.949183540072,0,-0.987422795299
4,90 to 100,0,0,18,,-66.2747896937,0,-74.2793127627,0,-0.950186122786,0,-0.986338607678
5,0 to 10,0,0,0,,,0,0.0,0,0.0,0,0.0
5,10 to 20,0,0,0,,,0,0.0,0,0.0,0,0.0
5,20 to 30,0,0,12,,-52.17774276,0,-62.9113988802,0,-0.935066783577,0,-0.98435333888
5,30 to 40,0,0,6,,-62.9944801174,0,-66.6560569098,0,-0.948326911433,0,-0.98452600128
5,40 to 50,0,0,24,,-57.6240797709,0,-64.8191791258,0,-0.942513243339,0,-0.984806860048
5,50 to 60,0,0,84,,-60.0835296253,0,-77.1151779188,0,-0.942808606464,0,-0.987143527322
5,60 to 70,0,0,72,,-65.1058653116,0,-80.3925917862,0,-0.948342267236,0,-0.987163048806
5,70 to 80,0,0,72,,-65.2243157723,0,-77.7117587381,0,-0.948679967127,0,-0.986898854609
5,80 to 90,0,0,60,,-66.2958911244,0,-90.8797182266,0,-0.948975842483,0,-0.987696058803
5,90 to 100,0,0,18,,-66.0167391972,0,-73.0735409052,0,-0.950077641512,0,-0.986093443557
6,0 to 10,0,0,0,,,0,0.0,0,0.0,0,0.0
6,10 to 20,0,0,0,,,0,0.0,0,0.0,0,0.0
6,20 to 30,0,0,12,,-52.365898642,0,-62.5354198326,0,-0.935175349393,0,-0.984260747743
6,30 to 40,0,0,6,,-63.0889846008,0,-65.9402560247,0,-0.948414197414,0,-0.984426049793
6,40 to 50,0,0,24,,-57.7217892872,0,-66.4344988414,0,-0.942569276941,0,-0.984875707655
6,50 to 60,0,0,84,,-60.2157521016,0,-76.1515271262,0,-0.943044960488,0,-0.987033699721
6,60 to 70,0,0,72,,-64.9733212384,0,-78.9907367213,0,-0.9482512004,0,-0.987328354236
6,70 to 80,0,0,72,,-65.1662806369,0,-79.3394115305,0,-0.948538910915,0,-0.987202575356
6,80 to 90,0,0,60,,-66.128378799,0,-86.0888134329,0,-0.948898479886,0,-0.986919014486
6,90 to 100,0,0,18,,-66.7528547396,0,-76.2351370174,0,-0.950480303121,0,-0.986393339346
7,0 to 10,0,0,0,,,0,0.0,0,0.0,0,0.0
7,10 to 20,0,0,0,,,0,0.0,0,0.0,0,0.0
7,20 to 30,0,0,12,,-53.5334959853,0,-63.6745806098,0,-0.936921049069,0,-0.984537974726
7,30 to 40,0,0,6,,-62.4929778115,0,-65.3982427827,0,-0.948044535919,0,-0.984120641635
7,40 to 50,0,0,24,,-57.545787456,0,-63.6305250786,0,-0.942682812271,0,-0.984527435004
