username,hw_mean,qz_mean,final_score
101302503,0.0939406690374,-0.749460495038,61.0
102602012,5.25726417027,1.46813277875,52.57
103602527,-0.443476648842,-0.019897069871,47.15
104602001,-0.525276238877,-0.0383476229164,58.21
104602002,0.568454949902,-1.01929740074,69.33
104602003,0.0346007723262,-0.460380687304,55.3
104602005,-0.264743358452,-0.252932521109,74.12
104602006,-0.129523156659,-0.592830097934,61.13
104602007,-1.22716383474,0.621769080091,85.72
104602008,-0.951407644063,0.216523121478,72.53
104602009,-1.0355529275,0.338262208521,79.78
104602010,-1.27276546799,0.512818409659,76.68
104602011,-0.517446809249,-0.125541749008,70.97
104602012,-1.08428215211,0.416231058365,88.14
104602013,-0.889711602609,0.167358347888,66.43
104602014,2.34778488482,-0.0793422080211,50.89
104602016,0.0276319893133,-0.720745619042,25.71
104602017,-1.09959466252,0.527616622228,52.83
104602018,-0.708186618511,0.190510739078,54.02
104602019,-0.264397009472,-0.315935209313,80.67
104602020,-0.881168572537,0.714368193567,77.99
104602021,0.20150594391,-0.45184810872,80.61
104602022,-1.11316497707,0.704093419215,83.56
104602023,-0.699118839581,0.833068889346,95.5
104602024,1.39112619596,1.46628607057,72.67
104602025,0.835788664481,-0.751963686067,61.38
104602026,3.57148319549,0.605889286941,25.57
104602027,-1.12952698524,0.624382373674,57.3
104602028,-0.957059328818,0.385081288657,104.16
104602029,-0.350720037877,-0.27556016326,67.13
104602030,0.7208190576,-1.32621381225,54.11
104602031,0.62457805521,-1.20073318475,50.2
104602032,-1.23551801324,0.613414901595,51.06
104602033,0.450656705633,-0.0284874948682,82.94
104602035,-1.29817435264,0.550758562187,80.48
104602037,-1.11177958145,0.452082666205,61.61
104602501,0.334370000791,-1.03166071977,56.93
104602502,-0.0418042815567,-0.505111222741,67.38
104602503,1.80286358379,-0.0857966932481,48.27
104602504,-0.323222608518,-0.311411770987,71.49
104602505,-0.807040914694,0.218354517164,81.71
104602506,-0.106370765531,-0.411305113903,63.62
104602507,0.0995136051713,-0.617189484733,39.87
104602508,0.0935943200123,-0.686457806789,60.32
104602509,0.913133113967,-1.35562138606,47.45
104602510,-0.579578399477,-0.0926497835163,70.1
104602511,-0.318352821389,-0.433240058316,78.77
104602513,-1.24735658325,0.474878257308,93.69
104602514,-0.444872495522,-0.147990991007,74.75
104602515,2.07908667714,0.665544178816,60.84
104602516,-0.856294888137,0.200775062264,56.89
104602517,-0.703920329187,0.273963324714,82.97
104602519,-1.21219767325,0.573386204495,94.97
104602520,2.06013227781,1.24840563227,48.24
104602521,-0.850464803148,0.190767888027,80.87
104602522,1.03387495928,0.269660091706,59.34
104602524,0.919933948013,-0.873702773207,68.02
104602525,1.80790131978,-0.429178661707,59.69
104602526,-0.588803676005,-0.133549578588,76.48
