evaluation_num,kfold_split_num,number_of_comp,mt_practice_sum,hw_mean,qz_mean,problem_sum_count,video_pause_backward_seek_sum,username,label_val_predict,label_val_test
1,1,1,104602003,-0.38312666934914125,0.22584038283199168,-0.6901272740352935,-0.17747807398783313,1.3868355521653746,70.44782917883,55.3
1,1,1,104602010,-0.02846083844448089,0.7966287489409202,1.4233059666011345,-0.44318616567854596,0.35930121994231223,76.39637101562903,76.68
1,1,1,104602030,-0.8166071292649115,0.40682206041043767,-1.817291669295,-1.167011656904249,0.17797163273493077,62.4113024295324,54.11
1,1,1,104602508,0.010946476415739773,0.1562320462656288,-0.6901272740352935,1.4717445642061933,0.05708524090068436,69.84102848833474,60.32
1,1,1,104602510,0.2867976783092902,0.629568738675749,0.4370371205903826,0.4455615896964039,-0.5473467193585263,72.54551403682476,70.1
1,1,1,104602522,3.1241243255465734,-1.2776997020368526,-0.8662467109135032,1.819913787641685,1.0846195720357694,75.33902377358466,59.34
1,1,2,104602003,-0.38312666934914125,0.22584038283199168,-0.6901272740352935,-0.17747807398783313,1.3868355521653746,70.7323968236419,55.3
1,1,2,104602010,-0.02846083844448089,0.7966287489409202,1.4233059666011345,-0.44318616567854596,0.35930121994231223,75.67163135633626,76.68
1,1,2,104602030,-0.8166071292649115,0.40682206041043767,-1.817291669295,-1.167011656904249,0.17797163273493077,61.932747006485265,54.11
1,1,2,104602508,0.010946476415739773,0.1562320462656288,-0.6901272740352935,1.4717445642061933,0.05708524090068436,70.78922125394317,60.32
1,1,2,104602510,0.2867976783092902,0.629568738675749,0.4370371205903826,0.4455615896964039,-0.5473467193585263,72.42245696809955,70.1
1,1,2,104602522,3.1241243255465734,-1.2776997020368526,-0.8662467109135032,1.819913787641685,1.0846195720357694,78.06618826399792,59.34
1,1,3,104602003,-0.38312666934914125,0.22584038283199168,-0.6901272740352935,-0.17747807398783313,1.3868355521653746,65.73115517547141,55.3
1,1,3,104602010,-0.02846083844448089,0.7966287489409202,1.4233059666011345,-0.44318616567854596,0.35930121994231223,75.9446606775541,76.68
1,1,3,104602030,-0.8166071292649115,0.40682206041043767,-1.817291669295,-1.167011656904249,0.17797163273493077,56.566628848044076,54.11
1,1,3,104602508,0.010946476415739773,0.1562320462656288,-0.6901272740352935,1.4717445642061933,0.05708524090068436,71.5554056176915,60.32
1,1,3,104602510,0.2867976783092902,0.629568738675749,0.4370371205903826,0.4455615896964039,-0.5473467193585263,74.86284073797236,70.1
1,1,3,104602522,3.1241243255465734,-1.2776997020368526,-0.8662467109135032,1.819913787641685,1.0846195720357694,78.11126217947597,59.34
1,1,4,104602003,-0.38312666934914125,0.22584038283199168,-0.6901272740352935,-0.17747807398783313,1.3868355521653746,67.03645815706857,55.3
1,1,4,104602010,-0.02846083844448089,0.7966287489409202,1.4233059666011345,-0.44318616567854596,0.35930121994231223,77.60968517068265,76.68
1,1,4,104602030,-0.8166071292649115,0.40682206041043767,-1.817291669295,-1.167011656904249,0.17797163273493077,54.9936713837076,54.11
1,1,4,104602508,0.010946476415739773,0.1562320462656288,-0.6901272740352935,1.4717445642061933,0.05708524090068436,72.05017324658742,60.32
1,1,4,104602510,0.2867976783092902,0.629568738675749,0.4370371205903826,0.4455615896964039,-0.5473467193585263,74.18822949687873,70.1
1,1,4,104602522,3.1241243255465734,-1.2776997020368526,-0.8662467109135032,1.819913787641685,1.0846195720357694,71.2193064127424,59.34
1,1,5,104602003,-0.38312666934914125,0.22584038283199168,-0.6901272740352935,-0.17747807398783313,1.3868355521653746,65.13698912216691,55.3
1,1,5,104602010,-0.02846083844448089,0.7966287489409202,1.4233059666011345,-0.44318616567854596,0.35930121994231223,80.40284515410988,76.68
1,1,5,104602030,-0.8166071292649115,0.40682206041043767,-1.817291669295,-1.167011656904249,0.17797163273493077,49.40923699842454,54.11
1,1,5,104602508,0.010946476415739773,0.1562320462656288,-0.6901272740352935,1.4717445642061933,0.05708524090068436,65.2270104521897,60.32
1,1,5,104602510,0.2867976783092902,0.629568738675749,0.4370371205903826,0.4455615896964039,-0.5473467193585263,71.60738757737026,70.1
1,1,5,104602522,3.1241243255465734,-1.2776997020368526,-0.8662467109135032,1.819913787641685,1.0846195720357694,74.2522316107459,59.34
1,2,1,104602012,1.587239058056601,0.6156470713624742,0.7892759943468032,0.6746202896288213,2.353926687927325,82.82482183307253,88.14
1,2,1,104602017,-0.2254974113269214,0.2954487206513047,0.8597237689712809,0.8578672492449109,-1.0913354831566249,70.61344841712292,52.83
1,2,1,104602035,0.2867976783092902,0.6713337418685147,1.3528581919766558,-0.672244865446041,0.6010740046987827,74.79148571009141,80.48
1,2,1,104602502,0.483834250482399,0.2536837174585368,-0.40833617553738166,0.8761919450415974,0.7219603965330296,73.06642632478282,67.38
1,2,1,104602506,0.8779073962472803,0.19799704820544653,-0.2674406262884258,-0.9104659131118794,0.17797163273493077,69.86256716825302,63.62
1,2,1,104602509,-0.8954217582760214,-0.13612297107194793,-2.0990827684269417,-0.31491329378236105,-0.06380115093356255,60.470129649111755,47.45
1,2,2,104602012,1.587239058056601,0.6156470713624742,0.7892759943468032,0.6746202896288213,2.353926687927325,81.991537768498,88.14
1,2,2,104602017,-0.2254974113269214,0.2954487206513047,0.8597237689712809,0.8578672492449109,-1.0913354831566249,70.86809994823204,52.83
1,2,2,104602035,0.2867976783092902,0.6713337418685147,1.3528581919766558,-0.672244865446041,0.6010740046987827,76.07759313696553,80.48
1,2,2,104602502,0.483834250482399,0.2536837174585368,-0.40833617553738166,0.8761919450415974,0.7219603965330296,72.09365257537779,67.38
1,2,2,104602506,0.8779073962472803,0.19799704820544653,-0.2674406262884258,-0.9104659131118794,0.17797163273493077,70.10897485964693,63.62
1,2,2,104602509,-0.8954217582760214,-0.13612297107194793,-2.0990827684269417,-0.31491329378236105,-0.06380115093356255,60.08000304148965,47.45
1,2,3,104602012,1.587239058056601,0.6156470713624742,0.7892759943468032,0.6746202896288213,2.353926687927325,77.32772290064166,88.14
1,2,3,104602017,-0.2254974113269214,0.2954487206513047,0.8597237689712809,0.8578672492449109,-1.0913354831566249,76.01624028609132,52.83
1,2,3,104602035,0.2867976783092902,0.6713337418685147,1.3528581919766558,-0.672244865446041,0.6010740046987827,75.47388539465351,80.48
1,2,3,104602502,0.483834250482399,0.2536837174585368,-0.40833617553738166,0.8761919450415974,0.7219603965330296,70.19346139479197,67.38
1,2,3,104602506,0.8779073962472803,0.19799704820544653,-0.2674406262884258,-0.9104659131118794,0.17797163273493077,68.51052312675391,63.62
1,2,3,104602509,-0.8954217582760214,-0.13612297107194793,-2.0990827684269417,-0.31491329378236105,-0.06380115093356255,56.04040384481624,47.45
1,2,4,104602012,1.587239058056601,0.6156470713624742,0.7892759943468032,0.6746202896288213,2.353926687927325,77.06236867091312,88.14
1,2,4,104602017,-0.2254974113269214,0.2954487206513047,0.8597237689712809,0.8578672492449109,-1.0913354831566249,78.71252572964622,52.83
1,2,4,104602035,0.2867976783092902,0.6713337418685147,1.3528581919766558,-0.672244865446041,0.6010740046987827,75.71559796699667,80.48
1,2,4,104602502,0.483834250482399,0.2536837174585368,-0.40833617553738166,0.8761919450415974,0.7219603965330296,70.20770797211958,67.38
