username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050160,1.4,338.6,1.4,3.6,1.2,2.8,3.6,0.0,32.4,10.0,4.4,11.6,0.0,0.0,0.0,0.0,0.0,0.0,39.4,3.0
Y1050161,1.0,177.8,0.2,1.2,0.2,0.6,1.2,0.0,8.6,1.2,1.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0
Y1050162,2.8,1284.4,2.6,11.6,9.2,10.4,11.4,0.4,275.6,46.2,80.8,130.6,0.4,0.0,0.0,0.0,0.0,0.0,48.0,3.0
Y1050163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050164,0.6,21.8,0.6,1.2,0.8,0.2,0.8,0.4,2.4,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050165,0.6,29.0,0.4,0.6,0.2,0.4,0.6,0.2,6.8,0.6,0.2,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050166,1.4,78.8,1.0,0.8,0.0,0.4,0.8,0.0,7.0,0.8,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0
Y1050167,1.4,373.2,1.0,4.8,2.4,1.6,4.2,0.6,15.6,1.0,0.8,8.6,0.6,0.8,0.6,1.0,0.6,1.466666667,57.2,3.0
Y1050168,1.2,190.6,0.8,2.2,1.6,1.2,1.6,1.0,16.0,5.0,3.0,4.8,1.2,0.8,0.8,0.2,0.8,1.166666667,12.0,1.0
Y1050169,1.4,421.0,1.4,4.8,2.4,2.8,4.6,0.2,63.2,24.4,8.6,25.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050170,1.6,426.2,1.2,6.2,5.6,2.6,6.0,1.2,38.8,1.2,3.2,29.4,1.2,1.6,1.4,1.0,1.4,3.77,0.0,1.0
Y1050171,2.8,454.6,2.2,7.4,7.2,0.8,7.0,1.4,20.6,0.6,1.0,14.8,1.4,0.4,0.4,0.2,0.4,0.6,15.6,1.0
Y1050172,0.6,189.0,0.4,1.8,1.6,1.2,1.6,0.4,29.4,2.6,1.8,23.6,0.4,0.4,0.4,0.2,0.4,0.0,18.6,1.0
Y1050173,3.4,665.2,2.0,6.8,4.4,3.8,6.6,1.4,61.0,9.0,5.8,38.4,1.4,1.0,1.0,0.4,1.0,1.2,84.6,7.0
Y1050174,5.6,728.2,1.2,3.6,2.6,1.2,3.4,0.6,24.4,5.4,1.0,16.4,0.6,5.4,3.0,2.0,4.0,6.671333333,83.8,8.0
Y1050175,3.2,690.8,3.2,10.4,7.0,5.2,9.0,1.2,48.0,4.0,5.4,30.6,1.2,0.6,0.4,0.4,0.4,0.6,39.8,3.0
Y1050176,4.6,1055.4,4.0,10.8,10.0,7.0,10.8,0.0,99.2,28.2,11.6,50.2,0.0,15.4,3.2,1.6,4.0,9.549333333,79.2,9.0
Y1050177,2.6,878.8,1.4,6.2,3.0,6.0,5.0,0.4,76.8,21.6,23.4,15.6,0.4,1.6,1.0,0.4,1.0,1.2,34.6,2.0
Y1050178,0.4,162.4,0.4,4.2,2.2,3.2,3.2,0.8,26.6,10.0,2.4,7.6,0.8,0.4,0.4,0.2,0.4,0.35,39.0,2.0
Y1050179,4.8,1331.0,4.2,11.8,10.6,7.2,11.4,2.6,175.8,58.4,26.8,61.0,3.0,3.8,1.8,2.0,2.6,8.111333333,92.6,9.0
Y1050180,3.6,141.4,0.6,2.0,1.6,0.6,1.8,0.4,11.4,0.8,1.6,4.2,0.4,0.4,0.4,0.2,0.4,0.4,51.2,4.0
Y1050181,2.4,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0
Y1050182,4.6,1037.2,4.2,13.0,9.4,8.0,12.6,2.6,114.0,6.8,17.6,73.6,2.6,2.8,2.0,2.2,2.4,7.133333333,85.0,9.0
Y1050183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,1.0
Y1050184,0.2,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.6,0.733333333,22.6,1.0
Y1050185,6.2,770.6,3.0,10.0,7.8,4.4,8.6,2.8,43.0,2.4,8.0,21.4,2.8,10.8,3.2,3.2,4.6,10.0,85.8,9.0
Y1050186,4.4,1030.4,3.4,11.0,9.4,8.0,10.6,3.2,106.4,23.2,33.6,36.4,3.2,6.4,2.8,1.4,4.4,8.561333333,82.6,8.0
Y1050187,0.4,60.6,0.2,1.2,0.4,1.2,0.8,0.0,10.6,6.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0
Y1050188,4.2,369.4,2.4,3.0,1.2,2.0,3.0,0.2,62.8,21.4,1.2,35.0,0.2,1.6,0.8,2.0,1.0,3.066666667,56.4,4.0
Y1050189,3.4,970.0,1.8,10.6,9.8,6.8,10.0,1.2,89.6,38.4,17.2,30.4,1.2,4.4,3.2,1.4,3.8,7.922666667,88.4,9.0
Y1050190,4.0,1342.2,2.8,11.0,8.4,9.6,10.4,1.4,189.2,32.8,43.0,91.0,1.4,8.6,3.0,1.2,6.0,7.919333333,84.6,9.0
Y1050191,2.8,637.2,2.2,9.2,3.0,8.2,8.0,0.0,177.0,138.6,8.2,19.2,0.0,0.2,0.2,0.2,0.2,0.333333333,41.2,4.0
Y1050192,2.6,1168.4,2.2,12.4,10.0,6.4,11.6,0.8,68.0,15.6,14.6,26.0,0.8,15.8,3.2,6.6,5.6,7.978,69.2,7.0
Y1050193,2.4,321.0,2.0,4.0,2.6,2.2,4.0,0.2,25.2,3.0,2.6,17.6,0.2,0.4,0.4,0.2,0.4,0.066666667,29.0,2.0
Y1050194,3.0,617.0,2.0,5.8,3.6,4.6,5.8,0.4,76.8,8.2,29.0,32.4,0.4,0.6,0.6,0.2,0.6,1.066666667,30.0,2.0
Y1050195,5.0,1587.6,3.8,11.0,9.6,7.0,11.0,1.8,170.0,16.8,19.4,125.0,1.8,1.6,1.4,0.6,1.6,1.566666667,59.0,4.0
Y1050196,1.4,58.6,0.4,0.6,0.0,0.2,0.6,0.0,2.6,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0
Y1050197,3.6,1571.4,3.0,17.4,15.2,13.6,15.8,4.0,263.6,110.0,47.8,63.0,4.2,4.0,2.6,2.4,2.8,6.133333333,77.6,8.0
Y1050198,1.4,228.2,1.2,3.2,2.4,2.6,3.2,0.6,20.2,2.4,6.6,7.2,0.6,0.0,0.0,0.0,0.0,0.0,43.8,2.0
Y1050199,2.0,472.2,1.8,7.2,5.0,4.0,6.8,0.8,68.0,32.2,10.6,20.2,0.8,10.2,2.0,2.2,3.4,4.7,42.0,3.0
Y1050200,2.8,771.6,2.2,6.8,5.0,4.8,6.6,0.2,135.8,5.6,24.2,94.6,0.2,2.8,0.8,1.0,0.8,1.733333333,29.2,3.0
Y1050201,3.6,943.0,3.2,12.6,10.8,8.6,12.2,1.0,115.4,15.8,15.6,68.8,1.0,4.8,1.6,1.8,2.6,6.996666667,68.2,6.0
Y1050202,4.2,1024.6,3.2,11.4,11.0,2.6,11.4,3.6,108.2,4.8,2.0,93.2,3.6,3.0,2.0,1.0,2.6,7.828,79.0,7.0
