username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050160,1.75,423.25,1.75,4.5,1.5,3.5,4.5,0.0,40.5,12.5,5.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,49.25,3.0
Y1050161,1.25,222.25,0.25,1.5,0.25,0.75,1.5,0.0,10.75,1.5,1.25,5.25,0.0,0.0,0.0,0.0,0.0,0.0,63.75,4.0
Y1050162,2.75,1347.5,2.5,11.0,9.0,9.75,10.75,0.25,297.75,48.5,90.5,138.25,0.25,0.0,0.0,0.0,0.0,0.0,43.75,3.0
Y1050163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050164,0.75,27.25,0.75,1.5,1.0,0.25,1.0,0.5,3.0,0.0,0.0,1.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050165,0.75,36.25,0.5,0.75,0.25,0.5,0.75,0.25,8.5,0.75,0.25,6.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050166,1.75,98.5,1.25,1.0,0.0,0.5,1.0,0.0,8.75,1.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,2.0
Y1050167,1.75,466.5,1.25,6.0,3.0,2.0,5.25,0.75,19.5,1.25,1.0,10.75,0.75,1.0,0.75,1.25,0.75,1.833333333,71.5,3.0
Y1050168,1.5,238.25,1.0,2.75,2.0,1.5,2.0,1.25,20.0,6.25,3.75,6.0,1.5,1.0,1.0,0.25,1.0,1.458333333,15.0,1.0
Y1050169,1.75,526.25,1.75,6.0,3.0,3.5,5.75,0.25,79.0,30.5,10.75,31.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050170,2.0,532.75,1.5,7.75,7.0,3.25,7.5,1.5,48.5,1.5,4.0,36.75,1.5,2.0,1.75,1.25,1.75,4.7125,0.0,1.0
Y1050171,3.0,480.5,2.25,7.5,7.5,1.0,7.25,1.0,21.5,0.75,1.25,15.25,1.0,0.5,0.5,0.25,0.5,0.75,19.5,1.0
Y1050172,0.75,236.25,0.5,2.25,2.0,1.5,2.0,0.5,36.75,3.25,2.25,29.5,0.5,0.5,0.5,0.25,0.5,0.0,23.25,1.0
Y1050173,3.0,643.75,2.0,7.75,5.25,4.5,7.5,1.5,70.0,10.0,7.25,44.5,1.5,1.25,1.25,0.5,1.25,1.5,80.75,7.0
