username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050160,2.5,345.0,2.5,3.0,0.0,2.5,3.0,0.0,33.0,9.5,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0
Y1050161,1.5,116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0
Y1050162,3.0,1802.5,3.0,13.5,11.0,12.5,13.0,0.0,419.5,75.0,125.5,191.5,0.0,0.0,0.0,0.0,0.0,0.0,27.5,3.0
Y1050163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050165,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050166,1.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0
Y1050167,2.0,690.5,1.5,10.0,4.5,3.5,8.5,0.5,27.5,2.0,1.5,17.0,0.5,0.0,0.0,0.0,0.0,0.0,65.0,3.0
Y1050168,1.5,82.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1.0
Y1050169,2.0,576.0,2.0,6.5,1.5,4.0,6.5,0.0,87.0,30.5,14.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050170,2.5,717.0,2.5,9.5,8.5,4.5,9.5,2.0,70.0,2.5,6.0,52.0,2.0,1.5,1.5,0.5,1.5,4.591666667,0.0,1.0
Y1050171,2.5,380.0,2.0,5.5,5.5,0.5,5.5,1.0,9.5,0.0,0.5,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050172,1.0,55.5,0.5,0.5,0.0,0.0,0.5,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,1.0
Y1050173,2.5,661.5,2.0,9.0,5.5,5.0,8.5,2.0,78.5,11.5,8.5,48.0,2.0,1.0,1.0,0.5,1.0,1.333333333,85.0,7.0
Y1050174,5.0,732.0,1.5,4.0,3.5,1.0,4.0,1.0,22.0,2.0,0.5,18.0,1.0,2.5,2.5,1.0,2.5,7.345,85.0,8.0
Y1050175,3.5,858.0,3.5,10.0,6.5,7.0,8.5,0.5,57.5,4.0,8.0,37.0,0.5,1.5,1.0,1.0,1.0,1.5,25.0,3.0
Y1050176,4.0,963.0,3.0,11.0,11.0,7.0,11.0,0.0,108.5,34.5,11.5,51.5,0.0,10.0,3.0,2.0,3.5,9.54,90.0,9.0
Y1050177,3.5,874.0,1.5,5.0,3.5,5.0,4.5,0.0,85.5,18.0,25.5,25.0,0.0,0.5,0.5,0.5,0.5,0.0,27.5,2.0
Y1050178,0.5,147.5,0.5,5.5,3.0,3.5,4.0,1.5,26.0,7.0,1.5,10.0,1.5,0.0,0.0,0.0,0.0,0.0,50.0,2.0
Y1050179,5.0,973.0,4.5,10.0,8.5,5.5,9.5,2.0,93.5,12.0,11.0,51.5,2.0,1.0,0.5,1.0,0.5,7.666666667,95.0,9.0
Y1050180,4.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0
Y1050181,3.0,380.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,2.0
Y1050182,4.5,868.5,4.0,12.5,7.5,8.5,12.5,2.5,99.5,2.0,13.0,73.0,2.5,0.0,0.0,0.0,0.0,8.0,77.5,9.0
Y1050183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050184,0.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050185,6.0,534.5,1.5,6.0,5.0,3.0,6.0,2.5,31.5,4.0,3.0,11.5,2.5,9.0,3.0,4.5,4.0,10.0,90.0,9.0
Y1050186,4.5,680.5,3.5,8.0,5.0,6.0,8.0,2.0,82.0,22.5,24.0,26.5,2.0,2.0,2.0,1.0,2.0,8.945,82.5,8.0
Y1050187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0
Y1050188,5.5,480.5,2.5,3.0,1.0,2.0,3.0,0.0,67.5,28.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,3.166666667,67.5,4.0
Y1050189,4.0,902.0,2.5,10.5,10.5,6.0,9.5,1.0,81.0,37.0,14.5,27.5,1.0,3.5,3.0,1.0,3.0,8.611666667,92.5,9.0
Y1050190,4.5,1846.0,3.0,14.0,11.0,13.5,13.5,1.5,286.5,40.5,62.5,150.0,1.5,7.5,3.0,1.0,6.0,9.131666667,72.5,9.0
