username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050160,2.0,570.0,2.0,7.0,3.0,5.5,7.0,0.0,54.5,17.0,7.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,77.5,3.0
Y1050161,1.5,443.5,0.5,3.0,0.5,1.5,3.0,0.0,21.5,3.0,2.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,82.5,4.0
Y1050162,3.0,1637.5,2.5,12.5,10.5,11.0,12.5,0.5,377.0,58.0,127.5,160.5,0.5,0.0,0.0,0.0,0.0,0.0,50.0,3.0
Y1050163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050164,1.5,54.5,1.5,3.0,2.0,0.5,2.0,1.0,6.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050165,1.5,72.5,1.0,1.5,0.5,1.0,1.5,0.5,17.0,1.5,0.5,12.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050166,2.5,154.5,1.5,1.5,0.0,0.5,1.5,0.0,8.5,2.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,82.5,2.0
Y1050167,2.5,602.5,1.5,7.5,4.0,1.5,7.5,1.0,26.5,1.0,0.5,14.5,1.0,2.0,1.5,2.5,1.5,3.666666667,95.0,3.0
Y1050168,2.5,464.0,2.0,5.5,4.0,3.0,4.0,2.5,40.0,12.5,7.5,12.0,3.0,2.0,2.0,0.5,2.0,2.916666667,30.0,1.0
Y1050169,3.0,984.0,3.0,11.0,5.5,6.0,10.5,0.5,149.0,53.0,21.5,62.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050170,3.5,858.0,2.5,12.0,11.5,5.0,11.5,2.5,80.5,3.0,5.5,62.5,2.5,4.0,3.5,2.5,3.5,9.425,0.0,1.0
Y1050171,4.5,721.0,3.5,11.0,11.0,1.5,10.5,2.0,32.0,1.0,2.0,21.0,2.0,1.0,1.0,0.5,1.0,1.5,0.0,1.0
Y1050172,1.0,422.5,0.5,4.0,4.0,3.0,3.5,1.0,63.5,6.5,4.5,49.0,1.0,1.0,1.0,0.5,1.0,0.0,22.5,1.0
Y1050173,4.0,660.0,3.0,8.0,5.0,4.5,8.0,1.5,64.0,10.0,7.5,38.5,1.5,1.5,1.5,0.5,1.5,1.666666667,90.0,7.0
Y1050174,4.5,902.0,2.0,7.0,5.0,2.0,7.0,1.0,51.5,12.5,2.0,34.0,1.0,4.0,3.5,1.0,3.5,7.345,100.0,8.0
Y1050175,3.0,683.5,3.0,9.0,6.5,4.5,7.0,1.0,32.0,2.5,4.0,19.5,1.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0
Y1050176,4.5,830.0,4.0,8.5,8.5,4.5,8.5,0.0,97.5,24.0,9.0,51.5,0.0,19.5,3.5,1.5,5.0,9.706666667,80.0,9.0
Y1050177,3.0,1206.0,2.5,8.5,4.0,8.0,6.0,0.0,109.5,20.5,35.5,27.0,0.0,4.0,2.5,1.0,2.5,3.0,65.0,2.0
Y1050178,1.0,406.0,1.0,10.5,5.5,8.0,8.0,2.0,66.5,25.0,6.0,19.0,2.0,1.0,1.0,0.5,1.0,0.875,97.5,2.0
Y1050179,5.0,1517.0,4.0,11.0,10.0,9.0,10.5,3.0,278.5,120.0,47.5,74.5,3.0,3.0,1.5,1.5,2.5,7.916666667,89.0,9.0
Y1050180,3.0,319.0,1.5,5.0,4.0,1.5,4.5,1.0,28.5,2.0,4.0,10.5,1.0,1.0,1.0,0.5,1.0,1.0,72.5,4.0
Y1050181,4.5,402.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,2.0
Y1050182,4.5,922.0,4.5,12.0,7.0,6.5,11.5,0.5,110.5,5.0,18.5,79.0,0.5,2.5,2.0,0.5,2.0,8.083333333,77.5,9.0
Y1050183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,1.0
Y1050184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,1.5,1.833333333,45.0,1.0
Y1050185,7.0,572.0,3.5,7.0,5.0,3.0,6.0,1.5,27.5,0.5,10.0,12.0,1.5,13.0,3.5,5.5,6.0,10.0,90.0,9.0
Y1050186,5.0,737.5,3.0,8.0,7.0,6.0,8.0,3.5,70.5,19.0,19.5,22.0,3.5,9.0,3.5,1.0,6.5,9.361666667,100.0,8.0
Y1050187,1.0,151.5,0.5,3.0,1.0,3.0,2.0,0.0,26.5,15.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0
Y1050188,6.5,513.0,3.0,3.5,1.0,1.5,3.5,0.0,53.0,20.0,0.5,30.0,0.0,4.0,2.0,5.0,2.5,5.833333333,89.0,4.0
