evaluation_num,pMAPC,pMSE,mean_train_score,mean_test_score
1.0,0.515972975663,394.401521981,0.419943206863,0.363339062499
2.0,0.513607355238,395.113278508,0.419555915032,0.371793538118
3.0,0.517889315516,395.107052864,0.418646992434,0.40115923506
4.0,0.518027487707,393.305122936,0.420068314855,0.366720473316
5.0,0.518643902695,390.410130105,0.420275814569,0.389689747758
6.0,0.515341598893,395.431583237,0.419830058207,0.365309265636
7.0,0.517489981698,392.558757201,0.419610483919,0.367563311588
8.0,0.517300703473,392.250999305,0.41976745798,0.385020719455
9.0,0.520206938371,390.79645991,0.419692459312,0.388885944479
10.0,0.517939983569,392.914451068,0.41926144806,0.385980135516
11.0,0.515351090784,396.976161192,0.420008163981,0.382826161678
12.0,0.519874489143,391.415548234,0.420034001618,0.398492990954
13.0,0.512304089852,400.069345869,0.421858952035,0.342543157976
14.0,0.513622567894,398.57414731,0.42009365008,0.374927878058
15.0,0.517764292301,393.314769516,0.420328121753,0.376208315206
16.0,0.519108118751,389.887000208,0.42029879244,0.380368006298
17.0,0.515511599979,397.444192648,0.420237563654,0.365591507273
18.0,0.513512594797,398.301850138,0.420754166749,0.374958422889
19.0,0.518944924207,393.497190145,0.420051423816,0.381648359765
20.0,0.517248805211,394.292475095,0.420656123328,0.383982955355
21.0,0.517745639816,396.62711602,0.420163618823,0.382604831845
22.0,0.513524581827,402.276570359,0.418341233198,0.351443343879
23.0,0.51545027262,392.899710384,0.419560956504,0.395659165852
24.0,0.51428718293,400.733799936,0.419796165633,0.379494750996
25.0,0.514983087556,396.03717349,0.420907869044,0.364526754891
26.0,0.514733417616,396.274233907,0.419497180686,0.366010736952
27.0,0.517896804203,393.679639653,0.418732912079,0.370417015236
28.0,0.518720508797,397.004242246,0.419523406374,0.375015852055
29.0,0.514100367086,393.313754135,0.419868223914,0.368533933309
30.0,0.51876218218,395.142307008,0.419319730219,0.387710901739
31.0,0.513517591755,396.36939078,0.420711974868,0.378701121076
32.0,0.509840924381,402.631571716,0.420808144374,0.3568872308
33.0,0.512981116791,395.476733753,0.419654779883,0.381506699319
