username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,mt_mean,hw_mean,qz_mean,counseling_join_num,final_score
104602017,1.8,513.2,1.0,2.4,0.2,1.8,1.8,0.0,18.4,10.0,1.4,3.4,0.0,7.4,2.0,1.0,2.8,6.5943333334,9.5111111112,8.8,0,52.83
104602018,2.6,742.8,1.6,2.2,0.6,1.0,2.0,0.6,28.8,10.4,3.0,12.6,0.8,6.0,2.2,1.6,3.0,6.8127050506,9.8,7.1111111112,0,54.02
104602019,3.8,856.6,2.0,7.8,6.0,6.0,5.2,5.2,63.2,14.8,22.8,10.4,6.8,6.6,2.0,1.2,2.2,6.5005992064,9.88,5.7777777776,0,80.67
104602020,2.4,518.0,0.4,0.4,0.0,0.0,0.4,0.0,0.8,0.0,0.0,0.8,0.0,5.0,1.8,1.4,1.8,7.7419166668,9.5733333332,8.8888888888,0,77.99
104602021,2.8,307.2,0.6,1.4,0.2,1.2,1.2,0.0,27.2,16.2,2.0,3.2,0.0,3.4,1.6,0.8,1.6,5.2456999998,9.2888888888,6.4,0,80.61
104602022,1.4,577.0,0.8,7.2,5.4,3.0,3.4,5.2,58.4,25.4,3.8,5.8,5.8,3.6,1.8,1.4,1.8,7.8559040404,9.7244444444,9.8666666668,0,83.56
104602023,2.2,308.8,0.8,1.8,0.0,1.2,1.4,0.0,6.4,2.4,0.6,1.8,0.0,5.6,2.2,1.0,2.2,8.061165812,7.08,9.7333333332,0,95.5
104602024,2.0,331.4,1.2,1.6,0.2,1.0,1.0,0.0,7.4,2.8,0.2,2.2,0.0,4.2,1.2,0.8,1.4,4.8070833332,7.9622222224,7.5555555556,0,72.67
104602025,3.0,375.6,1.4,3.0,1.8,0.6,1.8,1.6,16.8,7.4,0.2,3.6,1.8,4.6,1.8,0.8,1.8,3.5979960782,7.2533333332,5.6555555556,0,61.38
104602026,0.8,40.8,0.4,1.0,0.2,0.4,0.6,0.0,2.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3.5777777776,3.1555555556,0,25.57
104602027,4.2,453.6,1.8,3.4,1.2,2.2,2.8,0.8,22.8,10.4,2.0,6.8,0.8,3.8,1.4,0.8,1.4,5.4199666668,9.64,9.7777777776,0,57.3
104602028,2.2,683.8,1.4,8.2,7.8,1.2,5.4,7.6,31.2,0.4,2.2,20.2,7.6,4.4,2.2,1.2,2.2,8.0326153846,9.9244444444,9.7333333332,4,104.16
104602029,3.4,675.6,1.8,8.8,5.0,4.6,5.8,4.8,60.6,22.8,4.2,11.2,5.4,7.2,2.0,1.2,2.4,5.40394709,9.8422222224,8.1555555556,0,67.13
104602030,1.0,533.8,0.8,3.4,2.4,2.4,2.8,2.2,71.4,43.0,4.8,10.0,2.8,4.6,1.6,0.8,1.8,6.5838555556,9.7466666668,7.9111111112,0,54.11
104602031,3.0,425.4,0.2,0.4,0.0,0.4,0.4,0.0,12.8,6.2,1.4,2.6,0.0,6.0,1.6,1.2,1.8,4.7533044734,9.6155555556,8.0888888888,0,50.2
104602032,0.4,53.4,0.2,0.8,0.6,0.2,0.4,0.6,4.8,3.0,0.4,0.6,0.6,0.4,0.4,0.4,0.4,2.5333333334,9.7444444444,9.9111111112,0,51.06
104602033,3.8,709.4,3.0,7.2,5.2,4.2,3.6,4.2,42.0,11.8,5.8,6.8,4.2,3.8,1.4,1.0,1.4,4.955,8.02,7.3444444444,0,82.94
104602035,2.4,454.8,1.2,3.2,2.0,1.2,2.0,1.8,12.8,1.2,2.6,3.8,1.8,3.4,1.8,1.6,2.2,5.5546825398,9.8911111112,9.9111111112,0,80.48
104602037,3.2,813.6,1.6,6.0,1.6,5.2,3.4,0.8,86.8,57.8,9.0,9.6,0.8,7.4,2.4,1.4,3.0,7.6954444444,9.9244444444,8.3111111112,0,61.61
104602501,3.0,485.8,1.6,6.8,5.2,4.0,5.0,5.4,49.8,16.2,6.4,16.4,6.4,1.8,1.4,0.8,1.4,5.30785,9.8311111112,8.1,0,56.93
104602502,3.0,1023.6,2.0,7.8,5.8,7.0,6.0,5.2,117.4,54.6,20.4,26.8,5.6,3.6,1.8,1.2,2.0,7.798926065,9.3177777776,7.4,0,67.38
104602503,1.6,452.0,0.8,6.4,3.8,5.2,5.4,2.8,95.2,43.0,19.2,23.4,3.0,4.2,1.6,0.4,1.6,4.4303703704,8.7555555556,5.8,0,48.27
104602504,2.6,161.4,1.2,3.0,1.8,1.4,2.2,1.4,27.2,6.0,1.4,14.6,1.8,4.8,2.0,1.0,2.6,8.3204379508,9.3044444444,7.8666666668,0,71.49
104602505,3.4,640.6,2.4,8.0,6.0,3.6,5.4,5.2,64.0,34.0,3.4,10.8,5.4,5.6,1.8,1.2,2.2,6.3760031746,8.9422222224,8.7555555556,0,81.71
104602506,3.0,623.0,2.0,5.4,4.2,1.2,5.2,3.8,112.0,1.2,1.6,33.0,4.0,6.8,2.0,1.4,2.4,5.8509935634,9.34,7.4888888888,0,63.62
104602507,1.6,286.8,0.6,1.6,1.2,0.4,1.6,1.2,12.0,2.2,0.4,3.8,1.2,3.0,1.8,1.2,2.0,7.3872727272,8.7466666668,7.1777777776,0,39.87
104602508,3.4,789.8,1.8,4.8,2.6,3.4,3.2,2.6,29.4,9.2,4.4,6.8,4.2,6.6,2.2,2.6,3.4,6.9899555556,9.2666666668,8.6222222224,0,60.32
104602509,2.2,404.0,1.4,3.0,2.4,1.4,1.8,2.0,18.8,0.2,1.6,7.6,2.6,4.6,1.6,1.2,1.8,4.9437333334,9.0333333332,6.9333333332,0,47.45
104602510,2.8,746.0,2.0,8.6,6.6,3.4,7.8,6.2,71.6,8.8,5.0,38.4,6.2,7.6,2.2,1.4,3.6,7.9870555554,9.8577777776,8.5333333332,0,70.1
104602511,2.8,998.8,1.8,7.4,4.0,6.2,7.0,2.0,137.0,75.0,13.0,34.2,2.0,4.0,2.0,1.6,2.6,7.7447953218,9.9555555556,9.2888888888,0,78.77
104602513,3.2,804.8,1.8,3.6,1.8,2.0,2.8,1.2,45.2,10.2,6.4,21.8,1.2,6.8,2.2,1.6,2.4,9.171992674,9.9777777776,9.8666666668,0,93.69
104602514,3.8,886.0,1.8,8.4,7.8,5.0,7.6,7.6,89.8,4.4,17.4,46.4,8.0,5.4,2.2,1.8,3.2,8.5583863636,9.6533333332,9.3333333332,0,74.75
104602515,3.0,623.0,1.2,4.2,1.6,2.6,2.8,1.2,39.2,4.8,4.6,18.8,1.2,6.4,1.8,1.0,2.0,5.6876888888,8.9688888888,8.0666666668,0,60.84
104602516,4.2,668.6,2.2,5.4,1.2,3.2,5.4,0.2,41.2,16.4,5.6,15.0,0.2,9.0,2.2,1.8,2.6,7.331879935,9.9333333332,9.0,0,56.89
104602517,1.8,350.6,0.8,0.6,0.0,0.2,0.6,0.0,4.0,0.2,0.0,0.6,0.0,0.4,0.2,0.2,0.2,1.8,9.4866666668,8.9888888888,2,82.97
104602519,1.6,464.8,1.0,2.2,1.2,1.2,1.2,1.0,60.2,14.8,6.8,3.4,1.0,4.6,2.4,1.2,2.6,8.6615195094,9.9088888888,9.8222222224,0,94.97
104602520,2.6,629.6,1.2,6.8,5.8,3.8,3.0,5.6,45.8,7.6,7.6,10.2,6.4,0.8,0.4,0.4,0.4,1.4948311688,5.7888888888,4.6444444444,0,48.24
104602521,4.6,1690.8,2.4,9.2,6.2,8.8,7.2,4.0,371.2,185.8,34.2,32.0,4.0,5.2,2.4,2.4,3.2,8.4816666666,9.4177777776,7.6111111112,0,80.87
104602522,3.8,865.8,1.4,11.0,10.6,3.4,6.8,10.2,63.4,6.0,6.0,27.0,12.2,9.6,2.2,1.6,2.4,8.0951580666,8.8888888888,7.2111111112,0,59.34
104602524,1.8,292.8,0.4,1.8,0.8,0.8,0.8,0.8,14.2,1.0,1.0,0.8,0.8,4.0,2.0,1.0,2.2,7.4674736842,9.3133333332,7.0666666668,0,68.02
104602525,2.2,385.4,1.2,3.2,1.4,1.4,2.0,1.0,23.8,9.2,3.0,4.6,1.0,4.2,1.6,2.2,2.6,4.8822083332,9.3155555556,6.9777777776,1,59.69
104602526,2.6,530.2,1.4,7.2,7.0,3.2,5.0,6.6,50.4,7.4,6.8,23.8,7.0,4.4,1.8,1.4,2.0,8.4501960784,9.7044444444,8.4888888888,0,76.48
