username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,mt_mean,hw_mean,qz_mean,counseling_join_num,final_score
101302503,3.2,706.4,3.0,9.4,7.4,2.8,5.4,7.4,45.6,4.4,3.6,15.4,8.2,0.0,0.0,0.0,0.0,0.0,9.94,7.6,0,61.0
102602012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.57
103602527,2.2,572.6,1.2,4.2,2.6,1.8,3.0,2.2,226.6,9.6,1.2,7.6,2.2,0.0,0.0,0.0,0.0,0.0,9.2355555556,7.9111111112,0,47.15
104602001,2.6,392.4,2.0,7.8,4.2,5.2,3.4,4.2,34.4,1.8,3.8,7.4,4.6,3.8,1.8,1.0,2.0,5.9513968254,9.4622222224,9.3333333332,0,58.21
104602002,2.6,622.0,2.2,9.0,2.6,5.0,7.0,2.0,59.0,2.2,0.8,18.0,2.0,4.8,2.0,1.2,2.8,6.6462222222,9.7955555556,8.1888888888,0,69.33
104602003,2.8,605.4,1.8,3.6,2.2,2.8,1.8,1.6,95.0,19.8,11.0,12.6,1.6,4.2,1.8,1.2,1.8,3.8538999998,9.5488888888,7.8222222224,0,55.3
104602005,3.0,471.0,1.0,2.2,0.8,1.4,1.8,0.8,14.8,3.6,2.2,4.2,0.8,8.2,2.4,1.4,3.0,7.5175700484,9.8066666668,9.3333333332,0,74.12
104602006,2.4,474.8,1.6,6.4,3.0,4.4,5.8,2.6,60.8,19.2,9.8,21.4,2.6,4.6,1.6,1.4,2.0,6.0127280702,9.7844444444,6.5333333332,0,61.13
104602007,2.6,1013.2,2.6,6.4,5.0,2.8,5.4,4.6,177.2,28.4,7.6,30.8,4.6,3.6,2.2,2.0,3.0,8.3405410628,9.5666666668,9.9111111112,0,85.72
104602008,1.0,262.2,1.0,3.0,3.0,0.6,2.4,2.8,13.6,0.4,0.8,5.2,2.8,4.6,2.0,1.2,2.2,6.0615686274,9.8911111112,9.1222222224,0,72.53
104602009,1.2,432.6,0.4,1.0,0.8,0.6,1.0,0.6,7.2,3.2,0.4,2.6,0.6,4.6,2.0,1.2,2.4,5.6310847954,9.6511111112,9.7777777776,0,79.78
104602010,2.2,555.6,1.2,6.6,1.2,6.2,2.8,1.0,76.4,51.6,4.8,5.0,1.0,3.6,2.0,1.4,2.2,7.4410784314,9.9911111112,9.9555555556,0,76.68
104602011,3.8,681.6,1.8,7.0,5.0,3.8,5.2,3.6,38.4,2.4,4.6,19.0,3.6,4.4,1.8,1.6,2.0,7.5637592592,9.9066666668,9.3333333332,0,70.97
104602012,4.2,966.8,2.6,9.6,5.0,7.4,8.4,4.2,92.2,16.0,14.8,38.2,4.6,5.4,2.2,1.2,2.4,8.7193250516,9.9333333332,8.9555555556,1,88.14
104602013,3.0,671.8,2.4,8.4,6.4,5.2,7.4,6.0,110.0,15.4,13.6,33.2,7.2,3.6,1.8,1.2,2.0,8.1482129628,9.8711111112,8.2666666668,0,66.43
104602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.7238333334,7.6955555556,3.2444444444,0,50.89
104602016,1.6,84.2,1.2,3.4,2.0,1.6,2.0,2.0,16.2,6.2,1.4,4.2,2.2,4.4,1.6,1.4,1.8,2.7575111112,9.6866666668,7.2,0,25.71
