username,week,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,mt_mean,hw_mean,qz_mean
104602021,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.322222222,6
104602021,11,5,116,1,1,0,1,1,0,25,10,2,10,0,0,0,0,0,7.361833333,9.322222222,10
104602022,1,1,24,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7.701742424,9.611111111,9.666666667
104602022,2,2,1223,2,6,1,5,3,0,146,125,7,5,0,3,1,1,1,9.611111111,9.7,9.666666667
104602022,3,2,1308,1,15,14,5,10,13,79,1,5,19,14,2,1,1,1,3.466666667,9.7,10
104602022,5,2,330,1,15,12,5,4,13,67,1,7,5,15,2,1,1,1,9.5,9.611111111,10
104602022,6,1,46,1,1,1,1,1,1,10,0,3,2,1,2,1,1,1,7.701742424,9.611111111,9.666666667
104602022,7,3,473,3,10,8,7,8,8,165,35,19,18,8,1,1,1,1,6.109583333,10,9.666666667
104602022,8,2,228,1,7,6,5,2,5,64,7,22,4,5,6,2,1,2,0,9,10
104602022,10,1,232,1,8,7,4,5,7,124,9,4,6,8,0,0,0,0,0,9.611111111,9.666666667
104602022,11,5,509,5,17,14,9,13,15,211,10,17,19,19,0,0,0,0,7.701742424,9.611111111,10
104602022,12,3,97,1,2,0,2,2,0,32,5,7,2,0,0,0,0,0,7.701742424,9.611111111,9.666666667
104602022,13,3,177,2,4,4,4,3,4,39,4,6,5,5,0,0,0,0,0,9.5,9.666666667
104602022,14,5,789,5,16,13,13,12,11,257,67,43,39,15,0,0,0,0,7.701742424,9.8,10
104602022,15,4,79,3,2,1,2,1,1,17,2,1,3,1,0,0,0,0,0,8.8,10
104602022,17,1,12,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,7.701742424,9.611111111,10
104602023,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,8.468051282,8.3,9.333333333
104602023,2,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.277777778,9.5,9.333333333
104602023,3,5,1310,3,8,0,5,6,0,29,12,3,8,0,3,1,1,1,8.06,9.3,10
104602023,4,1,22,0,0,0,0,0,0,0,0,0,0,0,19,7,2,7,9.5,0,10
104602023,5,2,181,1,1,0,1,1,0,3,0,0,1,0,4,2,1,2,5,8.3,10
104602023,10,2,156,1,3,0,3,3,0,17,6,2,7,0,0,0,0,0,0,8.3,9.333333333
104602023,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.468051282,8.3,9.333333333
104602023,16,2,71,2,1,0,1,0,0,11,5,2,0,0,0,0,0,0,8.468051282,8.3,9.333333333
104602024,2,1,22,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,2.333333333,7.4,6.888888889
104602024,3,1,902,1,0,0,0,0,0,1,0,0,0,0,5,2,1,2,5.74,8.5,4
104602024,4,4,120,2,2,0,1,1,0,2,0,0,1,0,13,3,2,4,0,10,10
104602024,5,4,613,2,5,1,4,3,0,32,14,1,9,0,0,0,0,0,9,6.955555556,10
104602024,6,1,36,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6.962083333,6.955555556,6.888888889
104602024,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.665,8.1,6.888888889
104602024,9,1,92,1,2,2,0,2,2,5,0,0,3,2,0,0,0,0,6.962083333,9.5,7
104602024,10,2,149,1,2,0,2,1,0,4,0,0,1,0,0,0,0,0,0,6.955555556,6.888888889
104602024,11,5,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.962083333,6.955555556,10
104602024,16,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.962083333,6.955555556,6.888888889
104602024,17,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.962083333,6.955555556,0
104602024,18,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.962083333,6.955555556,6.888888889
104602025,1,1,26,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5.523313725,8.333333333,5.388888889
104602025,2,4,498,4,8,5,1,5,5,23,0,0,14,5,0,0,0,0,7.333333333,8.4,5.388888889
104602025,3,5,1210,3,7,4,2,4,3,61,37,1,4,4,0,0,0,0,5.133333333,3.5,7
104602025,4,4,32,0,0,0,0,0,0,0,0,0,0,0,21,8,3,8,0,7.7,3
104602025,5,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,7.5
104602025,7,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,4.772571429,10,5.388888889
104602025,8,1,2,0,0,0,0,0,0,0,0,0,0,0,9,2,1,2,4.666666667,8.4,10
104602025,9,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,5.523313725,9,7
104602025,10,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.158730159,8.333333333,5.388888889
104602025,11,3,110,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,5.523313725,8.333333333,7
104602025,12,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,5.523313725,8.333333333,5.388888889
104602025,15,4,147,2,2,0,1,2,0,34,11,1,2,0,14,2,1,2,0,10,5
104602025,17,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.523313725,8.333333333,2
104602025,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.523313725,8.333333333,5.388888889
104602026,4,4,204,2,5,1,2,3,0,10,0,0,6,0,0,0,0,0,0,4.5,3
104602026,6,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.444444444,1.888888889
104602026,7,2,20,1,1,0,0,1,0,5,0,0,2,0,0,0,0,0,0,3.5,1.888888889
104602026,8,1,39,1,2,0,1,2,0,7,1,0,6,0,0,0,0,0,0,6.5,2
104602026,11,1,180,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.444444444,0
104602026,14,3,159,3,7,5,4,4,5,35,1,4,13,5,0,0,0,0,0,0,3
104602026,15,2,45,2,2,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0
104602026,16,2,162,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.444444444,1.888888889
104602026,17,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.444444444,0
104602027,1,3,578,2,4,1,2,2,1,11,5,0,2,1,2,1,1,1,5.858166667,9.6,9.444444444
104602027,2,6,532,3,3,3,2,3,2,20,9,0,8,2,0,0,0,0,2.666666667,9.5,9.444444444
104602027,3,4,640,2,5,0,5,5,0,55,35,3,12,0,0,0,0,0,5.075,9.5,10
104602027,4,5,466,2,5,2,2,4,1,28,3,7,12,1,15,5,2,5,4,10,10
104602027,5,3,52,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,9.5,9.6,10
104602027,6,3,210,1,3,0,2,2,0,16,7,2,3,0,2,1,1,1,5.858166667,9.6,9.444444444
104602027,7,2,35,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,4.99875,9,9.444444444
104602027,8,1,18,1,1,0,0,1,0,1,0,0,1,0,8,2,1,2,4.625,9.5,7
104602027,10,1,92,1,2,0,1,2,0,9,5,1,3,0,0,0,0,0,2.666666667,9.6,9.444444444
104602027,11,5,377,5,11,6,8,11,4,68,32,7,22,4,2,1,1,1,5.858166667,9.6,10
104602027,12,1,184,1,7,0,6,7,0,55,44,0,11,0,2,1,1,1,5.858166667,9.6,9.444444444
104602027,14,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.858166667,10,10
104602027,15,3,80,2,3,2,1,2,2,10,0,1,6,2,9,2,1,2,0,9.5,10
104602027,16,1,26,1,2,1,0,1,1,5,0,0,1,1,0,0,0,0,5.858166667,9.6,9.444444444
104602028,2,2,621,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,10,10,9.333333333
104602028,3,2,1443,1,14,14,2,10,13,35,1,2,17,13,7,3,2,3,8.35,10,10
104602028,4,3,911,3,20,18,2,12,18,69,1,2,47,18,9,4,2,4,9.083333333,10,10
104602028,5,4,444,3,7,7,2,5,7,52,0,7,37,7,0,0,0,0,5,9.811111111,10
104602028,6,4,531,2,7,7,2,6,7,46,1,4,34,7,3,2,1,2,7.72974359,9.811111111,9.333333333
104602028,7,2,35,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1.285,10,9.333333333
104602028,13,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9.333333333
104602029,1,3,83,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,5.191957672,9.755555556,6.888888889
104602029,2,2,811,1,2,0,0,2,0,2,0,0,2,0,0,0,0,0,7.277777778,9.7,6.888888889
104602029,3,3,1681,3,20,11,9,14,11,141,55,6,29,12,5,2,1,2,5.05,10,7
104602029,4,3,419,2,11,5,8,6,4,89,46,1,8,4,28,7,4,9,2.5,10,10
104602029,5,6,384,3,11,9,6,7,9,71,13,14,17,11,0,0,0,0,7,9.755555556,10
104602029,6,2,6,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,5.191957672,9.755555556,6.888888889
104602029,7,1,15,1,0,0,0,0,0,1,0,0,0,0,4,2,1,2,3.638333333,8.7,6.888888889
104602029,10,2,54,1,1,0,1,1,0,2,0,1,1,0,5,2,2,3,4.555555556,9.755555556,6.888888889
104602029,11,4,83,1,1,1,1,1,0,20,0,8,12,0,2,1,2,2,5.191957672,9.755555556,7
104602029,14,3,117,1,3,1,2,1,1,21,15,1,2,1,1,1,1,1,5.191957672,10,10
104602030,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7.619277778,9.666666667,4.777777778
104602030,3,3,2560,3,15,11,12,13,10,355,215,24,49,13,4,1,2,2,5.522222222,10,10
104602030,5,1,108,1,2,1,0,1,1,2,0,0,1,1,0,0,0,0,10,9.666666667,10
104602030,6,1,9,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,7.619277778,9.666666667,4.777777778
104602030,11,5,159,3,7,5,1,5,5,24,0,3,14,5,0,0,0,0,7.619277778,9.666666667,7
104602030,12,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.619277778,9.666666667,4.777777778
104602030,14,2,568,2,8,5,5,8,5,172,5,44,89,6,0,0,0,0,7.619277778,10,4
104602031,1,3,244,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5.850649351,9.488888889,5.222222222
104602031,2,4,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.111111111,9.1,5.222222222
104602031,3,2,1261,1,2,0,2,2,0,64,31,7,13,0,6,1,1,1,7.304761905,10,10
104602031,4,4,203,0,0,0,0,0,0,0,0,0,0,0,19,5,3,6,0,10,10
104602031,5,2,5,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7.5,9.488888889,10
104602031,6,1,166,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5.850649351,9.488888889,5.222222222
104602031,11,4,535,2,11,4,2,8,4,34,12,0,8,5,0,0,0,0,5.850649351,9.488888889,7
104602031,12,1,46,1,4,1,0,3,1,7,0,0,3,1,1,1,1,1,5.850649351,9.488888889,5.222222222
104602031,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5
104602031,17,3,320,2,8,3,4,6,2,79,25,25,15,2,0,0,0,0,5.850649351,9.488888889,0
104602032,2,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,9.3,9.777777778
104602032,3,1,131,1,4,3,1,2,3,24,15,2,3,3,1,1,1,1,0,10,10
104602033,1,1,323,1,4,4,0,1,4,9,0,0,2,4,3,1,1,1,6.097222222,8.5,6.611111111
104602033,2,4,864,4,8,7,7,5,4,66,12,13,11,4,3,1,1,1,6.777777778,6.6,6.611111111
104602033,3,5,1399,4,13,10,9,5,8,87,31,12,8,8,2,2,1,2,4.9,7.8,6
104602033,4,6,852,4,8,5,3,5,5,27,1,4,11,5,11,3,2,3,0,8.7,10
104602033,5,3,109,2,3,0,2,2,0,21,15,0,2,0,0,0,0,0,7,8.5,7.5
104602033,6,3,539,3,7,4,3,7,3,38,9,8,11,3,3,3,1,3,6.097222222,8.5,6.611111111
104602033,7,1,211,1,3,2,1,2,2,13,0,0,4,2,0,0,0,0,0,10,6.611111111
104602033,8,1,234,1,4,3,1,2,3,10,0,0,3,4,0,0,0,0,9,9.1,9
104602033,9,3,64,1,1,0,0,1,0,2,0,0,2,0,4,2,1,2,6.097222222,9.5,6
104602033,10,1,208,1,6,1,3,4,1,20,4,1,8,1,0,0,0,0,0,8.5,6.611111111
104602033,14,3,373,1,6,2,5,4,1,52,16,10,9,1,1,1,1,1,6.097222222,7.5,10
104602033,15,5,718,4,11,6,7,7,4,97,21,20,32,6,0,0,0,0,0,7.3,0
104602033,16,2,40,2,1,1,0,1,1,6,0,0,3,2,0,0,0,0,6.097222222,8.5,6.611111111
104602035,1,1,177,1,3,2,0,2,2,7,0,0,4,2,1,1,1,1,5.18452381,9.877777778,9.777777778
104602035,2,1,357,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8.055555556,10,9.777777778
104602035,3,5,1389,2,9,6,5,5,5,41,6,12,7,5,5,3,2,3,5.033333333,9.7,10
104602035,4,2,45,1,1,1,1,1,1,4,0,1,2,1,8,3,3,5,3.5,10,10
104602035,5,3,306,2,3,1,0,2,1,12,0,0,6,1,2,1,1,1,6,9.877777778,10
104602035,6,2,324,1,5,3,2,3,3,25,5,6,7,3,5,2,2,3,5.18452381,9.877777778,9.777777778
104602035,7,1,157,1,7,5,3,4,5,26,3,2,11,5,3,1,3,3,5.020833333,10,9.777777778
104602035,8,1,53,1,2,2,0,1,2,6,0,0,1,2,7,2,1,2,7,9.2,10
104602035,11,5,390,4,8,2,4,5,2,29,9,1,10,3,5,3,2,4,5.18452381,9.877777778,10
104602035,14,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,5.18452381,10,10
104602035,15,5,766,5,18,15,9,11,12,168,16,54,62,15,0,0,0,0,7.083333333,10,10
104602035,16,2,216,1,5,1,0,5,0,8,0,0,7,0,2,1,1,1,5.18452381,9.877777778,9.777777778
104602035,17,3,166,2,6,3,2,5,2,21,2,2,7,2,3,1,1,1,5.18452381,9.877777778,10
104602035,18,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18452381,9.877777778,9.777777778
104602037,1,4,119,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7.116666667,9.811111111,8.777777778
104602037,2,2,1968,2,13,1,13,6,0,153,103,15,10,0,9,2,2,4,8.022222222,10,8.777777778
104602037,3,3,894,2,11,6,7,6,4,137,74,20,25,4,1,1,1,1,7.713333333,10,4
104602037,4,3,679,2,4,1,4,3,0,130,107,9,6,0,24,8,3,9,8.125,10,10
104602037,5,4,408,2,2,0,2,2,0,14,5,1,7,0,0,0,0,0,7.5,9.811111111,10
104602037,6,1,30,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,7.116666667,9.811111111,8.777777778
104602037,7,2,859,2,3,2,2,3,1,28,14,2,6,1,0,0,0,0,4.525,9.5,8.777777778
104602037,8,2,315,1,1,1,1,1,1,4,2,0,1,1,2,2,1,2,9.333333333,9.3,10
104602037,9,1,263,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,7.116666667,10,5
104602037,10,2,281,1,1,0,1,0,0,7,5,0,0,0,0,0,0,0,5,9.811111111,8.777777778
104602037,11,2,309,1,5,3,5,5,2,80,61,4,8,2,6,3,1,3,7.116666667,9.811111111,10
104602037,17,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.116666667,9.811111111,10
104602501,2,3,655,1,2,1,2,1,1,7,0,1,3,1,0,0,0,0,9,9.6,6.5
104602501,3,4,982,2,14,10,9,13,11,115,26,13,50,13,6,5,2,5,1.2,10,10
104602501,4,7,729,4,16,14,8,11,14,107,41,16,29,17,0,0,0,0,3.5,10,10
104602501,5,1,63,1,2,1,1,0,1,20,14,2,0,1,1,1,1,1,6.5,9.777777778,7.5
104602501,6,1,42,1,2,0,2,2,0,4,1,1,2,0,2,1,1,1,6.33925,9.777777778,6.5
104602501,7,2,96,2,5,3,4,2,3,14,3,3,5,3,0,0,0,0,3.44625,10,6.5
104602501,8,1,70,1,2,2,2,2,2,11,0,1,5,2,6,2,1,2,0,9.5,10
104602501,9,2,116,2,3,2,3,2,2,25,5,8,4,2,0,0,0,0,6.33925,9,5
104602501,10,2,72,2,4,3,0,3,2,13,0,0,8,2,0,0,0,0,0,9.777777778,6.5
104602501,11,4,209,4,9,5,2,7,4,77,1,5,21,7,0,0,0,0,6.33925,9.777777778,10
104602501,12,4,674,4,21,16,9,14,16,132,43,14,41,18,0,0,0,0,6.33925,9.777777778,6.5
104602501,13,6,420,4,9,9,1,9,5,102,0,8,49,6,0,0,0,0,0.666666667,9.9,6.5
104602501,14,3,228,2,4,2,4,4,2,38,10,8,15,2,1,1,1,1,6.33925,10,6
104602501,15,2,37,2,1,1,0,1,1,10,0,0,3,1,0,0,0,0,0,10,0
104602501,16,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33925,9.777777778,6.5
104602501,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33925,9.777777778,0
104602502,1,3,793,1,1,0,1,0,0,4,2,0,0,0,3,1,2,2,7.227963659,9.544444444,7
104602502,2,3,1700,2,15,12,13,12,11,273,162,30,58,13,0,0,0,0,6,9,7
104602502,3,4,1173,3,13,11,11,9,10,81,21,18,25,10,2,1,1,1,6.433333333,9.5,7
104602502,4,3,425,2,4,1,4,3,1,73,16,22,20,1,10,6,2,6,9.333333333,9,6
104602502,5,2,1027,2,6,5,6,6,4,156,72,32,31,4,3,1,1,1,10,9.544444444,10
104602502,6,2,470,1,4,3,4,4,3,39,8,7,14,8,2,2,2,2,7.227963659,9.544444444,7
104602502,7,4,237,3,6,3,3,6,3,48,18,10,13,3,2,1,1,2,6.17875,10,7
104602502,8,2,164,1,5,1,3,5,1,44,29,1,8,1,6,2,1,2,3.875,9,10
104602502,9,2,122,2,3,0,2,2,0,14,7,0,3,0,4,1,1,1,7.227963659,10,6
104602502,10,1,30,1,1,0,1,0,0,4,1,0,0,0,1,1,1,1,3.433333333,9.544444444,7
104602502,11,2,266,2,10,5,8,10,5,73,13,11,27,7,4,2,1,2,7.227963659,9.544444444,10
104602502,12,1,8,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,7.227963659,9.544444444,7
104602502,13,1,542,1,13,10,7,13,8,199,0,11,86,8,0,0,0,0,3.785714286,9.5,7
104602502,15,4,263,1,5,5,4,5,2,48,0,15,27,2,14,3,1,3,8.7,10,5
104602502,16,5,336,3,4,2,3,2,1,107,21,8,10,2,1,1,1,1,7.227963659,9.544444444,7
104602502,17,2,324,1,3,3,2,2,3,58,15,24,16,3,8,2,2,2,7.227963659,9.544444444,0
104602503,1,3,699,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,5.340740741,7.888888889,5
104602503,3,3,1025,2,15,11,15,15,6,332,145,87,79,6,0,0,0,0,6.2,9,6
104602503,4,1,265,1,11,7,7,6,8,71,38,5,7,9,18,7,1,7,2.333333333,9,3
104602503,5,1,271,1,6,1,4,6,0,73,32,4,31,0,0,0,0,0,0,7.888888889,10
104602503,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.340740741,7.888888889,5
104602503,7,1,220,1,6,4,4,6,3,72,45,9,13,3,6,2,1,2,0,10,5
104602503,8,2,267,1,3,0,3,3,0,34,21,2,4,0,0,0,0,0,4.2,6.7,10
104602503,9,1,145,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,5.340740741,10,1
104602503,11,3,433,3,10,3,9,9,1,106,34,22,37,1,0,0,0,0,5.340740741,7.888888889,10
104602503,15,1,273,1,6,2,6,4,1,70,18,7,11,1,10,3,1,3,4.166666667,7.5,5
104602503,16,2,636,2,12,8,11,11,2,223,64,26,42,2,0,0,0,0,5.340740741,7.888888889,5
104602503,17,3,311,2,7,2,5,6,2,137,15,19,16,2,7,2,1,2,5.340740741,7.888888889,0
104602504,1,2,13,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,8.129967532,9.611111111,6.666666667
104602504,2,2,154,2,4,2,1,2,2,18,3,0,8,2,0,0,0,0,7.888888889,8.5,6.666666667
104602504,3,4,241,1,3,2,2,2,1,29,14,1,10,1,4,1,1,2,7.333333333,9.3,6
104602504,4,3,56,1,1,1,1,1,0,9,6,0,3,0,17,8,3,10,9.25,9.5,10
104602504,5,2,343,2,7,4,3,6,4,80,7,6,52,6,0,0,0,0,9,9.611111111,10
104602504,6,3,178,2,5,3,1,4,3,33,6,0,22,3,2,1,1,1,8.129967532,9.611111111,6.666666667
104602504,7,3,179,1,6,3,3,6,2,30,7,0,18,2,2,1,1,2,7.6975,10,6.666666667
104602504,8,2,171,2,6,4,2,5,4,38,7,0,24,4,2,2,1,2,9.75,9.3,5
104602504,9,5,222,2,5,2,0,5,3,33,0,0,26,3,3,2,1,2,8.129967532,10,5
104602504,10,2,250,1,4,3,3,4,1,72,8,3,57,1,0,0,0,0,5.722222222,9.611111111,6.666666667
104602504,11,3,423,2,9,5,7,9,3,109,23,3,71,3,7,2,2,4,8.129967532,9.611111111,4
104602504,13,2,41,1,1,0,0,1,0,6,0,0,5,0,0,0,0,0,7.777777778,10,6.666666667
104602504,14,4,791,2,12,8,10,12,4,234,25,18,176,4,0,0,0,0,8.129967532,9.9,6
104602504,15,3,176,2,7,6,2,7,4,38,0,3,24,4,5,3,2,4,7.482142857,10,10
104602504,16,4,64,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,8.129967532,9.611111111,6.666666667
104602504,17,4,501,3,10,6,6,10,4,125,7,13,94,4,11,2,1,2,8.129967532,9.611111111,4
104602505,1,2,768,2,9,6,6,8,5,65,27,7,16,5,3,1,1,1,7.373666667,9.455555556,8.888888889
104602505,2,4,742,3,10,7,6,7,7,109,71,6,14,7,0,0,0,0,8.444444444,8.8,8.888888889
104602505,3,5,1060,3,11,9,5,8,6,105,59,3,18,6,3,1,2,2,4.478571429,7,10
104602505,4,5,557,3,8,7,1,3,7,38,13,1,5,8,22,7,3,8,4.25,10,6
104602505,5,1,76,1,2,1,0,1,1,3,0,0,1,1,0,0,0,0,7.333333333,9.455555556,10
104602505,6,1,77,1,2,1,0,1,1,4,0,0,2,1,3,1,1,1,7.373666667,9.455555556,8.888888889
104602505,7,1,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,6.861666667,10,8.888888889
104602505,8,2,546,2,14,7,12,8,8,132,47,26,18,13,7,2,1,2,6.5,9.3,10
104602505,9,1,127,1,1,0,1,1,0,7,1,1,5,0,2,2,1,2,7.373666667,10,10
104602505,10,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833333333,9.455555556,8.888888889
104602505,11,2,112,1,1,0,1,1,0,17,11,2,3,0,4,2,1,2,7.373666667,9.455555556,10
104602505,12,1,26,1,1,0,0,1,0,4,0,0,3,0,0,0,0,0,7.373666667,9.455555556,8.888888889
104602505,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.535714286,10,8.888888889
104602505,14,3,696,3,9,6,6,7,6,149,46,35,30,9,0,0,0,0,7.373666667,10,10
104602505,15,3,366,2,11,6,8,10,4,98,26,22,37,4,13,3,2,4,8.541666667,10,10
104602505,16,2,41,1,2,0,0,2,0,2,0,0,2,0,0,0,0,0,7.373666667,9.455555556,8.888888889
104602505,17,4,449,2,10,1,8,7,1,145,72,17,17,1,7,2,2,3,7.373666667,9.455555556,4
104602506,1,1,13,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,5.155184267,9.5,7.222222222
104602506,2,2,1030,1,7,5,2,7,5,107,3,2,31,5,2,1,1,2,4.666666667,9,7.222222222
104602506,3,4,654,2,4,3,1,4,3,89,0,4,33,3,1,1,1,1,5.983116883,9.7,7
104602506,4,4,1094,4,13,11,2,12,10,281,3,1,60,11,28,7,4,8,4.25,9,6
104602506,5,4,324,3,3,2,1,3,1,83,0,1,41,1,0,0,0,0,9.2,9.5,10
104602506,6,1,5,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,5.155184267,9.5,7.222222222
104602506,11,4,148,1,2,0,0,2,0,4,0,0,2,0,2,1,1,1,5.155184267,9.5,10
104602506,12,2,108,1,4,3,0,2,3,8,0,0,2,3,2,1,1,1,5.155184267,9.5,7.222222222
104602506,13,2,233,2,3,1,3,2,1,48,2,11,25,1,0,0,0,0,2.75,10,7.222222222
104602506,14,1,61,1,1,1,1,1,1,8,0,1,4,1,2,2,1,2,5.155184267,9.3,10
104602506,15,3,291,2,2,1,2,2,1,109,2,9,27,1,12,1,1,1,1,10,5
104602506,17,2,47,1,2,0,0,2,0,5,0,0,4,0,0,0,0,0,5.155184267,9.5,0
104602507,2,5,889,3,8,6,2,8,6,60,11,2,19,6,0,0,0,0,8.833333333,9,6.444444444
104602507,3,2,500,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,6.633333333,8.2,7
104602507,4,1,45,0,0,0,0,0,0,0,0,0,0,0,10,6,4,7,4.5,8,6
104602508,1,2,82,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,6.877555556,9.466666667,6.555555556
104602508,2,3,926,2,6,3,4,5,3,36,19,1,6,4,3,1,2,3,8.222222222,9,6.555555556
104602508,3,4,1509,1,3,1,2,3,1,11,1,0,6,1,6,3,3,4,8.35,9.4,10
104602508,4,4,963,2,10,7,8,4,7,51,10,11,9,11,19,5,5,7,3.5,9,10
104602508,5,4,469,4,5,2,3,4,2,49,16,10,13,5,2,1,1,1,8,9.466666667,10
104602508,6,2,218,1,2,2,1,2,2,14,3,1,4,2,3,1,1,1,6.877555556,9.466666667,6.555555556
104602508,7,2,629,2,7,2,6,2,2,44,24,4,2,2,4,1,2,2,6.706666667,8.4,6.555555556
104602508,8,1,68,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,9.4,8
104602508,9,3,657,3,12,4,10,9,5,83,14,23,28,6,0,0,0,0,6.877555556,10,3
104602508,10,1,29,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,3.111111111,9.466666667,6.555555556
104602508,11,3,798,3,16,6,13,9,5,128,56,19,25,5,5,3,2,3,6.877555556,9.466666667,6
104602508,12,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.877555556,9.466666667,6.555555556
104602508,13,4,333,3,4,3,4,3,2,33,5,9,5,2,0,0,0,0,0,10,6.555555556
104602508,14,3,316,2,6,1,4,4,1,36,12,3,12,1,0,0,0,0,6.877555556,10,7
104602508,15,3,213,2,7,2,4,4,1,25,7,3,7,1,0,0,0,0,0,10,5
104602508,16,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.877555556,9.466666667,6.555555556
104602508,17,4,106,1,3,1,1,2,1,13,6,0,3,1,0,0,0,0,6.877555556,9.466666667,0
104602509,1,1,408,1,2,2,0,2,1,10,0,0,5,2,2,1,1,1,5.729777778,9.233333333,4.333333333
104602509,2,4,742,3,8,6,3,6,6,50,0,3,29,8,0,0,0,0,7.133333333,10,4.333333333
104602509,3,2,469,2,4,3,3,0,3,14,1,2,0,3,7,3,2,3,3.355555556,8.7,10
104602509,4,3,330,1,1,1,1,1,0,20,0,3,4,0,14,4,3,5,0,8,6
104602509,5,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,9.233333333,10
