username,week,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,mt_mean,hw_mean,qz_mean
103602527,2,2,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,7.777777778
103602527,3,4,1783,2,12,9,3,10,8,952,6,4,24,8,0,0,0,0,0,9.8,4
103602527,4,2,504,2,7,4,4,3,3,143,16,1,10,3,0,0,0,0,0,9,10
103602527,5,2,100,1,2,0,2,2,0,35,26,1,4,0,0,0,0,0,0,9.488888889,10
103602527,6,2,552,2,5,3,2,4,1,447,2,5,9,1,0,0,0,0,0,9.488888889,7.777777778
103602527,7,3,979,3,10,4,4,8,3,767,12,1,22,3,0,0,0,0,0,10,7.777777778
103602527,8,2,205,2,5,2,3,4,2,62,8,0,5,2,0,0,0,0,0,9.3,10
103602527,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5
103602527,10,2,607,1,5,1,1,5,1,276,6,9,21,1,0,0,0,0,0,9.488888889,7.777777778
103602527,11,4,1423,4,19,7,18,14,2,379,172,15,32,2,0,0,0,0,0,9.488888889,10
103602527,13,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,7.777777778
103602527,14,3,916,3,13,6,5,12,5,591,25,6,27,5,0,0,0,0,0,9.5,9
103602527,15,3,543,2,7,1,4,5,1,233,30,5,9,1,0,0,0,0,0,9.5,5
103602527,16,2,170,1,3,0,3,3,0,49,31,0,7,0,0,0,0,0,0,9.488888889,7.777777778
103602527,17,3,63,1,1,0,1,0,0,32,0,0,0,0,0,0,0,0,0,9.488888889,7
104602001,2,2,437,2,5,3,3,2,3,19,1,1,6,3,3,1,1,1,7.805555556,9.8,8.333333333
104602001,3,2,316,1,7,2,6,1,2,23,2,2,1,2,4,1,1,2,4.55,8.8,10
104602001,4,4,807,4,23,14,14,10,14,99,1,10,17,16,11,6,2,6,3.75,9.6,10
104602001,5,5,402,3,4,2,3,4,2,31,5,6,13,2,1,1,1,1,7.5,9.555555556,10
104602001,9,2,220,1,7,3,4,5,3,26,0,5,11,3,0,0,0,0,6.151428571,10,10
104602001,10,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777778,9.555555556,8.333333333
104602001,11,3,846,3,13,9,4,10,10,86,0,7,42,12,0,0,0,0,6.151428571,9.555555556,10
104602001,12,1,253,1,7,4,3,5,3,47,0,1,16,4,3,1,1,1,6.151428571,9.555555556,8.333333333
104602001,13,3,281,1,5,3,4,5,3,48,0,6,20,3,0,0,0,0,1.833333333,10,8.333333333
104602001,14,3,363,1,4,2,4,4,2,77,1,9,34,2,0,0,0,0,6.151428571,10,10
104602001,15,1,15,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,9.5,10
104602001,16,2,305,1,6,3,2,5,3,42,0,4,22,3,0,0,0,0,6.151428571,9.555555556,8.333333333
104602001,17,3,281,1,5,4,4,4,3,55,0,8,38,3,2,1,1,1,6.151428571,9.555555556,0
104602001,18,1,183,1,5,3,4,4,2,40,1,5,23,2,0,0,0,0,6.151428571,9.555555556,8.333333333
104602002,2,3,851,3,12,6,3,11,6,157,0,1,32,6,0,0,0,0,7.833333333,10,6.722222222
104602002,3,4,1323,3,15,0,12,10,0,53,6,1,21,0,2,2,2,2,6.64,9.8,10
104602002,4,4,710,3,14,7,9,10,4,55,4,2,18,4,20,7,3,11,3.166666667,10,10
104602002,5,2,226,2,4,0,1,4,0,30,1,0,19,0,0,0,0,0,9,9.588888889,7.5
104602002,6,1,47,1,1,0,1,1,0,7,2,1,4,0,1,1,1,1,6.591111111,9.588888889,6.722222222
104602002,8,1,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,8.5,9.5,10
104602002,9,1,99,1,4,1,3,2,1,15,0,0,7,1,2,2,1,2,6.591111111,10,10
104602002,11,3,590,3,24,10,17,18,9,105,21,1,34,9,5,3,2,3,6.591111111,9.588888889,10
104602002,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.591111111,9.588888889,6.722222222
104602002,13,4,434,3,11,10,7,11,10,95,0,7,57,10,0,0,0,0,4,10,6.722222222
104602002,14,1,75,1,2,2,1,2,2,19,0,1,12,2,1,1,1,1,6.591111111,8.5,3
104602002,15,1,88,1,4,2,0,4,2,14,0,0,7,2,2,2,1,2,2.5,10,0
104602002,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.591111111,9.588888889,6.722222222
104602003,1,1,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6.502833333,9.522222222,6.555555556
104602003,2,4,702,2,4,1,3,2,1,34,20,1,6,1,0,0,0,0,4.083333333,9,6.555555556
104602003,3,3,1259,3,5,3,4,2,1,78,38,8,6,1,1,1,1,1,5.183333333,9.7,10
104602003,4,4,505,2,5,4,4,2,3,56,20,3,13,3,19,7,4,7,3.5,10,6
104602003,5,2,548,2,4,3,3,3,3,307,21,43,38,3,0,0,0,0,0,9.522222222,10
104602003,6,1,108,1,1,1,1,1,1,37,4,15,14,1,0,0,0,0,6.502833333,9.522222222,6.555555556
104602003,7,2,382,1,4,3,3,3,3,29,0,12,7,4,1,1,1,1,3.695,9,6.555555556
104602003,8,3,316,2,4,4,4,4,3,100,10,40,39,3,3,2,1,2,8.75,9.5,10
104602003,9,2,409,2,11,7,8,7,8,111,46,10,21,9,3,2,1,2,6.502833333,10,8
104602003,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.833333333,9.522222222,6.555555556
104602003,11,2,520,2,15,13,7,13,11,143,15,37,40,11,4,3,2,3,6.502833333,9.522222222,0
104602003,13,3,540,2,8,6,6,7,5,168,35,37,71,6,0,0,0,0,3,10,6.555555556
104602003,14,2,599,2,6,6,6,6,5,229,28,44,65,6,1,1,1,1,6.502833333,9,10
104602003,15,2,142,2,4,3,2,4,3,37,11,5,9,3,2,1,1,1,7.75,9.5,5
104602003,16,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.502833333,9.522222222,6.555555556
104602003,17,2,12,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,6.502833333,9.522222222,0
104602004,1,1,243,1,1,0,0,1,0,1,0,0,1,0,2,1,1,1,8.216130952,5.066666667,5
104602004,2,4,876,3,12,3,1,12,3,73,0,1,59,3,4,3,1,3,6.166666667,8.1,5
104602004,3,6,1550,4,15,3,1,14,3,92,1,0,72,3,5,3,2,4,7.2,9.7,7
104602004,4,3,288,1,2,0,1,2,0,28,3,0,14,0,9,4,3,5,9.25,9,10
104602004,5,1,437,1,6,1,3,6,1,66,9,8,37,2,2,1,2,2,9,5.066666667,10
104602004,6,1,166,1,6,4,2,4,3,30,3,1,13,5,1,1,1,1,8.216130952,5.066666667,5
104602004,7,2,244,2,5,1,1,5,1,30,0,1,21,1,6,1,2,4,6.59625,9,5
104602004,8,1,89,1,2,2,0,1,2,24,0,0,19,2,4,1,1,2,9.75,9.8,10
104602004,9,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,8.216130952,0,8
104602005,1,3,656,1,1,0,0,1,0,8,0,0,4,0,2,1,1,1,7.107850242,9.766666667,8.333333333
104602005,2,2,592,1,1,1,1,1,1,8,1,1,4,1,6,3,1,3,8.833333333,9.5,8.333333333
104602005,3,3,459,1,4,2,4,3,2,21,6,5,4,2,2,1,1,2,6.946666667,10,10
104602005,4,4,366,0,0,0,0,0,0,0,0,0,0,0,31,7,4,9,8.7,10,10
104602005,5,3,282,2,5,1,2,4,1,37,11,5,9,1,0,0,0,0,6,9.766666667,10
104602005,6,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7.107850242,9.766666667,8.333333333
104602005,7,3,528,1,5,1,5,3,1,49,13,7,23,1,1,1,1,1,6.166666667,9.9,8.333333333
104602005,8,3,1086,2,8,7,6,8,6,84,10,21,39,6,6,2,1,2,8.25,10,10
104602005,9,1,26,1,1,0,0,1,0,3,0,0,2,0,12,2,2,3,7.107850242,10,10
104602005,10,2,153,1,6,5,2,4,6,26,0,3,13,6,6,2,1,3,5.333333333,9.766666667,8.333333333
104602005,11,1,530,1,7,0,4,6,0,384,12,0,24,0,5,2,1,2,7.107850242,9.766666667,10
104602005,13,1,345,1,7,5,4,7,4,49,0,10,33,4,0,0,0,0,5.685185185,9,8.333333333
104602005,14,2,151,1,2,1,2,2,0,45,0,8,36,0,8,3,2,3,7.107850242,9.5,10
104602006,2,2,140,2,5,2,2,5,2,29,2,4,15,2,0,0,0,0,5.75,9.5,6.333333333
104602006,3,3,1534,2,12,7,9,11,5,137,50,24,45,5,4,1,2,2,5.066666667,9.8,7
104602006,4,4,207,2,7,3,5,6,3,42,15,5,13,3,14,5,2,5,4,10,3
104602006,5,3,493,2,8,3,6,7,3,96,29,16,34,3,3,1,1,1,9,9.811111111,10
104602006,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27125,10,6.333333333
104602006,8,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,8.75,9,8
104602006,9,2,110,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,6.246973684,10,3
104602006,11,1,85,0,0,0,0,0,0,0,0,0,0,0,5,2,2,4,6.246973684,9.811111111,10
104602006,12,2,196,2,1,1,1,1,0,138,2,0,8,0,1,1,1,1,6.246973684,9.811111111,6.333333333
104602006,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966666667,10,6.333333333
104602006,14,3,319,2,8,6,5,8,5,60,2,16,35,5,20,3,3,5,6.246973684,10,6
104602006,15,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,10,10
104602006,16,1,38,1,2,0,1,2,0,3,0,1,2,0,0,0,0,0,6.246973684,9.811111111,6.333333333
104602006,17,1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6.246973684,9.811111111,0
104602007,2,2,110,2,1,1,0,1,1,5,0,0,3,1,1,1,1,1,8.777777778,10,9.777777778
104602007,3,5,3328,5,14,10,7,12,9,621,35,8,52,9,8,4,3,5,8.1,9.5,10
104602007,4,6,1628,6,17,14,7,14,13,260,107,30,99,13,7,5,4,7,8,9,10
104602007,6,1,151,1,2,1,2,1,0,36,29,2,3,0,1,1,1,1,7.824927536,9.666666667,9.777777778
104602007,7,2,431,1,7,2,6,2,2,86,61,5,7,2,0,0,0,0,5.07,10,9.777777778
104602007,8,2,295,2,6,5,5,4,5,53,19,4,22,6,2,2,1,2,8.3,9,10
104602007,9,4,345,4,7,6,2,5,5,35,11,2,16,5,7,2,2,3,7.824927536,10,9
104602007,11,3,1097,2,29,22,5,19,20,125,16,7,64,20,5,3,2,3,7.824927536,9.666666667,9
104602007,12,4,697,1,13,5,13,9,3,238,161,21,36,3,0,0,0,0,7.824927536,9.666666667,9.777777778
104602007,13,3,1239,3,14,14,5,13,3,250,32,20,86,3,0,0,0,0,6.5,10,9.777777778
104602007,14,2,535,2,8,6,8,8,3,158,100,20,27,3,5,3,2,3,7.824927536,10,10
104602007,15,3,130,2,6,5,2,5,2,21,0,7,12,2,5,1,1,1,7.95,9.5,10
104602007,16,3,37,1,1,0,1,1,0,5,3,0,2,0,7,2,1,2,7.824927536,9.666666667,9.777777778
104602007,17,2,676,2,12,8,3,9,5,67,24,5,28,5,0,0,0,0,7.824927536,9.666666667,10
104602008,3,5,1311,5,15,15,3,12,14,68,2,4,26,14,1,1,1,1,8.2,9.7,10
104602008,6,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.357843137,9.877777778,9.055555556
104602008,8,1,46,1,3,3,0,1,3,4,0,0,1,3,0,0,0,0,8.791666667,9.3,10
104602008,9,3,281,3,15,15,1,6,15,27,1,0,7,15,7,2,1,2,7.357843137,10,9
104602008,10,2,212,1,17,15,1,5,15,26,0,2,8,15,0,0,0,0,5.666666667,9.877777778,9.055555556
104602008,11,5,230,4,9,6,4,6,5,33,2,2,16,5,8,3,2,3,7.357843137,9.877777778,10
104602008,14,2,252,2,8,7,3,6,6,44,0,5,17,8,0,0,0,0,7.357843137,10,10
104602008,15,3,41,1,1,1,0,1,1,4,0,0,3,1,0,0,0,0,3,10,5
104602008,16,5,481,4,19,19,6,14,17,83,0,12,52,18,0,0,0,0,7.357843137,9.877777778,9.055555556
104602008,17,4,82,1,3,3,2,1,3,9,0,3,2,4,3,2,1,2,7.357843137,9.877777778,10
104602009,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.833201754,9.777777778,9.444444444
104602009,2,1,433,0,0,0,0,0,0,0,0,0,0,0,7,2,2,3,9.555555556,9,9.444444444
104602009,3,3,1214,1,3,2,2,3,2,24,10,2,8,2,5,3,2,3,6.766666667,9.7,10
104602009,4,1,495,1,2,2,1,2,1,12,6,0,5,1,11,5,2,6,4,10,10
104602010,2,2,866,1,3,3,1,1,3,15,3,1,1,3,2,1,1,1,9.833333333,10,9.888888889
104602010,3,3,1447,2,15,2,15,7,1,312,240,15,15,1,1,1,1,1,6.166666667,10,10
104602010,4,3,82,0,0,0,0,0,0,0,0,0,0,0,11,6,3,7,3.5,10,10
104602010,5,3,383,3,15,1,15,6,1,55,15,8,9,1,1,1,1,1,10,9.977777778,10
104602010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7.705392157,9.977777778,9.888888889
104602010,7,1,113,1,2,1,2,2,0,43,31,2,3,0,0,0,0,0,7.0875,10,9.888888889
104602010,8,1,9,0,0,0,0,0,0,0,0,0,0,0,8,2,1,2,8.825,10,10
104602010,11,4,2166,4,38,13,34,32,10,1007,358,106,89,13,2,1,1,1,7.705392157,9.977777778,10
104602010,13,1,16,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1.777777778,10,9.888888889
104602010,14,4,2130,3,18,6,17,18,1,1522,68,76,81,1,0,0,0,0,7.705392157,10,10
104602010,15,2,6,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,9.8,10
104602010,16,3,242,1,5,2,5,5,1,43,11,6,19,1,0,0,0,0,7.705392157,9.977777778,9.888888889
104602011,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7.545462963,9.766666667,8.333333333
104602011,2,2,991,1,8,5,6,7,3,55,1,6,28,3,3,2,1,2,9.833333333,10,8.333333333
104602011,3,7,1777,4,20,15,10,12,11,77,2,4,38,11,1,1,1,1,6.44,10,10
104602011,4,4,593,4,7,5,3,7,4,60,9,13,29,4,15,5,5,6,4,10,10
104602011,5,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9.766666667,10
104602011,6,1,153,1,6,3,2,4,3,32,2,4,17,3,1,1,1,1,7.545462963,9.766666667,8.333333333
104602011,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1425,10,8.333333333
104602011,8,2,4,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,8.75,9.4,10
104602011,9,6,614,4,16,13,11,14,13,98,16,20,36,14,9,2,1,2,7.545462963,9,6
104602011,10,2,261,2,9,6,3,8,6,38,1,7,21,6,0,0,0,0,5,9.766666667,8.333333333
104602011,11,3,195,2,4,3,4,4,3,81,6,9,17,3,1,1,1,1,7.545462963,9.766666667,10
104602011,12,1,112,1,4,3,3,3,1,34,11,11,7,1,2,1,1,1,7.545462963,9.766666667,8.333333333
104602011,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,10,8.333333333
104602011,14,5,366,3,10,8,7,9,6,78,12,10,35,7,0,0,0,0,7.545462963,10,9
104602011,15,2,167,2,6,5,2,5,5,39,11,7,15,5,6,2,1,2,0,9.5,0
104602011,17,3,83,1,2,2,1,1,2,14,0,1,6,2,1,1,1,1,7.545462963,9.766666667,10
104602011,18,1,33,1,1,1,1,0,1,2,0,1,0,1,0,0,0,0,7.545462963,9.766666667,8.333333333
104602012,1,1,543,1,6,1,6,4,1,44,24,0,10,1,2,1,1,1,8.011069703,9.833333333,8.888888889
104602012,2,4,1690,4,18,7,13,15,6,129,16,12,57,7,8,3,1,3,8.722222222,10,8.888888889
104602012,3,6,1204,3,13,11,9,13,9,117,8,24,51,9,0,0,0,0,8.113333333,10,7
104602012,4,6,782,4,5,2,4,5,2,85,16,20,35,2,17,7,4,8,8.75,10,10
104602012,5,4,615,1,6,4,5,5,3,86,16,18,38,4,0,0,0,0,10,9.833333333,10
104602012,6,2,267,1,6,2,4,5,2,33,3,10,13,2,1,1,1,1,8.011069703,9.833333333,8.888888889
104602012,7,3,179,1,4,2,3,4,1,35,10,3,20,1,11,1,3,4,8.541190476,10,8.888888889
104602012,8,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,8.45,9,10
104602012,9,2,107,1,3,2,2,3,2,24,9,1,8,2,7,2,1,2,8.011069703,10,4
104602012,10,3,763,3,16,7,12,15,8,235,45,23,65,8,0,0,0,0,6.633333333,9.833333333,8.888888889
104602012,11,5,1110,5,19,12,13,16,8,452,17,40,71,8,12,3,1,3,8.011069703,9.833333333,10
104602012,12,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.011069703,9.833333333,8.888888889
104602012,13,3,605,2,15,10,11,14,5,188,7,31,68,5,0,0,0,0,7.62962963,10,8.888888889
104602012,14,3,192,1,5,4,3,3,2,28,1,1,19,2,21,3,2,5,8.011069703,10,10
104602012,15,6,36,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,7.625,9.5,9
104602012,16,4,48,1,1,0,0,1,0,2,0,0,1,0,7,2,1,2,8.011069703,9.833333333,8.888888889
104602012,17,2,75,1,2,1,2,2,0,14,4,2,6,0,0,0,0,0,8.011069703,9.833333333,10
104602013,2,2,714,2,4,2,3,4,2,50,20,12,12,3,0,0,0,0,9.5,9.9,8.666666667
104602013,3,3,640,3,16,12,11,13,11,138,19,32,67,11,4,2,1,2,9.083333333,9.7,4
104602013,4,5,1140,3,12,12,5,11,11,202,15,11,32,14,13,6,4,7,4.5,10,10
104602013,5,5,865,4,10,6,7,9,6,160,23,13,55,8,0,0,0,0,9.333333333,9.877777778,10
104602013,6,1,189,1,1,0,1,1,0,79,6,6,13,0,4,2,1,2,8.324398148,9.877777778,8.666666667
104602013,8,1,34,1,1,0,1,1,0,11,1,5,1,0,6,2,1,2,9.75,9.5,10
104602013,9,1,96,1,1,0,1,1,0,25,1,18,5,0,3,2,1,2,8.324398148,10,9
104602013,13,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.933333333,10,8.666666667
104602013,14,1,70,1,3,3,2,2,3,14,1,7,2,3,0,0,0,0,8.324398148,10,10
104602013,15,1,16,1,1,0,0,1,0,1,0,0,1,0,5,1,1,1,0,9.8,10
104602013,16,1,54,1,1,0,1,1,0,18,0,8,8,0,0,0,0,0,8.324398148,9.877777778,8.666666667
104602013,17,4,222,3,7,5,5,4,5,62,21,13,11,5,1,1,1,1,8.324398148,9.877777778,5
104602015,1,1,45,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,8.888888889,3.3,3.333333333
104602015,2,2,212,2,1,0,1,1,0,3,0,0,1,0,0,0,0,0,6.333333333,10,3.333333333
104602015,3,1,1439,1,16,15,9,6,14,56,8,19,6,14,2,2,1,2,0,9.7,10
104602015,4,2,179,2,7,6,2,1,7,16,0,3,6,7,0,0,0,0,0,10,10
104602016,2,2,52,1,2,1,1,2,1,14,5,1,7,1,5,2,1,2,3.055555556,8.9,6
104602016,3,1,62,1,2,1,2,2,1,21,10,6,4,1,0,0,0,0,4.283333333,10,4
104602016,4,3,265,3,11,6,5,6,6,43,16,0,10,7,15,5,5,6,1.666666667,10,10
104602016,5,2,42,1,2,2,0,0,2,3,0,0,0,2,0,0,0,0,0,9.766666667,10
104602016,18,1,19,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,4.782,9.766666667,6
104602017,2,4,911,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.166666667,9.6,9
104602017,3,2,650,1,2,0,1,1,0,7,2,2,1,0,0,0,0,0,4.646666667,8.8,10
104602017,4,2,871,2,7,1,5,7,0,63,38,4,12,0,27,6,3,10,7.833333333,10,6
104602017,5,1,134,1,3,0,3,1,0,21,10,1,4,0,8,3,1,3,6.666666667,9.577777778,10
104602017,6,1,157,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,6.658333333,9.577777778,9
104602017,7,1,111,1,2,1,2,2,0,26,9,0,14,0,0,0,0,0,0,10,9
104602017,9,1,302,1,7,1,5,7,2,103,53,7,34,2,4,2,1,2,6.658333333,10,5
104602017,14,1,95,1,2,0,1,2,0,26,15,4,5,0,0,0,0,0,6.658333333,10,10
104602018,1,1,12,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,6.157969697,9.6,7.777777778
104602018,2,4,1531,2,3,0,1,3,0,39,3,10,24,0,2,1,1,1,8.888888889,9.8,7.777777778
104602018,3,5,1498,4,5,2,3,5,1,76,49,4,18,1,5,3,2,4,5.85,10,4
104602018,4,3,673,2,3,1,1,2,2,29,0,1,21,3,21,6,4,9,4.5,10,6
104602018,6,1,57,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,6.157969697,9.6,7.777777778
104602018,7,1,26,1,1,0,1,1,0,3,1,0,2,0,0,0,0,0,4.999166667,8.5,7.777777778
104602018,8,1,14,1,1,0,0,1,0,1,0,0,1,0,5,2,1,2,0,9.1,10
104602018,10,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,7.777777778
104602018,11,1,34,1,1,0,1,1,0,8,1,0,7,0,0,0,0,0,6.157969697,9.6,7
104602018,13,1,47,1,1,0,1,1,0,9,1,2,5,0,0,0,0,0,2.984848485,10,7.777777778
104602018,14,3,128,3,3,0,2,3,0,16,1,2,13,0,4,1,1,1,6.157969697,9.5,10
104602018,15,4,286,3,4,3,2,4,2,72,1,27,32,2,12,2,1,2,0,9.5,10
104602018,16,4,58,3,1,0,0,1,0,5,0,0,5,0,0,0,0,0,6.157969697,9.6,7.777777778
104602018,17,3,838,2,8,2,6,8,2,391,28,53,86,2,0,0,0,0,6.157969697,9.6,6
104602018,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.157969697,9.6,7.777777778
104602019,1,2,7,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,6.750218254,9.8,6.444444444
104602019,2,4,1313,3,16,13,11,12,11,133,19,56,32,14,0,0,0,0,4.377777778,9.8,6.444444444
104602019,3,5,1433,3,9,8,8,6,5,60,19,16,10,7,1,1,1,1,8.125,10,0
104602019,4,5,971,2,10,7,7,6,8,47,9,12,7,10,30,8,4,9,4.25,10,6
104602019,5,3,559,2,4,2,4,2,2,76,27,30,3,3,0,0,0,0,9,9.8,10
104602019,6,2,13,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,6.750218254,9.8,6.444444444
104602019,7,5,484,4,8,6,5,5,6,120,7,59,35,6,1,1,1,1,6.76125,10,6.444444444
104602019,8,1,8,0,0,0,0,0,0,0,0,0,0,0,7,2,1,2,4.611111111,9.5,8
104602019,9,4,426,3,9,5,9,6,6,102,33,19,24,10,10,2,2,2,6.750218254,10,8
104602019,10,3,39,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.8,6.444444444
104602019,11,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.750218254,9.8,6
104602019,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.750218254,9.8,6.444444444
104602019,13,4,931,3,7,5,6,7,3,416,15,56,137,6,0,0,0,0,0,10,6.444444444
104602019,14,3,230,2,5,0,4,4,0,50,25,5,10,0,0,0,0,0,6.750218254,9.1,5
104602019,15,5,342,3,4,4,3,3,4,124,15,66,27,5,0,0,0,0,0,9.8,5
104602019,16,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.750218254,9.8,6.444444444
104602020,2,2,1203,1,1,0,0,1,0,1,0,0,1,0,5,2,1,2,8.277777778,9.8,9.222222222
104602020,3,3,838,1,1,0,0,1,0,3,0,0,3,0,3,1,1,1,8.78,9.9,10
104602020,4,5,547,0,0,0,0,0,0,0,0,0,0,0,15,5,4,5,3.75,9.5,6
104602020,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9.333333333,10
104602020,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,7.901805556,9.333333333,9.222222222
104602020,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.901805556,9.333333333,10
104602020,15,1,96,1,1,0,1,1,0,38,14,14,8,0,0,0,0,0,0,7.9,9
104602021,1,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7.361833333,9.322222222,6
104602021,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.833333333,8.6,6
104602021,3,4,1508,3,7,1,6,6,0,136,81,10,16,0,4,2,1,2,5.033333333,9.5,4
104602021,4,3,8,0,0,0,0,0,0,0,0,0,0,0,10,5,2,5,0,9.7,6
104602021,5,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9.322222222,10
104602021,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,7.361833333,9.322222222,6
104602021,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.809166667,10,6
104602021,8,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,0,8.4,3
