username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,mt_mean,hw_mean,qz_mean,counseling_join_num,final_score
104602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.90479166675,7.82222222225,4.0555555555,0,50.89
104602016,1.5,94.75,1.25,3.75,2.0,2.0,2.5,2.0,19.5,7.75,1.75,5.25,2.25,5.5,2.0,1.75,2.25,3.446888889,9.66666666675,6.5,0,25.71
104602017,2.0,608.0,1.0,2.25,0.25,1.5,2.0,0.0,17.75,10.0,1.5,3.25,0.0,7.25,1.75,1.0,2.75,6.57625,9.4944444445,8.5,0,52.83
104602018,3.25,928.5,2.0,2.75,0.75,1.25,2.5,0.75,36.0,13.0,3.75,15.75,1.0,7.5,2.75,2.0,3.75,6.3492146465,9.85,6.388888889,0,54.02
104602019,4.0,931.0,2.0,8.75,7.0,6.5,6.0,6.0,60.0,11.75,21.0,12.25,7.75,8.25,2.5,1.5,2.75,5.875749008,9.9,4.722222222,0,80.67
104602020,2.5,647.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,6.25,2.25,1.75,2.25,7.1773958335,9.63333333325,8.611111111,0,77.99
104602021,2.5,380.25,0.75,1.75,0.25,1.5,1.5,0.0,34.0,20.25,2.5,4.0,0.0,4.25,2.0,1.0,2.0,5.55712499975,9.2805555555,5.5,0,80.61
104602022,1.25,638.75,0.75,5.25,3.75,2.5,3.25,3.25,56.25,31.5,3.0,6.0,3.5,4.0,2.0,1.5,2.0,7.4448800505,9.75277777775,9.8333333335,0,83.56
104602023,2.25,340.75,0.75,2.0,0.0,1.25,1.5,0.0,7.25,3.0,0.75,2.0,0.0,6.0,2.25,1.0,2.25,8.826457265,6.775,9.6666666665,0,95.5
104602024,1.5,261.0,1.0,0.75,0.0,0.25,0.5,0.0,1.25,0.0,0.0,0.5,0.0,5.25,1.5,1.0,1.75,3.7588541665,8.213888889,6.9444444445,0,72.67
104602025,3.5,441.5,1.75,3.75,2.25,0.75,2.25,2.0,21.0,9.25,0.25,4.5,2.25,5.75,2.25,1.0,2.25,4.49749509775,6.98333333325,5.1944444445,0,61.38
104602026,1.0,51.0,0.5,1.25,0.25,0.5,0.75,0.0,2.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.611111111,2.6944444445,0,25.57
104602027,4.5,554.0,2.25,4.25,1.5,2.75,3.5,1.0,28.5,13.0,2.5,8.5,1.0,4.25,1.5,0.75,1.5,4.3999583335,9.65,9.722222222,0,57.3
104602028,1.75,743.75,1.0,8.5,8.0,1.0,5.5,7.75,26.0,0.5,1.0,16.0,7.75,5.5,2.75,1.5,2.75,8.79076923075,9.95277777775,9.6666666665,4,104.16
104602029,2.75,748.5,1.5,8.25,4.0,4.25,5.5,3.75,58.0,25.25,1.75,9.75,4.0,9.0,2.5,1.5,3.0,5.0049338625,9.863888889,7.6944444445,0,67.13
104602030,1.0,640.25,0.75,3.75,2.75,3.0,3.25,2.5,88.75,53.75,6.0,12.25,3.25,5.75,2.0,1.0,2.25,5.7298194445,9.76666666675,7.388888889,0,54.11
104602031,3.25,530.5,0.25,0.5,0.0,0.5,0.5,0.0,16.0,7.75,1.75,3.25,0.0,6.75,1.75,1.25,2.0,4.06663059175,9.64722222225,7.611111111,0,50.2
104602032,0.5,66.75,0.25,1.0,0.75,0.25,0.5,0.75,6.0,3.75,0.5,0.75,0.75,0.5,0.5,0.5,0.5,3.16666666675,9.75277777775,9.888888889,0,51.06
104602033,4.0,859.5,3.25,8.25,6.5,4.75,4.0,5.25,47.25,11.0,7.25,8.0,5.25,4.75,1.75,1.25,1.75,4.44375,7.9,7.3055555555,0,82.94
104602035,2.25,492.0,1.0,3.25,2.25,1.5,2.0,2.0,13.0,1.5,3.25,3.25,2.0,3.75,2.0,1.75,2.5,5.44335317475,9.8944444445,9.888888889,0,80.48
104602037,3.0,915.0,1.5,7.0,2.0,6.0,3.75,1.0,105.0,71.0,11.0,10.25,1.0,9.25,3.0,1.75,3.75,7.7443055555,9.95277777775,7.888888889,0,61.61
104602501,3.5,591.5,1.75,8.0,6.25,4.75,6.25,6.5,57.25,16.75,7.5,20.5,7.75,2.0,1.5,0.75,1.5,5.0098125,9.8444444445,8.25,0,56.93
104602502,3.25,1022.75,2.0,8.25,6.0,7.25,6.0,5.5,107.75,50.25,17.5,25.75,6.0,3.75,2.0,1.25,2.25,7.24865758125,9.261111111,6.75,0,67.38
104602503,1.75,497.25,0.75,6.5,4.5,5.5,5.25,3.5,100.75,45.75,23.0,21.5,3.75,5.25,2.0,0.5,2.0,5.537962963,8.97222222225,4.75,0,48.27
104602504,2.75,116.0,1.0,2.0,1.25,1.0,1.25,0.75,14.0,5.75,0.25,5.25,0.75,6.0,2.5,1.25,3.25,8.1505474385,9.22777777775,7.3333333335,0,71.49
104602505,4.0,781.75,2.75,9.5,7.25,4.5,6.5,6.25,79.25,42.5,4.25,13.25,6.5,7.0,2.25,1.5,2.75,6.136670635,8.813888889,8.4444444445,0,81.71
104602506,2.75,697.75,1.75,6.0,4.75,1.25,5.75,4.5,119.25,1.5,1.75,31.0,4.75,8.5,2.5,1.75,3.0,5.01374195425,9.3,6.861111111,0,63.62
104602507,2.0,358.5,0.75,2.0,1.5,0.5,2.0,1.5,15.0,2.75,0.5,4.75,1.5,3.75,2.25,1.5,2.5,6.734090909,8.61666666675,6.472222222,0,39.87
104602508,3.25,870.0,1.25,4.75,2.75,3.5,3.0,2.75,24.5,7.5,3.0,5.25,4.0,7.75,2.5,3.0,4.0,6.7374444445,9.21666666675,8.277777778,0,60.32
104602509,2.5,487.25,1.75,3.75,3.0,1.75,2.25,2.5,23.5,0.25,2.0,9.5,3.25,5.75,2.0,1.5,2.25,4.05466666675,8.98333333325,6.1666666665,0,47.45
104602510,3.0,886.25,2.0,9.25,7.5,3.25,8.25,7.0,77.25,10.5,4.5,41.25,7.0,9.5,2.75,1.75,4.5,7.73381944425,9.861111111,8.1666666665,0,70.1
104602511,2.5,1015.75,1.75,6.75,3.75,5.5,6.75,1.5,113.25,61.25,8.5,33.25,1.5,5.0,2.5,2.0,3.25,7.55599415225,9.97222222225,9.111111111,0,78.77
104602513,2.75,839.5,1.5,3.0,2.0,1.75,2.25,1.5,41.5,2.5,6.25,25.5,1.5,8.5,2.75,2.0,3.0,9.13165750925,9.986111111,9.8333333335,0,93.69
104602514,3.75,904.75,1.5,8.75,8.0,4.75,8.0,8.0,84.25,3.5,15.5,44.0,8.5,5.0,2.0,1.5,3.0,8.3229829545,9.65833333325,9.1666666665,0,74.75
104602515,3.0,637.75,1.0,3.25,1.25,2.25,1.75,0.75,24.5,5.25,2.75,7.5,0.75,8.0,2.25,1.25,2.5,7.109611111,9.3555555555,7.5833333335,0,60.84
104602516,4.5,769.75,2.0,6.25,1.25,4.0,6.25,0.0,48.5,20.5,7.0,16.75,0.0,11.0,2.5,2.0,3.0,7.72734991875,9.95833333325,8.75,0,56.89
104602517,1.75,409.0,0.75,0.5,0.0,0.25,0.5,0.0,4.75,0.25,0.0,0.5,0.0,0.5,0.25,0.25,0.25,2.25,9.51666666675,9.361111111,2,82.97
104602519,1.75,496.5,1.0,1.75,1.0,0.5,0.75,0.75,45.0,1.75,0.25,2.0,0.75,5.75,3.0,1.5,3.25,8.32689938675,9.9305555555,9.777777778,0,94.97
104602520,2.25,567.0,0.75,6.5,6.25,3.25,2.0,6.25,21.75,5.5,3.0,3.0,7.0,1.0,0.5,0.5,0.5,1.868538961,5.7555555555,5.8055555555,0,48.24
104602521,4.75,1460.5,2.0,7.25,4.75,7.0,5.5,2.75,241.75,138.25,15.75,25.25,2.75,6.25,2.75,2.75,3.75,8.10208333325,9.361111111,7.638888889,0,80.87
104602522,4.0,1028.25,1.5,12.25,11.75,4.25,8.0,11.5,77.25,7.5,7.5,33.25,14.0,12.0,2.75,2.0,3.0,7.86894758325,9.0305555555,7.138888889,0,59.34
104602524,1.5,278.0,0.25,0.75,0.5,0.5,0.5,0.5,13.5,0.75,1.25,0.5,0.5,4.75,2.25,1.0,2.5,7.1676754385,9.35833333325,6.3333333335,0,68.02
104602525,2.5,471.5,1.25,3.75,1.75,1.5,2.25,1.25,28.75,11.5,3.5,5.5,1.25,5.25,2.0,2.75,3.25,5.3527604165,9.57222222225,6.222222222,1,59.69
104602526,2.25,449.25,0.75,4.0,4.0,1.5,2.5,4.0,16.75,1.75,1.0,7.75,4.25,5.5,2.25,1.75,2.5,8.562745098,9.67777777775,8.111111111,0,76.48
