username,active_num_days,problem_num_days,video_num_days,complete_rate,pause_video_sum,pause_video_avg,all_type_video_backward_seek_sum,mt_practice_sum,mt_unit_sum,mt_online_practice_num_day,hw_mean,qz_mean,final_score
os41,2.4484857925492998,0.8454573783715345,1.9715162843486136,0.4871832724436737,10.654542621628464,0.6379977057819054,13.578780324296513,0.09212196761180352,0.09212196761180352,0.09212196761180352,0.3942278317236651,98.73755854294608,2
os42,3.2649578478400265,2.333333333,3.0327637270122034,0.6098354696009072,12.024219631802087,0.8499913404091504,25.876076531760372,2.8903166912245397,1.9344725461721763,2.2649578478400265,5.864802537829652,66.26780587676193,2
os43,3.7979414963390363,2.684362585330482,2.7281208618643444,0.5510166552786422,8.079150113563554,0.8195000044457454,6.675996146088859,0.24581678056355116,0.24581678056355116,0.24581678056355116,1.0519512220062917,84.0884795966524,2
os44,3.868322050020223,2.3508276915996147,2.547328820172288,0.504454162271473,7.684161024599613,0.7645404568961583,7.9392400093840125,0.1790067701520649,0.1193378468277122,0.1193378468277122,0.4422520203230409,83.7036869804562,2
os45,2.6618354596874694,1.7475843967951838,2.064734183894408,0.4936635464864689,7.080917729795184,0.8147002478759771,15.781402842565505,0.9028987242069388,0.6019324831055921,0.6019324831055921,2.2306909654221725,85.87536284262082,2
os46,4.004611574498804,2.5810275462505983,2.6936758489754964,0.5264140304042894,7.941370061388148,0.781742970872197,6.297101002864841,0.10803672838814904,0.10803672838814904,0.10803672838814904,0.462333646177151,83.57180440125299,2
os47,3.6891857211590553,2.7597539802650917,2.887885190758344,0.8606983236226617,10.39739893558297,0.9418071974966252,13.596098407893965,0.0,0.0,0.0,0.0,90.28781475857262,2
os48,4.1392027095077815,2.4882297325066984,2.6431261320133954,0.5064971067604972,7.778405418039102,0.7537212111019342,6.070621604959812,0.019617112480990077,0.019617112480990077,0.019617112480990077,0.024925272329064274,83.26082880994642,2
os49,3.8437829329403166,2.5990077321761493,3.078108533764168,0.8895458019890506,11.775597075820613,0.9793387150683184,21.492930966136214,3.749736537883421,1.666666667,2.4009922678238507,6.783831125436289,71.667720517529,2
os50,2.3681917007144944,0.5580972795241572,1.8604453967856864,0.4750748165376541,10.984507392049426,0.5994384604037459,14.476761088190337,0.0,0.0,0.0,0.0,100.56221266307269,2
os51,4.236563679698312,3.1008075868257894,3.6048455197450466,0.8210116245168447,9.72848781206949,0.9279228106004548,24.286411766770502,4.2339186382153216,1.512113799362615,2.3185744921543945,4.67154216146729,78.38025489718105,2
os52,3.3839470174145028,2.463701543300849,3.0,0.6673558442087688,11.0219832289838,0.8699443702362794,21.414619023749022,2.3767894031871952,1.9130878598863459,2.166666667,5.995590316303425,69.0276096779558,2
os53,4.467343506467794,3.1340101734286074,3.9673435064677953,0.7690156794142045,9.522740995706238,0.8968532737198509,31.339864628839678,6.9281557142134735,2.4673435064677958,3.7876142420627517,7.681229647996311,71.12433177144092,2
os54,2.569005802002213,1.2070174064410242,2.1161402955764097,0.5105062821412052,10.292982593558976,0.6878098337415192,12.614620249396332,0.1885379751452087,0.1885379751452087,0.1885379751452087,0.8068316283937299,96.5440943779607,2
os55,4.060098280606584,2.8733988534845207,3.1201965612131692,0.9413421341205108,9.62660114651548,0.9873125852720523,14.910335811844508,3.04088452545926,1.7668304679709084,2.366994268941817,7.005195781009294,76.02561834272845,2
os56,3.6730996710310455,2.2532165021635926,2.4692398685531898,0.5027081257210579,7.586549835163593,0.7726568452614689,9.208185472169435,0.2961401975221449,0.19742679844681,0.19742679844681,0.7316404879087874,84.05508726256643,2
os57,2.4124851456757392,0.6780915784313661,1.8135453799201116,0.4667578583678366,10.346997545751655,0.6175974848340062,13.846997545751655,0.09893976575562748,0.09893976575562748,0.09893976575562748,0.12571170237325288,99.21072114531201,2
os58,2.8410084103030115,1.894005606974669,1.7726610600253307,0.4842634182602974,5.976974769090964,0.8200753640117815,11.4908682375262,0.8863305296716569,0.7803361366463262,0.7803361366463262,1.507740958770082,86.84868349060602,2
os59,2.7928685027426647,1.8619123352998643,1.804754331700136,0.485386094917581,6.121394491772004,0.8202663953925174,12.245060122317375,0.9023771655571994,0.7642895008570637,0.7642895008570637,1.6436654036576828,86.75240367548533,2
os60,2.7308141633487844,1.8654070811743924,2.2308141633487844,0.7525834699130891,10.735207486826036,0.9045151237857808,20.269769956185414,13.901290034099395,2.91447000488967,4.850322508540887,7.784756698123661,66.77987708325651,2
os61,4.30752788062998,3.1921158605041526,3.1025092934408174,0.8518513419663486,8.436555144480081,0.9739658935975184,11.129027265927515,3.320074348449123,1.717921313566645,2.2691759604408173,6.827101575036205,73.3351146277917,2
os62,3.14905607735213,2.0123564239482983,2.5943762160234054,0.7156963077466255,9.833333332999999,0.906578924792831,28.56810539045141,5.233702952277024,2.8059934028356377,3.791009896037553,7.482492231162829,86.06256110838595,3
os63,5.333333333,3.4851842538107283,1.9579107649842444,0.3171041826470363,6.0528567025152,0.6144776913617178,5.5528567025152,4.099661945172446,2.8457910766372123,3.6518509208107286,7.1988735331059885,81.80841784857608,3
os64,3.3965635430754237,2.1954098965164643,1.3793078121611786,0.15542954875648762,2.454025520838821,0.5948269530402946,1.2413843756776428,4.149435418355285,2.454025520838821,3.16092291719889,7.043344630440063,81.1839223969487,3
os65,4.403938404493831,3.0,3.762728261612077,0.8294340403047515,10.088256338970137,0.9823487321000656,15.802112313126752,13.654779901537347,3.0,3.8078768098817535,9.537223595452883,83.01224453656805,3
os66,4.649066946055639,3.0,3.517599720417962,0.8010595066185842,10.394667014543547,0.9210665966176904,18.008269186079946,11.87759797475462,3.0,4.298133892637677,9.71955597232741,89.99840796758647,3
os67,4.875778437720049,3.0,3.2908882290936186,0.7748168144527228,10.678056377848806,0.8643887236165708,20.048672610039446,10.233939659762557,3.0,4.751556875626432,9.888189314151123,96.45968547679155,3
os68,4.868459088564479,3.043846970566201,3.385901519304841,0.7435213062279513,11.052568184146416,0.8707859538509086,24.981353101630106,7.579454514035107,2.736918177128958,4.298448472256195,9.227400451645355,97.14994691977398,3
os69,3.549883687424372,2.4777002360217653,2.397008983039165,0.8433264661955504,10.652874702034858,0.9584699148242232,25.220937118942395,6.20159527070295,3.0,3.5360917258095785,7.945457755086747,89.35679622208487,3
os70,3.968551506405452,2.9234787819820407,2.747899984531589,0.8063201210157703,10.013624231369734,0.9692626893108914,57.64679412971012,6.837533363936822,2.553984855738644,4.806084871207055,7.121910751117781,89.8474696305409,3
os71,3.589662351400261,2.3195448446898213,1.3379294961033932,0.1833215988368188,2.495403836896607,0.5844823740258482,1.324141007793214,4.3149486825864285,2.495403836896607,3.216094005303523,7.006980392656706,81.41839952100031,3
os72,3.9081707665918417,2.8582791442471724,2.6995664895283524,0.8054600829222709,9.858279144247172,0.972246332376098,53.856460213142405,8.356111592637308,2.716558289344669,4.942154366224475,7.36139400668237,87.66088020422674,3
os73,4.611011944748412,3.3517857410915015,3.9257441212795294,0.8372915512285413,10.870238151516038,0.9782976348688052,43.298511002434275,4.48184509044094,2.018601156691204,3.092857035411674,7.759836174299517,94.6659229181131,3
os74,3.5265778235629317,2.6288296602464576,2.7045036727535425,0.8414949332461938,15.866191687511899,0.941730678347396,87.55889966193801,4.879289257503448,2.359911157562931,3.428385446447602,6.020825870985197,83.72074150809387,3
os75,3.7846325707647024,2.800866158208936,2.5324671747910648,0.8064208576564783,10.791114990651323,0.9632920019923316,64.93610015896978,6.943727235117619,2.6179659047647017,4.890695680935046,6.8341537154314915,88.02165395973637,3
os76,5.608358338044387,3.324908314687267,3.1332999930908016,0.7077200597912564,9.45820830642822,0.8822635428493804,11.891808362251856,7.808558378399475,3.0,4.316649996820426,9.188766636048262,86.54212509431393,3
os77,5.26884390957198,2.8224471183009108,0.4891137853009108,0.2271920736347603,1.4028519314747123,0.29564551424297697,0.7738730842317352,3.827476293347603,2.7311560904280197,3.053603209115868,6.298886857834482,82.61809263322226,3
os78,5.089204790934961,2.434899055416772,0.2968685560688038,0.10749439186191244,0.6790275974818119,0.2114235663460401,0.09765141682601576,2.764318083826016,2.63411619465956,2.699217139242788,6.147804837676878,82.0039143082978,3
os79,4.93381309972759,3.0,3.232853567173129,0.7680990880647366,10.750599705031789,0.8498800580929224,20.57098456784616,9.813188360099069,3.0,4.8676261995544605,9.931356861257328,98.1136733431795,3
os80,4.318237866873373,2.994968177947728,3.7930787566723954,0.8364654622282419,9.994968177947726,0.9990146015133796,16.54035408752293,13.96036196615875,2.9899363559256464,3.711953065379877,9.409317348242423,81.23649563588316,3
os81,5.224476660802437,3.044283362947235,0.7109500299472347,0.3070531217393813,2.0239934166441413,0.3843800120482659,1.3062800715958751,4.626086774393814,2.775523339197563,3.319806702797937,6.477399788813576,82.92866337407665,3
os82,3.418788125568023,2.5569698616550447,2.776363471344955,0.8561454058930309,17.98605574886889,0.9327244942362356,97.00846318543972,4.01697167354418,2.2521214595680226,2.817577157666068,5.681098105174445,81.92424654223069,3
os83,4.393025360947638,2.7387681114324005,3.6790760834847616,0.7504971229538316,10.489945640424018,0.974837275832575,37.057336970620376,4.806159443554301,2.4278985555676,3.4030797215980737,7.964131083238253,85.74347822289182,3
os84,2.457990262390772,1.7082189766307148,2.0004574277291995,0.5643274858171946,8.71416553110482,0.8453565908086257,11.884949047667616,1.4146082433446314,1.0821897648030303,1.2483990040738309,6.781575555802957,86.88083220035688,3
os85,4.245079336073202,3.107830668715468,3.7450793360732018,0.8557548779532073,14.500105985918525,0.9595255374665804,64.28187075130045,3.5359435563103765,1.964056443689624,2.4346384446551883,6.973174429444097,90.1239855859688,3
os86,5.670809718495822,2.5,1.9665407225277585,0.6315482420627083,5.787130039209588,0.5846558129622467,8.886878153639866,7.503828191990173,2.8916509237722314,3.6790958234874713,8.712621768970168,87.90376522342899,3
os87,4.839737570758263,3.4807872867636327,4.288503668807426,0.8446441473776329,11.153858194252921,0.9757336962385048,37.67369684247423,3.88441075031988,1.8781629972309992,2.596063566181837,8.05743908794547,96.47422656052812,3
os88,4.817137028978667,3.0609543237956855,3.4714382852469785,0.7369211947273381,11.138104950807062,0.8853984847964413,26.469692829618644,6.8951603862927175,2.634274057957335,4.024730821097652,8.933536376394665,96.03796896242355,3
os89,4.452107480048257,3.132457724159733,3.9178985372490414,0.7022439307171329,11.632457726913428,0.9745161369576149,35.351944395984475,2.721400975486956,2.0410507313754795,2.381225852951744,7.134163941499125,89.2692934984387,3
os90,4.768526877887924,2.8263951585027454,3.282403227882433,0.767518208112353,10.48612364804712,0.8822988011057075,26.95349471759376,8.175967723134038,2.884263439117567,4.652790317005492,9.444455636278905,94.3867767904314,3
os91,4.43917647881228,3.1058431458122797,3.93917647881228,0.7477650273983601,11.058431458122802,0.9845645416193906,28.18537357887305,6.863489621653839,2.3649411263964364,2.8199215017718755,7.981484172112242,86.18631413654595,3
os92,4.333333333,2.997649783838944,3.8317665222275297,0.8373399636363391,9.999216594611417,0.9998794760926176,15.273209802603207,14.128279806020414,2.9984331892275287,3.6682334777724703,9.479778722942903,81.01331789156364,3
os93,5.333333333,3.566725603776696,2.1061677649344976,0.3341537376726717,6.512453402258687,0.6515419413381618,6.012453402258687,4.218267545114857,2.860616776618895,3.733392270776696,7.294839417091234,81.77876644843481,3
os94,4.199806627528893,2.711780450660447,1.2071842941131845,0.2714535497983116,2.626149038886816,0.5517960735282961,1.5856314117736312,4.837929490547261,2.626149038886816,3.3904209413776316,6.892078432713107,82.1592889980732,3
os95,3.8080308352884127,2.4124495835396345,2.7120462534326197,0.8144901553339801,10.35863582913568,0.9599823728471472,32.667858770920404,4.949395004576826,2.8417674993954285,3.7373487511442063,7.955046299044392,87.94820289890943,3
os96,5.333333333,3.190231481132745,1.4216329964349423,0.2554322391504438,4.390395620382395,0.4804082492646132,3.8903956203823946,3.670639730397358,2.7921632998305475,3.356898148132745,6.851744088036032,81.91567340283295,3
os97,3.502337140419446,2.6126692048336277,2.7206641281663724,0.8447896587342554,16.34292512284487,0.9397052894704288,89.6839995506886,4.685363792355567,2.335670474419446,3.291021575268865,5.944424941404232,83.31673012253074,3
os98,2.67070949412951,1.7791253869266686,1.7168317852690689,0.2864847939305975,5.097938592822581,0.7204732817087773,5.716091327244201,2.690923633777062,1.7912538703151997,2.241088752046131,6.99004040290692,83.2646052607983,3
os99,3.650535075069296,2.5448011611519314,2.581536527021309,0.8425916537951029,10.568998545999591,0.9638053703006024,23.92924431116804,7.22488437876185,3.0,3.5528669571172835,8.143208128424194,88.28318142020349,3
os100,4.1116788150259085,2.8522303212767213,3.4269667167880518,0.8392250421026316,10.184712097572897,0.9882502582481912,18.011232983261984,11.913179069857893,3.0,3.629724247263767,9.04921994676443,83.36431485912915,3
os101,3.301143857764401,1.8669526307163151,2.5168096488329432,0.7150673833427429,9.757689913176113,0.7973733081724228,19.338878517429823,3.6611214855701766,1.7339052623822009,1.7927390333731448,7.826599430404625,86.07707323865759,3
os102,4.558315421812461,3.0,3.608351244525012,0.8115643305991069,10.281227609750053,0.9437544777125164,17.191505468299734,12.535546525687812,3.0,4.1166308442874495,9.652052853291094,87.41198952794916,3
os103,3.155356970647527,1.8310713937403629,2.495476121467154,0.7064767589079192,9.846904968571394,0.7996160004016305,19.610118188237642,3.2971423047100883,1.65309503138789,1.65309503138789,7.69690230366049,85.87631017615027,3
