username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,forum_avg_count,forum_sum_count,num_watched,num_complete,num_incomplete,complete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050193,2.0,60.63888889,267.5,0.833333333,11.25,21.16666667,1.6666666669999999,6.0,21.0,0.0,0.0,0.0,3.333333333,2.166666667,1.166666667,0.322222222,3.396672327,0.833333333,1.8333333330000001,0.275,3.333333333,0.5,0.166666667,2.5,0.208333333,2.166666667,0.283333333,8.333333332999999,1.3,3.5,0.5111111110000001,0.166666667,10.83333333,1.5083333330000002,5.833333333,0.808333333,16.66666667,2.316666667,14.66666667,2.208333333,0.166666667,20.0,2.816666667,51.5,7.355555555,0.333333333,0.333333333,0.166666667,0.333333333,0.058823529000000006,25.83333333,0
Y1050194,2.5,194.4444445,514.1666667,1.8333333330000001,18.08333333,39.0,1.6666666669999999,35.41666667,64.0,0.0,0.0,0.0,4.833333333,3.0,1.8333333330000001,0.40223665200000003,12.4775163,2.833333333,3.833333333,0.712481962,4.833333333,0.833333333,0.333333333,6.833333333,0.977453103,24.16666667,4.4218975469999995,16.33333333,2.750721501,6.333333333,0.886544012,0.0,23.16666667,3.7281746030000003,30.5,5.308441558,53.66666667,9.036616161,27.0,4.247113997,0.333333333,58.5,9.869949494,139.5,23.21049784,0.5,0.5,0.166666667,0.5,0.9411764709999999,25.0,0
Y1050195,4.666666667,276.6924603,1354.666667,3.5,21.84444445,78.16666667,3.166666667,38.84722222,141.66666669999998,0.0,0.0,0.0,9.166666667000001,8.0,1.166666667,0.7410256409999999,10.22621458,1.0,5.833333333,0.532600733,9.166666667000001,0.833333333,1.5,14.0,1.18974359,16.16666667,1.439072039,86.5,8.053907204,9.833333332999999,0.895054945,0.166666667,100.5,9.243650794,26.16666667,2.350793651,126.66666670000001,11.59444445,104.16666670000001,9.6496337,1.5,135.83333330000002,12.42777778,368.1666667,33.82118437,1.333333333,1.166666667,0.5,1.333333333,1.382352941,53.0,1
Y1050196,1.166666667,18.27777778,48.83333333,0.166666667,1.333333333,1.333333333,0.333333333,2.166666667,2.166666667,0.0,0.0,0.0,0.5,0.0,0.5,0.0,2.4799972830000003,1.333333333,0.166666667,0.083333333,0.5,0.333333333,0.0,0.166666667,0.083333333,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.0,0.333333333,0.166666667,0.166666667,0.083333333,0.5,0.25,0.666666667,0.41666666700000005,0.0,1.0,0.583333333,2.166666667,1.25,0.0,0.0,0.0,0.0,0.0,9.166666667000001,0
Y1050197,3.333333333,634.3472222,1818.3333329999998,2.5,31.52777778,84.16666667,2.833333333,160.33333330000002,407.3333333,0.0,0.0,0.0,21.16666667,19.0,2.166666667,0.867760181,11.75136418,1.6666666669999999,17.83333333,0.7655165909999999,19.66666667,0.925584465,4.333333333,192.16666669999998,6.436041982000001,80.5,3.0076168930000002,46.16666667,1.7836287080000002,21.5,0.946122424,2.5,238.33333330000002,8.21967069,104.5,4.069155353999999,342.8333333,12.28882604,82.66666667,3.4444884360000003,4.5,364.0,13.28882604,794.0,29.23141654,3.333333333,2.166666667,2.0,2.333333333,5.4117647060000005,80.5,3
Y1050198,1.166666667,102.08333329999999,190.16666669999998,0.833333333,10.25,19.16666667,1.0,11.0,16.83333333,0.0,0.0,0.0,2.666666667,2.0,0.666666667,0.375,9.511217896,1.5,2.166666667,0.529166667,2.666666667,0.666666667,0.5,2.0,0.591666667,5.5,2.2166666669999997,3.166666667,1.029166667,0.5,0.1,0.333333333,5.166666667,1.6208333330000002,6.333333333,2.420833333,11.5,4.041666667,6.0,1.608333333,0.5,14.16666667,4.708333333,32.16666667,10.48333333,0.0,0.0,0.0,0.0,0.0,36.5,0
Y1050199,1.6666666669999999,120.3611111,393.5,1.0,17.0,34.0,1.5,18.88888889,56.66666667,0.0,0.0,0.0,6.0,4.166666667,1.8333333330000001,0.350396826,4.552986571,0.666666667,3.333333333,0.27698412699999997,5.666666667,0.472222222,0.666666667,26.83333333,2.357539683,8.833333332999999,0.7222222220000001,9.333333332999999,0.8079365079999999,2.333333333,0.19563492100000002,0.166666667,36.16666667,3.165476191,11.33333333,0.929761905,47.5,4.095238095,16.83333333,1.431349206,0.666666667,53.5,4.595238095,118.5,10.1781746,8.5,1.6666666669999999,1.8333333330000001,2.833333333,4.147058824,35.0,1
Y1050200,2.5,238.69444449999997,657.5,1.333333333,16.02777778,33.5,2.0,54.83333333,114.33333329999999,0.0,0.0,0.0,5.833333333,4.166666667,1.6666666669999999,0.609704185,9.746986284,2.0,4.166666667,0.740836941,5.666666667,0.976190476,0.166666667,4.666666667,0.674945888,20.33333333,3.684036797,65.33333333,11.50566378,9.0,1.723593074,0.166666667,70.0,12.18060967,29.5,5.431439394,99.5,17.61204906,79.83333333,14.19029581,0.166666667,105.33333329999999,18.61204906,284.8333333,50.43820346,2.333333333,0.666666667,0.833333333,0.666666667,1.529411765,27.66666667,1
Y1050201,3.666666667,254.44444449999997,932.6666667000002,2.333333333,20.43055556,52.83333333,3.166666667,40.70833334,126.0,0.0,0.0,0.0,15.0,11.33333333,3.666666667,0.803907127,11.56910548,1.333333333,10.83333333,0.712191358,14.16666667,0.9559133,1.0,21.16666667,1.3628998319999999,16.5,1.185185185,41.83333333,3.151339787,14.83333333,1.122685185,0.166666667,63.0,4.514239618,31.5,2.3217592590000002,94.5,6.835998878,67.83333333,5.040088384,1.0,109.5,7.835998878,272.8333333,19.78549383,5.166666667,1.6666666669999999,1.8333333330000001,2.666666667,6.644117647000001,66.0,2
Y1050202,4.0,214.65,878.3333332999998,2.833333333,22.88888889,71.16666667,3.0,28.86111111,92.0,0.0,0.0,0.0,9.666666667000001,9.333333332999999,0.333333333,0.965079365,11.93303086,1.166666667,2.166666667,0.192724868,9.666666667000001,1.0,3.0,4.0,0.34150132299999997,1.6666666669999999,0.133300265,62.0,6.8880621689999995,10.5,1.071097884,0.5,66.0,7.2295634920000005,12.66666667,1.24973545,78.66666667,8.479298942,79.5,8.715277777999999,3.0,88.33333333,9.479298942,249.5,26.95198413,2.5,1.6666666669999999,0.833333333,2.166666667,6.907058824,76.66666667,2
Y1050203,0.333333333,55.33333333,55.33333333,0.166666667,4.833333333,4.833333333,0.333333333,1.8333333330000001,1.8333333330000001,0.0,0.0,0.0,0.5,0.166666667,0.333333333,0.083333333,1.236597832,0.833333333,0.166666667,0.083333333,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.166666667,0.0,0.0,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0.833333333,0.5,1.5,0.916666667,0.0,0.0,0.0,0.0,0.0,12.83333333,0
