username,num_days,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,forum_avg_count,forum_sum_count,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050160,1,1,822.0,822,1,82.0,82,1,84.0,84,0,0.0,0,10,6,4,0.6,0.4,10.84917531,3,8,0.8,10,1.0,0,0.0,28,2.8,12,1.2,12,1.2,6,0.6,0,0.0,40,4.0,18,1.8,58,5.8,24,2.4,0,0.0,68,6.8,150,15.0,0,0,0,0,0.0,75.0,30.0
Y1050161,2,2,328.0,656,2,38.5,77,1,43.0,43,0,0.0,0,6,1,5,0.166666667,0.833333333,10.85981772,3,3,0.5,6,1.0,0,0.0,6,1.0,5,0.833333333,13,2.166666667,2,0.333333333,0,0.0,19,3.166666667,7,1.166666667,26,4.333333333,21,3.5,0,0.0,32,5.333333333,79,13.16666667,0,0,0,0,0.0,85.0,40.0
Y1050162,3,3,459.0,1377,2,28.0,56,2,132.0,264,0,0.0,0,13,11,2,0.846153846,0.153846154,4.45940118,6,11,0.846153846,13,1.0,1,0.076923077,39,3.0,82,6.307692308,82,6.307692308,24,1.846153846,1,0.076923077,121,9.307692308,107,8.230769231,228,17.53846154,118,9.076923077,1,0.076923077,241,18.53846154,588,45.23076923,0,0,0,0,0.0,85.0,30.0
Y1050163,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0
Y1050164,3,3,36.33333333,109,0,0.0,0,3,4.0,12,0,0.0,0,6,4,2,0.666666667,0.333333333,7.430377629,2,1,0.166666667,4,0.666666667,2,0.333333333,0,0.0,0,0.0,1,0.166666667,0,0.0,1,0.166666667,1,0.166666667,1,0.166666667,2,0.333333333,5,0.833333333,2,0.333333333,8,1.333333333,17,2.833333333,0,0,0,0,0.0,0.0,0.0
Y1050165,2,2,70.5,141,0,0.0,0,2,17.0,34,0,0.0,0,3,1,2,0.333333333,0.666666667,7.498192814,2,2,0.666666667,3,1.0,1,0.333333333,3,1.0,1,0.333333333,22,7.333333333,1,0.333333333,0,0.0,25,8.333333333,2,0.666666667,27,9.0,25,8.333333333,1,0.333333333,30,10.0,83,27.66666667,0,0,0,0,0.0,0.0,0.0
Y1050166,3,3,96.0,288,2,5.5,11,3,5.666666667,17,0,0.0,0,3,0,3,0.0,1.0,7.578262403,2,1,0.333333333,3,1.0,0,0.0,4,1.333333333,0,0.0,8,2.666666667,0,0.0,0,0.0,12,4.0,0,0.0,12,4.0,11,3.666666667,0,0.0,15,5.0,38,12.66666667,0,0,0,0,0.0,85.0,20.0
Y1050167,3,3,161.6666667,485,2,26.5,53,2,11.5,23,0,0.0,0,4,3,1,0.75,0.25,9.706875068,6,1,0.25,4,1.0,2,0.5,1,0.25,1,0.25,6,1.5,1,0.25,1,0.25,7,1.75,3,0.75,10,2.5,9,2.25,2,0.5,14,3.5,35,8.75,4,3,5,3,7.333333333,90.0,30.0
Y1050168,3,3,263.0,789,2,27.5,55,3,26.0,78,0,0.0,0,9,8,1,0.888888889,0.111111111,14.48436201,2,6,0.666666667,6,0.666666667,5,0.555555556,25,2.777777778,15,1.666666667,8,0.888888889,8,0.888888889,4,0.444444444,33,3.666666667,27,3.0,60,6.666666667,22,2.444444444,6,0.666666667,69,7.666666667,157,17.44444444,4,4,1,4,5.833333333,35.0,10.0
Y1050169,3,3,317.6666667,953,2,40.0,80,3,47.33333333,142,0,0.0,0,11,9,2,0.818181818,0.181818182,2.614786922,2,6,0.545454545,10,0.909090909,1,0.090909091,61,5.545454545,15,1.363636364,39,3.545454545,4,0.363636364,0,0.0,100,9.090909091,19,1.727272727,119,10.81818182,52,4.727272727,1,0.090909091,130,11.81818182,302,27.45454545,0,0,0,0,0.0,0.0,0.0
