username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,num_watched,num_complete,num_incomplete,watched_time_hour,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,video_backward_seek_sum,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,video_pause_sum,video_pause_avg,video_stop_sum,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_online_practice_num_day,qz_mean,final_score
101302503,1.5555555559999998,185.9027778,328.05555560000005,0.8888888890000001,7.064814814,15.72222222,1.166666667,19.66666667,28.11111111,7.055555556,6.166666667,0.8888888890000001,7.229000672000001,1.888888889,0.170461329,3.611111111,0.388333272,3.722222222,0.333333333,0.030728531,0.150078317,1.166666667,0.10039143,1.888888889,6.5,0.5990053160000001,8.388888889,9.888888889,1.005097988,6.944444444,22.22222222,2.058801846,47.44444444,4.38954271,0.0,0.0,7.0,2
102602012,0.333333333,0.972222222,1.722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
103602527,2.166666667,172.8703704,465.1666667,0.7222222220000001,11.25925926,14.83333333,1.388888889,103.3842593,220.5,4.944444444,2.055555556,2.888888889,7.427552185,2.777777778,0.406935608,3.888888889,0.502006084,2.611111111,2.5,0.26056648,0.062123257,0.055555556,0.002923977,21.05555556,3.333333333,0.389574363,24.38888889,9.444444444,1.222708481,1.4444444440000002,33.38888889,4.519389821,68.66666667,9.092708266,0.0,0.0,7.777777778,1
104602001,1.944444444,104.387963,262.5,0.5,5.305555556,7.777777778,1.111111111,23.95833333,32.94444444,5.055555556,2.888888889,2.166666667,6.1604650639999985,3.0555555560000003,0.436492453,3.277777778,0.478265293,3.5555555560000003,0.333333333,0.056695157,0.148552937,0.5,0.036497319,0.944444444,5.1111111110000005,0.7702040309999999,6.055555556,13.5,2.265920352,3.0555555560000003,22.05555556,3.4985445310000003,44.66666667,7.082121622000001,1.777777778,0.8888888890000001,8.333333332999999,1
104602002,1.611111111,85.22685186,248.1111111,0.5,4.833333333,11.66666667,1.166666667,12.5,30.55555556,5.055555556,2.111111111,2.944444444,4.526526539,3.0,0.307641895,4.055555556,0.474867725,0.7777777779999999,0.5,0.039021164,0.145117845,0.166666667,0.023989899,2.388888889,1.777777778,0.306379269,4.166666667,11.72222222,1.6778258780000002,1.888888889,18.44444444,2.418981482,36.22222222,4.866125541000001,2.166666667,1.5,6.722222222,2
104602003,2.0,136.15277780000002,338.05555560000005,0.444444444,4.944444444,10.5,1.277777778,38.02777778,73.83333333,3.944444444,3.0,0.944444444,4.419312305,2.833333333,0.516329966,3.0,0.509890572,14.16666667,0.611111111,0.095286195,0.5985269360000001,0.444444444,0.070791246,14.38888889,17.0,3.879545455,31.38888889,18.27777778,3.71300505,2.833333333,49.5,9.985143097,102.0,20.66881313,2.222222222,1.166666667,6.555555556,1
104602005,1.611111111,135.89814819999998,287.55555560000005,0.7222222220000001,11.91666667,19.44444444,0.7222222220000001,36.30555556,39.66666667,2.611111111,1.277777778,1.333333333,4.882317203,1.666666667,0.368121693,2.222222222,0.537433862,3.333333333,0.333333333,0.051587302,0.310119048,0.111111111,0.016203704,3.277777778,4.722222222,1.059854497,8.0,10.61111111,2.810251323,1.166666667,18.61111111,4.443187831,38.38888889,9.169642857000001,5.555555556,1.888888889,8.333333332999999,2
104602006,1.5,66.73611111,174.88888889999996,0.111111111,2.361111111,4.722222222,0.7222222220000001,14.11111111,28.05555556,2.388888889,1.222222222,1.166666667,3.355015247,1.611111111,0.263293651,2.222222222,0.369378307,3.666666667,0.0,0.0,0.159391534,0.055555556,0.00462963,5.555555556,4.722222222,0.609259259,10.27777778,8.444444444,1.45734127,1.0,19.0,2.769642857,38.72222222,5.660119047999999,3.666666667,1.5,6.333333333,2
104602007,2.333333333,178.1259259,594.3888889,0.944444444,4.927777778,16.33333333,1.888888889,46.61759259,108.8888889,7.611111111,5.5,2.111111111,7.223243523,3.666666667,0.444491398,5.722222222,0.5948179889999999,7.277777778,0.8888888890000001,0.090668319,0.338365629,1.0555555559999998,0.091811253,34.11111111,11.72222222,1.11748076,45.83333333,25.38888889,2.323195215,4.0,71.11111111,7.370135962999999,146.33333330000005,15.13124834,2.777777778,1.666666667,9.777777777999999,3
104602008,1.777777778,45.31851852,163.72222219999998,0.055555556,4.6111111110000005,4.6111111110000005,1.222222222,6.477777777999999,16.55555556,5.0,4.666666667,0.333333333,5.015335119,1.111111111,0.118188377,2.888888889,0.295238505,1.5555555559999998,0.222222222,0.019753086,0.107548351,0.5555555560000001,0.065724496,0.5,2.888888889,0.332334786,3.388888889,7.333333333,0.739456007,4.6111111110000005,13.94444444,1.422699996,29.27777778,3.018364198,2.277777778,1.0,9.055555556,2
104602009,0.333333333,75.20370371,120.1666667,0.222222222,6.8611111110000005,9.055555556,0.111111111,2.0,2.0,0.27777777800000003,0.222222222,0.055555556,1.320328132,0.166666667,0.064814815,0.27777777800000003,0.111111111,0.111111111,0.0,0.0,0.0,0.0,0.0,0.8888888890000001,0.111111111,0.037037037,1.0,0.7222222220000001,0.287037037,0.166666667,1.944444444,0.759259259,3.833333333,1.5,2.611111111,1.166666667,9.444444444,2
104602010,1.5555555559999998,131.5,414.5,0.166666667,6.805555556,8.888888889,0.8888888890000001,57.52314815,166.5555556,5.388888889,1.5555555559999998,3.833333333,3.4859237860000003,4.944444444,0.342917479,4.0,0.335672515,11.88888889,1.0,0.069655621,0.095711501,0.444444444,0.028752437,41.33333333,13.77777778,0.739928525,55.11111111,12.11111111,0.8375243659999999,1.111111111,68.66666667,4.453931124,137.0,8.913807667,2.722222222,1.0555555559999998,9.888888889,2
104602011,2.611111111,94.11150794,300.0,0.5,7.233333332999999,13.11111111,1.4444444440000002,16.70833333,33.77777778,5.166666667,3.833333333,1.333333333,7.592297772,2.944444444,0.406448413,4.1111111110000005,0.493827161,5.166666667,0.222222222,0.040509259,0.196329365,0.333333333,0.046990741,4.166666667,7.0,1.030445326,11.16666667,13.83333333,1.7755291009999998,3.333333333,26.94444444,3.640288801,55.27777778,7.503990299999999,2.666666667,1.111111111,8.333333332999999,2
104602012,3.222222222,139.15277780000002,457.61111110000013,0.611111111,8.004629629,15.66666667,1.611111111,34.51296296,81.77777778,6.6111111110000005,3.611111111,3.0,6.750452639,4.833333333,0.549930024,5.833333333,0.6933114029999999,10.27777778,1.333333333,0.141639489,0.344487242,1.0,0.117356738,11.11111111,14.55555556,1.521413443,25.66666667,25.66666667,2.891986242,2.833333333,50.22222222,5.745030177,104.3888889,11.9091671,5.0,1.777777778,8.888888889,3
104602013,1.4444444440000002,83.32407407,225.2222222,0.27777777800000003,3.75,5.5,1.166666667,19.27777778,42.22222222,3.166666667,2.222222222,0.944444444,7.152518025,2.055555556,0.440839947,2.666666667,0.548181217,6.944444444,1.277777778,0.318518519,0.226521164,0.666666667,0.06712963,7.277777778,9.333333332999999,2.9829365080000003,16.61111111,11.5,2.532903439,2.444444444,27.27777778,6.719179894,57.83333333,14.01312831,2.222222222,1.111111111,8.666666667000001,2
104602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.166666667,3.111111111,1
104602016,0.5,12.01851852,24.44444444,0.0,0.0,0.0,0.388888889,3.018518518,4.6111111110000005,1.0,0.611111111,0.388888889,2.690661959,0.444444444,0.108585859,0.5555555560000001,0.141414141,0.388888889,0.055555556,0.005050505,0.0,0.166666667,0.015151515,1.777777778,0.5555555560000001,0.20959596,2.333333333,1.166666667,0.356060606,0.666666667,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,1.611111111,0.611111111,6.0,0
104602017,0.7222222220000001,99.29166667,179.5,0.444444444,9.055555556,16.77777778,0.444444444,11.97222222,13.72222222,1.277777778,0.166666667,1.111111111,2.7537133560000004,0.944444444,0.246031746,1.111111111,0.268518519,1.0,0.222222222,0.051587302,0.035714286,0.0,0.0,7.277777778,1.111111111,0.308201058,8.388888889,3.888888889,0.994708995,0.111111111,12.66666667,3.080687831,25.05555556,6.0806878310000005,2.444444444,0.944444444,9.0,1
104602018,1.888888889,86.76018518,292.1666667,0.444444444,6.092592592999999,11.94444444,1.277777778,16.69444444,36.05555556,1.722222222,0.444444444,1.277777778,6.953559652,1.0,0.343518519,1.666666667,0.592592593,5.5,0.055555556,0.011111111000000002,0.402314815,0.222222222,0.053240741,4.777777778,7.277777778,1.5949074069999998,12.05555556,11.88888889,3.426851852,0.444444444,22.61111111,5.681944444,47.0,11.81666667,3.0,1.166666667,7.777777778,1
104602019,2.722222222,91.69444444,377.7222222,0.388888889,9.101851852000001,14.44444444,1.4444444440000002,21.99074074,62.72222222,4.055555556,2.777777778,1.277777778,5.38534814,3.166666667,0.406029541,2.888888889,0.408796296,17.72222222,0.444444444,0.07837301599999999,0.243794092,1.111111111,0.147574956,9.833333332999999,20.61111111,3.111585097,30.44444444,15.88888889,2.273567019,3.388888889,47.16666667,6.9832120810000005,96.88888889,14.3219687,3.0555555560000003,1.0,6.444444444,3
104602020,0.833333333,60.67962963,149.5,0.222222222,10.63888889,12.16666667,0.166666667,2.333333333,2.333333333,0.166666667,0.0,0.166666667,1.956081942,0.055555556,0.055555556,0.166666667,0.166666667,0.7777777779999999,0.0,0.0,0.055555556,0.0,0.0,0.7777777779999999,0.833333333,0.833333333,1.611111111,0.666666667,0.666666667,0.0,2.222222222,2.222222222,4.5,4.5,1.777777778,0.7222222220000001,9.222222222000001,2
104602021,1.277777778,23.00648148,92.0,0.111111111,2.277777778,4.555555556,0.222222222,3.907407407,8.944444444,0.444444444,0.055555556,0.388888889,1.7491094880000002,0.388888889,0.103174603,0.388888889,0.103174603,0.666666667,0.166666667,0.023809524,0.071428571,0.0,0.0,5.222222222,0.833333333,0.261904762,6.055555556,1.4444444440000002,0.682539683,0.0,7.277777778,2.087301587,14.77777778,4.253968254,1.333333333,0.611111111,6.0,3
104602022,1.944444444,132.60277779999998,307.05555560000005,0.111111111,9.388888889,9.388888889,1.5,34.6537037,67.33333333,5.777777778,4.555555556,1.222222222,7.725299055,3.444444444,0.486455415,3.611111111,0.49493075,7.833333333,1.111111111,0.11119281,0.195028011,1.166666667,0.113534858,15.88888889,10.27777778,1.40284197,26.16666667,7.1111111110000005,0.8811060540000001,5.055555556,35.5,4.580275443000001,73.83333333,9.482092281,1.5,0.7222222220000001,9.666666667000001,3
104602023,0.8888888890000001,28.30555556,98.66666667,0.166666667,1.611111111,4.833333333,0.388888889,1.953703704,3.333333333,0.7222222220000001,0.0,0.7222222220000001,2.426899202,0.5555555560000001,0.201388889,0.5555555560000001,0.152777778,0.388888889,0.055555556,0.006944444,0.0,0.0,0.0,1.333333333,0.388888889,0.168981482,1.722222222,0.8888888890000001,0.240740741,0.0,2.833333333,1.025462963,5.444444444,1.914351852,2.111111111,0.8888888890000001,9.333333332999999,3
104602024,1.277777778,78.91944444,128.6666667,0.166666667,5.583333333,5.722222222,0.444444444,1.611111111,2.555555556,0.666666667,0.166666667,0.5,1.690031099,0.388888889,0.127777778,0.444444444,0.2,0.055555556,0.055555556,0.011111111000000002,0.066666667,0.0,0.0,0.833333333,0.222222222,0.07777777799999999,1.0555555559999998,0.833333333,0.294444444,0.111111111,2.111111111,0.6333333329999999,4.1111111110000005,1.227777778,1.4444444440000002,0.5555555560000001,6.888888889,2
104602025,1.888888889,35.30092593,124.7777778,0.333333333,3.805555556,9.388888889,0.5,2.393518518,6.555555556,0.944444444,0.5,0.444444444,1.471515703,0.222222222,0.050595238,0.611111111,0.12202381,0.111111111,0.0,0.0,0.0,0.055555556,0.007936508,2.666666667,0.166666667,0.043650794000000014,2.833333333,1.111111111,0.18452381,0.5,4.5,0.900793651,8.944444444,1.794642857,3.5,1.0555555559999998,5.388888889,2
104602026,0.944444444,25.86111111,46.55555556,0.0,0.0,0.0,0.611111111,1.787037037,3.444444444,1.0555555559999998,0.388888889,0.666666667,3.636829687,0.444444444,0.10952381,0.666666667,0.287301587,0.222222222,0.055555556,0.007936508,0.015873016,0.055555556,0.007936508,0.166666667,0.388888889,0.055555556,0.5555555560000001,1.611111111,0.558730159,0.333333333,2.555555556,0.75952381,5.055555556,1.484920635,0.0,0.0,1.888888889,0
104602027,2.166666667,60.41296297,184.2222222,0.388888889,5.0,7.5,1.222222222,8.848148148,15.5,2.611111111,0.833333333,1.777777778,7.416560208,1.611111111,0.313949014,2.277777778,0.5629629629999999,1.166666667,0.166666667,0.034680135,0.101683502,0.0,0.0,7.944444444,1.722222222,0.331481482,9.666666667000001,4.555555556,1.02989418,0.611111111,14.33333333,2.906457431,29.16666667,5.887241462,2.611111111,0.8888888890000001,9.444444444,1
104602028,1.0,89.49537037,222.1666667,0.444444444,9.777777777999999,14.5,0.5,5.462962963,11.22222222,2.666666667,2.555555556,0.111111111,1.852921857,0.444444444,0.045238095,1.833333333,0.16031746,0.833333333,0.111111111,0.005555556,0.048015873,0.055555556,0.002777778,0.27777777800000003,1.333333333,0.15158730199999998,1.611111111,7.5,0.7615079370000001,2.5,11.0,1.08968254,22.61111111,2.235714286,1.5,0.833333333,9.333333332999999,3
104602029,1.611111111,72.3287037,202.9444444,0.111111111,9.833333332999999,9.833333332999999,0.7222222220000001,8.953703704,19.27777778,2.722222222,1.5,1.222222222,3.851206955,1.5,0.243855219,1.777777778,0.28973064,1.722222222,0.333333333,0.073989899,0.13510101,0.444444444,0.035858586,7.5,2.666666667,0.781902357,10.16666667,3.944444444,1.021632997,1.5555555559999998,15.38888889,2.577188552,31.05555556,5.310858586,3.5,1.333333333,6.888888889,2
104602030,0.7777777779999999,71.89629629,189.5555556,0.055555556,4.5,4.5,0.5555555560000001,11.96296296,30.77777778,1.777777778,1.222222222,0.5555555560000001,2.242699012,1.0,0.087103175,1.5,0.17116402100000006,3.944444444,0.388888889,0.046362434,0.153240741,0.444444444,0.039351852,12.61111111,5.666666667,0.610846561,18.27777778,8.5,0.938425926,1.388888889,26.38888889,2.370436508,54.55555556,4.954365079,1.611111111,0.666666667,4.777777778,1
104602031,1.388888889,73.44444445,177.5,0.611111111,8.023148147999999,12.05555556,0.333333333,7.083333333,10.22222222,1.388888889,0.444444444,0.944444444,0.972541366,0.444444444,0.093434343,1.0555555559999998,0.179292929,1.777777778,0.111111111,0.055555556,0.034722222000000004,0.055555556,0.005050505,3.888888889,1.944444444,0.407828283,5.833333333,2.166666667,0.547348485,0.444444444,8.333333332999999,2.1054292930000003,16.77777778,4.264520202,2.0,0.7222222220000001,5.222222222,1
104602032,0.111111111,14.83333333,14.83333333,0.055555556,0.944444444,0.944444444,0.055555556,1.333333333,1.333333333,0.222222222,0.166666667,0.055555556,0.460073161,0.055555556,0.013888889,0.111111111,0.027777778,0.111111111,0.0,0.0,0.0,0.0,0.0,0.833333333,0.111111111,0.027777778,0.944444444,0.166666667,0.041666667,0.166666667,1.277777778,0.319444444,2.555555556,0.638888889,0.111111111,0.111111111,9.777777777999999,1
104602033,2.111111111,118.837037,329.6666667,1.0555555559999998,9.087962962999999,18.44444444,1.611111111,11.18981482,24.88888889,4.166666667,2.5,1.666666667,7.468435022,2.277777778,0.310587561,2.555555556,0.482646983,3.777777778,0.333333333,0.058291246,0.109517797,0.444444444,0.118541181,6.388888889,5.166666667,0.663750601,11.55555556,5.888888889,1.051624302,2.222222222,19.05555556,2.960423835,38.72222222,6.025876901,1.5,0.7222222220000001,6.6111111110000005,3
104602035,1.833333333,95.5462963,242.3888889,0.222222222,5.194444444,7.5,1.166666667,8.547222222,19.27777778,3.722222222,2.277777778,1.4444444440000002,5.43099789,1.4444444440000002,0.206525573,2.444444444,0.423875661,4.333333333,0.333333333,0.030401235,0.180379189,0.7222222220000001,0.06194885400000001,2.611111111,6.722222222,0.646626984,9.333333332999999,6.888888889,0.935758377,2.166666667,16.38888889,2.02228836,34.77777778,4.238073192,3.166666667,1.722222222,9.777777777999999,3
104602037,1.5,160.0046296,343.8888889,0.833333333,14.92592593,24.38888889,0.7222222220000001,17.88888889,30.72222222,2.222222222,0.7777777779999999,1.4444444440000002,5.310765078999999,1.944444444,0.405723906,1.4444444440000002,0.319832945,2.833333333,0.222222222,0.042508418,0.027842528,0.111111111,0.016161616,20.83333333,3.111111111,0.443376068,23.94444444,3.5,0.702331002,0.444444444,28.55555556,5.177097902,56.44444444,10.24664595,2.944444444,1.277777778,8.777777777999999,2
104602501,2.5,70.79034391,244.4444444,0.7222222220000001,3.611111111,10.33333333,1.777777778,14.11111111,37.5,5.222222222,3.833333333,1.388888889,7.05688401,2.611111111,0.455820106,3.944444444,0.576510141,4.444444444,0.944444444,0.192625661,0.22997134,1.111111111,0.125055115,8.944444444,7.611111111,1.010934744,16.55555556,13.05555556,1.733190035,4.166666667,30.33333333,4.122045855,64.11111111,8.636816578,1.0,0.611111111,6.5,1
104602502,2.277777778,179.14537040000005,437.7777778,0.666666667,12.08333333,16.88888889,1.4444444440000002,42.73148148,67.83333333,5.166666667,3.388888889,1.777777778,7.155060655,4.0,0.6685897439999999,4.388888889,0.61531339,10.5,0.666666667,0.11039886,0.296082621,0.944444444,0.157977208,22.05555556,13.22222222,2.275213675,35.27777778,18.77777778,2.598433048,3.444444444,55.05555556,8.264245014,112.5555556,16.83532764,3.444444444,1.5,7.0,2
104602503,1.222222222,136.1203704,252.6111111,0.166666667,7.722222222,7.722222222,0.7777777779999999,38.96296296,62.11111111,4.222222222,2.111111111,2.111111111,4.318022796,3.5555555560000003,0.416702742,3.666666667,0.438107263,10.05555556,0.833333333,0.109283309,0.106746032,0.166666667,0.019360269,23.72222222,11.27777778,1.089189514,35.0,13.33333333,1.438263588,1.333333333,48.88888889,5.2935545930000005,98.55555556,10.66740019,3.0555555560000003,1.0,5.0,1
104602504,2.666666667,70.38796296,211.2777778,0.222222222,1.277777778,1.277777778,1.388888889,26.67592593,47.5,4.5,2.777777778,1.722222222,6.454359106,2.277777778,0.368077601,4.1111111110000005,0.703174603,2.611111111,0.611111111,0.091798942,0.340123457,0.333333333,0.058201058,6.888888889,5.777777778,0.704012346,12.66666667,32.77777778,4.833112875,2.111111111,44.22222222,6.874074074,91.77777778,14.173412699999998,3.166666667,1.722222222,6.666666667,2
104602505,2.222222222,115.2027778,319.5,0.666666667,9.212962962999999,14.5,1.4444444440000002,21.7037037,48.77777778,5.055555556,2.833333333,2.222222222,6.0665830000000005,3.0,0.383183021,3.611111111,0.591636604,6.666666667,0.5,0.051877906,0.225190396,1.0555555559999998,0.101038159,21.22222222,9.0,1.116313933,30.22222222,9.5,1.590101411,3.0555555560000003,41.38888889,5.47661536,84.16666667,11.19678331,3.666666667,1.5,8.888888889,3
104602506,1.666666667,80.0,222.6666667,0.222222222,6.055555556,6.055555556,1.0,19.60648148,41.22222222,2.277777778,1.5,0.7777777779999999,6.212417467000001,0.666666667,0.223494099,2.055555556,0.504985755,1.611111111,1.944444444,0.416361416,0.34315221799999995,0.111111111,0.008547009,2.5,3.0,0.95517908,5.5,12.72222222,3.349664225,1.4444444440000002,16.61111111,4.43554131,36.27777778,9.576363451,4.0,1.4444444440000002,7.222222222,2
104602507,0.444444444,26.26666667,79.66666667,0.388888889,2.444444444,7.166666667,0.166666667,1.111111111,3.333333333,0.444444444,0.333333333,0.111111111,0.745911799,0.111111111,0.013888889,0.444444444,0.055555556,0.111111111,0.0,0.0,0.013888889,0.0,0.0,0.611111111,0.222222222,0.027777778,0.833333333,1.0555555559999998,0.131944444,0.333333333,2.111111111,0.263888889,4.333333333,0.541666667,1.0,0.7222222220000001,6.444444444,1
104602508,2.5,133.0277778,407.4444444,1.388888889,7.921296297,20.5,1.5,12.69907407,29.11111111,4.5,1.888888889,2.611111111,7.995284439,3.333333333,0.461541005,2.833333333,0.460350529,4.666666667,0.5555555560000001,0.115575397,0.205324074,0.833333333,0.130324074,10.16666667,6.666666667,0.925694444,16.83333333,6.666666667,0.99619709,2.277777778,25.0,3.511177249,50.77777778,7.208994709,2.777777778,1.4444444440000002,6.555555556,2
104602509,1.666666667,130.4398148,287.0,0.388888889,6.231481482,9.666666667000001,1.277777778,12.90740741,25.77777778,4.222222222,2.944444444,1.277777778,6.461550175,1.888888889,0.292901235,3.0,0.464506173,2.0,0.27777777800000003,0.029320988,0.13549382699999998,0.5555555560000001,0.092901235,0.611111111,3.611111111,0.611265432,4.222222222,9.888888889,1.6291666669999998,3.0,15.94444444,2.556327161,33.05555556,5.274074074,1.5,0.666666667,4.333333333,1
104602510,2.166666667,125.9148148,326.0,0.444444444,8.319444444,14.27777778,1.5,15.97222222,40.66666667,6.277777778,4.888888889,1.388888889,7.05400097,2.111111111,0.2819743,5.444444444,0.517398741,2.611111111,0.5555555560000001,0.11199495,0.047437843,0.5,0.028980901,5.055555556,3.722222222,0.624516926,8.777777777999999,22.83333333,2.006268349,4.6111111110000005,35.27777778,3.979401984,71.5,8.057211275,3.166666667,1.5,8.333333332999999,2
104602511,2.722222222,211.4814815,572.4444444000002,0.7222222220000001,10.5,18.0,2.111111111,55.55555556,117.8333333,7.166666667,3.944444444,3.222222222,8.367247034,6.222222222,0.754936267,6.5,0.7983040109999999,21.33333333,1.277777778,0.122317035,0.295992896,0.444444444,0.042760943,55.0,24.33333333,2.654676805,79.33333333,31.5,3.5103761980000003,1.388888889,109.1666667,12.50567072,221.3888889,25.29768519,2.555555556,1.333333333,8.222222222000001,2
104602513,2.611111111,143.19722219999997,405.1666667,0.833333333,18.05555556,25.83333333,1.0,25.43518519,33.77777778,2.666666667,1.5,1.166666667,5.160246262,1.222222222,0.247883598,2.111111111,0.454761905,4.055555556,0.27777777800000003,0.053703704000000005,0.117989418,0.0,0.0,4.666666667,4.833333333,0.682275132,9.5,10.5,1.938624339,1.166666667,20.5,3.621164021,41.66666667,7.334126984,4.555555556,1.666666667,9.666666667000001,3
104602514,2.111111111,80.81851852,295.0,0.5555555560000001,7.894444443999999,14.44444444,0.7222222220000001,13.14074074,29.44444444,2.944444444,2.722222222,0.222222222,3.430776994,1.833333333,0.189780606,2.388888889,0.257149699,5.333333333,0.444444444,0.040731618,0.170281427,0.333333333,0.032601259,2.277777778,7.222222222,0.7588145409999999,9.5,14.61111111,1.528975096,2.944444444,24.77777778,2.653667214,51.83333333,5.543012224,3.611111111,1.666666667,8.333333332999999,2
104602515,1.222222222,63.85185185,181.7222222,0.333333333,13.38888889,15.11111111,0.444444444,7.0,11.88888889,1.388888889,0.611111111,0.7777777779999999,2.671711001,0.833333333,0.134722222,0.944444444,0.15555555599999998,1.277777778,0.333333333,0.054166667,0.059722222,0.0,0.0,1.777777778,1.611111111,0.248611111,3.388888889,5.722222222,0.8694444440000001,0.444444444,9.5,1.463888889,19.05555556,2.945833333,2.444444444,0.666666667,6.666666667,2
104602516,2.722222222,70.57804233,281.3333333,0.5,8.305555556,13.27777778,1.222222222,26.2962963,53.61111111,2.388888889,0.8888888890000001,1.5,6.897733784,1.722222222,0.42345679,2.222222222,0.50462963,6.222222222,0.5555555560000001,0.158950617,0.219135802,0.111111111,0.055555556,11.72222222,7.055555556,3.283024691,18.77777778,6.722222222,2.075308642,0.388888889,24.83333333,10.10864198,50.72222222,20.53271605,5.777777778,1.5555555559999998,9.0,1
104602517,0.944444444,54.92129629,127.3333333,0.333333333,7.277777778,10.61111111,0.388888889,8.138888889,8.555555556,0.944444444,0.7222222220000001,0.222222222,2.569109809,0.333333333,0.053030303,0.7777777779999999,0.23989899,0.611111111,0.166666667,0.015151515,0.058080808,0.111111111,0.01010101,0.944444444,1.111111111,0.123737374,2.055555556,4.333333333,0.563131313,0.7777777779999999,6.555555556,0.8560606059999999,13.72222222,1.767676768,0.111111111,0.055555556,8.722222222000001,3
104602519,2.166666667,142.91666669999995,297.55555560000005,0.444444444,8.444444444,10.72222222,1.388888889,40.17592593,78.77777778,4.166666667,2.888888889,1.277777778,8.25352812,2.166666667,0.43695055,3.0,0.62020757,5.444444444,0.611111111,0.091483517,0.093055556,0.388888889,0.05042735,10.72222222,6.5,1.176068376,17.22222222,7.055555556,1.489102564,2.166666667,25.22222222,5.298458486,51.66666667,10.70450244,7.0,1.944444444,9.555555556,3
104602520,2.277777778,154.74074069999998,440.83333330000005,0.833333333,22.0,27.11111111,1.166666667,27.51851852,55.94444444,5.444444444,3.722222222,1.722222222,6.088316824,3.777777778,0.417990806,3.333333333,0.374383256,9.333333332999999,0.5,0.049582362000000005,0.148774605,0.8888888890000001,0.078412328,8.5,11.77777778,1.101536195,20.27777778,12.27777778,1.198332686,3.611111111,34.66666667,3.5795049860000003,70.83333333,7.275435444,1.944444444,0.7222222220000001,5.1111111110000005,1
104602521,2.277777778,148.59933859999995,578.5555555999998,0.5555555560000001,11.83333333,17.16666667,0.8888888890000001,69.48611111,140.66666669999998,4.055555556,2.777777778,1.277777778,4.808510244,3.722222222,0.405374002,3.222222222,0.319671387,12.5,0.833333333,0.068809005,0.254157589,0.388888889,0.033542121,58.44444444,15.16666667,1.329375454,73.61111111,14.66666667,1.516884532,2.0,88.11111111,7.725099855,178.38888889999996,15.64725853,2.833333333,1.611111111,8.277777777999999,3
