username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050274,3.5,662.5,2.0,10.0,8.0,6.0,10.0,0.0,51.5,12.5,5.5,31.0,0.0,3.0,3.0,1.0,3.0,8.028333333,6.0,8.0
Y1050275,2.5,780.0,2.5,17.0,14.5,11.0,16.0,1.5,159.5,12.5,40.0,85.0,1.5,0.0,0.0,0.0,0.0,0.0,3.5,2.0
Y1050276,1.5,510.5,0.5,6.5,5.5,1.0,6.0,0.5,51.0,1.5,2.0,45.5,0.5,3.0,3.0,2.0,3.0,8.041666667,1.0,4.0
Y1050277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050278,1.5,201.5,1.0,5.0,3.5,1.0,4.0,1.5,8.0,0.0,1.5,5.0,1.5,3.0,3.0,3.0,3.0,5.708333333,2.0,5.0
Y1050279,5.0,2268.5,3.5,17.5,14.5,8.0,17.5,1.5,227.0,17.5,18.0,168.0,1.5,3.0,3.0,3.0,3.0,9.333333333,5.0,7.0
Y1050280,2.0,129.5,1.0,2.5,2.5,0.0,2.5,1.5,7.0,0.0,0.0,4.0,1.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0
Y1050281,0.5,126.0,0.5,1.5,0.5,1.5,1.5,0.5,20.0,1.5,2.0,14.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050282,2.0,336.0,2.0,5.5,5.0,2.5,4.5,1.5,47.5,1.0,4.5,17.5,1.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Y1050283,2.0,125.5,1.0,2.5,1.5,1.5,2.0,0.5,12.5,1.5,1.5,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Y1050284,4.0,175.5,3.0,4.5,0.0,0.5,4.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Y1050285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050286,3.5,1000.5,3.0,10.5,9.0,7.5,10.5,1.5,204.5,18.0,16.0,123.0,1.5,1.0,1.0,1.0,1.0,2.611666667,5.0,7.0
Y1050287,3.5,691.0,3.0,13.5,9.5,9.5,11.5,3.0,110.0,16.5,18.5,43.0,3.5,0.0,0.0,0.0,0.0,0.0,7.0,5.0
Y1050288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050289,3.0,1529.0,1.5,12.5,8.5,12.5,12.0,2.0,324.0,47.0,115.5,141.0,2.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0
Y1050290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050291,2.0,1143.0,1.0,15.5,9.5,6.0,14.0,4.0,89.0,6.5,5.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0
Y1050292,5.5,1576.5,5.0,10.5,1.5,7.0,10.0,0.0,135.0,77.5,15.0,30.5,0.0,3.0,3.0,2.0,3.0,6.5,4.0,5.0
Y1050293,2.5,989.5,2.0,13.5,12.5,3.0,13.0,3.5,86.5,2.5,2.0,75.5,4.0,3.0,3.0,1.0,3.0,6.625,9.5,8.0
Y1050294,2.0,401.5,1.5,6.5,6.0,1.0,5.5,2.0,20.0,0.5,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0
Y1050295,4.5,1273.5,3.0,12.5,5.0,10.0,8.0,2.0,52.0,9.5,4.5,22.0,2.0,0.0,0.0,0.0,0.0,0.0,4.5,3.0
Y1050296,1.0,731.0,1.0,11.0,8.0,5.0,8.5,3.0,60.5,9.0,13.0,23.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Y1050297,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Y1050298,1.5,150.5,1.5,4.0,3.5,1.0,3.5,1.0,16.5,1.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Y1050299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Y1050300,3.0,416.5,1.5,4.0,1.5,4.0,2.5,0.5,49.0,26.5,7.5,6.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Y1050301,1.0,134.0,0.5,2.0,2.0,1.5,2.0,0.0,13.0,4.5,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050302,2.5,223.5,1.5,5.0,2.5,1.0,4.0,1.0,13.0,2.0,0.5,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050303,3.5,755.5,3.0,9.5,6.0,7.0,7.0,2.0,113.0,27.0,29.0,36.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
