username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050274,2.8,662.6,2.0,14.0,10.8,6.4,13.8,0.2,85.6,16.8,9.8,54.6,0.2,2.0,2.0,0.8,2.0,8.166923077,6.56,8.0
Y1050275,1.0,312.0,1.0,6.8,5.8,4.4,6.4,0.6,63.8,5.0,16.0,34.0,0.6,0.0,0.0,0.0,0.0,0.0,1.4,2.0
Y1050276,2.2,601.6,1.4,8.2,6.4,2.0,7.6,0.8,41.6,2.2,3.0,33.6,0.8,2.0,2.0,1.2,2.0,8.121538462,1.2,4.0
Y1050277,0.2,98.8,0.2,0.6,0.0,0.0,0.6,0.0,1.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0
Y1050278,3.2,957.2,2.0,4.8,2.6,2.2,4.0,0.6,19.6,0.2,4.2,10.8,0.6,2.0,2.0,1.6,2.0,6.942307692,3.8,5.0
Y1050279,4.6,1783.6,3.4,13.2,11.0,6.0,13.2,1.0,184.6,11.0,13.4,138.6,1.0,1.8,1.8,1.4,1.8,8.692307692,5.2,7.0
Y1050280,2.0,99.2,1.4,3.0,2.0,0.4,3.0,0.8,9.4,1.0,0.4,5.4,0.8,0.2,0.2,0.2,0.2,0.0,0.54,1.0
Y1050281,0.2,50.4,0.2,0.6,0.2,0.6,0.6,0.2,8.0,0.6,0.8,5.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050282,0.8,134.4,0.8,2.2,2.0,1.0,1.8,0.6,19.0,0.4,1.8,7.0,0.6,0.0,0.0,0.0,0.0,0.0,1.2,1.0
Y1050283,1.6,70.0,1.0,1.6,1.0,1.0,1.2,0.2,7.4,1.6,0.8,3.2,0.2,0.0,0.0,0.0,0.0,0.0,2.94,2.0
Y1050284,2.4,127.2,1.6,2.6,0.2,0.8,2.4,0.0,15.4,0.4,0.2,12.2,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.0
Y1050285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050286,3.8,1143.4,3.2,10.6,9.0,6.2,10.6,1.4,237.0,17.8,11.2,123.6,1.4,1.2,1.2,0.8,1.2,3.59,7.1,7.0
Y1050287,2.6,595.0,2.4,12.2,9.0,8.8,10.4,2.6,91.6,9.2,20.2,41.6,2.8,0.0,0.0,0.0,0.0,0.0,7.0,5.0
Y1050288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050289,3.2,1262.4,2.2,10.0,5.6,9.8,9.6,1.0,268.6,39.0,92.6,114.4,1.0,0.0,0.0,0.0,0.0,0.0,7.52,6.0
Y1050290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050291,1.4,512.4,0.6,6.8,4.4,2.4,5.8,2.0,36.2,2.6,2.0,24.2,2.0,0.0,0.0,0.0,0.0,0.0,5.64,4.0
Y1050292,4.0,1057.0,3.4,8.4,1.8,6.0,7.4,0.0,97.0,47.4,16.8,22.8,0.0,1.2,1.2,0.8,1.2,3.0,3.94,5.0
Y1050293,2.4,847.6,2.0,10.8,10.0,4.2,10.6,3.2,81.8,5.6,6.2,63.2,3.4,1.8,1.8,0.6,1.8,7.288461538,7.6,8.0
Y1050294,3.0,635.4,2.6,8.8,8.2,3.4,7.8,3.0,64.4,16.6,8.6,30.0,3.0,0.0,0.0,0.0,0.0,0.0,4.26,4.0
Y1050295,3.6,841.6,2.2,7.6,3.6,6.0,5.4,1.0,48.2,12.2,4.6,20.6,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
Y1050296,2.0,742.6,1.8,8.2,5.6,5.0,7.0,1.6,60.0,14.8,13.6,19.8,1.6,0.0,0.0,0.0,0.0,0.0,0.8,2.0
Y1050297,0.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0
Y1050298,0.6,60.2,0.6,1.6,1.4,0.4,1.4,0.4,6.6,0.4,2.0,3.6,0.4,0.0,0.0,0.0,0.0,0.0,0.8,1.0
Y1050299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0
Y1050300,1.2,166.6,0.6,1.6,0.6,1.6,1.0,0.2,19.6,10.6,3.0,2.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0
Y1050301,0.4,53.6,0.2,0.8,0.8,0.6,0.8,0.0,5.2,1.8,0.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050302,1.0,89.4,0.6,2.0,1.0,0.4,1.6,0.4,5.2,0.8,0.2,2.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050303,1.6,350.0,1.4,5.2,3.4,3.6,4.2,1.2,53.4,11.0,14.2,18.2,1.2,0.0,0.0,0.0,0.0,0.0,0.8,2.0
Y1050304,0.2,26.8,0.2,0.6,0.2,0.0,0.6,0.0,2.6,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050305,2.0,283.8,1.0,2.4,0.8,1.0,2.4,0.2,15.4,7.2,1.0,5.6,0.2,0.0,0.0,0.0,0.0,0.0,1.8,2.0
Y1050306,2.2,156.6,1.6,2.8,0.2,1.6,2.6,0.0,20.6,2.0,5.0,9.8,0.0,0.8,0.8,0.8,0.8,2.461538462,0.6,1.0
Y1050307,0.4,131.6,0.4,1.4,1.0,0.6,1.2,0.2,8.2,3.0,0.4,3.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050308,3.8,701.6,3.6,5.6,2.8,3.8,5.6,0.4,131.8,15.0,19.8,77.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050310,0.2,36.4,0.2,0.8,0.6,0.2,0.6,0.2,2.2,0.0,0.6,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050311,4.8,1601.0,4.4,15.8,6.6,12.8,14.2,1.0,156.2,51.2,18.8,62.4,1.0,0.0,0.0,0.0,0.0,0.0,2.58,2.0
Y1050312,0.2,8.6,0.2,0.4,0.0,0.0,0.4,0.0,1.4,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0
Y1050313,1.4,265.4,1.4,5.2,3.0,3.6,4.8,0.0,42.0,5.2,9.2,18.4,0.0,0.2,0.2,0.2,0.2,0.384615385,1.6,3.0
Y1050314,0.4,357.8,0.4,4.4,3.0,1.8,4.0,1.0,23.6,2.2,2.2,15.2,1.0,1.0,1.0,0.6,1.0,1.461538462,1.0,3.0
Y1050315,0.6,498.6,0.6,5.4,4.0,5.0,5.4,0.4,141.8,51.2,22.4,56.6,0.4,0.2,0.2,0.2,0.2,0.230769231,1.34,2.0
Y1050316,1.2,532.0,1.0,5.2,4.6,1.2,4.8,0.8,31.2,1.0,3.8,21.2,0.8,0.2,0.2,0.2,0.2,0.0,0.8,1.0
Y1050317,3.4,1181.6,3.0,13.4,7.2,7.2,12.8,1.4,149.4,7.2,20.6,59.0,1.4,2.0,2.0,1.0,2.0,6.41,4.54,5.0
Y1050318,4.4,988.8,3.0,10.8,9.4,9.4,10.0,3.4,135.2,16.0,45.0,64.8,3.4,2.0,2.0,1.6,2.0,4.0,3.94,4.0
Y1050319,1.6,964.4,1.6,12.8,7.6,5.4,11.6,1.6,68.4,21.0,4.2,31.4,1.6,1.2,1.2,0.8,1.2,5.307692308,7.44,7.0
Y1050320,2.8,265.4,0.6,4.4,3.0,2.2,3.8,0.8,31.0,14.2,4.6,6.2,0.8,0.0,0.0,0.0,0.0,0.0,0.8,1.0
Y1050321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.0
Y1050322,4.2,727.8,3.6,11.0,6.8,7.2,10.6,1.2,144.4,13.6,18.8,102.6,1.2,2.0,2.0,1.4,2.0,7.807692308,10.16,9.0
Y1050323,5.6,1136.4,4.8,11.2,10.0,7.2,11.0,0.8,131.4,14.0,45.6,61.6,0.8,2.0,2.0,1.6,2.0,8.134615385,9.1,8.0
Y1050324,1.8,841.8,0.8,11.0,6.4,10.0,10.4,0.0,269.4,123.4,62.8,69.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.0
