username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050274,2.5,508.5,1.5,8.25,6.5,3.5,8.25,0.0,38.0,11.75,3.75,20.75,0.0,2.25,2.25,1.0,2.25,8.744285714,6.5,8.0
Y1050275,2.0,488.5,1.5,10.5,8.75,6.75,9.75,0.75,86.5,8.0,21.5,45.0,0.75,0.75,0.75,0.25,0.75,2.857142857,3.75,2.0
Y1050276,1.75,621.75,1.0,8.0,5.75,1.0,7.5,0.5,42.75,1.0,1.75,36.5,0.5,2.25,2.25,1.5,2.25,7.089285714,3.75,4.0
Y1050277,1.0,661.5,1.0,6.75,6.0,4.0,6.75,1.0,88.75,6.0,13.75,60.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0
Y1050278,3.25,383.5,2.25,6.25,4.0,2.0,4.75,1.5,14.5,1.25,2.5,6.75,1.5,2.25,2.25,1.75,2.25,6.863571429,4.5,5.0
Y1050279,4.5,2043.5,3.5,15.5,12.5,6.75,15.25,1.0,186.0,10.0,13.75,143.75,1.0,2.25,2.25,2.0,2.25,9.553571429,6.25,7.0
Y1050280,2.25,133.25,1.25,3.5,3.0,0.25,3.0,1.25,12.5,0.0,0.25,9.5,1.25,0.5,0.5,0.5,0.5,0.5,2.0,1.0
Y1050281,0.5,64.5,0.25,0.75,0.25,0.75,0.75,0.25,10.0,0.75,1.0,7.25,0.25,0.0,0.0,0.0,0.0,0.0,1.5,1.0
Y1050282,1.5,293.5,1.5,3.75,2.75,1.75,3.0,1.0,42.0,5.25,2.5,11.5,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Y1050283,1.75,254.75,1.25,4.0,1.5,1.75,3.75,0.5,24.0,4.5,6.25,8.5,0.5,0.25,0.25,0.25,0.25,0.428571429,3.25,2.0
Y1050284,3.0,256.75,2.5,4.5,0.75,1.25,4.25,0.25,22.75,1.0,1.75,16.5,0.25,0.0,0.0,0.0,0.0,0.0,4.5,3.0
Y1050285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050286,3.5,829.5,3.0,8.75,8.0,4.5,8.75,1.5,159.0,10.25,8.75,89.5,1.5,1.25,1.25,1.0,1.25,3.833571429,6.75,7.0
Y1050287,3.0,591.5,2.5,10.25,8.0,6.5,9.0,2.25,80.75,10.25,12.25,39.25,2.5,0.0,0.0,0.0,0.0,0.0,7.5,5.0
