username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050274,2.0,737.5,2.0,11.5,9.0,6.0,11.5,0.0,60.5,22.0,7.0,28.0,0.0,1.5,1.5,0.5,1.5,9.083333333,4.5,8.0
Y1050275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Y1050276,1.5,571.5,1.0,8.0,7.0,1.0,7.0,1.0,54.5,1.5,2.0,48.5,1.0,1.5,1.5,1.0,1.5,8.75,2.5,4.0
Y1050277,0.5,247.0,0.5,1.5,0.0,0.0,1.5,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050278,3.5,380.0,2.5,5.5,2.0,3.0,4.5,0.5,14.0,0.0,3.0,7.0,0.5,1.5,1.5,1.5,1.5,6.0,3.0,5.0
Y1050279,4.0,1485.0,3.0,13.0,11.0,3.0,13.0,0.5,139.0,2.0,2.5,124.5,0.5,1.5,1.5,1.5,1.5,10.0,5.5,7.0
Y1050280,1.5,129.5,1.0,3.0,2.5,0.0,3.0,0.5,6.0,0.0,0.0,4.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Y1050281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050282,0.5,62.5,0.5,1.5,1.0,0.5,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050283,1.5,140.5,1.5,3.0,2.0,1.5,2.5,0.5,13.5,1.5,1.5,7.0,0.5,0.0,0.0,0.0,0.0,0.0,3.5,2.0
Y1050284,3.0,198.5,2.0,3.5,0.5,1.5,3.0,0.0,22.0,0.0,0.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Y1050285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050286,3.0,593.0,2.5,6.0,5.5,1.0,6.0,1.5,138.0,0.5,0.0,83.0,1.5,0.5,0.5,0.5,0.5,2.833333333,4.5,7.0
Y1050287,2.5,531.5,2.0,10.5,8.0,7.0,9.0,1.0,75.0,10.5,13.0,38.5,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0
Y1050288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050289,3.5,924.0,2.0,7.0,2.0,6.5,7.0,0.0,170.5,22.0,58.0,73.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0
Y1050290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050291,1.5,760.5,1.0,12.0,7.0,4.5,10.5,4.0,74.0,2.0,3.5,54.5,4.0,0.0,0.0,0.0,0.0,0.0,5.5,4.0
Y1050292,3.5,729.5,3.0,6.0,0.5,3.5,6.0,0.0,60.0,30.5,7.5,18.5,0.0,1.5,1.5,0.5,1.5,3.5,4.5,5.0
Y1050293,1.5,892.5,1.5,13.5,12.5,5.0,13.0,4.5,78.0,9.0,9.5,53.0,4.5,1.5,1.5,0.5,1.5,9.166666667,7.0,8.0
Y1050294,1.5,409.5,1.5,5.0,5.0,2.5,5.0,1.5,55.5,15.0,2.5,33.5,1.5,0.0,0.0,0.0,0.0,0.0,3.5,4.0
Y1050295,5.5,843.0,3.5,7.0,4.0,5.0,6.0,0.5,66.5,19.0,6.0,32.5,0.5,0.0,0.0,0.0,0.0,0.0,6.0,3.0
Y1050296,2.5,885.5,2.0,13.5,9.0,7.0,10.5,3.0,72.5,15.0,14.0,26.5,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Y1050297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050298,1.0,68.0,1.0,2.0,2.0,0.5,1.5,0.5,11.0,0.5,4.5,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050300,1.5,212.5,1.0,3.0,0.5,3.0,1.5,0.0,34.5,17.5,6.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050301,0.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050303,2.5,614.0,2.5,10.5,7.0,7.0,8.0,3.0,120.5,24.0,33.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Y1050304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050305,2.5,385.0,0.5,1.5,0.5,1.0,1.5,0.0,18.0,14.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0
Y1050306,4.0,280.0,2.5,4.5,0.5,2.5,4.5,0.0,37.5,3.0,9.0,21.5,0.0,0.5,0.5,0.5,0.5,1.166666667,1.5,1.0
Y1050307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050308,6.0,1378.0,6.0,9.5,4.5,7.0,9.5,1.0,244.0,22.0,41.0,151.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050311,5.5,1653.5,5.0,15.0,7.0,10.5,15.0,1.0,158.0,37.5,19.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
Y1050312,0.5,21.5,0.5,1.0,0.0,0.0,1.0,0.0,3.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050313,2.5,557.0,2.5,10.0,6.0,7.0,9.5,0.0,89.5,12.5,18.5,42.5,0.0,0.5,0.5,0.5,0.5,0.833333333,2.5,3.0
Y1050314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,1.5,2.166666667,1.5,3.0
Y1050315,0.5,171.5,0.5,3.5,0.5,3.0,3.5,0.0,54.0,15.0,7.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Y1050316,1.5,279.5,1.5,7.0,5.5,2.5,6.5,1.0,55.0,2.5,6.0,34.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Y1050317,4.0,1272.0,3.0,13.0,8.5,7.0,12.5,2.0,241.0,7.5,29.5,58.0,2.0,1.5,1.5,0.5,1.5,6.666666667,5.5,5.0
Y1050318,4.5,1024.0,4.0,12.5,10.5,11.0,11.0,3.0,157.0,26.0,49.0,74.5,3.0,1.5,1.5,1.5,1.5,5.0,5.0,4.0
Y1050319,1.0,252.5,1.0,1.0,1.0,0.0,1.0,0.0,3.5,0.0,0.0,3.5,0.0,1.0,1.0,1.0,1.0,6.333333333,6.5,7.0
Y1050320,6.0,362.5,1.0,5.5,3.0,3.0,4.0,1.0,36.5,13.0,7.5,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0
Y1050322,4.5,859.5,4.0,10.5,6.5,7.0,10.5,1.0,151.0,5.0,21.5,117.5,1.0,1.5,1.5,1.0,1.5,7.916666667,9.5,9.0
Y1050323,6.0,1037.0,5.0,11.0,9.0,5.0,11.0,0.5,88.0,4.0,35.0,43.0,0.5,1.5,1.5,1.5,1.5,8.666666667,9.0,8.0
Y1050324,3.0,1553.5,1.0,20.5,12.0,19.0,19.0,0.0,540.0,249.5,120.0,138.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.0
Y1050325,1.5,636.0,1.5,5.0,3.0,4.0,5.0,0.0,75.0,15.5,11.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0
Y1050326,1.5,611.5,1.5,8.0,6.5,3.5,8.0,0.0,66.5,10.0,12.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0
Y1050327,1.5,955.0,1.5,24.0,18.5,10.5,20.0,4.5,80.5,1.5,14.5,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050328,3.5,1752.5,1.5,12.0,11.0,12.0,12.0,0.5,361.5,188.0,44.5,116.0,0.5,1.5,1.5,1.0,1.5,10.0,7.0,7.0
Y1050329,3.0,1431.0,2.0,12.0,3.5,11.0,11.0,0.0,131.5,60.5,18.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
Y1050330,3.5,223.0,3.0,6.5,4.5,1.0,6.0,2.0,35.5,0.0,1.0,29.5,2.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0
Y1050331,2.5,559.5,2.0,13.5,9.0,11.0,13.0,0.0,125.0,30.0,24.5,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Y1050332,3.0,1202.5,3.0,13.5,11.5,12.0,13.0,3.0,179.5,62.5,44.5,44.5,3.5,1.5,1.5,1.0,1.5,7.666666667,4.0,4.0
Y1050333,1.5,297.5,1.0,1.5,0.0,0.0,1.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Y1050334,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Y1050335,1.0,86.0,1.0,1.5,0.5,1.0,1.0,0.0,17.5,4.0,0.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050336,1.0,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0
Y1050337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Y1050340,2.5,329.0,2.0,5.0,3.5,2.0,5.0,0.5,44.0,5.5,7.0,29.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.0
Y1050342,0.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.0
Y1050343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050344,4.5,548.0,2.5,10.5,5.5,6.5,10.0,1.5,71.5,16.5,1.5,44.5,1.5,0.5,0.5,0.5,0.5,1.5,5.0,4.0
Y1050345,0.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Y1050346,5.0,408.0,1.0,6.0,1.5,3.5,5.0,0.5,53.5,2.0,5.5,38.5,0.5,1.5,1.5,0.5,1.5,2.083333333,1.5,5.0
Y1050347,4.0,935.0,3.5,14.0,11.0,6.5,12.0,3.0,73.0,11.5,10.5,29.5,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
Y1050348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050349,5.0,399.0,2.5,3.0,0.0,0.5,3.0,0.0,6.5,1.0,0.0,5.0,0.0,1.5,1.5,0.5,1.5,8.166666667,3.5,6.0
Y1050350,5.0,739.5,3.0,7.0,4.5,6.0,5.5,1.5,187.5,64.0,59.0,34.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050351,5.5,572.0,5.5,13.0,10.5,6.5,12.0,1.5,101.0,20.5,17.0,56.0,1.5,1.5,1.5,1.0,1.5,6.333333333,5.0,7.0
Y1050352,5.5,1269.0,5.0,16.0,14.0,7.5,11.0,4.0,88.5,33.0,18.0,15.5,4.5,1.5,1.5,0.5,1.5,8.5,5.5,8.0
Y1050353,5.5,1503.5,5.0,22.0,14.5,14.5,20.5,2.5,246.0,82.0,38.5,95.0,2.5,1.0,1.0,0.5,1.0,5.083333333,3.5,5.0
Y1050354,4.0,1138.0,3.5,13.0,12.5,10.0,13.0,2.0,148.0,7.5,25.5,105.5,2.0,1.5,1.5,0.5,1.5,4.666666667,7.0,5.0
