username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050274,3.0,762.0,2.5,21.5,16.5,9.0,21.0,0.5,141.5,18.5,17.0,98.5,0.5,2.0,2.0,1.0,2.0,8.0,8.4,8.0
Y1050275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Y1050276,3.5,887.5,2.5,12.5,9.0,4.0,12.0,1.0,49.5,4.0,5.5,35.5,1.0,2.0,2.0,1.0,2.0,7.3325,0.5,4.0
Y1050277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Y1050278,3.5,1914.0,2.0,4.5,2.5,2.5,4.5,0.0,33.0,0.5,7.5,19.0,0.0,2.0,2.0,1.0,2.0,8.5,5.5,5.0
Y1050279,4.5,1412.5,3.0,9.0,7.0,5.5,9.0,1.0,150.5,10.0,13.5,102.0,1.0,1.5,1.5,0.5,1.5,6.75,5.5,7.0
Y1050280,2.0,80.0,2.0,3.5,1.5,1.0,3.5,0.5,13.5,2.5,1.0,6.5,0.5,0.0,0.0,0.0,0.0,0.0,0.35,1.0
Y1050281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Y1050283,1.5,26.0,1.0,1.0,0.5,1.0,0.5,0.0,5.0,2.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,2.0
Y1050284,1.5,60.0,0.5,1.0,0.0,0.5,1.0,0.0,13.0,1.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Y1050285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050286,4.0,1460.0,3.5,13.0,10.5,8.0,13.0,1.5,301.0,26.5,12.0,147.5,1.5,2.0,2.0,1.0,2.0,5.5,9.25,7.0
Y1050287,2.0,591.5,2.0,13.5,10.0,10.5,11.0,3.0,88.0,3.5,28.0,39.5,3.0,0.0,0.0,0.0,0.0,0.0,7.5,5.0
Y1050288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050289,2.5,762.0,2.0,5.5,3.5,5.5,5.0,0.5,177.0,28.5,58.0,71.5,0.5,0.0,0.0,0.0,0.0,0.0,8.8,6.0
Y1050290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
