username,active_sum_count,active_num_days,problem_num_days,problem_sum_count,video_num_days,num_watched,num_complete,complete_rate,seek_video_sum,pause_video_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050424,773.5,1.833333333,1.666666667,77.66666667,1.666666667,8.5,7.833333333,0.60154992,6.5,8.5,0.166666667,0.166666667,0.166666667,0.166666667,0.0,2.966666667,1
Y1050425,0.666666667,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050426,483.1666667,1.666666667,1.166666667,53.0,1.5,6.833333333,4.833333333,0.476851852,3.5,6.166666667,0.0,0.0,0.0,0.0,0.0,5.666666667,1
Y1050427,982.5,2.833333333,2.0,96.0,2.166666667,12.5,10.5,0.6382987379999999,6.5,11.33333333,1.833333333,1.833333333,1.0,1.833333333,7.801111111,9.733333333,3
Y1050428,239.1666667,1.666666667,0.666666667,12.66666667,1.5,5.333333333,4.0,0.566666667,2.333333333,5.0,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050429,286.5,1.0,0.5,3.833333333,0.833333333,7.166666667,6.5,0.317460318,4.833333333,6.333333333,0.0,0.0,0.0,0.0,0.0,0.333333333,0
Y1050430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050432,54.33333333,0.166666667,0.166666667,7.166666667,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050434,207.0,1.666666667,1.333333333,21.16666667,1.666666667,3.5,2.666666667,0.502777778,1.0,3.333333333,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0
Y1050436,80.33333333,0.333333333,0.166666667,8.166666667000001,0.166666667,1.666666667,1.666666667,0.166666667,0.333333333,0.833333333,0.0,0.0,0.0,0.0,0.5555555560000001,0.666666667,0
Y1050437,55.83333333,0.333333333,0.166666667,2.5,0.166666667,0.166666667,0.166666667,0.166666667,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050438,469.0,0.833333333,0.5,29.5,0.833333333,6.333333333,4.0,0.287037037,4.666666667,6.166666667,0.666666667,0.666666667,0.333333333,0.666666667,0.8888888890000001,0.833333333,0
Y1050439,329.1666667,3.333333333,1.833333333,42.5,1.5,3.333333333,0.166666667,0.016666667,0.0,3.333333333,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050440,854.3333332999997,2.0,1.666666667,77.5,1.833333333,12.5,9.666666667000001,0.394563008,7.5,11.16666667,0.666666667,0.666666667,0.333333333,0.666666667,2.111111111,1.0,0
Y1050441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050442,244.1666667,0.833333333,0.333333333,10.5,0.166666667,1.833333333,1.666666667,0.151515152,1.666666667,1.833333333,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050443,13.0,0.166666667,0.0,0.0,0.166666667,0.166666667,0.0,0.0,0.166666667,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050444,122.5,1.833333333,0.5,2.5,1.333333333,4.0,2.166666667,0.449074074,0.5,3.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.462777778,1.666666667,0
Y1050445,372.3333333,2.333333333,0.833333333,13.16666667,1.5,8.0,3.166666667,0.245072751,4.666666667,7.833333333,0.0,0.0,0.0,0.0,0.0,3.5,0
Y1050446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050447,119.3333333,0.333333333,0.333333333,2.833333333,0.333333333,1.833333333,1.833333333,0.333333333,1.166666667,1.833333333,0.0,0.0,0.0,0.0,0.0,1.166666667,0
Y1050448,897.1666667000003,3.833333333,3.0,72.33333333,3.166666667,10.66666667,7.833333333,0.56503268,3.666666667,10.33333333,0.166666667,0.166666667,0.166666667,0.166666667,1.0555555559999998,2.666666667,0
Y1050449,742.6666667000002,2.833333333,1.166666667,39.5,2.166666667,9.666666667000001,6.166666667,0.495833333,7.833333333,9.333333332999999,0.0,0.0,0.0,0.0,0.0,3.333333333,0
Y1050450,515.6666667,1.833333333,0.833333333,39.66666667,1.166666667,7.833333333,5.833333333,0.484126984,3.666666667,7.5,0.166666667,0.166666667,0.166666667,0.166666667,0.236111111,2.0,0
Y1050451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050452,855.6666667000003,2.166666667,1.666666667,98.16666667,1.5,12.0,10.66666667,0.762237762,7.333333333,11.0,0.0,0.0,0.0,0.0,0.0,5.783333333,1
Y1050453,554.5,2.5,2.166666667,42.66666667,2.166666667,7.166666667,7.0,0.8205128209999999,2.0,7.0,0.166666667,0.166666667,0.166666667,0.166666667,0.375,2.333333333,0
Y1050454,1155.666667,3.666666667,2.166666667,103.8333333,2.666666667,13.33333333,5.666666667,0.360476191,12.33333333,11.16666667,2.166666667,2.166666667,1.0,2.166666667,8.166666667000001,8.233333333,3
Y9999984,1008.333333,3.5,2.166666667,57.83333333,3.0,14.83333333,13.33333333,0.853959627,11.16666667,14.16666667,1.166666667,1.166666667,0.833333333,1.166666667,4.027777778,6.55,2
Y9999985,845.6666667000003,1.333333333,1.333333333,102.8333333,1.0,3.833333333,0.666666667,0.066666667,3.666666667,3.166666667,0.0,0.0,0.0,0.0,0.0,8.15,1
os0,489.90360546938933,1.617965904764702,1.1179659047647024,52.821430538795255,1.4350656503204693,6.882034095235298,4.882034095235297,0.4580629776387395,3.4837664125557675,6.247834604026363,0.01623358744423306,0.01623358744423306,0.01623358744423306,0.01623358744423306,0.0,5.798158725035304,1
os1,217.47739216424458,1.858274988046416,0.5333666733591482,9.092175104402685,1.4666333266408518,3.883383343088772,2.0584750284015048,0.2729295750982325,1.2750250050443859,3.8083916784035337,0.0,0.0,0.0,0.0,0.0,5.105964193032254,1
os2,805.293285890085,1.9623121806299133,1.666666667,85.5988657833753,1.6021772431850432,9.854277897405538,8.929653537080391,0.6637259179435409,6.822447118300911,9.467341355289667,0.10217724318504323,0.10217724318504323,0.10217724318504323,0.10217724318504323,0.0,4.05653792703507,1
os3,1112.5512975000918,4.869798110931196,4.2194066801014145,114.16790266654392,4.6543057355181885,14.690770513058776,11.800164846047672,0.7863520867912144,9.881541026801118,14.190770513058776,2.0,2.0,1.4348990554167722,2.0,6.550348854503608,5.6547589675775125,1
os4,685.3795943068102,1.382973508179487,0.9160669583653318,59.051793907749726,1.0661869002724094,8.5,5.581534208897433,0.2974119944602523,5.148920525538461,7.899520233272409,0.4669065499134355,0.4669065499134355,0.166666667,0.4669065499134355,2.3018391050384976,2.9216306845179485,1
os5,770.5463204622299,1.8182378668733743,1.6415075567688302,77.0427207366655,1.6465393788211022,8.5,7.757856002366871,0.591355618688516,6.4547136016201225,8.479872711821104,0.17673031107435344,0.17673031107435344,0.166666667,0.17673031107435344,0.07715460466061552,2.965157120387337,1
os6,1429.4179013384023,3.2958132855006568,2.6734299821010308,107.06586055967816,2.955716637052765,15.704186715418187,13.799516759494846,0.8680004092975008,11.942190004810126,14.653140035797938,1.7822866549517342,1.7822866549517342,1.115619987951734,1.7822866549517342,6.410252418995986,4.224476660802437,1
os7,593.6363698142005,2.6951515977420684,1.9757579873939772,34.80425197872717,2.3618182639129777,10.84908950601757,8.552726943519001,0.7705727686873577,7.092725130800773,9.296362565814931,0.0,0.0,0.0,0.0,0.0,7.1097564473296675,1
os8,675.7799826391798,4.4379529155761865,2.987590583515237,72.12128646098358,1.751177527917163,5.183786195795262,4.7907608348476245,0.5485138932547391,2.9651268060218867,4.825634028825738,0.0,0.0,0.0,0.0,0.0,4.275289845008022,1
os9,712.2182823476677,4.751600995926169,3.0004574277291995,83.79223845184644,1.4579902623907721,4.081274909344631,3.0,0.3908538683739469,3.2483990040738306,3.6241995016615727,0.04155230988002859,0.04155230988002859,0.04155230988002859,0.04155230988002859,0.11080615934765776,3.9785377039661856,1
os10,449.0268441202202,1.3627513326422658,0.8627513326422662,49.3530159877072,0.8921693312845322,6.124197553237175,4.124197553237175,0.42242045454140265,2.5882539969267984,5.356225774974156,0.0,0.0,0.0,0.0,0.0,6.092148135100827,1
os11,942.2459646372744,2.4292532530653443,1.0,20.108349075252626,1.4333963052361207,11.85404859747912,8.21255510028476,0.5709649308774168,10.52071525845426,11.29987405822757,0.5541745382764078,0.5541745382764078,0.38750787127640784,0.5541745382764078,2.39733496907114,4.8084750200250586,1
os12,1106.9450218024165,4.955170335769001,4.294907906527265,112.34661123390705,4.788503668807426,14.91674490918099,12.467978811400807,0.8222356427517872,10.33348981863096,14.391127958455336,1.9743830490053684,1.9743830490053684,1.4679788112855294,1.9743830490053684,6.514658556918102,5.770524857521898,1
os13,240.5238581040353,1.8819222460639973,1.0771506278170186,13.422849374085805,1.471438285246979,4.760013598838351,3.455241980591372,0.4098293566091998,1.926680265838351,4.333333333,0.24381729481701864,0.24381729481701864,0.18286297102133248,0.24381729481701864,0.9736437300678666,5.167869209769872,1
os14,1016.0161298725508,4.200875609799216,3.5342089427992165,124.98002406787556,3.554734308486956,9.246304388252877,2.9105073137547968,0.2750960792927753,5.545428778453663,8.266829753940616,1.5205253656877398,1.5205253656877398,1.0205253656877398,1.5205253656877398,4.727766498211553,4.984208942799216,1
os15,1045.9686805372262,4.456008069379688,3.789341402379688,121.10201067049587,3.9629462438769423,11.083258097967056,5.972096829945092,0.4494429653593566,7.127250028587367,10.256862939464307,1.6736048414972546,1.6736048414972546,1.1736048414972546,1.6736048414972546,5.320184069594375,5.239341402379688,1
os16,462.6691400885688,1.4841961038017821,0.984196103801782,50.81035324162138,1.1350588736035638,6.407568685780785,4.4075686857807845,0.4441712774218007,2.9525883104053463,5.6800784982281245,0.0,0.0,0.0,0.0,0.0,5.922125455477506,1
os17,1008.2912284565359,4.496866378450359,2.0062672430945834,35.638078025722635,3.3349001437771717,12.003917026919426,10.339600573127488,0.7802371140614587,9.981981676100137,11.334900140805376,2.1627496400617727,2.1627496400617727,1.6619662346778874,2.1627496400617727,4.556686271105987,4.620583693933527,1
os18,1157.2556277031972,3.3757415022807327,2.8757415022807327,123.10587309767023,3.0,12.124258494719268,7.466784541135242,0.6037965595233729,6.3970929296537635,11.818208608411114,2.0969750551003723,2.0969750551003723,1.3182086079200122,2.0969750551003723,7.457743742136331,4.389086622686961,1
os19,1539.6815698861328,4.028543803981632,2.6546928432828154,87.71722438901989,3.430938568490816,13.521166136712287,10.578253746946237,0.7186174002723851,10.521166135469183,12.964078529434078,1.3784471176604467,1.3784471176604467,0.8499033136788154,1.3784471176604467,5.8630869020694885,4.333333333,1
os20,1254.7229540729284,3.1497983346838416,2.579116250539635,103.00604995423174,2.9040154181442057,15.296387912639927,11.50201665316159,0.7173264985047222,9.70562873909757,14.44618624574786,1.9040154181442064,1.9040154181442064,1.0,1.9040154181442064,5.811714350741877,4.7758617947785655,1
os21,1062.9661574805946,4.2725715484716495,3.709823231868132,104.93553872723035,4.10590488209516,13.649061445469252,11.980408251135144,0.8382428298498719,7.7981228953030755,12.733388048871404,1.5843265990375843,1.5843265990375843,0.9804082492646132,1.5843265990375843,5.468982224615658,5.575496632830547,1
os22,240.40836507309564,1.8403447552583376,1.0586717430052637,13.441328258980713,1.4483396792530738,4.727675550424709,3.446002538171636,0.4082559515712402,1.894342217424709,4.333333333,0.2253384100052637,0.2253384100052637,0.16900380741944587,0.2253384100052637,0.8998513834293146,5.25241010774138,1
os23,1043.82006436391,4.4377063983424,3.7710397313423996,121.380196071106,3.9336635702128895,10.951486066445877,5.752476777409793,0.4369363663934199,7.013779668103474,10.114109905316363,1.6626238388704897,1.6626238388704897,1.1626238388704897,1.6626238388704897,5.277687589428795,5.2210397313424,1
os24,704.9956071337791,5.174732461965352,3.166666667,74.21961295392072,2.179204645290524,6.6110846688791325,4.797476538498413,0.475369586777941,4.0940745063118325,6.02954813963741,0.2114678281519313,0.2114678281519313,0.15860087103464804,0.2114678281519313,0.6872704412558753,4.14650217758662,1
os25,992.0579061001463,2.481954568540488,1.778345482025909,55.80389217319181,2.167518223038864,10.461354468072656,7.054987850974091,0.5358694745617829,8.609124145244355,9.831630221587238,0.11082725898704547,0.11082725898704547,0.07388483925081213,0.11082725898704547,0.5500726288462539,3.3792984687443353,1
os26,243.04899915468982,2.757689913176113,1.4663807022836852,12.840308335910539,1.9663807022836852,5.457975877892427,3.607832896009056,0.4367981467768772,2.6918811402746288,4.333333333,0.666666667,0.666666667,0.5,0.666666667,2.620422228521345,3.20475692998904,1
os27,1241.7820236273724,2.9458243775749677,2.556245522287484,115.25603059782377,2.7791577112374943,14.873019657725349,12.754318914925339,0.8321532428581321,10.650107467800176,14.043826124150035,1.8354032335249777,1.8354032335249777,1.2249820888124616,1.8354032335249777,6.5374898547897935,4.22291218895001,1
os28,363.5217911642788,1.3355952722732087,0.6689286062596372,19.818216600911416,0.677976363338901,4.5384529675631216,3.0339290890302744,0.22218978481914028,2.3469049686121095,4.5248813319510095,0.16440472772679113,0.16440472772679113,0.16440472772679113,0.16440472772679113,0.42471221288319866,4.9864283643878915,1
os29,599.2855761943333,2.7704743491758808,2.3523717463707885,43.54169117849278,2.4371410157987268,9.568602728027255,8.251435936427939,0.7783272223271426,5.134333585838713,8.317166793107933,0.0,0.0,0.0,0.0,0.0,6.077834748709388,1
os30,669.5695373788948,2.945609938363852,2.5543900616361483,72.6149947315149,2.050893579218254,7.040404132964571,4.631701845821053,0.4670553683501377,4.5104894462536835,5.479021107492632,0.11227660536385144,0.11227660536385144,0.11227660536385144,0.11227660536385144,0.2994042800720577,4.846153870040316,1
os31,565.1340285450736,0.6947216645003342,0.5187033316762412,63.04343168925674,0.6900458315742602,6.671342499898019,4.9953241670739255,0.2588187351742035,3.985972501249833,5.5187033316762415,1.295926669675573,1.295926669675573,0.8099541684257398,1.295926669675573,2.375865561233874,2.102868324177244,1
os32,366.93939978064697,3.2563869426943537,1.126064490701188,20.88047399099264,1.0609032643264116,3.2350971339653034,1.6944949577882982,0.21611921426723052,2.0160431259792353,2.8205594476112923,0.5854623145241824,0.5854623145241824,0.2927311568229945,0.5854623145241824,1.674910103768656,3.751178516744364,1
os33,526.1449891197241,1.1570422902801,0.8269170823501919,58.26611855774022,1.075313019569958,6.748395937219766,4.918270729289858,0.3625295488029301,3.75481218835995,5.826917082350192,0.6794991687899921,0.6794991687899921,0.42468698043004205,0.6794991687899921,1.245748476199923,3.798043952190492,1
os34,243.0366657443153,2.7497612924475905,1.4628568708470242,12.823570136593007,1.962856870847024,5.453571088600566,3.6016661909962213,0.4358511170822719,2.6945240138508035,4.333333333,0.666666667,0.666666667,0.5,0.666666667,2.6160409314367,3.2017616732728995,1
os35,406.3269970619936,1.349613595310077,0.7581401308806182,38.12707396625887,1.0488407854790718,6.581401309099226,4.672874773528684,0.3759763012989023,2.731787713789149,5.656594511218607,0.0,0.0,0.0,0.0,0.0,5.067743474516584,1
os36,238.04392333861398,1.3566522759835475,0.8200082227408193,13.463458738277659,1.1799917772591808,4.313345667591241,3.276701614348513,0.38391011010624426,1.4900061672956206,4.3100143900364385,0.0,0.0,0.0,0.0,0.0,6.23103227519374,1
os37,1125.3723793974334,4.255614561851224,3.6819960748291782,120.46328406154207,3.8098033554756463,13.232084582093716,8.498928268763963,0.622042520386928,6.9641691680954505,12.732084582093716,2.0,2.0,1.1278072806464672,2.0,6.3947556890560575,5.048252713016506,1
os38,701.6293257322154,3.0476309660968286,2.5136088474649854,83.18367772925468,1.8231266974063645,6.272093519438185,3.0,0.3152448082586722,4.952369033903171,4.4761845169413785,0.16326445512865032,0.16326445512865032,0.16326445512865032,0.16326445512865032,0.4353718790369519,4.647954501738197,1
os39,1286.6344445044294,3.4738888690306786,2.286481488203292,88.37240814070925,3.0937036905934154,13.284166757861946,10.609814939457001,0.6979144124228309,9.864814880111258,12.758055623892625,0.91935187475069,0.91935187475069,0.4662037201879531,0.91935187475069,3.943541717919469,4.273425922578076,1
os40,1062.78591606016,4.5992553911301615,3.932588724130162,118.92465137328784,4.192141958712082,12.114638814983024,7.691064691638372,0.5473322128727471,8.01538342385286,11.374192049564938,1.7595532345819187,1.7595532345819187,1.2595532345819187,1.7595532345819187,5.6528043508320245,5.382588724130162,1
os41,628.1806481457965,3.4560109673884587,2.8223360755971147,51.55979057219546,2.9670082257913446,10.108583889874648,8.207559211566599,0.7278026926124047,4.641575663149288,8.849134873470533,0.20755921156659932,0.20755921156659932,0.1556694085971148,0.20755921156659932,0.6745674373579438,5.149209923170804,1
os42,557.420133330953,0.7861907777474045,0.5796827405381111,62.098250852675235,0.7662700925829957,6.686587352044885,4.98007931483559,0.2793376902624646,3.9402379446262987,5.579682740538111,1.1739678520433021,1.1739678520433021,0.7337299074170043,1.1739678520433021,2.1522743955594663,2.4382550727803247,1
os43,601.0155945222183,2.6561768435058237,2.4895101774240587,51.855390000473186,2.35009835502452,8.350098355024521,7.754706399086434,0.7412774583293793,3.540882266818928,7.336470932724288,0.10901937815655227,0.10901937815655227,0.06813711133762458,0.10901937815655227,0.19986885996730666,4.953657417104312,1
os44,620.8398526962999,3.2669776082550857,2.7750777358137717,51.339251652576415,2.825233206441314,9.620247711798381,8.14454809182397,0.7451055712580218,4.2950145047065975,8.439562595663281,0.1445480918239693,0.1445480918239693,0.10841106881377144,0.1445480918239693,0.4697812982652836,5.169688537108425,1
os45,647.8963353251518,3.963711066209751,2.9492611003024374,52.15210735584596,3.347783299907313,11.420142479342484,8.37679257792498,0.6813311426248994,5.572359177739606,9.94915175340383,0.37679257792497983,0.37679257792497983,0.2825944333024377,0.37679257792497983,1.2245758778322928,5.094209079047213,1
os46,371.77761986550973,1.3108504266408292,0.666666667,23.353863327203154,0.6441837605059317,4.657380345188684,3.089931625841376,0.24274332359527925,2.288367520146761,4.544965812853238,0.14418376050593168,0.14418376050593168,0.14418376050593168,0.14418376050593168,0.3724747142798641,5.184359832927607,1
os47,1253.0665002284484,3.1726459736143333,2.5848281602808254,102.3206207866597,2.9211511473335072,15.233556905384017,11.273540263856676,0.7043204406035943,9.539983356945754,14.406202877525251,1.9211511473335072,1.9211511473335072,1.0,1.9211511473335072,5.825194457692702,4.819843499686347,1
os48,1145.3003961593647,3.6527871593088177,3.1250281440097303,123.66858043666168,3.0138795076911817,12.041525944951351,5.555405455642529,0.4689385719693877,4.416497804941619,11.541525944951351,2.0138795076911817,2.0138795076911817,0.8472128406911822,2.0138795076911817,6.226633160487429,4.548555762186439,1
os49,1168.678972597214,3.2060878618813997,2.7060878618813997,121.12658063765491,3.0,12.2939121351186,8.710911237510118,0.6850369065152992,7.6977708392688795,12.100964678005385,2.153526268679919,2.153526268679919,1.600964675478438,2.153526268679919,8.16463391035378,4.343845651687602,1
os50,592.5389061578826,2.680518749049692,1.9025937435809104,33.106841523914596,2.3471854151328047,11.097847934490336,8.611258338551895,0.7690663215031663,7.473179198295092,9.486589599605992,0.0,0.0,0.0,0.0,0.0,7.310226475187829,1
os51,1055.541845337812,4.1573383212537784,3.611051894281033,103.68443512437851,3.9906716549760586,13.435056880367966,11.898098803475133,0.8409450904783969,7.370113765791901,12.453535926037194,1.5184790406132609,1.5184790406132609,0.8980988013082876,1.5184790406132609,5.2924558951833305,5.542572853667772,1
os52,1228.4756350610558,3.5015594508125414,2.671345019428266,92.81812796512209,3.1651072161874594,14.309941567858667,7.975048787046129,0.5174731108256344,7.1385965524304025,13.809941567858667,2.165107216187459,2.165107216187459,0.9984405491874591,2.165107216187459,6.020459384277456,5.440799240227529,1
os53,1270.046534078835,2.9384386132740654,2.5262763201079306,109.34684159335458,2.745495627166134,15.877627148339787,13.615613867259347,0.8376433847696376,11.237986718446583,14.816065759086829,1.7454956271661344,1.7454956271661344,1.0,1.7454956271661344,5.687012115278139,4.36899433137386,1
os54,378.37525899440766,1.4411956899136509,0.4509419531726988,8.341119214776258,1.2059784502739048,7.951595414117904,5.6965589176638725,0.3856376608386672,4.059131040382538,6.765109490656444,0.05880431008634938,0.05880431008634938,0.05880431008634938,0.05880431008634938,0.15191113424272512,5.215724713180127,1
os55,404.2166024592225,1.5264356468533122,0.8862046267066245,34.34927435498736,1.5,7.254026392598678,5.394257412745365,0.3841435667998075,3.3597689798533117,6.306897686305303,0.0,0.0,0.0,0.0,0.0,4.264356468057281,1
os56,675.5662639852352,2.9558783058645153,2.544121694135485,74.60705802307027,2.00982010927721,6.906915355702384,4.323650821417249,0.4379958541671784,4.602904753574825,5.2941904928503485,0.122544972864515,0.122544972864515,0.122544972864515,0.122544972864515,0.3267865933250136,4.812268257355899,1
os57,1010.752501892931,3.7706619534084536,2.0,47.533169749257354,3.0018160391670827,11.138055035557027,8.94096069653826,0.6971870003211107,9.138055035557029,10.471388367148316,1.30472170255703,1.30472170255703,1.0036320789363449,1.30472170255703,2.7432610154783257,4.072978304763933,1
os58,1203.3969788334794,3.3509404934449165,2.666666667,105.09552833140604,3.092136913498869,13.438976289775145,8.447178520112429,0.6011222137419984,7.539315433611297,13.088035799460476,2.166666667,2.166666667,1.2981190135573453,2.166666667,7.051564147169629,4.950650652392062,1
os59,473.90251084424943,1.5841964368790578,1.084196436879058,52.010357238548686,1.3350595397581158,6.640902796161095,4.640902796161095,0.4620813900761173,3.2525893096371736,5.946746053234193,0.0,0.0,0.0,0.0,0.0,5.7821249891693185,1
os60,1128.31896269951,5.4201279383778385,4.0182373793741695,79.22309826758453,4.728301348878184,16.89057572175498,11.659744125765092,0.6754557177702349,11.44528786087749,16.285543735112395,1.5798720616221626,1.5798720616221626,1.0798720616221626,1.5798720616221626,5.874367437341883,4.953580655538777,1
os61,555.1500780147262,0.8131084297291122,0.5976278418682222,61.820101782287324,0.7887014692254463,6.691073627357224,4.975593039496334,0.2853760355845867,3.926779118635444,5.5976278418682215,1.1380776494099976,1.1380776494099976,0.7112985307745537,1.1380776494099976,2.0864756907272555,2.536953130055559,1
os62,1082.786678175953,5.164554807100399,3.044300410669523,49.0991114750453,4.092824541277489,15.417710435539838,10.808015338733542,0.6717012499803652,11.139236811846613,14.751043765539839,1.6919846616841654,1.6919846616841654,1.1919846616841654,1.6919846616841654,5.069794394237726,4.531223906111504,1
os63,768.7104193386449,2.030841813572144,1.7160437869208387,82.11060748065125,1.666666667,8.944394081065125,7.635824852724119,0.6107351009652723,5.166817756804623,8.796262720710084,0.7591921084201674,0.7591921084201674,0.5123065076309226,0.7591921084201674,2.11630336817361,2.8777878507869747,1
os64,761.9970357085672,2.3076823752048217,1.7852539270175634,88.33952011427206,1.666666667,9.567285344427207,7.358984291506702,0.6236096400724424,3.2981439667183787,9.211523562951474,1.5897137929029426,1.5897137929029426,0.996777489969034,1.5897137929029426,5.082649984446169,2.7532095981145583,1
os65,952.0958804703523,2.6276947802559394,1.0,20.14442935254972,1.5777174158316294,11.583446515044887,8.338836072123481,0.6248570198215546,10.250113176344756,11.011231836603589,0.5722146771414367,0.5722146771414367,0.4055480101414367,0.5722146771414367,2.3692524862339432,5.133197518946132,1
os66,258.7147089044461,2.0243643672116463,0.7520355643696448,11.552924682684045,1.0853688981257514,4.04879114267181,2.7236000676626024,0.3159540628656252,1.6625955375046038,3.967493373797561,0.4877866122699182,0.4877866122699182,0.2438933061349591,0.4877866122699182,0.8276112854033301,5.819936051343577,1
os67,897.8035155683197,2.641787069784016,1.735934482919059,119.94388220326485,1.7045520122073778,4.9404864951264384,2.3777215530991733,0.3339490965936442,2.760814080135044,4.0725192538649555,1.3084537367840157,1.3084537367840157,0.9058525868649564,1.3084537367840157,4.3645319637644,6.147059279952852,1
os68,998.2383329759283,4.222769033322885,1.8960383875090767,33.73925527215239,3.0907562372225006,12.069307742007155,10.073429299084577,0.7413668588262877,10.138615482974695,11.419968007768848,1.993397312813808,1.993397312813808,1.5280511836094617,1.993397312813808,4.339950722972551,4.535230070479469,1
os69,1260.5743212614211,3.847206128884344,1.7221578475373742,47.95587099830457,2.7545920775171613,11.851701645180016,10.143416593137774,0.8728892509352205,9.916570103222824,11.124855156959093,1.1481052319045564,1.1481052319045564,0.8008991030202129,1.1481052319045564,4.268336123476253,5.930636023578282,1
os70,399.50914194755364,1.5180742604985356,0.8694818539970715,33.23720997185897,1.5,7.279110551612837,5.427702958114303,0.3786157613967179,3.351407593498536,6.315259072609909,0.0,0.0,0.0,0.0,0.0,4.18074260466002,1
os71,1027.4145931345224,3.939981476725493,3.386657404862746,108.27192559626208,3.613342595137254,11.606879680676231,8.733842722348129,0.6575926059899874,5.900046308006214,10.493537090299363,1.3866574048627458,1.3866574048627458,0.7733148104055477,1.3866574048627458,4.748830433971828,5.2900277847317065,1
os72,406.2531147878653,1.3502674207436085,0.7584670435964032,38.09536343269434,1.050802261781628,6.584670436268844,4.67647081341605,0.3759358263923171,2.734403015525237,5.659536725672441,0.0,0.0,0.0,0.0,0.0,5.063101313933212,1
os73,997.8463952434797,3.33816454031253,2.134299575004245,61.63646663221857,2.886715178209061,14.574396595199179,12.799276313429464,0.8278330288244697,10.584059014950327,13.875362842620813,1.150483121002123,1.150483121002123,0.8171497870992239,1.150483121002123,4.105998250112688,6.6778500131598975,2
os74,1608.5974317903203,3.8017125773636447,1.9591560953660372,58.41763139273854,2.914360879250598,13.472990817376285,9.270091821375509,0.5488461109036706,11.919632716604676,13.027009182623715,0.3241101850023922,0.3241101850023922,0.2430826387517941,0.3241101850023922,2.2851869142134547,7.6200268208850375,2
os75,1043.3344228372207,3.698699469599288,2.1986994695992883,50.46146454116593,3.1346338643046137,10.278781478568966,8.849349734347694,0.8398307935123509,6.019027495880466,10.262765077893963,1.5480492039469815,1.5480492039469815,1.0,1.5480492039469815,4.329777803341091,7.335079112639295,2
os76,1076.934869263705,3.992153155012312,2.492153155012312,51.635279289860925,2.8411801780112285,11.305869372672564,8.996076577494385,0.6788107894386051,9.24701803806481,11.143126135013397,1.9882297325066984,1.9882297325066984,1.0,1.9882297325066984,5.4830507881675485,5.060813048707548,2
os77,928.3177033642661,1.744775200295516,1.744775200295516,101.16223223604806,1.744775200295516,13.849271194573287,10.135844794474906,0.6093096445319169,6.937829327997212,11.6980154683523,1.619906931588131,1.619906931588131,0.9323410661761492,1.619906931588131,6.048646112755723,6.281476084894744,2
os78,951.7760839772498,1.6705398189527845,1.6705398189527845,104.6512951582656,1.6705398189527845,15.259743442757662,12.065964718739586,0.6297763285600799,8.422536960642201,12.143427758190336,2.1395546032143136,2.1395546032143136,1.1550472110951686,2.1395546032143136,7.067403000470603,4.952662753247653,2
os79,669.4458470106076,3.6276802270340096,2.162628733475898,38.46797801984441,2.956975627509908,9.80506780017005,7.440823895808654,0.6786425664969571,6.650514934113285,9.309105733089307,1.9650514933484209,1.9650514933484209,1.1317181599532664,1.9650514933484209,5.584563236634307,6.6708298148682905,2
os80,720.7919187806737,3.2535788071136538,1.9637015433008491,48.038340008734856,2.4708591575281567,8.586401753376197,5.637525823788892,0.574816520288459,6.2024547351794865,8.15899866499229,1.4856847722846478,1.4856847722846478,0.8261757195119557,1.4856847722846478,4.80287094229176,6.909918582022888,2
