evaluation_num,pMAPC,pMSE,mean_train_score,mean_test_score
1.0,0.842956574211,37.6731412269,0.966100028855,0.927036795151
2.0,0.84090267269,39.6555180324,0.966197592977,0.93312468337
3.0,0.84266884002,37.8774014497,0.96612769719,0.928557818116
4.0,0.843902236451,35.6125726685,0.966028029699,0.939580119716
5.0,0.85014220011,34.4220435977,0.965925044029,0.929280918959
6.0,0.837994300801,39.6005341086,0.966184144228,0.930665846577
7.0,0.84864468412,34.7806905751,0.965966495372,0.941746130961
8.0,0.849966082214,34.894459351,0.965856761854,0.914137886483
9.0,0.842050242817,39.2667369266,0.966207982034,0.927364174082
10.0,0.841726847268,39.4416576179,0.966166608154,0.922312014606
11.0,0.848358463621,35.8098354712,0.96600304737,0.932963764958
12.0,0.843296769045,38.5923422942,0.966189890144,0.933123171519
13.0,0.842156004298,38.2492037371,0.966169581619,0.936168407907
14.0,0.84150542154,36.5481188457,0.966001212508,0.931816067068
15.0,0.840349879725,38.0669759818,0.966109881997,0.935173865458
16.0,0.850636878178,34.0075709803,0.965804790823,0.923220206875
17.0,0.843577492681,37.1150910292,0.966069562308,0.936305798628
18.0,0.84753085239,36.361497423,0.966048432584,0.934495714044
19.0,0.842155265907,36.9355524679,0.966078017384,0.933873372331
20.0,0.843094423339,38.1355024552,0.966160605676,0.934162432234
21.0,0.844640556828,38.1499299627,0.966113609945,0.932482856226
22.0,0.843743293522,36.8293741935,0.966094691515,0.932635651234
23.0,0.842749277618,36.7176958894,0.96604463889,0.929479469326
24.0,0.848808917473,34.7099765148,0.965947136738,0.939878316042
25.0,0.847153373957,35.2452461992,0.965974428941,0.930584758112
26.0,0.84309907907,37.5554861572,0.96609787825,0.917473167699
27.0,0.849224473413,35.6549915288,0.966001136202,0.93750925087
28.0,0.84719784586,35.9567429096,0.966005908066,0.939470670258
29.0,0.848393875181,35.1517814335,0.965976919521,0.940706411861
30.0,0.843893325004,36.7492575645,0.966055471815,0.932480125075
31.0,0.838460302514,39.2999065709,0.966153741204,0.925205524657
32.0,0.841029893042,38.026513761,0.966090415634,0.928935185043
33.0,0.843856043724,36.9019671812,0.966052392733,0.93469688592
34.0,0.843742784135,35.9763976181,0.965845280413,0.917915965221
35.0,0.843308402211,37.8441610073,0.966108379416,0.932402990326
36.0,0.838206400452,41.8590334591,0.966207672846,0.916388880073
37.0,0.845731253625,36.3318310066,0.965986349479,0.931874740014
38.0,0.844374820769,36.7808559912,0.966054174344,0.926525355177
39.0,0.841150189165,37.7692723724,0.966142697975,0.935681568391
