,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24,comp 25,comp 26
complete_rate,0.156354997998,-0.0845427981643,0.052667338361,0.0984540606373,-0.0620231711433,-0.00274080709469,-0.219322745355,-0.00250450239878,0.190586020562,0.184749946785,-0.0670399501892,0.171636389435,-0.200560127361,0.107279205427,-0.093428892443,0.0448433052498,-0.182650947829,0.0450549724628,0.0287849050329,0.136795703136,0.0209011557607,0.203505899384,0.355404681216,0.207964546016,-0.141187162553,-0.0382975444559
incomplete_rate,0.065160466774,-0.111976870398,-0.28278890362,-0.0451899206897,-0.37553607161,0.0426833875052,0.0736458325997,0.124587055248,-0.26847836066,-0.385139903085,0.0757254316375,0.0106801617245,0.126677146508,-0.0861523915868,0.175992800235,0.128379068757,0.0274059199505,-0.0801400024919,-0.399048913406,-0.0965523760946,-0.136996595353,0.15185163121,-0.193532035085,0.138927261381,0.0594215228386,-0.0131217428838
watched_time_hour,0.127359830565,-0.0951610736452,-0.0140161715528,0.0743169027274,-0.243382516634,0.0228035993097,-0.253571837128,0.101039615806,-0.134737761801,0.0808992105921,0.0678006258369,-0.143293847675,-0.513202850664,-0.160075031523,0.045600760533,-0.419908772308,0.516322311474,0.106987154627,0.032274276446,0.0337577930309,-0.0301880672198,-0.057650534352,-0.0507411818717,-0.109192022436,0.00430949974201,0.0170428309746
watched_time_weekday,0.11913350014,-0.0939258718699,-0.122212565656,0.0473219463323,-0.275534493573,0.0925572922261,-0.240615155856,-0.0243132154261,0.188681769293,-0.189325645752,0.13228431648,0.358524447984,-0.00448479187494,0.282329611223,-0.0568963363349,0.385962098126,0.222093572845,-0.182730546558,0.358669644591,-0.102817178306,0.145073900507,-0.138010000645,-0.114076148808,-0.212877890559,-0.157168021189,0.0259246211388
seek_video_sum,0.154415799428,-0.0913837327878,-0.185179389232,0.0738301804857,0.087570869693,-0.0633539874307,0.0915986223651,-0.093481359811,0.14192352985,-0.0265551527339,0.0271769041804,-0.141254576887,-0.0766910622419,-0.0532399446752,-0.0490198843399,-0.0410153597989,-0.13805680653,0.0994227489674,0.108159346944,-0.337888007097,0.20252907459,-0.00114058239142,-0.158328618949,-0.0430644941777,0.109071808218,0.203742543774
seek_video_avg,0.147012423873,-0.0778922626563,-0.217816044115,0.00606115496551,-0.0650445436735,-0.150770472649,-0.12191839308,0.0143569340865,-0.0576239090962,0.0527431434359,0.0873126284443,-0.146200334629,-0.116566841547,-0.0434772522003,0.0861870401906,-0.0337468141918,-0.353973781137,0.286135213773,0.0613542587828,-0.466210540753,0.31733344557,0.0961871998825,-0.0643652111702,0.0103326625438,-0.133462368112,-0.169926770578
pause_video_sum,0.16001731116,-0.114947112775,-0.0691012688284,0.086063922968,-0.0235133609125,0.0557181600115,0.134034567081,-0.0985593279031,0.227651349412,-0.0413577476749,-0.0958726803578,0.0478109530628,-0.0977218388806,-0.0102187448762,-0.109085647232,-0.0975894976606,-0.113096276429,-0.0402267370224,-0.0612946436064,0.128158983358,-0.0785256161279,-0.0969951717097,-0.14506634022,0.0253976963841,0.186856333358,-0.127238547583
pause_video_avg,0.153807679092,-0.110233934584,-0.0965155082064,0.0447903705651,-0.227386918308,0.0140688590527,-0.127937117517,0.0578705579414,0.019190306634,-0.0221763121793,-0.0176183144289,0.191273951641,-0.109445835924,0.026124153408,0.0290090605813,0.0814591293925,-0.126910969133,0.00578345890551,-0.210019219224,0.117936686503,-0.126604957983,0.262627091304,0.22565561313,0.210436561822,0.0627075467665,-0.0835397592079
stop_video_sum,0.132125166506,-0.0250624703412,0.163753091804,0.303402442775,0.0809225952936,0.042123239515,0.0215377512306,0.0199186328825,0.0705430004998,-0.191006496566,-0.00330686230665,-0.146831151912,0.0296452999712,-0.226642490235,0.274456690999,0.118257258758,-0.0363290258438,0.0882350619751,0.122930989558,0.11642719178,-0.1158480692,0.124516414798,-0.00551124339809,-0.0971268377376,-0.242706244013,0.011694268538
stop_video_avg,0.123946703154,-0.0221637054832,0.19187769083,0.281462741793,-0.0180936186126,0.0520467974423,-0.250239862703,0.191125966684,0.0306181921358,-0.0273795987021,-0.00390174641425,-0.218512365821,0.263760187773,0.000676899999947,-0.241746895175,-0.0124957791598,0.0598227770094,-0.134765407806,-0.11322640574,-0.111615828969,0.107624858072,-0.0672478377209,0.0282526100171,0.102561275438,0.165606619945,-0.043080750514
video_forward_seek_sum,0.106359600003,-0.0454481065415,-0.247203741117,-0.0692167884794,0.376708631883,0.168313257851,-0.0358473297132,0.2417901851,-0.0195785105574,-0.0606937436186,-0.172705191984,-0.0628919834624,-0.0952644701017,0.0649818517843,0.00778618168248,0.10644917931,0.143425893359,-0.0549414926669,-0.0574621217878,-0.0339162905181,-0.0347423833333,-0.00558913930918,-0.00200326051921,-0.00517517912416,0.0642136953627,0.37973687027
video_forward_seek_avg,0.10235340282,-0.0363089827099,-0.268818341147,-0.10195029973,0.301674498642,0.12931314967,-0.157038268026,0.326819010063,-0.140773384268,-0.000599101319079,-0.184302215892,-0.0755254608016,-0.141099646322,0.0408200770687,0.0656858324649,0.0726228283775,-0.158804035673,-0.196376750161,0.0757196702398,0.0909402862852,-0.0585129167533,-0.0903398531469,0.0390627165102,-0.0589962841078,-0.0754335752205,-0.350019335137
video_backward_seek_sum,0.129459980548,0.0444438029172,-0.197352808637,0.0857890155708,0.169036281797,-0.328154899878,0.0101413309738,-0.206845754227,0.0712873062125,-0.00492345213479,0.248574450072,-0.0806078548676,0.0421610286002,0.0594072863799,0.039381153157,0.0793652174533,0.193801744155,-0.126016291358,0.0208627539557,0.0359882782621,-0.0579296845879,0.220360017292,0.113517295427,0.0623509681146,0.121561269841,0.157603338279
video_backward_seek_avg,0.12341858824,0.0642508473511,-0.207387924805,0.0375301634756,0.0583293300304,-0.37066890907,-0.200568233776,-0.128605974869,-0.0394023201994,0.117678182931,0.298214184624,-0.121177350923,0.106588157788,-0.00967503589208,-0.0584945046357,-0.0255313037542,-0.0538789657873,-0.0776414625698,-0.0363034646197,0.214453733896,-0.189442162802,-0.168554604043,-0.0665233207526,-0.0437376567041,-0.0570468377178,-0.146929397293
video_pause_forward_seek_sum,0.155946016295,0.168101843085,0.046041330584,-0.0446928359279,-0.0468981127751,-0.0271961553316,0.0534203340046,-0.0626630803378,0.0937567465174,0.0594581331654,-0.0586323515773,0.185990602106,0.172015704126,-0.144348282844,-0.0176319963876,-0.184745325917,0.117568452605,-0.0326733026153,-0.100139591085,-0.0320086816358,0.138790576909,0.113942017855,-0.0459703579396,-0.120594705305,-0.197121081152,-0.286064054432
video_pause_forward_seek_avg,0.145854950856,0.190319837607,0.0701148471004,-0.0580854331466,-0.120780494443,-0.035604943263,-0.0694231083471,0.0179494062574,0.0249157740102,0.0605581206705,-0.0169506888707,0.229859727752,0.201738099076,-0.205193026138,0.1208740706,-0.11064634134,-0.0382680230384,0.089016277423,0.16011836012,-0.0504082584521,-0.0425754229471,-0.0348948362099,-0.0580300956355,0.039049146305,0.202779140071,0.254809011185
video_pause_backward_seek_sum,0.119034756334,0.216632523176,0.199676366958,-0.0651662563049,-0.102395485885,0.13563990432,0.164337716431,-0.0291417232599,-0.112775719579,-0.0740709763601,-0.0450445924949,-0.176524189582,-0.237636761981,0.159017686829,-0.0773741716829,0.129673458428,-0.0552921567048,-0.0486105669388,-0.0421282944325,-0.0224297954308,0.090690029423,-0.0312995136818,-0.0203781885356,0.0230335486099,-0.033922765425,0.00499152425658
video_pause_backward_seek_avg,0.11154420023,0.223742961307,0.214191936712,-0.0835584786638,-0.136731557585,0.137272797816,0.103789751278,-0.00250752866641,-0.14487008404,-0.0816853368184,-0.0354809294583,-0.166942296996,-0.232460377297,0.167528181506,-0.0424385229108,0.131975257476,-0.122114250462,0.0113943466646,0.0334166459795,-0.00331096822085,0.0455014938506,-0.0363770502669,0.0267154266556,0.013867455009,0.0237592159607,0.0560136032502
video_stop_backward_seek_sum,0.0962637952011,-0.0732561951403,0.0618729494071,0.34555760532,0.162608248594,-0.130522163161,0.278621297376,0.00759983238707,-0.233535365482,-0.101208054377,0.0620588814136,0.306771382269,-0.128895641451,-0.0175821234241,0.275105691145,0.0433936510404,0.125671626212,0.018315173949,0.0345111389868,-0.0600023521547,0.215785049495,-0.348922485228,0.271362185723,0.174157240358,0.301052421987,-0.21941612019
video_stop_backward_seek_avg,0.0841404608745,-0.102060588935,0.111269302393,0.28466981535,0.115853145851,-0.14115822616,0.152256998165,0.20106969641,-0.434995280257,0.0396763336523,0.0749800486056,0.325665572127,0.0283115147561,0.355994880272,-0.243726342487,-0.256237766673,-0.156191159374,0.0391765576154,0.024112633619,-0.00597669996748,-0.135175231876,0.182295428378,-0.224406332143,-0.201181211283,-0.169567918649,0.149761868529
all_type_video_forward_seek_sum,0.16437642507,0.101630243188,-0.0830110407776,-0.0653529823925,0.143463234936,0.05952462334,0.0222094150214,0.0682399472183,0.0593623119872,0.0148482114171,-0.124353823206,0.106480945554,0.0809889279089,-0.0749964706768,-0.00919920550472,-0.0848887782896,0.153655778867,-0.0500194824585,-0.100517345441,-0.0396263252857,0.0851150145424,0.080813697526,-0.0346974682606,-0.0906903126303,-0.114340053447,-0.0308419510297
all_type_video_forward_seek_avg,0.159578550248,0.134082871247,-0.0621421480691,-0.090225251808,0.0365387242377,0.0283945358584,-0.123213186656,0.156788502539,-0.0418471158931,0.0474099495315,-0.0937275772111,0.148102140291,0.0973435470922,-0.143809044575,0.123915794823,-0.0553545810753,-0.0995456054446,-0.0157331300423,0.159107179004,-0.000174768169274,-0.059160769725,-0.066889475797,-0.0287452452826,0.005045705901,0.126533304187,0.0474264235771
all_type_video_backward_seek_sum,0.155622497987,0.164215086972,0.00834087616827,0.0146973187593,0.0392413296525,-0.11419385519,0.114334174641,-0.143989507816,-0.0315013514311,-0.0514507090825,0.122847872952,-0.157741682045,-0.127521198931,0.137231392149,-0.0221008471869,0.131369800812,0.0838546016555,-0.107232486435,-0.0137864188478,0.00680270001819,0.0253065497711,0.109497356728,0.0591788284499,0.0546353866433,0.0557833207644,0.0961375114141
all_type_video_backward_seek_avg,0.149501448362,0.190011846244,0.02744275553,-0.0323639917225,-0.0586281983324,-0.123377752953,-0.0439595736467,-0.0744769021811,-0.127290671335,0.0129396950634,0.150321244058,-0.181712562013,-0.0972141701594,0.113367168642,-0.0659488334109,0.0729299240816,-0.117016273534,-0.0370061264595,0.00205419749341,0.122688826182,-0.0806889226665,-0.121239010667,-0.0229163845653,-0.0182000004426,-0.0188153677463,-0.0455309793514
all_type_video_seek_sum,0.167733386107,0.131978875287,-0.0485605353466,-0.0348500353367,0.106234614798,-0.0101734523086,0.061460067593,-0.0170999394714,0.0241081925677,-0.0120867190176,-0.0268610853358,0.00115016402441,-0.00226179810071,0.0100551566467,-0.0149552543432,0.00141773801472,0.131173082642,-0.0759376572272,-0.0687334096538,-0.0220079593164,0.0638697704412,0.0961802109219,0.00285917865285,-0.0341244921969,-0.048470081646,0.0206430389484
all_type_video_seek_avg,0.162147828735,0.163481150453,-0.0269082311743,-0.0696127086169,-0.00215251783104,-0.0345894048829,-0.0949639747766,0.0656758402156,-0.0797812393625,0.034858773939,0.00549222881828,0.0149313149162,0.0192132496424,-0.0411804516548,0.0489082831003,-0.00346017085564,-0.111197437227,-0.0254051598022,0.099485585703,0.0517889617547,-0.0707999569834,-0.0927429657849,-0.02751028435,-0.00457119417288,0.0704680709324,0.0101359314781
video_pause_sum,0.155636037127,0.177388406087,0.0991767519496,-0.0471730629104,-0.0698947617512,0.0350718769595,0.104018609489,-0.0603369839525,0.0382998125613,0.00956610989574,-0.0593884571098,0.0686440491145,0.00947698667189,-0.0295950905599,-0.0504247557779,-0.0797917795876,0.0479382570078,-0.0475056215769,-0.0998510058345,-0.00649740433224,0.108798784793,0.0427967916332,-0.0428466244438,-0.0616575353114,-0.111287052001,-0.199175860253
video_pause_avg,0.145984888064,0.198525205005,0.119723445634,-0.0668471082108,-0.146182743373,0.0286866893256,-0.0133438804291,0.0134311269732,-0.0375980117303,0.00446755493963,-0.0220916864351,0.109107330427,0.027715694142,-0.0634261257457,0.0661387473614,-0.0116003848482,-0.0774552742624,0.0559156375071,0.0893120246892,-0.00860466090526,-0.0282106411287,-0.0171131491532,-0.00471922655183,0.0432283063657,0.140149928841,0.175000999137
video_stop_sum,0.131116566809,-0.0229064254049,0.169769397381,0.305682340937,0.0826812672502,0.0467141304925,0.0269332673582,0.0255830460141,0.053464073223,-0.194010756148,-0.00271997709029,-0.142711260166,0.0212548408131,-0.201776654559,0.27156198451,0.127392994711,-0.0477032556941,0.0896899043585,0.149869420329,0.122576616895,-0.114380093528,0.151284483166,-0.0334441313166,-0.107814036781,-0.250926735673,0.0375555319612
video_stop_avg,0.124101162844,-0.0199097312653,0.196929758945,0.282591141599,-0.0168036081733,0.0589026910851,-0.242436272499,0.191987171318,0.0168625574142,-0.0317444000914,-0.00328111987482,-0.214971470444,0.254160922935,0.0176908212861,-0.233333550153,-0.00285975526535,0.0460635116429,-0.126787178625,-0.0815553034172,-0.106323922051,0.113592635622,-0.0394017225489,0.00573061306149,0.0892918808318,0.139300702675,-0.0346006951622
video_play_sum,0.170216778915,0.116830941365,-0.0506977145713,-0.0265005463875,0.0993894777135,-0.00519220311503,0.0680789311199,-0.0227865215278,0.0377825846543,-0.0164671571606,-0.0315330310915,0.00137838795831,-0.00833185937265,0.00837883899292,-0.0227659655568,-0.00462149576036,0.11604004313,-0.0730415973264,-0.0663286468693,-0.0124816780505,0.055486213399,0.0831126090791,-0.00923348417607,-0.0338614266192,-0.0381292101531,0.0189421185835
video_play_avg,0.165115139213,0.148691869916,-0.0321407811259,-0.0632212292235,-0.0174954786426,-0.0316843790083,-0.0992609264515,0.0667515460023,-0.0758098560079,0.0297804757973,0.0042924460485,0.022947172586,0.0124493760847,-0.0368371146741,0.0476770582701,0.00304018539339,-0.114555790834,-0.0246634008074,0.0837850182959,0.0532946855375,-0.0710893285531,-0.0739057246429,-0.0147368036687,0.0104730804336,0.0625188750436,0.00731747567067
video_events_sum,0.168500794956,0.139746654351,-0.0103544152799,-0.0337218089194,0.0592407307514,0.00373493759617,0.0761672901619,-0.03074143957,0.0337162355628,-0.00928415840756,-0.0375831871825,0.0182180598461,-0.00143633021524,-0.00193561561205,-0.0260404298352,-0.021536667702,0.10502571264,-0.0679173909853,-0.0761205323267,-0.013914762954,0.0727017740289,0.0792452467154,-0.013939533305,-0.0422909627391,-0.0629739037609,-0.0372489829194
video_events_avg,0.161576816704,0.169599505169,0.012131237322,-0.0659232175884,-0.0477023209283,-0.0162300919111,-0.076591338762,0.0535349857157,-0.0676336431135,0.0248744181905,-0.00249842159872,0.0429863441009,0.0205448186841,-0.0461183726493,0.0526470645541,-0.00331015993299,-0.104402056422,-0.0037147060675,0.0916585741476,0.0358718037941,-0.0595386022975,-0.066238009769,-0.0167521161827,0.0146530614741,0.088286346798,0.0544180088652
mt_practice_sum,0.111514467605,-0.211390995075,0.20492785188,-0.232829033198,0.0744537981197,-0.137011122682,-0.0361222587746,-0.0231372303386,-0.0355399506849,-0.11961005627,0.0118951988257,0.0232612061047,0.0131135323264,-0.0933305196546,-0.0850108475814,0.035301046209,-0.00806790862312,0.0255164891414,-0.033917853529,-0.0326830275281,-0.00151502803166,-0.0347196667085,0.0258235674162,0.00593461198922,-0.0200520873703,0.0148984557485
mt_unit_sum,0.111514467605,-0.211390995075,0.20492785188,-0.232829033198,0.0744537981197,-0.137011122682,-0.0361222587746,-0.0231372303386,-0.0355399506849,-0.11961005627,0.0118951988257,0.0232612061047,0.0131135323264,-0.0933305196546,-0.0850108475814,0.035301046209,-0.00806790862312,0.0255164891414,-0.033917853529,-0.0326830275281,-0.00151502803166,-0.0347196667085,0.0258235674162,0.00593461198922,-0.0200520873703,0.0148984557485
mt_online_num_day,0.105997007334,-0.223579891146,0.18284990503,-0.221498124698,0.0905043954388,-0.149494808635,-0.0701402620783,-0.0239910138035,-0.0158256090512,-0.166861756851,-0.00306751574577,0.0443166342969,-0.0623741706943,-0.0891298145284,-0.0341570008798,0.0218851186881,0.000872082057783,-0.0657138005799,-0.0620934453541,-0.100294749948,-0.10969511926,-0.291759246201,0.123453415873,-0.0648617149968,-0.181402183774,0.0754501422494
mt_online_practice_num_day,0.111514467605,-0.211390995075,0.20492785188,-0.232829033198,0.0744537981197,-0.137011122682,-0.0361222587746,-0.0231372303386,-0.0355399506849,-0.11961005627,0.0118951988257,0.0232612061047,0.0131135323264,-0.0933305196546,-0.0850108475814,0.035301046209,-0.00806790862312,0.0255164891414,-0.033917853529,-0.0326830275281,-0.00151502803166,-0.0347196667085,0.0258235674162,0.00593461198922,-0.0200520873703,0.0148984557485
hw_mean,0.118446389787,-0.187257687754,0.205332873628,-0.225568348868,0.0991691883982,-0.0763366397747,-0.0198290816325,0.0303326101709,-0.0271425399759,-0.055926865134,0.0102925953849,0.011524468085,-0.0840757296527,0.0111884952282,0.0244649984308,0.0209014168621,0.0735637661082,-0.0942822502999,0.222331226078,0.11546044187,0.0857610769972,0.477363287843,-0.246160566664,0.0596876511694,0.326129599711,-0.188793954565
qz_mean,0.125782042138,-0.134213708512,0.090154416587,-0.120520762876,-0.0614579804028,-0.0553696655722,-0.0539027153362,-0.0266155015999,0.174087597103,-0.0598032442918,-0.153369218721,-0.179475550994,0.218448174264,0.60889826343,0.52373364969,-0.363315266132,0.00978750165949,-0.0130726595955,-0.0113976356347,-0.0116131031401,-0.00530731551527,-0.0521391461487,0.061292591409,0.0112773221682,0.00876123042341,0.00986575520757
Regression P>|t|,0.0,0.0,0.0,0.0,0.075,0.0,0.002,0.31,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.473,0.073,0.299,0.619,0.098,0.018,0.082,0.412,0.001,0.443
