,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24,comp 25
video_backward_seek_sum,0.14549250464919164,0.08078695072063634,-0.06277975834690751,-0.18262469063329556,-0.05949254396991804,-0.22418352254733462,0.10177377184284635,0.26301950621391973,0.040986972616523606,-0.16888765647079065,-0.04704169231836341,0.1882704942538897,0.06700817856016089,0.019650962051009142,0.14720973237756352,0.09106452595792054,-0.07481388365337449,0.1496849160101409,-0.16767348557022255,-0.011888587630314917,0.11002069384862932,0.14892233213057932,-0.113180886791028,-0.07457938183672741,0.06556361780658743
video_backward_seek_avg,0.1273963339163594,0.0895362760648336,-0.0637786781064536,-0.19168726014380194,-0.1325293513193543,-0.248990478648278,0.21076711583557278,0.2511332448187417,-0.11097975446732603,-0.08768457774349489,-0.08100040700967581,0.2999629562501388,0.11637005279907311,0.012130769014342874,-0.020818894825466484,0.0744787023049238,0.0004562622919217921,0.02647539641938952,-0.20079544188508808,-0.02395584398020012,-0.07059403157194377,-0.14920868332788204,0.0608718969126778,0.11884573680923365,-0.009981188285001052
video_pause_forward_seek_sum,0.16407609769552084,0.12687885603237967,0.08655307928386295,0.14246176381533424,-0.06118509157003194,0.06735253832668874,0.00742134969083847,-0.007272725067615684,0.13545649996225884,0.005436399357458409,-0.10428866763516864,-0.019224411739087607,0.12462195670311133,-0.017395462512553424,-0.10833241831943621,0.10893995786484664,-0.1880717926811972,-0.07684064742875518,0.08200211951495573,0.02978705044198409,0.15610078293743523,0.15615853146315412,-0.005999319333293979,0.059409719946071166,0.038301930934606626
video_pause_forward_seek_avg,0.15294146929653388,0.14746952863523582,0.10501723536217554,0.1531026783332246,-0.09585488242501333,0.06113846117981886,0.09839881325138959,-0.04788315356298977,0.0021410932908812125,0.06750791678688302,-0.13587280269743235,0.0060003644164323,0.16847539372348885,-0.07113610322529963,-0.26104244372897484,0.07967685803168885,-0.14572351354963914,-0.09810841645621438,0.07403836556485262,0.08016009907118059,-0.09459068609282295,-0.036140317134533584,-0.05575586378536859,-0.062425410379182276,-0.0457632854784204
video_pause_backward_seek_sum,0.1391501360269789,0.115296327738739,0.15994810715322122,0.17530425964015506,-0.06072935794699746,0.14617695888849103,-0.221725292008244,0.07358651020841349,-0.04776400147425148,-0.08603276613849699,0.11240246726843206,-0.08580494701023328,-0.21841458900410152,0.08484244379057045,0.176580953501782,-0.12702567100456016,0.22143162869476238,-0.018751274470690946,0.005854781091914866,-0.009569373684394374,0.057380264415619386,0.001847244232687173,-0.00031385299568098546,-0.034908792852932746,-0.044335394309736306
video_pause_backward_seek_avg,0.12891021597272817,0.13036700213847807,0.17593793344822872,0.20408969534925256,-0.07295832076457046,0.14497040868803127,-0.1901582849845834,0.05242774911401084,-0.13299587204437355,-0.051491294799706114,0.11414898426779878,-0.0763649439269343,-0.24523823411159656,0.04039863973264633,0.1318709147359972,-0.12820611811349558,0.26180464898137984,-0.027585684402399717,-0.004908221569411685,-0.04847033845502176,-0.04191533310825833,-0.07550211075167512,0.031597549664905716,-0.07124726521201333,0.03065576907167389
video_stop_backward_seek_sum,0.11205160223823252,-0.06212331397152827,0.11104276065093062,-0.3206122522820902,0.07492405864727221,-0.051890554792985176,-0.16766130015554118,0.26457757000856963,-0.04496364076248837,0.06632190587430577,-0.14380524983018975,-0.32446795921465527,-0.161766363579111,-0.1398605041649166,-0.09718385204596623,-0.11534855255848837,-0.15456408868513655,-0.06897663777174896,0.11170519874385726,0.1189558758451278,-0.17755102472937448,-0.16731055792013563,-0.4331641786527638,0.2823658497755208,0.2758240559781077
video_stop_backward_seek_avg,0.0963508405701573,-0.06780314128555795,0.12286849522924612,-0.3148142392902056,-0.0023450019536287005,-0.12399785662294405,-0.13370362115464982,0.262130370000857,-0.07692451688249788,0.256808310849411,-0.19347804540227564,-0.3333854466179499,-0.16242357964641005,-0.3103998819859006,-0.051763407235684566,0.13140721902001748,0.02264840830412876,-0.05418820366893383,0.025901714449897615,-0.07029378764096954,0.18308986778746925,0.099518713165337,0.3421888243421578,-0.2737977759056007,-0.26279214260827866
all_type_video_forward_seek_sum,0.16489947515403755,0.14277868312753417,-0.1107542175348068,0.04118618956969585,0.10230822768806214,-0.037015890268744966,-0.020390500704004645,-0.12975355711982334,0.06867953168875361,0.08038277162455061,0.01478533159788698,-0.08259640565074773,0.05021867663437065,0.016798283911335664,0.025038833595346595,0.046785548076854235,-0.12761241131126436,-0.03137012498022324,0.04331838438877894,-0.03589171344740511,0.15960431937540834,0.07680659635615812,-0.03387513633949479,0.06863545612931495,0.0790536679700675
all_type_video_forward_seek_avg,0.16184076446778037,0.16058378414042263,-0.0741056308127807,0.05887560048687468,0.016675611020778473,-0.026261658199192475,0.06966115404432391,-0.1484511951200989,-0.08241613179544545,0.1582301454775547,-0.03030853135607377,-0.028921122817185608,0.07357192326501363,-0.05293762775871184,-0.17247196589460265,-0.012087310205242464,-0.08416308949773599,-0.09627081691496331,-0.023665084315120648,-0.023405465459506874,-0.12388703249169256,-0.0940262639085818,-0.0058893260710011774,-0.04837345062457361,-0.074212782753157
all_type_video_backward_seek_sum,0.16976837529815517,0.11340792980949907,0.04999018857693928,-0.023212770444765166,-0.06980467541639628,-0.061580409979140056,-0.06020421993877995,0.20992426190118585,-0.001086609117495588,-0.15275485831950517,0.030127214344305892,0.06679246987028276,-0.08020016150917354,0.05704101312522881,0.18845170958672275,-0.014129515328817278,0.07243419445100951,0.08299937365753413,-0.10081413599321318,-0.0110562286063417,0.09833061724285821,0.09244484359982778,-0.0776434283792021,-0.06215367915194843,0.020852165083585304
all_type_video_backward_seek_avg,0.16158064402693292,0.1363180133540853,0.07072152688297906,0.0014377440491223801,-0.12877112702615684,-0.06863598285807888,0.012882871338457126,0.19440802910014715,-0.15350093900834494,-0.08354391916265097,0.01706759090913868,0.13683963327865206,-0.08115148811550062,0.028316954377845864,0.06797098340965119,-0.030774008201251726,0.16303646273408637,-0.0012052704321784252,-0.12914933274278534,-0.046154139501583515,-0.06788043527927846,-0.13941485443900825,0.06278078068588172,0.02678100659755233,0.009018106415660606
all_type_video_seek_sum,0.1752955505481162,0.1397743469926284,-0.05910817227790822,0.020328063664831995,0.04615507416179258,-0.047739685388680585,-0.0356925900125911,-0.015143385665129162,0.0473459941594665,0.001264886814631459,0.021045518149139412,-0.03353148497770772,0.006235251484666557,0.03206516989748273,0.08476658158964952,0.02746668590885704,-0.06280232354147149,0.007865683070059318,-0.005929323091583174,-0.02889800978706578,0.1460791629116962,0.08642824307371078,-0.05129863870651121,0.025486369257534544,0.06239856026258973
all_type_video_seek_avg,0.17029483500352197,0.1596509990017873,-0.021792477420988797,0.03968705735184636,-0.0389139083853236,-0.04410208976285298,0.05129883162389437,-0.023180285290049295,-0.11437204886068651,0.07272338642350011,-0.013516463610558275,0.03390818740327161,0.017388247817175673,-0.024188138811101757,-0.08823486124521304,-0.019981536614687954,0.007365422739498089,-0.06444973200627556,-0.06587125579231953,-0.033475079828377094,-0.10869075805300524,-0.11661911627480817,0.020461147203205837,-0.021751123208067265,-0.04582060075241008
video_pause_sum,0.16723875526881443,0.11355709236670583,0.10322818216590492,0.14562068834093433,-0.0557222828876994,0.09366412110823921,-0.062466158461888924,0.011383931275956475,0.09940780244583397,-0.036294082264533505,-0.050916570804714505,-0.05282489511522194,0.009826005536899243,0.017571846970083328,-0.027499460271851413,0.04988511795707461,-0.07571586699990582,-0.046110759424926984,0.031142308033121634,0.0319709749721551,0.12013924548883179,0.09595864744409356,-0.013571798021804367,0.036899425625663645,0.010935638351074625
video_pause_avg,0.1561180172815363,0.13884442144760295,0.12819418638841523,0.17295990038011105,-0.09742650994521869,0.09580140224273301,0.01875573625955276,-0.022403831067291904,-0.041674328858023586,0.034037936618855284,-0.07239812114164267,-0.03889601284064889,0.01761792938414771,-0.02841341532889698,-0.1470965721469071,0.01118852679458862,-0.016683379901222324,-0.04171393570154277,0.018937181473493065,0.04923302672792078,-0.08369343542444858,-0.0417735843133743,-0.04168429957623237,-0.05852335102935632,-0.018797004124341214
video_stop_sum,0.13622620810616692,-0.09772585530759337,0.2507770544682722,-0.1553204832548353,0.08114981408991999,0.050078848064367035,-0.029890862344320507,-0.02822270556746837,-0.020023047362431462,-0.05399103090254737,0.22330146370069082,0.027262943801036624,0.1294801409358636,0.04847149416938605,-0.009378428239729179,-0.27909794114591163,-0.22870182829148952,-0.024797436715744046,-0.07913302619482979,0.05765954344417726,-0.07622363291178982,-0.05364363307883093,0.015083606160197875,-0.14259064297764035,-0.0143881755382806
video_stop_avg,0.11588114473175784,-0.09072337129444479,0.2898425342892801,-0.16137731879027464,0.022044575682702953,0.041227825590213575,0.12869010043402707,-0.08598998181301319,-0.15623380331325362,0.14448952326843825,0.1872362606420235,-0.059823140670695926,0.26271933594979036,0.0316824451696953,0.13719968425693205,0.12540541819841852,0.1339594522936956,0.036153092934752114,0.11898697336469678,-0.10391332400840779,0.050509161706133704,0.10761250572920533,-0.06647091772060283,0.011834756641790744,0.03136386254405448
video_play_sum,0.17781968486331262,0.12633820742138313,-0.06068830093477004,0.012377766293835246,0.046552010705159644,-0.038345352149807166,-0.037871092598043665,-0.01868967322339439,0.058588257079949344,-0.010885671514674636,0.021460586923881836,-0.0362139629056764,0.006258159758911446,0.033558240925374315,0.07977404375453769,0.028617869221348124,-0.05921215675905896,0.0030583072779001063,-0.015132011207117463,-0.02388109139040959,0.13705655359475036,0.07490448924982086,-0.043839525074897974,0.022159245801577913,0.049161780855226704
video_play_avg,0.17262955400682287,0.1489194597827564,-0.023803766556939696,0.03479080658956336,-0.045292183721123806,-0.034421591428065314,0.06045416546257048,-0.028258077581594005,-0.11364875725239242,0.07447540370925057,-0.016541109375445784,0.02570146447092239,0.011441639697960767,-0.018239909708091945,-0.09186768545918315,-0.021835811935627555,0.017448871650974484,-0.047355279811873825,-0.07216115973862938,-0.03153235334841315,-0.10669494558578904,-0.10682168556357162,0.016733611994404166,-0.023353683193381963,-0.048780222038515106
video_events_sum,0.1785026756030482,0.13008219541409147,-0.018927359119049945,0.047874586193784964,0.022314668381998547,-0.00944195511133076,-0.04409208583149952,-0.010393538887802823,0.06553745582404,-0.013172369394232232,0.005032123289365021,-0.039880225329164784,0.008038224648580264,0.029955668627580822,0.05642290909915872,0.032359834597147495,-0.06720075069352026,-0.007468971184099064,-0.000905215494645827,-0.011974463750641677,0.13844413101691427,0.08562374709603209,-0.039870287150204235,0.02665812421744045,0.04549473889648777
video_events_avg,0.17127178672560486,0.15247258303445932,0.018839666450404566,0.07327222930725125,-0.05759591434575188,-0.0035856453969212187,0.04779742770328763,-0.025844312594329205,-0.0977161231963561,0.06525512475568575,-0.029577934529186587,0.01159916820239705,0.017046097245382696,-0.023323094701593817,-0.10622010682610589,-0.011994511957582794,0.005693773273782128,-0.05286025307135863,-0.04612773524967509,-0.011850329822464995,-0.10299437514950245,-0.09443505964163522,0.0024169039732656813,-0.032536579304499186,-0.040398582265785986
mt_practice_sum,0.10568050565079554,-0.2525706179779802,-0.017348683782084755,0.22494670064569947,0.042234923877024114,-0.20631760561449722,0.05725552416547466,0.09745864141142585,-0.05980342331333467,-0.03026092168889569,0.055430370143900426,-0.13731348855584005,0.015167164979701464,0.102328809536955,-0.04381652921251853,0.04733489935368757,-0.028862926568403995,-0.06471701671476979,-0.025768996880176837,0.030653369384635105,0.015099013181947694,0.06333310011260683,0.15247977072802382,0.12494585846491323,-0.06457627121110501
mt_unit_sum,0.10568050565079554,-0.25257061797798025,-0.01734868378208475,0.2249467006456994,0.04223492387702411,-0.20631760561449722,0.057255524165474705,0.09745864141142584,-0.05980342331333471,-0.030260921688895725,0.05543037014390047,-0.1373134885558401,0.015167164979701398,0.1023288095369551,-0.04381652921251853,0.047334899353687634,-0.028862926568404012,-0.06471701671476983,-0.025768996880175477,0.03065336938463429,0.015099013181951513,0.06333310011260616,0.1524797707280197,0.1249458584649147,-0.06457627121110379
mt_online_num_day,0.10367983844460167,-0.24434197767644913,-0.02058661121972352,0.20505327125650377,-0.032659963525159943,-0.22374095198068214,0.07887930390481909,0.0908204943521821,0.004473553044463154,-0.0037616439023855147,0.0077027628992669935,-0.042034491739505325,-0.050092442980770945,0.2239111523646616,-0.03286220953317048,0.024106446072908908,-0.0327035175931933,0.20621953562708334,0.3421370134038636,-0.17172099546428815,0.11021329398476089,-0.4722146951888208,-0.3538316327540034,-0.24152887258665925,-0.11018966508913351
mt_online_practice_num_day,0.10568050565079555,-0.25257061797798025,-0.01734868378208472,0.22494670064569944,0.042234923877024134,-0.20631760561449725,0.05725552416547473,0.09745864141142584,-0.05980342331333465,-0.030260921688895777,0.05543037014390043,-0.1373134885558401,0.015167164979701426,0.10232880953695497,-0.04381652921251854,0.047334899353687614,-0.028862926568404,-0.06471701671476987,-0.025768996880174082,0.03065336938463385,0.015099013181955036,0.06333310011260532,0.1524797707280158,0.12494585846491589,-0.06457627121110257
hw_mean,0.12082383322998629,-0.21920975669761045,-0.02600767086485408,0.2330824915810844,0.07635802256475294,-0.16494477558750412,0.004537583178957191,0.015979367032862055,0.012824204524782208,0.01801909361019707,0.030410040259328936,-0.05263955114163915,-0.05252302746161372,-0.10887065074861718,0.08169219632749089,0.010793224176897943,0.006044514170173874,-0.20179971881247952,-0.23826882064708524,-0.04721408267811804,-0.3769012663118142,0.3367639459611836,-0.1535030339038186,-0.2582984599740372,0.3457088050413688
qz_mean,0.11654533621403176,-0.17217492250868868,-0.009796167440337837,0.1530624727084293,-0.03176892000421276,-0.062082707006470644,0.12449647367687176,-0.1470116683582523,0.07085491341003514,-0.20187099094805,0.1392296726566968,0.11224116589816116,0.0005739583467753291,-0.8071328944675292,-0.01873054039251388,-0.19535536009747434,0.08930500115128434,0.11720792784227956,-0.004652135094716821,-0.10464059058669012,0.20337666509747626,-0.049027842997389666,-0.12496377035648717,0.0029890968935821537,-0.02905378476634706
Regression P>|t|,0.0,0.0,0.178,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.202,0.0,0.806,0.0,0.002,0.528,0.06,0.002,0.544,0.264,0.726,0.266,0.016
