,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24,comp 25,comp 26,comp 27,comp 28
pause_video_avg,0.147518243915,-0.126880094313,0.0284086137794,-0.176698451949,-0.212303531165,0.0396721968445,0.0834982903874,-0.0101276179922,0.0620730521299,0.0517680358105,0.00973700474759,0.153628499437,-0.0613145849348,0.0186852117918,-0.00231669181775,-0.203505110816,0.10293719805,0.258193481007,-0.247482554201,0.0881356710801,-0.05292405208,-0.123395828506,0.192148284909,0.158798032681,0.0480433531738,0.104817499304,0.0546808200634,0.25700268069
stop_video_sum,0.131139873068,-0.100925559797,-0.294954388096,-0.00525840636683,0.0845434953076,0.0194390293913,-0.042577263175,-0.00522730686966,0.0821282778152,-0.0429444130397,-0.169910683851,-0.200430049725,0.0617697175733,-0.22812934668,-0.139098476998,-0.128429569833,0.155290239543,-0.113085289293,0.0549931985063,-0.0840128089488,0.11213007869,0.261196533941,-0.0532636211392,-0.000407353500295,-0.0116392662421,0.18500745985,0.0765303114239,0.145339175791
stop_video_avg,0.10156672776,-0.11769593155,-0.342690043159,-0.112888919116,-0.00970771357076,0.0658742590169,0.206921379744,0.101701167213,-0.00104865248002,-0.0261112716454,-0.141146514168,-0.238874421294,0.191327926457,0.0369607821806,0.284214709605,0.0981275547196,-0.102169832965,0.0368920727851,-0.0687199830886,0.0318379655311,-0.130365192777,-0.157073408591,0.0301535083435,0.0349867128725,0.0404319353595,-0.166809661432,-0.0754632475844,-0.146534714502
video_forward_seek_sum,0.112941248593,0.1324007714,0.211925153316,-0.124105692868,0.320776359281,0.0950916556992,0.177630663987,-0.103461808994,-0.0106722004738,0.10403294815,-0.222997362508,-0.0558731394022,-0.114394406905,0.102502690945,0.139246217145,-0.0330709568711,0.0688408643536,-0.00189636327206,-0.0266446522872,-0.0480147825076,0.0533107333204,-0.0709573320397,0.0474717282377,-0.186697463027,0.20900831019,0.343029788082,-0.0358745108501,-0.0579710795705
video_forward_seek_avg,0.105973454927,0.125733167899,0.230559679652,-0.198346069659,0.244095231126,0.0453727817431,0.260090900126,-0.0426850498027,-0.143499970919,0.107674671981,-0.130403153293,-0.164371639341,-0.157782461118,-0.0507024676081,-0.0456767075269,-0.180422342983,-0.0826064239184,-0.0131623758518,-0.0436224204213,-0.187332362938,-0.0877114972454,0.0648069775673,-0.179994984842,0.117881833393,-0.13522154304,-0.32055197436,0.0122181388944,0.0775090004533
video_backward_seek_sum,0.140680526725,0.139071960027,-0.0313690143341,-0.0080284525204,0.123872887317,-0.307316125225,-0.0859039196374,0.0884218083037,0.19774067497,-0.131751937487,0.204776104359,-0.0838290367845,0.0321632896003,0.0163860151629,0.0958421928833,0.0243359731444,0.173048097912,0.0438159685906,-0.173546479877,-0.0303680820964,0.0290610686482,-0.117420698576,0.124257061152,-0.0160264552067,0.000341504022626,0.0813421345769,0.0681028902527,-0.109016808577
video_backward_seek_avg,0.13501960992,0.142351858053,-0.0103110127807,-0.0708410060843,0.0631349973959,-0.334961978837,0.0576877801437,0.121079464611,0.0885618525561,-0.106922562813,0.376167617414,-0.102858841293,0.0507075515922,-0.0896610955902,0.0407342670782,0.0301176914163,0.0281030901793,0.112014233018,0.0178430621321,-0.112210650261,-0.0488705202066,0.141808178741,-0.0609535478156,0.00179078611025,0.00714984814515,-0.0788257227312,-0.0853313759796,0.121262636223
video_pause_forward_seek_sum,0.154874548014,0.123853076859,-0.0413034757026,0.155373168087,-0.146413014728,0.0828789862161,-0.0609902273934,0.00996789707735,0.0364558960578,0.0465142726434,-0.0118098684292,0.12361817363,0.189052517773,-0.0173060212771,-0.0610464399562,0.211115774562,0.0534957900801,-0.16747731205,-0.0649560285275,0.00689916707859,0.0408686206559,-0.0655899733064,-0.200006223487,0.217267223517,-0.152005825546,-0.0762718650115,-0.00831793536784,0.191551710258
video_pause_forward_seek_avg,0.146261051644,0.131954627152,-0.0400042075529,0.106281478197,-0.239603872385,0.100637158556,0.121480490266,0.0194166703339,-0.0254241813819,0.0500436892004,0.0496333726291,0.149047241596,0.307080896207,-0.102454058561,-0.158184912371,0.0952574394328,0.0438860940601,0.0252190527569,0.101672823103,0.0315132006507,0.000233387735804,0.00437348653751,0.147027916061,-0.175034394175,0.108038466109,0.0756039745669,0.0177925937977,-0.17158650697
video_pause_backward_seek_sum,0.136251084885,0.109556967258,-0.113181694243,0.190610750729,-0.145946824399,0.0951615121057,-0.220443573805,-0.0689163206401,-0.130872069429,-0.148667243313,-0.131227810254,-0.100431608816,-0.311809795265,0.0858578357175,0.114676729367,-0.134196029712,-0.138806539509,-0.0465956200275,-0.00496411218003,0.00822691942533,0.036267844227,-0.0925828073133,-0.0556848891866,0.0348667180994,-0.0928667743234,-0.16988891297,0.0806022345705,-0.000320841066516
video_pause_backward_seek_avg,0.130179355359,0.117992286884,-0.111019033342,0.176241828095,-0.217783837557,0.127127088208,-0.0927135817322,-0.0697084564251,-0.229627052327,-0.165468178563,-0.0912001437082,-0.0950748356751,-0.353994510689,0.0737977689116,0.0868715961748,-0.181207041491,-0.208836983046,0.101085209184,0.119258186013,-0.00569319193063,0.0123625263698,0.043653746648,0.070533604325,-0.131422663905,0.0626311091954,0.154430910152,-0.0142960885712,-0.062483598997
video_stop_backward_seek_sum,0.116398544162,-0.0440990113449,-0.229922773167,-0.106824027138,0.228896140646,-0.193222060358,-0.0564861896027,-0.000396666727621,-0.169393325874,-0.13033246897,-0.113297470507,0.357906835531,-0.0646630456436,-0.0669642694055,-0.291968571973,-0.235864061632,0.236892195524,0.00839209824508,0.292599400004,0.0153023002829,-0.26805423557,-0.473234245212,-0.0601619804397,-0.00217702622841,-0.0455351498362,-0.087044904239,-0.0275182783484,-0.100662402107
video_stop_backward_seek_avg,0.0908744371619,-0.0560333840247,-0.244518949841,-0.146198986644,0.14015534424,-0.24572166284,0.132549700684,0.0747622057931,-0.379549945276,-0.0931601387514,-0.0535865700508,0.374789834403,-0.0554981283604,0.440239350946,-0.111745781214,0.273378460378,-0.149088398028,-0.0486917473865,-0.126274069128,-0.0102194662087,0.241471186668,0.301109882606,0.00271318653532,-0.0406981804999,0.0143099575151,0.038961702202,0.0246170124965,0.0868907213268
all_type_video_forward_seek_sum,0.158940632771,0.150264261684,0.0907259331856,0.0288614262755,0.0848810798002,0.104063722953,0.0595473629155,-0.0506215501309,0.0169093807445,0.0863816334093,-0.130043859565,0.0465951364222,0.0552310770066,0.0455247351963,0.0383404566209,0.113698944096,0.0712225269453,-0.105664456037,-0.0552842322997,-0.0221054718119,0.0547980314872,-0.0800636396527,-0.099017929095,0.0333651950463,0.0198364802619,0.140961643195,-0.0249832318709,0.0880608097053
all_type_video_forward_seek_avg,0.153851108125,0.154914149696,0.0965856624075,-0.0353390579458,-0.0288629054705,0.0910907174063,0.219693684007,-0.00985037571386,-0.0935773489112,0.0908885022511,-0.0367010448604,0.0113063825379,0.119781333886,-0.0952221894181,-0.129635581704,-0.0331713721633,-0.0150525924703,0.00981751767566,0.0442481177097,-0.0791507183308,-0.0467747804539,0.0374813632065,0.00146217928306,-0.0531284641396,-0.000521193642499,-0.12099749181,0.0182807050435,-0.0724218608094
all_type_video_backward_seek_sum,0.154444822458,0.140130211833,-0.0709150197499,0.069650169151,0.0306989377221,-0.17809157553,-0.149420581509,0.0336454065686,0.0820590974655,-0.153458344397,0.0876549116575,-0.0933074134497,-0.104346379448,0.0449848586138,0.108397771343,-0.0407730335665,0.0678665261029,0.0117851266204,-0.118145044636,-0.017551123092,0.0307479485615,-0.126090756391,0.0629721139737,0.00288887943751,-0.0378947248027,-0.0132973384728,0.0793978290866,-0.0774025352869
all_type_video_backward_seek_avg,0.153850612631,0.150958770464,-0.060050957751,0.0232218775323,-0.0467821099222,-0.187282398315,0.00333597345643,0.0571468025103,-0.043842454648,-0.149237640111,0.226315787753,-0.106913479887,-0.118299199718,-0.023212470174,0.0643449515877,-0.0518156961046,-0.0733068239817,0.122264321782,0.0618458681238,-0.0822502112207,-0.0246809539306,0.125252444108,-0.0126565023932,-0.0563874033102,0.03245123129,0.0116711831745,-0.0662397658142,0.0606361568456
all_type_video_seek_sum,0.164862874536,0.153705737682,0.0357753933464,0.0451929952523,0.0690561782441,0.00555712449405,-0.0142426271087,-0.0221329729799,0.0416045583841,0.00254937995368,-0.0564103200233,-0.00248623308844,-0.000653524098526,0.0474952448907,0.0658560253239,0.0624714661112,0.0733844540368,-0.0676300050062,-0.0809679990769,-0.0214883873403,0.0485893035544,-0.100754978575,-0.0443343536086,0.0237791243982,-0.000388091764688,0.0911108711297,0.012102209828,0.0315816901681
