,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20
num_incomplete,0.0979652044444,-0.0637661073259,0.222797192395,-0.227472494622,-0.0124141819403,-0.215233756944,0.290383313646,0.101489211459,0.0569781668307,-0.0819823722763,-0.333585555233,0.0948976809096,0.075704267757,-0.221871760429,-0.0667003194038,0.150921516425,-0.130461901414,-0.47880988999,0.279426393166,-0.196673293153
complete_rate,0.143489248666,-0.13010573375,-0.163689856737,-0.0753681427916,0.0744285802681,0.170829973247,-0.071422568044,-0.11376033036,0.146516522038,-0.0148439833159,0.152812119661,-0.210470128755,0.0566698322025,-0.0175323481946,0.150974777443,-0.143377852816,-0.0831582441241,-0.264179243898,-0.221033057451,-0.0213562741033
incomplete_rate,0.044443750937,-0.0676147115995,0.238518840742,-0.31591694856,0.246063864106,-0.280913631619,0.0858915864799,0.164375757783,-0.117658957661,-0.00230999682305,-0.350997647229,0.161945325283,-0.105033760706,0.0521522994772,-0.100272452535,-0.0859300988316,0.237138823862,0.273746902074,-0.308296691625,0.0500439719489
watched_time_hour,0.12071310422,-0.168432569692,-0.0187437180907,-0.160376589782,0.150341953128,-0.0256918511076,-0.0685778665785,-0.0619154401917,0.128040212034,0.0652272026711,0.138106877487,0.0347979451731,-0.424823502599,0.505228702497,0.0399415768588,0.537796604669,0.194794630657,-0.133716623617,0.114608413535,0.0580691583623
watched_time_weekday,0.0773161918371,-0.0896483221797,-0.0146877822175,-0.326970552035,0.2583167381,0.193100496116,-0.121751950095,0.233419282124,0.123126370154,-0.310737488361,-0.0418062122816,-0.272281210936,0.0528479173983,0.0559497993611,0.305671561457,-0.18015030226,-0.0952716710325,0.314443331118,0.406558432257,-0.150227437132
seek_video_sum,0.162985593734,0.00930150431938,0.0438760474715,-0.0546707398856,-0.197921158159,-0.0422945456463,0.107893299205,-0.0279057496229,0.158757290688,-0.0917122745587,-0.0359921807882,-0.0753019531796,-0.022197837854,-0.0830496825486,-0.11526297619,0.14175894317,-0.331495351794,0.114617530721,0.0615056647594,0.199465728686
seek_video_avg,0.152092906613,0.00646966534967,0.0770667532713,-0.213085158166,-0.0106658963939,-0.0711335739306,-0.0735774249672,0.00668626938245,0.000724458123566,-0.0547152959584,0.0895581181623,-0.0643901921633,-0.134503864799,-0.0212914024481,-0.273686162914,0.0409923844208,-0.542518577878,0.230425256081,-0.0336519921532,0.333147932533
pause_video_sum,0.165368656089,-0.0949297240036,-0.00815815194069,-0.0212938512499,-0.0883212137672,0.0101570569744,0.192426208585,-0.0629971941383,0.171431089531,-0.0389587129936,-0.0401024163608,-0.175138303219,0.0262884042109,-0.00537020593059,-0.0287520324918,0.00883847954335,0.0250775291801,-0.108011717954,-0.0604970583277,-0.025567489391
pause_video_avg,0.145775248525,-0.124573167785,0.00510024795044,-0.206719641028,0.21484005203,-0.00705315713778,2.3765124867e-05,-0.0240909015332,0.0613855049491,-0.0230137073589,-0.0349927075715,-0.173373184809,0.0259917505446,0.0380828352839,0.0603551043641,-0.188323325172,0.150346473679,-0.0648871727349,-0.363069204032,-0.0580997697305
stop_video_sum,0.128640049907,-0.131632301942,-0.288438495708,0.0529174678657,-0.0920771498483,0.0209601881907,0.0467890194516,0.0304809745269,0.0955415349975,0.0311493031668,-0.0795639233404,0.173179562589,-0.233222974519,-0.0174449707322,-0.206131447345,-0.14132276296,0.0974470933779,0.100284269449,0.116236386205,0.0399766467629
stop_video_avg,0.092829468632,-0.136370399657,-0.357841288911,-0.093669347607,0.0591185194936,0.0872530891702,-0.159254065855,-0.006610820286,0.0198342964809,0.0327295253975,-0.165584265993,0.290910709662,0.00825535075424,-0.260213878383,0.155314167613,0.137712510237,-0.0855729531342,-0.00163053691099,-0.0719295984757,-0.0805531702196
video_forward_seek_sum,0.118694849316,0.157841093195,0.175974686325,-0.126492279449,-0.243365695693,0.181116812423,-0.0988294970335,-0.186354431738,0.0902651500143,0.172444345663,-0.144434013832,0.103232304955,0.0315844021948,0.0770842798464,0.188986483238,-0.0533370620033,0.021200165318,-0.0223242625536,-5.2458681354e-05,-0.0167147734824
video_forward_seek_avg,0.111130409011,0.145626041872,0.185752570809,-0.229273056745,-0.166242567356,0.117346095134,-0.19331062879,-0.16533415868,-0.0184020898109,0.207449629172,-0.0392393404958,0.190546264731,-0.119866433968,0.142720296008,-0.00891183295286,-0.204382128693,-0.133296946731,0.0356248755365,-0.0374348888911,-0.162317517355
video_backward_seek_sum,0.14274529159,0.136481155214,-0.0331674282677,0.0219805767029,-0.196602894771,-0.230515655328,-0.0608404365543,0.118979765092,0.107636338313,-0.274128245656,0.128928337906,0.0672890884398,0.0145639998111,-0.0996752613608,0.0781944167407,0.0361389252563,0.200524613404,0.0809573057053,-0.128811916311,-0.0276559312729
video_backward_seek_avg,0.135305988159,0.137506409436,-0.0197666536026,-0.0873953087849,-0.0961714706966,-0.236869729749,-0.227165344783,0.0826985045362,-0.027385588413,-0.269338361807,0.324692647894,0.0612871452215,-0.0654337718406,-0.116356642074,-0.0259243787702,0.0441951480279,0.0547866579674,-0.0991510036215,0.0118795413564,-0.12551838911
video_pause_forward_seek_sum,0.155724667208,0.112233311369,-0.0344429675052,0.18099633591,0.151842896793,0.0259618248409,0.0936302156711,0.0538858515997,0.0133800921136,0.0660627134874,-0.0531165961903,-0.129772243213,0.046809596055,-0.0975736526015,-0.0707616759905,0.191446467342,0.0646875214552,0.186876587756,0.0157626633953,-0.00398644718986
video_pause_forward_seek_avg,0.144350602883,0.119369578261,-0.0439878462523,0.0992327284414,0.300729001629,0.0644269193714,-0.0712157540733,-0.00192053666414,-0.0571969096523,0.0729944280769,0.00520219941966,-0.174921784055,0.0339029954672,-0.229407240917,-0.252011235881,0.109193738886,0.121483979468,-0.0535769015829,0.105698650169,0.0387781004002
video_pause_backward_seek_sum,0.138613751627,0.0941638038677,-0.0959109710265,0.216416266475,0.111800773768,-0.0388619851916,0.260846333643,0.0367260648944,-0.106909466303,-0.0667981565418,-0.107640776265,0.145485653744,-0.0417544120135,0.248800477509,0.180180584757,-0.136645999301,-0.204425920141,0.0191106603399,-0.0133343941637,0.0277656928466
video_pause_backward_seek_avg,0.132729989566,0.103453650671,-0.0998674969008,0.177370708033,0.230378235689,-0.00675558554398,0.168804004576,-0.0227933404333,-0.224423556539,-0.050970226898,-0.0743180598541,0.148609837648,-0.0590373772654,0.306254067099,0.177771662009,-0.197591551257,-0.270281975363,-0.209926215801,0.0222825542529,0.0631490727106
video_stop_backward_seek_sum,0.115193189514,-0.0569978920448,-0.206129199983,-0.0643393866899,-0.307469097666,-0.118764956763,-0.0452594520379,-0.00272420115028,-0.241440713012,-0.00489241366078,-0.166939728664,-0.28048446463,0.00959783570887,0.183669667075,-0.259516916517,-0.326962941421,0.207968612586,-0.0627956702717,0.198857594392,-0.0892858685136
video_stop_backward_seek_avg,0.0865439045388,-0.0511818294254,-0.23327068391,-0.139836338313,-0.179145896897,-0.191141815387,-0.193501118765,-0.0398099620041,-0.42532756665,0.0732044950404,-0.179242065435,-0.231600907623,0.414449180075,0.236121179941,0.059567210482,0.316468915062,-0.0731332037894,0.0107140014892,-0.0527260809524,0.109868666415
all_type_video_forward_seek_sum,0.160271058782,0.157011657605,0.0805886378259,0.0345064060174,-0.0497809825266,0.119235283419,-0.00132257155112,-0.0749808148091,0.0597524771567,0.138142552085,-0.114274084203,-0.0176501937097,0.0458191414867,-0.0134415789726,0.0665088136934,0.0825820987476,0.0503207120927,0.0976810387757,0.00918540334743,-0.0120280854434
all_type_video_forward_seek_avg,0.15473720645,0.157820030989,0.0748292992579,-0.0634355021473,0.10142234457,0.106626693061,-0.153275462882,-0.0930018944586,-0.0470235094527,0.162360454893,-0.0184042995899,-0.00696532522693,-0.0447378066002,-0.0684518703549,-0.167377024137,-0.0432877338258,0.00408682486684,-0.0148450285607,0.0471705949133,-0.0652565610602
all_type_video_backward_seek_sum,0.155369398795,0.131159220746,-0.0633559398801,0.0969516483385,-0.101020659348,-0.179254391536,0.0558345030033,0.0978189611417,0.0311085281206,-0.218764155808,0.0470680158589,0.0982672856953,-0.00549785350791,0.027652882357,0.119529796774,-0.0320369027279,0.0668211624614,0.063310051348,-0.0925879696428,-0.0103806993617
all_type_video_backward_seek_avg,0.154514828132,0.141314143492,-0.0598514747474,0.00455083757162,0.018662074403,-0.18031276999,-0.102408634744,0.0504839518768,-0.119875586249,-0.216176876364,0.203835645169,0.0998070608373,-0.0627159036088,0.0435400324935,0.0540582209735,-0.040497593951,-0.0705557131273,-0.157081187493,0.0165430407195,-0.0640244268407
all_type_video_seek_sum,0.16636676551,0.155444334087,0.0329837742907,0.0585610617375,-0.0705707056434,0.0181744480498,0.0190830126731,-0.0167669702716,0.0524209587858,0.0170863095857,-0.0620885790151,0.0230001428483,0.0296848911716,0.000617628195061,0.0887559444892,0.0455776217524,0.0586952842881,0.0901564316359,-0.026813993425,-0.0120273064818
all_type_video_seek_avg,0.162752732319,0.160091196494,0.0298988576526,-0.0420974748915,0.0767136989084,0.00813917768351,-0.142846911483,-0.0458288809737,-0.0759056782238,0.0335685739474,0.0612341467285,0.0313941621309,-0.0535988320231,-0.0314164882983,-0.0958249917704,-0.0445407188943,-0.0227705030561,-0.0672075875247,0.038530739328,-0.068224054997
video_pause_sum,0.160683678236,0.092034558829,-0.0455308234483,0.178872438972,0.125992148334,0.0114676140743,0.144505250642,0.0380916834046,0.00150087341445,0.027436783607,-0.065507858283,-0.0846058482844,0.0322788459746,-0.00425033614427,-0.00603494954015,0.0999651904348,0.0147516750698,0.124310235721,-0.011278271311,-0.00345837482788
video_pause_avg,0.152937774165,0.100285489882,-0.0513903514734,0.0968801647619,0.301293512667,0.0433639684352,-0.0142857416442,-0.0101077918343,-0.0916447845999,0.0415327278155,-0.0156022853828,-0.121443673442,0.0199679843877,-0.0784218215125,-0.131188370314,0.00737147406101,0.0598568534083,-0.0954984446741,0.0332368809571,0.0339103156371
video_stop_sum,0.127717576348,-0.132083756714,-0.293305026571,0.0465092641493,-0.102851370729,0.0232453772503,0.0390339187236,0.0356978596396,0.074095842653,0.0296347072404,-0.0935745353849,0.149738692544,-0.212179076935,0.00562975802178,-0.216683171059,-0.16128446373,0.108590159896,0.10580342429,0.133478330268,0.0469091953904
video_stop_avg,0.0935715910978,-0.136823654566,-0.362229486864,-0.0983996252465,0.0403323561868,0.0782015009309,-0.16332351649,0.00896240391388,-0.00944311010062,0.0421301711962,-0.178568221721,0.262445406476,0.0487770952772,-0.224727326856,0.138834058197,0.139197917213,-0.0852272171018,0.0234276156222,-0.0678958835198,-0.0530824345204
video_play_sum,0.16903803156,0.138786556939,0.0301691305512,0.0522043806971,-0.0743244128364,0.0178046988578,0.0320362593843,-0.0204076799742,0.0627510053687,0.013148981349,-0.0623076054387,0.0130823618081,0.0276626121204,-0.000996983141508,0.0804822415898,0.0433481476066,0.0526804096419,0.0754077679826,-0.0250321697067,-0.012666939179
video_play_avg,0.165476421429,0.141889732863,0.0281133303448,-0.0573243447593,0.0874509121146,0.00682371564545,-0.136952949851,-0.0439759045443,-0.0682073831502,0.030978111147,0.0534035331073,0.0235788480666,-0.0515134395641,-0.0289332815239,-0.0863664094251,-0.0548098177352,-0.0172823148557,-0.0691123019295,0.0110829077872,-0.0640603233995
video_events_sum,0.16933203486,0.135874822358,0.0129624609979,0.0836700001096,-0.0303187165507,0.0169462395719,0.0526045330982,-0.00611695196565,0.0465943898136,0.018201205007,-0.0644112997241,-0.00350158197569,0.028411593264,-0.00107011361433,0.0641894883098,0.0562252777186,0.0480643472701,0.0936345075661,-0.0221225399844,-0.0102431322406
video_events_avg,0.165453600395,0.140822402939,0.00793708114866,-0.017726384688,0.134765953428,0.0165582937281,-0.114816666065,-0.0376181793167,-0.0779594780867,0.0353531920136,0.0399863889545,-0.00431754822399,-0.0363601602974,-0.0437498140935,-0.100850665349,-0.0363694883465,-0.00259309556873,-0.0755995830585,0.0263986886338,-0.0446669675333
mt_practice_sum,0.112565638459,-0.227957492396,0.186650751435,0.221110123503,-0.0355887144521,0.017225215649,-0.204070930722,0.0719503355517,-0.033154495465,-0.0620460936068,-0.107256240674,-0.00447191093348,-0.0533897954408,-0.00190754824201,-0.000458724192466,-0.0145067848218,-0.0151008729632,-0.0445316709523,-0.000273551130514,0.00709275033
mt_unit_sum,0.112565638459,-0.227957492396,0.186650751435,0.221110123503,-0.0355887144521,0.017225215649,-0.204070930722,0.0719503355517,-0.033154495465,-0.0620460936068,-0.107256240674,-0.00447191093348,-0.0533897954408,-0.00190754824201,-0.000458724192466,-0.0145067848218,-0.0151008729632,-0.0445316709523,-0.000273551130514,0.00709275033
mt_online_num_day,0.11015968961,-0.220854633207,0.170683037185,0.223365717273,-0.00912838326035,-0.0431034163579,-0.211783105868,0.0546402504247,-0.000204753753281,-0.0503959372041,-0.0607416619502,-0.0415172144163,0.00146447157376,-0.0585409789658,0.0414553937403,-0.0117600484162,-0.0832494750468,0.0288040458535,-0.22503190852,0.166783705186
mt_online_practice_num_day,0.112565638459,-0.227957492396,0.186650751435,0.221110123503,-0.0355887144521,0.017225215649,-0.204070930722,0.0719503355517,-0.033154495465,-0.0620460936068,-0.107256240674,-0.00447191093348,-0.0533897954408,-0.00190754824201,-0.000458724192466,-0.0145067848218,-0.0151008729632,-0.0445316709523,-0.000273551130513,0.00709275033
hw_mean,0.1194841535,-0.2015489981,0.175054412316,0.229449672315,-0.0253883136233,0.0571320229083,-0.153371605014,0.0639330003192,0.00227853463533,0.0200842533729,-0.0239702336413,0.0355904439072,0.0573709958877,0.0804904556967,0.0278837874828,0.0266639533893,-0.014562606289,0.0135901976044,0.181063576403,-0.258780137784
qz_mean,0.118866016818,-0.148910787246,0.0330360633128,-0.0254998630683,0.125849828812,0.0641677482975,0.0101433806099,0.0542812140617,0.238171596719,-0.0173801528997,0.228825608051,0.390053660391,0.638727041818,0.300105440725,-0.369133537823,-0.0357304318908,0.0117284772399,0.0495452525595,0.0264086185038,-0.0432990932523
Regression P>|t|,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.992,0.0,0.0,0.0,0.0,0.0,0.152,0.021,0.802,0.001,0.0
