,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24
num_watched,0.159118703787,-0.116270197717,0.040195947444,-0.105133239124,0.0427110442052,0.122509202542,-0.224791651926,0.0854739796275,-0.0310423398279,-0.0300303693183,-0.0992542368586,0.0648614565021,-0.0671493230727,0.00987432123388,-0.0682733204805,0.00915622089256,-0.185289769142,0.0357416328765,-0.0665635608796,0.143923895386,-0.0126013122728,0.15207576064,0.0522347411246,0.0608198325055
num_complete,0.154504573666,-0.100475330784,0.107246337303,-0.0235063513452,0.139362967909,0.139425718671,-0.170636346736,0.0868086021806,0.0207476733244,-0.175595590233,-0.0565380461958,0.12119274559,-0.131415206263,-0.041441530018,-0.10588326627,-0.0974977139071,-0.122528120715,0.00828258213314,-0.0290282160814,0.022612775954,-0.0395679852747,0.320653268638,0.065706956594,0.146080658386
num_incomplete,0.102911741723,-0.104475788898,-0.13476135264,-0.253174329373,-0.203065842003,0.0309965934971,-0.25764777956,0.0462949932055,-0.140004507143,0.325670227771,-0.158076423391,-0.0952334929563,0.112608883212,0.126643007927,0.0491410784721,0.256637942059,-0.255080750532,0.0853840919461,-0.126958125512,0.369132036679,0.0562610425852,-0.309307270617,-0.00153494835861,-0.165746910018
complete_rate,0.154471244135,-0.0981403536915,0.124093831155,0.0051459840593,-0.0175444462731,0.087522488502,0.094982663453,0.0584209539269,0.0649956185185,-0.307218989329,0.0236507390811,0.164157350786,-0.173431953848,0.0515102340431,-0.0343928381252,-0.156995673918,-0.22238443039,0.248562494713,0.021036357376,-0.0930022129675,-0.128303416496,-0.12150320798,0.0848687243783,-0.111189133084
incomplete_rate,0.0598093207776,-0.0877180341157,-0.132634614092,-0.247904385336,-0.434200926882,-0.0265794968042,0.0627825813477,-0.0231681707112,-0.162733887134,0.33922729486,-0.186432330243,-0.0753210891515,0.214188771567,-0.0495168209005,-0.0493959720637,-0.0892993215643,0.216248537697,0.0926616943294,-0.0388431347959,-0.302503804579,-0.10141759544,0.342572453439,0.100193867378,0.0663401665962
watched_time_hour,0.118780356715,-0.144938262336,0.074877479286,-0.0531890024177,-0.238944428907,-0.00156740924458,0.152894333248,0.0625641688566,-0.0522069957678,-0.0975840844067,0.0401658581722,-0.117269563004,-0.560776260745,-0.371147074573,0.0523066932678,0.497012662487,0.310676420583,0.0774190264208,0.0421216126554,0.121861283344,0.0351446339511,-0.0235812700584,0.0184909969266,0.105565337769
watched_time_weekday,0.106255771963,-0.0936575327383,0.0486989581449,-0.175874175092,-0.243160838831,0.20481190796,0.208575639735,0.240933125771,-0.197714376008,-0.0372278386084,0.181712954958,0.353317163177,-0.0419590504245,0.0835341582414,0.175488033748,-0.332346916295,0.199831798245,-0.469072866233,-0.119590139611,0.259169068878,-0.0579649570072,-0.0613880794299,-0.0873604040001,-0.153272901394
seek_video_sum,0.158357718159,-0.0388516668028,-0.00556727692987,-0.186096583743,0.0917332480728,-0.0481162997141,-0.189598286736,0.101227848111,-0.07651142415,-0.00939272982411,0.00583814681771,0.00593861108032,-0.0227392698466,-0.0496092021548,-0.0712994852299,0.0830680551005,-0.217736035393,-0.284924037798,0.204452449792,-0.125186322909,0.0739646357203,-0.149315087771,0.139439966399,0.184742512708
seek_video_avg,0.14960609816,-0.0279994548822,-0.039115719762,-0.20653853524,-0.130803563366,-0.137271741579,0.0578838413815,0.0161218763039,-0.0353960077792,-0.0409155489791,0.10382546506,-0.0390466930747,-0.00881421226468,-0.168416028813,-0.187944977941,0.00562008727168,-0.265901705212,-0.350237293845,0.463892149722,-0.324942495106,0.128438696601,-0.0880495052883,-0.107097216077,-0.0459361100928
pause_video_sum,0.161514859185,-0.105531684664,0.025251103865,-0.0941506392448,0.0384463117202,0.122466727351,-0.224620822113,0.0713769180414,-0.00669725341233,-0.0474253316305,-0.0855423969947,0.111024800155,-0.0713810045153,0.0123908253961,-0.0668653105697,0.0167809549521,-0.147329423969,0.0719569132218,-0.110025570988,0.0706423785055,-0.0533166229834,0.0736122787635,0.0193836231683,0.0690625228813
pause_video_avg,0.153542221036,-0.109539317722,0.0128014242118,-0.11002866171,-0.230613823114,0.0555433804866,0.0887245809964,0.0171342288137,-0.000601605488675,-0.0856170094594,-0.0716022826213,0.141637141915,-0.0286990433459,-0.00727513028853,-0.043405104711,-0.165412723112,-0.0263962612863,0.323229919795,-0.0622670178101,-0.267899951458,-0.129422332579,0.0214772755784,0.111596313612,0.0302775879332
stop_video_sum,0.127060206082,-0.0644497493951,0.317318396456,0.0321157914525,0.108924200093,0.0791247524515,-0.0567165355251,0.0658191308356,-0.115149436567,0.0124729945602,-0.106861565362,-0.240194802085,0.15364199069,-0.193809956655,-0.0787977124962,-0.0745728742663,0.0790480414702,-0.00263968227976,0.101679657632,0.105658907381,0.115944553312,0.225562226886,-0.0693949217767,-0.211238025926
stop_video_avg,0.106982570908,-0.0562505904205,0.364129031103,0.0324395527657,0.00691554795928,0.0420540136646,0.241437345792,0.0955535582349,-0.0855886765307,-0.0269804919898,-0.0187130118901,-0.210916155945,0.150819398318,0.177744036138,0.223621275904,0.157700112216,-0.114890322313,-0.0166690380734,-0.142254363345,-0.148857548533,-0.0636300408722,-0.134473277731,0.0418496835536,0.181172768003
video_forward_seek_sum,0.11430995928,0.080418884549,-0.173418800978,-0.242293386488,0.282964586802,0.0268650130164,0.170163012966,0.0365678362258,0.0563230857903,0.0313731154466,-0.23845468441,-0.142576707816,-0.177332271534,0.0747358151282,0.0461722286787,-0.0718000239297,0.0628052517918,-0.0874442798857,-0.0972265126693,-0.0309592237891,-0.00618419602256,-0.0115973538383,0.101576130164,0.0389912364308
video_forward_seek_avg,0.107216911342,0.0931494017169,-0.191248787215,-0.246068490589,0.188434134779,-0.0162083921087,0.316144342157,-0.0676508089314,0.142920301051,-0.00829778010279,-0.114626894967,-0.261846857015,-0.0732249447686,-0.131070593567,-0.085316491101,-0.127734305164,-0.105894767573,-0.0772460586808,-0.209618481586,0.0578172960738,-0.114445949725,0.0430754104405,-0.138509032633,-0.0335435361457
video_backward_seek_sum,0.137341664691,0.101069139064,0.0298421221029,-0.131108536143,0.141510699319,-0.297760156533,-0.148580043436,0.126684336039,-0.183057755316,-0.0130265481857,0.233789541702,0.0487045579623,0.0728376215174,0.0254695049149,0.0989235329262,0.00340206146634,0.15026056019,0.107280699969,-0.019509050163,-0.0982358723472,-0.0372046879782,0.0332727315793,0.290948550221,0.0375932458195
video_backward_seek_avg,0.129822142599,0.121866822451,0.00903976472705,-0.128138346346,0.0195188833417,-0.378147023482,-0.00585239721819,0.0416512741547,-0.10929255143,-0.0756938266597,0.366982984619,0.00990806595494,0.0652592253287,-0.0764366094448,0.0907547666901,0.0139917484866,-0.0932691276107,0.149964671465,-0.148292284543,0.144056482715,0.0329435898431,0.143254381774,-0.204341578368,-0.040005935017
video_pause_forward_seek_sum,0.156889553995,0.139384053277,-0.0151194852269,0.146003766186,-0.0527023175778,0.0526172124115,-0.120825533118,0.0183446735933,0.0240643845227,-0.102456889441,-0.0544633655088,0.157845719418,0.13072884463,0.0544262946799,-0.00854190737397,0.255083469094,0.145190231564,-0.0713811989802,0.0176297874552,-0.0957691158685,-0.101992468898,0.0408562022615,-0.295405072807,-0.127298161217
video_pause_forward_seek_avg,0.144021022034,0.159703120511,-0.00833779932077,0.155236724006,-0.186981226132,0.0175057138335,0.0346502949868,0.00682412485744,0.0478053634427,-0.18484270134,-0.105901807106,0.146862171142,0.276988274121,-0.048065562721,-0.071011551194,0.103483216352,0.0526848743737,0.0135040835073,0.0818271263354,0.114968264376,0.171567167605,-0.0957290842762,0.217704821892,0.0710897911575
video_pause_backward_seek_sum,0.125496117228,0.143584763092,0.0465180051118,0.266850189933,-0.0706286072292,0.161121213613,-0.0859522787226,-0.132860743877,-0.0335821131621,0.285691806319,0.0217363751273,-0.127331329208,-0.255651280462,0.00769022956943,0.0533876852639,-0.133074498394,-0.0946921451853,-0.118810533732,0.00621589667365,-0.0745522387796,-0.119484874854,-0.0339379411123,0.0345689424904,-0.00044879553123
video_pause_backward_seek_avg,0.119137746854,0.152050247112,0.0407637822209,0.276518003404,-0.153268464945,0.132131062166,0.0125548778694,-0.159419085923,-0.00793919852404,0.268074834088,0.0345139422215,-0.117306903727,-0.255463835779,-0.0210787307318,-0.00810737571289,-0.204654781071,-0.17000226388,-0.0449773889459,0.0492891806046,0.0551452561105,-0.025980927986,-0.030432485304,0.0864367316907,0.0211644319125
video_stop_backward_seek_sum,0.102320173933,-0.0568897902881,0.293584577772,-0.0843330610529,0.145027680229,-0.225295805368,-0.0904112783056,-0.0380918058967,0.182277329014,0.228773400951,-0.141921480851,0.166128913146,0.0254674164241,-0.219794876751,-0.214703541648,-0.264070421951,0.339404651888,0.0864088015916,0.0178374156019,0.0886800907321,-0.129965640655,-0.50129064593,-0.0631738726568,0.157407738417
video_stop_backward_seek_avg,0.0655964355794,-0.0669410774615,0.274259677778,-0.0529514754979,0.0245919871974,-0.282489726273,0.268056219542,-0.121721830124,0.317445446195,0.355090988105,-0.0507779708849,0.378984830083,-0.129101373888,0.312358339531,-0.1781712177,0.226893069294,-0.0998169134512,-0.0572625467832,0.0699715749184,0.0643329199719,0.101780609754,0.287265037306,0.0191428241049,-0.12687352906
all_type_video_forward_seek_sum,0.163370143953,0.134332309518,-0.0989638911,-0.0267577638762,0.109883825172,0.0488818315958,0.00654991730904,0.030956220972,0.0450177657158,-0.0522828216608,-0.158589294132,0.0323441546893,-0.0035247621242,0.0745577748754,0.0178321332669,0.133399612731,0.129176882277,-0.0923757225985,-0.0380164866846,-0.0802504922743,-0.0711926768948,0.0214239463996,-0.145492963563,-0.064912970231
all_type_video_forward_seek_avg,0.155902824361,0.160018132114,-0.101603913358,-0.0129949486941,-0.0384053620249,0.00429256159703,0.182812536416,-0.0290534083209,0.105535871369,-0.135318565465,-0.132518805582,-0.0267651059801,0.160054935206,-0.0998087649922,-0.0932347358093,0.00941821227562,-0.0155788709686,-0.0289614519489,-0.0467729805089,0.110119806129,0.0645820746723,-0.0463063562362,0.084906659578,0.0337707498234
all_type_video_backward_seek_sum,0.158732727301,0.140793544377,0.0488232004891,0.0462285337177,0.0620632113974,-0.122876319692,-0.145936316808,0.0172024323522,-0.137986792868,0.140936492487,0.16692772177,-0.0293459522115,-0.0809075586792,0.0175169415601,0.090644742505,-0.0700626460423,0.0589118103984,0.0133166224124,-0.00972793513512,-0.103081550907,-0.0883699944964,-0.00313784875715,0.213461523621,0.0278148951494
all_type_video_backward_seek_avg,0.152636852083,0.161876706293,0.0339195401624,0.0597504966277,-0.0680008503204,-0.191134463055,0.00868531620067,-0.0595801381954,-0.0709908185209,0.0997049337626,0.265066242034,-0.0474584526656,-0.0950161725986,-0.0559253301044,0.0530052349042,-0.0946481019118,-0.155836507364,0.0760046953523,-0.0722946339561,0.128098086992,0.0106465271192,0.0868671313203,-0.0914584790814,-0.0185395612227
all_type_video_seek_sum,0.168298508347,0.142224402633,-0.0477686590751,-0.000572619422969,0.0964929952108,-0.0133138893863,-0.0501696575441,0.0270784457567,-0.0215384831547,0.017794617878,-0.0434046608331,0.0106083710913,-0.0325877265127,0.0562807696217,0.0457705278332,0.0628017643792,0.10818486156,-0.056643365764,-0.0289947116456,-0.0920550666012,-0.0805150200036,0.0131183588343,-0.0172781845668,-0.0329058574314
all_type_video_seek_avg,0.16245415312,0.168699355068,-0.0557754439168,0.0136771503799,-0.0514363182528,-0.0688882082171,0.1265374192,-0.0419675396085,0.0445043162198,-0.053803685532,0.0101876589331,-0.0358720321953,0.0722450229353,-0.088307226068,-0.042964018491,-0.0291952497361,-0.0690315010052,0.00901495189549,-0.0586914157016,0.122365575914,0.0475479068468,0.00139831939544,0.0229065971667,0.0158097992489
video_pause_sum,0.159592763573,0.126349188492,0.00343860817955,0.171073412848,-0.0522169161719,0.0939481820031,-0.128011766772,-0.0196888536213,0.00933756022591,0.00483142628283,-0.0393129015555,0.0932345656431,0.00351301430427,0.0416567982472,-0.000482397372305,0.132362408072,0.0603005224474,-0.0631581138352,-0.00580609318697,-0.086432875075,-0.124635862977,0.036015775095,-0.201064334174,-0.0683735536857
video_pause_avg,0.149557815676,0.145728382909,0.0040023136098,0.182141689812,-0.197902568041,0.0537833856616,0.0376471404847,-0.0422845848401,0.0349141570454,-0.0596995309136,-0.0729352385934,0.0946015753261,0.113853637192,-0.0408165757848,-0.0627803432294,-0.00779924013529,-0.00999881628021,0.0432255687848,0.0598784264922,0.0684696439076,0.0897495254262,-0.0503702446644,0.180367000851,0.0560042619178
video_stop_sum,0.125773303005,-0.0659308507005,0.324324338309,0.0357152335627,0.111748000571,0.0725906750454,-0.0460388212974,0.0591126744488,-0.102266262676,0.0325328018217,-0.110801139859,-0.219427927704,0.145538264236,-0.184409484091,-0.09668184845,-0.10773898637,0.0920825056778,-0.00891158902641,0.112751696528,0.127481623914,0.123225210538,0.198485541843,-0.064868925649,-0.248060774383
video_stop_avg,0.106393622299,-0.0579705752411,0.371284023191,0.0359910868216,0.0112656369234,0.0287946572115,0.250234238274,0.0840252947237,-0.0674886375313,0.00675557324583,-0.0218477204126,-0.177622609014,0.137719019427,0.196699255697,0.183234000356,0.126682937148,-0.0988197575339,-0.0500352389882,-0.0961814392754,-0.123449792205,-0.0367496748134,-0.134264980772,0.0109016381748,0.105185323714
video_play_sum,0.170657771648,0.125230048128,-0.0419455215274,-0.00827989108241,0.0940593351252,-0.003105749257,-0.0642975437151,0.0318137438118,-0.0228017241571,0.0148396367434,-0.0485235167544,0.0147811785258,-0.0359566571314,0.053718163955,0.0380727661218,0.0598746064093,0.0878196039399,-0.0506678888675,-0.0323525273252,-0.0756129445528,-0.0768475602498,0.0236328480256,-0.0125713044323,-0.0262333171168
video_play_avg,0.165361495051,0.151319826028,-0.0509521889271,0.00409933795136,-0.0664652289612,-0.0612762984759,0.127945471945,-0.0376157864714,0.0395702427086,-0.0552170923117,0.00378727113674,-0.0277438062573,0.0667391423998,-0.0828941839411,-0.0444442404446,-0.039947837787,-0.0700122629879,0.0262557260436,-0.0560961690272,0.0996890274639,0.0339819880328,0.00709161971818,0.0300975439928,0.011309685907
video_events_sum,0.170314365676,0.133245880266,-0.0316852362695,0.0382733706929,0.061481421677,0.0170558173931,-0.0756946198016,0.0183548809336,-0.0154847609858,0.0139292950717,-0.0457548023225,0.0311238453011,-0.0247189488733,0.0513705433232,0.0315326053607,0.0787656433731,0.0905869235257,-0.0567193278314,-0.0244102883354,-0.0846848771342,-0.0901629311464,0.0242786776634,-0.0607018672587,-0.0408844689306
video_events_avg,0.163808458836,0.158494322169,-0.0370665982791,0.0530071940081,-0.0951418891747,-0.0358358162471,0.10850871822,-0.040448464011,0.0404118779412,-0.0567012877958,-0.013323310651,-0.00155797126202,0.0827969799936,-0.074259173128,-0.0479725859592,-0.0275870928875,-0.0563466486218,0.0242163223789,-0.029358880075,0.101024316763,0.0534387794399,-0.0103915444602,0.0660008092653,0.0252221204746
mt_practice_sum,0.111106554772,-0.251822542169,-0.162869165673,0.214716328053,0.0932330117367,-0.120952115202,0.0813051998738,0.0195794913416,-0.127338021364,0.0477407087181,-0.0801498568507,0.0657468836009,0.05563888254,-0.0330230488068,0.0476567325819,-0.00829915922904,-0.0551438793358,-0.0357475346992,0.0121885075723,0.028713780704,0.0236561525224,0.00103045731873,-0.0862454599259,0.155534848787
mt_unit_sum,0.111106554772,-0.251822542169,-0.162869165673,0.214716328053,0.0932330117367,-0.120952115202,0.0813051998738,0.0195794913416,-0.127338021364,0.0477407087181,-0.0801498568507,0.0657468836009,0.05563888254,-0.0330230488068,0.0476567325819,-0.00829915922904,-0.0551438793358,-0.0357475346992,0.0121885075723,0.028713780704,0.0236561525224,0.00103045731873,-0.0862454599259,0.155534848787
mt_online_num_day,0.111303605122,-0.23502263291,-0.154377200878,0.216677065494,0.0623458023994,-0.153873049135,0.0919831508821,0.0615913671253,-0.0947884161555,0.0309632477378,-0.0487058368575,0.0240010308469,-0.0355349136364,-0.120159868095,0.0660258399972,-0.0411320537793,-0.0203395621196,0.144829333483,0.00939534713766,-0.208061125581,-0.0236581025319,-0.184155308951,-0.0324929402049,-0.5412346216
mt_online_practice_num_day,0.111106554772,-0.251822542169,-0.162869165673,0.214716328053,0.0932330117367,-0.120952115202,0.0813051998738,0.0195794913416,-0.127338021364,0.0477407087181,-0.0801498568507,0.0657468836009,0.05563888254,-0.0330230488068,0.0476567325819,-0.00829915922904,-0.0551438793358,-0.0357475346992,0.0121885075723,0.028713780704,0.0236561525224,0.00103045731873,-0.0862454599259,0.155534848787
hw_mean,0.116059210997,-0.229344022246,-0.156230774417,0.222407155372,0.127908596963,-0.0731772612397,0.0907843757597,0.0130860813219,-0.0443893494938,0.0353310844947,-0.0167542757895,0.0200035843215,0.00873606321678,-0.0187847308965,-0.0322414985255,0.0201922774667,0.0742602530638,-0.112786381282,-0.0914225271249,0.14437130325,-0.0464846307991,0.163896635495,0.29756827622,0.0424927422976
qz_mean,0.126159535237,-0.150366515692,-0.105383241763,0.0729876063783,-0.033736479132,0.0401559790279,0.0356163058205,0.0147131604777,-0.115486210307,-0.103932183059,0.301282457823,-0.307173393931,-0.0369437025219,0.477762080317,-0.639432682658,0.00199692553826,0.233617522177,0.012939579844,-0.0233997265505,0.0451575143444,0.0169047072883,-0.100094912548,0.0156764231431,-0.0197004270939
Regression P>|t|,0.0,0.0,0.0,0.0,0.685,0.861,0.0,0.159,0.0,0.02,0.0,0.0,0.89,0.0,0.0,0.21,0.005,0.924,0.774,0.264,0.072,0.001,0.4,0.002
