,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24,comp 25
active_num_days,0.119353860064,0.169458147345,0.0528689825672,0.217269339033,-0.183833594563,0.0156067196171,-0.161122448158,0.099427646583,0.0629468832644,0.0155767079615,-0.163588077503,0.166591887682,0.0510548804673,-0.0117683266352,0.0720638157308,-0.126805749939,0.115269214043,-0.0132956170758,0.265002285906,0.141622809349,-0.0119895875988,-0.215813210408,-0.276570760394,0.195448759824,-0.112227880231
active_avg_count,0.10737786168,0.0252994031373,0.0305312955762,-0.354988090227,-0.00355557713637,0.118345713756,0.197186415261,-0.186725136439,-0.0186358646634,0.16973689039,0.0568779884438,0.0547693903025,0.146031468093,-0.0572155451447,-0.171439788741,-0.12819567894,0.00639049787576,-0.232855867026,0.145486363293,-0.0205587779921,-0.222003190234,0.122743325202,-0.0298021616771,-0.171330183075,0.269151912733
active_sum_count,0.183167128408,0.0849999759097,0.0115090886507,-0.0421154379646,-0.133286726334,-0.0138682463593,0.0778091572105,-0.0553945519857,0.0997529707692,-0.0127124332454,-0.0733537906724,0.150141154427,0.0660497865645,-0.0793508574809,-0.0701838283978,-0.0893833145585,0.0651017585917,0.0371942689902,0.0565583610347,0.0247160675073,0.0484671140099,-0.0653379913836,-0.0214323109742,-0.0485662049774,0.0927781574579
problem_num_days,0.135994170283,0.124767192908,0.0113640655069,0.137537306537,-0.248262450253,-0.039221384091,-0.157155994924,0.0831641020461,0.0682743634054,0.0198413467278,-0.147409198725,0.200063717901,0.0784823583006,0.0942685580404,0.0136773018341,-0.17365814904,0.00654318349461,0.11468012803,0.166465957569,0.137475753824,-0.113452434187,0.0192403948148,-0.202192656251,-0.105637299308,0.364909262494
problem_avg_count,0.0688797996194,0.14638695693,0.111937271977,-0.31413640911,-0.0584672272184,0.0273968578041,0.208617902866,-0.21248157465,0.0666100111091,0.164310723166,-0.204378863242,0.176853301855,0.13286379768,-0.297091645455,-0.0304723231599,0.0849178344838,0.0413816180372,0.0173961623961,-0.188582742942,-0.130640658221,0.0356360146506,-0.00563830701627,0.148756168707,0.117566301439,-0.267870169098
problem_sum_count,0.127435239324,0.173580631357,0.0744646912197,-0.122140953674,-0.188839924521,-0.036486038693,0.104882283979,-0.100334309691,0.111983546223,0.0348756261461,-0.261919920106,0.274134377016,0.114399286259,-0.211227044509,-0.0676249877669,-0.0205405127519,0.055570025104,0.0978716388522,-0.0572594859019,0.0500569543271,0.0838143848914,-0.0102372918501,0.0381836172059,-0.00551831911359,0.0104418092354
video_num_days,0.146009964674,0.148732385772,-5.79031801978e-05,0.13114983605,-0.166629917284,-0.0272310921529,-0.205479557376,0.0772178621406,0.0268067321597,-0.0447324368393,-0.0508064623298,0.100920300283,-0.215065683578,0.0309026797051,-0.0482863082522,0.164315359352,0.0570027552021,-0.138114062052,0.0080623315264,-0.106638500584,-0.229467150838,-0.00682719567149,0.100509028896,-0.0136494455718,-0.248389021448
video_avg_count,0.139538484526,-0.129958943751,0.00265008362321,-0.196249914181,0.0652046832655,0.141132448255,0.174757527653,0.0258185312882,-0.0526609513634,0.0783687884554,0.187349257885,-0.119317235619,0.0416542520187,0.0921894554831,-0.0879521578097,-0.193926843909,-0.0577883790108,-0.148922392575,0.348066761571,0.242040584431,-0.122876579887,0.286011945888,-0.18351846612,-0.02894404557,-0.11522877386
video_sum_count,0.191569091387,-0.0930443342504,-0.0320339940224,0.00168191918436,0.0203914256862,0.0291760530446,0.093243787932,0.0333125968426,0.0877868451336,-0.0515018294952,0.0767510975804,0.0294273476604,-0.0619271386551,0.0658032601861,0.0725039844962,-0.066820721291,0.0691298184203,-0.103918597079,0.0846953875771,0.0125104714164,0.035507243443,0.0233437115421,0.0678464776809,0.0241818293793,0.00632726949508
forum_num_days,-0.00121000005916,0.146381718209,0.0294835675824,0.297970124315,0.104365325035,0.418008015632,0.134589800005,-0.0327708985744,-0.0593621894377,0.06185310017,-0.076013731532,0.00298042375821,-0.0427143051154,-0.0197040484357,-0.0357725928541,-0.121443704741,0.011104573068,-0.0559551566782,-0.0268505568994,0.0691018206166,-0.201045819552,-0.0187797889141,0.0874609850449,-0.0341137799207,-0.0987315995859
forum_avg_count,-0.00482153372649,0.11589951269,0.00385226965873,0.280198342291,0.0763051883211,0.415689583757,0.148214022327,-0.0287441546809,0.0595419184734,0.11063406682,-0.028565072021,-0.0929810294629,0.021529403555,-0.114466088085,-0.0617774571268,0.229106119833,-0.067871375519,0.0135922987482,0.0588821809375,-0.254973827145,0.507921808533,0.0890185838717,-0.161068240671,-0.00069763740626,0.241731817143
forum_sum_count,-0.00121000005916,0.146381718209,0.0294835675824,0.297970124315,0.104365325035,0.418008015632,0.134589800005,-0.0327708985744,-0.0593621894377,0.06185310017,-0.076013731532,0.00298042375821,-0.0427143051154,-0.0197040484357,-0.0357725928541,-0.121443704741,0.011104573068,-0.0559551566782,-0.0268505568994,0.0691018206166,-0.201045819552,-0.0187797889141,0.0874609850449,-0.0341137799207,-0.0987315995859
num_watched,0.160517416631,0.133266495161,-0.135446567458,-0.109534610843,-0.165399509595,0.0771043792657,0.0386629618127,0.0368392849173,-0.0768553631688,-0.0739469972004,0.0712465525965,-0.0657710482888,-0.162808754427,-0.00122226678007,-0.041615628497,0.200335981157,-0.0496471677715,0.0811679198045,0.0254536521707,0.0502436559657,-0.0190891061938,0.0863896019122,-0.0912274643962,0.0682690747865,-0.0486868396059
num_complete,0.15323420842,0.139409169328,-0.192159073551,-0.0574607625758,-0.122434142553,-0.0470059104841,0.117401882163,0.047951516263,-0.167321043998,-0.0631663549718,-0.0636779048402,-0.0990326644362,-0.151744795692,-0.000288824598171,-0.0420463201443,0.0988839822091,-0.00563023040308,-0.0690448044092,0.109888319333,-0.00808688994981,0.0574998628928,0.0922768329818,-0.0847243027147,0.11431148608,-0.110473735739
num_incomplete,0.0603193819248,0.0185491175933,0.111694517534,-0.163002824067,-0.153878630482,0.340956184788,-0.193679765494,-0.0192237294434,0.21414340703,-0.0469949165441,0.367415014573,0.0690402569449,-0.0706910181997,-0.00273035097562,-0.00964007145499,0.314191832727,-0.126686483576,0.409524409617,-0.21182622098,0.163865074888,-0.203042602116,0.00709614507841,-0.0403960665451,-0.101454309335,0.147240304044
complete_rate,0.144137424328,0.177688682584,-0.0851574610787,-0.041158664833,0.000975648765186,-0.0801688910942,0.00662950213847,0.0529570507419,-0.339061678394,-0.0208060778423,-0.20093251314,-0.107816987237,-0.114558772295,0.0978209944989,-0.0247657459203,0.172517298984,-0.0375530306328,0.0039876610199,0.0640748244941,0.0290683465821,-0.000475604618314,-0.0351181382608,0.253134928368,-0.236471758067,0.153229106602
incomplete_rate,-0.00246327829411,-0.0193421047687,0.219409928519,-0.141495085471,0.00267256978846,0.206138857244,-0.442814895273,-0.0680333855304,0.12915054722,0.0617947290067,0.285536312363,0.077976284596,-0.0796393289475,-0.188180170209,0.162300437291,-0.0944140068439,0.22203828026,-0.276703617206,0.109476264762,-0.0834937334386,0.1379278866,0.0375242055572,0.0212747059365,0.126148831486,-0.0846631399495
watched_time_hour,0.136951418399,0.106470690434,0.00236979976127,0.0100187725717,-0.205301991309,0.0204043686226,-0.19612533834,0.0178511078648,0.0363989142073,-0.0170104922879,-0.142806638427,-0.114341963027,-0.112871500037,0.0136287846862,0.186015615284,-0.414121770124,-0.419184380568,-0.112838597585,-0.406243350238,-0.00445730000229,0.155808088765,0.46319647526,-0.0037379731977,-0.065069048247,-0.0561764996962
watched_time_weekday,0.0844444898471,0.036339449572,0.0373053257021,-0.295761820203,0.0546462738262,0.192510423787,-0.0359814129784,-0.0411208588383,-0.37057746974,0.109593190494,-0.101930327308,-0.319275112965,-0.0789729035229,0.00326190465382,0.28179420674,-0.29763277617,0.183378128873,0.347322888617,-0.135967511119,0.0289548790227,0.0393111696627,-0.31054084843,-0.155751266797,0.180716155423,0.0609941898527
seek_video_sum,0.176123373539,-0.0219846392491,-0.0310135705289,-0.086726782522,-0.0857236526303,0.116957872918,0.033493968408,0.0151436116424,0.0542715242616,-0.220935307045,0.0632766099923,-0.00710159207332,-0.0538954317865,0.142620210026,-0.283598372071,-0.134015190084,-0.24286494938,0.0492296324968,-0.0107634685285,-0.0831322012766,-0.00187511462888,-0.289496442813,0.0470634668506,0.0241322064527,-0.0149795154008
seek_video_avg,0.145122071227,-0.0437172282759,0.129873860427,-0.113958026934,0.0679389567423,0.0940433961965,-0.226782648576,-0.00311240496205,-0.0230762784594,-0.163538664482,-0.0436449057522,-0.0424477023926,0.000725730817629,0.122856976318,-0.482523125111,-0.159756036387,-0.234749310172,-0.0877914929972,0.0822368102332,-0.300802266466,0.100951943417,-0.257805929983,0.0867034036107,0.188218007897,-0.0162477319074
pause_video_sum,0.16611061164,0.119558203958,-0.117692129186,-0.087659516196,-0.178313611165,0.0576358350713,0.0592519602097,0.0149105027806,-0.0599054870612,-0.0261211541149,0.0369558708899,-0.0892445243409,-0.145009733917,0.0167249859956,-0.044221039384,0.235572495539,0.0279002623934,0.0345019370968,0.0595876366634,0.0476022869241,-0.00354015190836,0.1091297371,-0.0651637329619,0.0735075767335,-0.115674750244
pause_video_avg,0.140234346679,0.135589038195,0.102559379038,-0.104039447455,-0.0341808419072,0.055338379918,-0.278360887665,-0.0175097541903,-0.175310069434,0.0932978453022,-0.0388752938756,-0.119000103176,-0.147569204786,-0.012740104636,0.0830576928908,0.157389583764,0.2457767596,-0.242184874969,0.156757777555,0.00794325658363,0.143805073354,0.010058207894,0.208683005926,-0.190983150324,0.100164245568
stop_video_sum,0.0698168797988,0.211376184664,-0.314951899345,-0.0504456566553,0.156662710931,-0.0500234257889,-0.0457100673785,0.149746929732,-0.0117783071471,-0.107533819497,0.166926183369,0.0374581955683,0.141582502818,-0.24744860989,0.039154267213,-0.0118951356182,-0.0691933311087,-0.0650009293713,0.00719757354193,-0.0616265515421,0.100683132419,-0.0477474036439,-0.148866144121,0.00984506401306,0.0884592710457
stop_video_avg,0.0261607282673,0.251101406536,-0.150216778562,-0.055647941737,0.337978374326,0.0308982660214,-0.129274756149,0.0350823961269,-0.0670157124788,-0.0234470344327,0.0578114394894,0.236649990558,0.0737042606615,0.161290070759,-0.0567710275762,-0.0476737586644,0.0976590650025,0.0359517550196,-0.147430407252,0.0630952372021,-0.0482797973843,0.0570394184398,0.1108903451,-0.0189938130913,-0.0671171912825
video_forward_seek_sum,0.126627097376,-0.112530728778,0.113430794655,-0.103106275585,0.0502869994479,0.0894214577014,0.166326977216,0.382635397245,0.126816922287,-0.157901018468,-0.0848805003963,0.0905511154188,-0.0972475195906,0.0116506187202,0.138093939028,-0.0167091505577,0.083227150846,-0.114070613529,-0.0974127575207,-0.022011819422,0.0401220686203,-0.0391403694368,0.209156143304,-0.0928722885065,0.260228514543
video_forward_seek_avg,0.100847905589,-0.122067628391,0.220274671173,-0.0949252295289,0.133012791365,0.069563081027,0.0501508801105,0.427410808756,-0.0428784192915,-0.0590680559453,-0.146188873806,0.0579327325654,0.0484320527,-0.0372671226602,0.0170860514842,0.104291025374,0.0494857628783,0.0454655664651,-0.0309618266233,-0.10615023407,-0.0509200743319,0.0958401074716,-0.25698734603,-0.0441280926923,-0.229365363398
video_backward_seek_sum,0.163409143132,-0.130932287233,-0.0455109024571,0.0565838846127,0.0812447315538,0.0369350677263,0.0282836446821,-0.225007810262,0.0282190918539,-0.271067393327,-0.0331344073116,0.0921899138007,0.00951045374406,0.0207572971421,0.162912634067,-0.0489092583085,0.0696252649579,0.0348264306533,0.0361224325667,0.138154057899,0.112714874238,-0.0448743769167,0.0611250725121,0.00643363645248,0.0280486841151
video_backward_seek_avg,0.140852115956,-0.152296649081,0.0396087589143,0.0502646779318,0.1603198713,0.0298457914728,-0.126962172534,-0.236637888331,-0.108781225885,-0.220129709398,-0.128394903306,0.0170713791485,0.110934890472,-0.146638634321,0.0225026154456,0.139584570846,-0.166726365284,0.0607670764264,0.123970916368,0.243314949815,0.053254108287,0.134321816784,0.0839350372466,0.106299439438,-0.0344144842517
