,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13
video_backward_seek_avg,0.143476376619,0.147231941282,-0.0206278351115,-0.0560693060652,-0.0364359998056,0.140731751974,0.0254506048359,-0.19608744883,-0.113548909603,-0.287774716679,-0.275558676677,-0.0538776681834,-0.0129647687401
video_pause_forward_seek_sum,0.173508493415,0.0529435472674,-0.0906549187551,0.101067495306,-0.106818278596,-0.0144535614626,-0.0530858456912,-0.109274642468,0.0037251919574,0.213658699292,0.1937111221,0.0128742638057,-0.0166479903786
video_pause_forward_seek_avg,0.152202674644,0.0882688578359,-0.0261390977957,0.0536728978081,-0.141684648571,0.0457340221587,0.165455217982,-0.186006575558,-0.0243866356141,0.347471926556,0.136633373231,0.0782107710193,-0.01449570529
video_pause_backward_seek_sum,0.171259532616,0.0374724579196,-0.096391663412,0.0981164464183,-0.0881191671776,-0.0275235139658,-0.15499654204,-0.104108777346,-0.0202492126844,-0.129393786356,0.129691506045,-0.0365434140289,0.137548708442
video_pause_backward_seek_avg,0.172203730774,0.0701654841036,-0.0515956617154,0.0581154821746,-0.115075317578,0.0152231723236,-0.00506651751646,-0.16766365669,-0.050255449834,-0.104460111218,0.0296184792123,0.0473760410033,0.144952784796
video_stop_backward_seek_sum,0.0814463294526,-0.116965616741,-0.186429171818,-0.0713447030824,-0.0184863261489,0.112473274762,0.0952696287344,0.00469577508667,0.437785946285,-0.232313262476,0.121062922587,0.414040488552,-0.170427710168
video_stop_backward_seek_avg,0.0338369051763,-0.122130008111,-0.0853892783909,-0.210596634847,0.0331512000495,0.28656854419,0.0854160031165,-0.165107060752,0.490609910059,-0.0865017127664,0.0646529328506,0.156524270352,-0.133821151954
all_type_video_forward_seek_sum,0.182517611841,0.0983155731407,-0.0141141984991,0.0267021666125,0.0200425579996,0.0307117293517,-0.044875183256,0.189931590464,0.0743090745935,0.113623821735,0.0975208333683,-0.0259797559322,-0.0203922657903
all_type_video_forward_seek_avg,0.161296050714,0.137059558649,0.0745396488835,-0.0244869836328,0.00353441375771,0.102572080572,0.196996122379,0.138430611505,0.0499329990936,0.233087258807,-0.00513058227431,0.00547256811553,0.0236742030429
all_type_video_backward_seek_sum,0.172936365456,0.0936454147909,-0.0824535455692,0.0240089729369,-0.0694857207278,0.0510681662004,-0.149585134016,-0.0937089652665,-0.037705090217,-0.241707838304,-0.0357167530506,-0.113429277317,0.0561959359682
all_type_video_backward_seek_avg,0.160118013035,0.128818118667,-0.0332575813661,-0.0328805871285,-0.0597846345865,0.121032469579,0.0207100249541,-0.203196666146,-0.0857029818847,-0.252705582219,-0.200164910258,-0.0226695880768,0.0273887318254
all_type_video_seek_sum,0.18897557215,0.101975865914,-0.0401717404749,0.0271691473183,-0.0119824638061,0.0399262966032,-0.0860748728786,0.0954001003559,0.0369388364967,-0.0116137790723,0.053570518659,-0.0597579190889,0.00682605344687
all_type_video_seek_avg,0.175221758114,0.146280971607,0.0422862625112,-0.0296934024754,-0.0189919432398,0.118357151038,0.150932095384,0.0275131214518,0.00544817997207,0.0785872124731,-0.0759409768861,-0.00419213549819,0.027120444885
video_pause_sum,0.181724653285,0.033403963358,-0.0920760784278,0.0998061906205,-0.0903931858663,-0.0335810827872,-0.080802805581,-0.0946468622577,-0.00631186511105,0.136462042834,0.173424600588,0.0206171997353,-0.00881108156395
video_pause_avg,0.166859529697,0.0750397409679,-0.0196833405904,0.0444902772288,-0.127487111165,0.033207499306,0.151144203752,-0.191566668496,-0.037535601678,0.26882424577,0.107070383844,0.0884106351102,-0.00431393548586
video_stop_sum,0.0659103324086,-0.245830210311,-0.302071195955,-0.0437433520054,-0.0112176771033,0.0250528020144,0.103621049756,0.115405953013,-0.065740196076,-0.0409596693527,0.0973219557772,-0.0712079143259,0.0600961717534
video_stop_avg,0.0277439764127,-0.255479612124,-0.227714400791,-0.144919862021,0.0285809763906,0.223153624349,0.180316123598,0.00984761759987,-0.0839404435211,0.0249862137107,0.000586384086293,-0.223431170572,0.137005993335
video_play_sum,0.191550946674,0.0850326156796,-0.04456214735,0.0272788132928,-0.00325137008724,0.0247651115402,-0.0880153946276,0.0975067002257,0.0259324726231,-0.0140199410344,0.0583492419148,-0.0514601331609,-0.0037700650948
video_play_avg,0.177907696769,0.132206579043,0.0445420859712,-0.0373149820565,-0.00903180679125,0.111781641026,0.161738646521,0.0200932888216,-0.00933989460806,0.0753618015909,-0.0761072683073,-0.0014506769317,0.019308853237
video_events_sum,0.192110240287,0.0793583452896,-0.0567795634157,0.0437889736614,-0.0264987018759,0.0179953382045,-0.0863136751138,0.0557252503384,0.0227824631019,0.0204411580566,0.0843450548019,-0.0397568932781,-0.000426403549851
video_events_avg,0.179392057907,0.125771831364,0.0280026828196,-0.0181299032271,-0.0398632027299,0.101677822517,0.161199090912,-0.024522440919,-0.0110221089234,0.122925258569,-0.0363962546197,0.0156903114585,0.0188650645848
mt_practice_sum,0.0531556610807,-0.17568865481,0.275590678291,-0.0205791791903,-0.220895554481,0.205286550035,-0.0983926798695,0.0654443652821,-0.12827145886,-0.0466270823632,0.0891970256877,0.0296621692902,-0.141247016262
mt_unit_sum,0.0656154425827,-0.194961289984,0.292409295801,0.0111765544072,-0.218584371823,0.127532719949,-0.027547511075,0.0424265425424,-0.0801472054771,-0.0752750121331,0.0626114931566,0.162364906286,0.0763543356124
mt_online_num_day,0.0123023593438,-0.172874240704,0.218515024355,-0.120459675417,-0.109390368416,0.250226581825,-0.137322118562,0.0328020751626,-0.191449660586,0.100104105222,0.115303962548,-0.288093360713,-0.267566527627
mt_online_practice_num_day,0.0688400746608,-0.180337775364,0.29563441387,0.0118542625946,-0.229319010119,0.156049141117,-0.0392474464052,0.0578258327728,-0.0764382147375,-0.105939549436,0.0834646191713,0.145093332542,0.0643547072214
hw_mean,0.0836511546133,-0.192066172172,0.228124641677,0.0837403695855,-0.189981033605,0.041127796824,0.0271857284613,0.13962035937,0.0107210474252,-0.121438713567,0.0434577640128,0.182545146887,0.18016543377
qz_mean,0.0880541968095,-0.181256171373,0.115934155992,0.0286878051852,0.121650831881,-0.144916270555,-0.00277306237093,-0.0565209894285,0.115208400229,-0.00630364228394,0.0281016518894,0.0916833555884,0.691359317929
Regression P>|t|,0.0,0.0,0.0,0.0,0.711,0.0,0.144,0.002,0.005,0.143,0.931,0.002,0.0
