,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24,comp 25,comp 26,comp 27
forum_avg_count,0.029005207095062623,0.18561955444896241,-0.02240376869766473,-0.15532902882233132,0.4733602748550648,-0.1267887854171225,0.10346150001420513,-0.09545264143240145,0.030883469450830398,0.017246265283559548,0.039487259911925504,0.008972145449354454,-0.04244618773263857,-0.0020370652815940027,0.05533237023015056,0.012202334972695239,-0.054465540201236645,-0.003985754677565307,-0.0005874781117038708,0.03136674818372895,0.022743812525569174,-0.020475669950093256,0.009349372210632062,0.00468950713311567,-0.043931817274794865,-0.021906141051563438,-0.003294188367687457
forum_sum_count,0.02794768021168783,0.19475099611227617,-0.022670011951785515,-0.1552715085226505,0.46581516404786183,-0.11780995442897427,0.11144569027824773,-0.0689781621793761,0.04078851889467558,-0.010136835788259024,0.05168591633790205,-0.004045719842734524,-0.02876915436560079,0.020190412825680126,-0.02026429325423075,0.016851943967153893,-0.07002522089759672,0.00749412679032932,-0.06541009992901398,0.0008726919100397364,0.08797258622715609,0.07388849709848812,0.0005612832154105185,-0.03677395123396314,-0.024559388975300734,-0.06583185564475548,-0.025206637632498644
num_watched,0.17091128480872583,0.09612978297135377,0.06580905461652864,0.03982634303737271,-0.003888912819009882,0.07075683866750412,-0.1566779065690494,-0.16351995965444643,0.006876862079342516,-0.08722761133899122,-0.1707456706134963,-0.026286743485077056,0.0013027238618994463,-0.13272295268138534,0.08163132018097255,0.04562988846410593,-0.018529857422504764,0.01434772309316884,-0.056897943829648814,-0.09572453267672579,0.06346943537965026,0.06330705307726436,-0.16558716442268173,0.03373218096226809,-0.13743153219682458,-0.03602808393162052,0.005407931861292445
num_complete,0.16425337091790784,0.11979947713672476,0.12018087260515935,0.025501228249428503,-0.09139668933143907,-0.014100585506164415,-0.10422435325278696,-0.13586743758025188,0.0814617421539856,-0.1277960522102285,-0.07564678862734339,-0.010220026150993967,-0.09172094060851796,-0.0786079819274289,0.09973968868973995,0.10982692757580917,-0.10029543885850292,0.010292640255829322,-0.04683140613650741,0.02724228362229869,0.10921421901277079,0.15527440742907808,-0.18546540317890076,0.0953857610788156,-0.21373901448565993,-0.057576576323154466,-0.008024872484027917
num_incomplete,0.08703172524225372,-0.0316654092240052,-0.13391667361501647,0.05784351022129565,0.255796274051556,0.27746268222842296,-0.21608393885084717,-0.1458527335858422,-0.2166151139612491,0.08487236322193864,-0.3470416665317103,-0.0576213489981357,0.27406562294928366,-0.21151538450783192,-0.021033474181642586,-0.1707734115050577,0.23313210315728006,0.017587213915545644,-0.05205805579643358,-0.3993835798206758,-0.10947082152243831,-0.2454600275918727,-0.006896522511119982,-0.167989580140331,0.17015510435431486,0.04914781553614633,0.041635715472726126
complete_rate,0.1564402789022729,0.13733555682603774,0.02016890590828748,-0.09352107750119823,-0.10541387645997598,0.058881161462227403,-0.04822231911882388,-0.05975011616558601,0.14083721612725242,-0.20670355910048538,-0.009011053286294595,-0.13203257844976127,-0.2233112069330093,-0.17000111755572744,-0.09447735867394529,0.053982747076070946,-0.021741325804538095,0.2101812155003358,-0.007563071129408495,0.11184415310466364,0.14862152167965592,-0.31515891953474817,0.1871988541528262,-0.16125415855987543,0.2013646606777564,0.16111824221789323,0.0014418946101008856
incomplete_rate,0.020833938222420908,-0.16045447678481303,-0.2265786961970761,0.024909405590230225,0.18413876956834793,0.34652708341509925,0.043202085209500564,0.07720177966711764,-0.23712578224935438,0.11318052097637007,-0.27225408371598236,0.09376709530775029,0.13747536243942482,0.41066670555219553,0.025738176164291526,0.23440987300792648,-0.03287344645332313,0.08196738470731663,0.0015184188349978422,0.211994527513504,-0.0752143490270188,0.23230672273909392,0.08353675416309193,0.19343369649347655,-0.06877809602209092,0.03585876799364904,-0.019505699736972915
watched_time_hour,0.15191023136672138,-0.010906998904382365,-0.06286709298278492,-0.11547372670924855,-0.05331151916073365,0.09040952136339872,0.003206947554397295,-0.1375852627795607,-0.05505927730062077,-0.06424564221067017,0.05352953138644624,-0.23856692603141283,-0.41759921477574014,0.49591720759428415,-0.11455528599492783,0.027937926394654367,-0.027995595218362826,-0.31861792782536796,-0.17181779158990365,-0.23449776443027598,-0.19173777519599647,-0.3256351890916818,-0.10901374948076803,0.14548121343642906,-0.04464960956862155,-0.02996105492647498,0.15283381547733993
watched_time_weekday,0.07220214651893038,-0.03769216828685531,-0.11963440453148189,0.10542620424678074,0.040392604762371886,0.2951258821742719,0.21428998545068226,-0.1475218902151605,0.23354087785073396,-0.37284816991057906,0.0021955361514560314,0.4749465622097207,-0.3054354778715265,0.028472921855882516,0.05906536544346053,-0.3597919700074691,0.18932641006898943,0.09526883223160051,-0.043329199427989074,-0.03403472571671938,-0.1659454260979173,0.23455874944093835,-0.03421836202584633,-0.02873554044077227,0.0166020737369413,-0.015052018625432206,-0.07138928343009363
seek_video_sum,0.174104449369228,-0.020813714009684122,0.06470301750191951,0.14658430709651163,0.05612500648263552,-0.00558801462941297,-0.06339392861584611,-0.08117327223551714,-0.07186958313068488,-0.08602938604315485,-0.031772745542701146,-0.09008103318845699,-0.07998220993664495,-0.032341712472932604,-0.14880707875188717,0.08763733722754057,-0.00324011411544127,-0.28631904543851505,0.1852024541199064,-0.1466714629958665,0.11869096076209473,0.24940301221430036,-0.037353054500369284,-0.2825419465939418,-0.11405779966480659,-0.13812954550143708,-0.10971759601515468
seek_video_avg,0.15244599499606293,-0.11132976275546651,-0.11997083986751576,0.07469701432989335,0.08790814854928733,0.15525726437731036,0.09713635215786032,0.008663758025736918,-0.11203335000317108,-0.10778324704090275,0.06315015416964903,-0.18363294100296684,-0.17277796254365066,-0.05969745071907645,-0.17910583816627085,0.11475755996599599,0.10917059981310784,-0.259659193644009,0.40744640948712535,-0.013473798587874314,0.20563781005202333,0.16113208971138454,0.20137942525684596,-0.12365198701382345,-0.03631093238689573,0.22586712463075032,-0.06486429575004622
pause_video_sum,0.17408290220431466,0.09310112441235681,0.051029945411545534,0.02520455428470758,-0.019304644965479283,0.047232037661930855,-0.14621068251085598,-0.16308291047290524,-0.004329973925998759,-0.06551442146505966,-0.1472453454189635,0.0024437533586470807,-0.010398264253948394,-0.15319008532979417,0.08749626177533143,0.05129204709393509,-0.02728786348688375,0.061689583317630414,-0.04007291953606737,-0.0072462042787127395,0.035747425728340304,0.058035857210784775,-0.24480232345667396,0.025770949454379105,-0.11798110784458823,-0.09380495106916181,0.09471272903326966
pause_video_avg,0.16423089099081714,0.018663166288735836,-0.12605767400978968,-0.09396660712816778,-0.02832297471248645,0.2082895625502446,-0.028943093721617987,-0.025290210179720003,-0.029369464301718506,-0.0745377085125148,-0.1295459573401374,-0.002669215005672839,-0.1452742838850392,-0.009017300512021272,0.02231722294388966,0.23451399735722106,-0.10487508170648818,0.2796311069546784,-0.042875991298005345,0.36364318322365563,0.017072682398585323,-0.218195842416271,0.06337641451548945,-0.14778688322086855,0.04504701787325366,0.09528048790801935,0.15729402066842546
stop_video_sum,0.11579317926713673,0.18181655560760943,0.24869688182556396,-0.10601608265474076,-0.07108409866168167,0.1097035828549431,-0.06154372665588516,0.11308406680152149,0.03904888081963964,-0.09708309518437665,-0.04670098703044349,0.06777713458383121,0.13839802592186964,0.06406398795588475,0.2914556020622153,0.08154837770705733,0.03919149736771155,-0.14134919068409557,0.03467613978517517,-0.09065583746486564,-0.05209999866727,-0.02679583430024668,0.1711143227681484,0.060653282945437106,-0.21083250930561676,0.09776655134541973,0.1155241683363325
stop_video_avg,0.06470117104232771,0.2340902782274883,0.19187959309883262,-0.1741834685613567,0.007603567301156558,0.20193682887572023,0.14571137052930633,0.21791557782512203,0.11846742948977738,-0.10755125219896405,-0.01629487214507098,-0.09934895215342952,0.20980223681037258,0.048693312839701054,-0.3164791832724666,-0.034481146447353825,0.10038123781936681,0.002595937407988025,-0.0437573917167321,0.051018068692073426,-0.07399038001788781,0.043915050517577096,-0.03404467879376316,-0.03412792204995324,0.09323790949275106,-0.04497800212179459,-0.05805118813897435
video_forward_seek_sum,0.12425605131566965,-0.1063899308736171,0.1241566315715357,0.25929898933206325,0.16671990728754185,-0.029027073029750973,-0.16104574856379908,0.19251863126734806,0.12648611785799005,0.02808620487115027,0.019723948483505702,0.0033351853301477807,-0.007047515292698139,0.1263942602176642,0.03705461795953577,0.02189965149706702,-0.0482798837256074,0.06984037217310651,-0.17337517344465625,0.053988311799136976,-0.0820126075700845,-0.0744330066155377,-0.16500424069603345,-0.1493703430352879,-0.0503244283051163,0.16648502735764772,-0.2233884683423577
video_forward_seek_avg,0.09608771966169483,-0.17212052257173988,-0.06956571168452981,0.17842216820981072,0.2006791796771996,0.1023225781836818,-0.12856337694027475,0.3233303159853633,0.22780755426202354,-0.041751200892394376,0.10740996678588596,-0.0966684898223241,-0.05263108265733419,-0.23483473094134286,0.058168939902003586,-0.0806097640614935,-0.06660061416400759,-0.20068769905657408,-0.005786780753692822,0.10003069063387066,-0.07090788878093153,-0.06172534710811611,0.11282051752994099,0.18618924662492153,0.014279204934417804,-0.1348044584606567,0.19507541746407128
video_backward_seek_sum,0.15770141513102529,-0.04997415927218246,0.16313634773325655,0.13665322082774722,0.012915731683146477,-0.10191961915827566,0.0899957959353467,-0.0021191714815462586,-0.19507921348547855,-0.10694101879707157,0.12289551753056734,-0.02508913502708917,0.07895812704209665,0.16696170397344134,-0.06206614611418603,0.012631240368708222,-0.060052766087142134,0.1591835197551445,0.019099667305350954,-0.0005572749599884741,-0.04342480246974706,0.04854635680327868,0.03970027912336871,-0.2832794334192733,0.013681897100961182,-0.29105060936897587,0.19957684406938378
video_backward_seek_avg,0.13324709004446805,-0.12082091832881976,0.024476203741383963,0.0004814527529632273,0.006900131598734318,-0.01649587894442797,0.29869383321533205,0.01231299867688804,-0.3062921635312837,-0.2573385305895637,0.23552477699426688,-0.09805505294929068,0.13456843084183637,-0.10496307312615172,0.18297792019399772,0.021198252067756617,-0.010514017933466293,0.19793709285488695,0.15055605215992188,-0.11038699001185825,-0.10928755063578038,-0.09723712379027638,-0.17243075473680208,0.1653642242365713,0.008411616995293386,0.13801274916063533,-0.01051673566472805
video_pause_forward_seek_sum,0.15199602824507524,-0.0521966210330573,0.005974490200861158,-0.2126537136467797,-0.08647212977156557,-0.18018246354851308,0.021481767129403286,-0.18839041182426952,0.10029130819734718,0.14972313686714453,-0.04516539887420869,0.05300651142684432,0.00951642502251814,-0.02737403860753577,-0.0963395470218215,-0.030014746934463016,0.1468828280177501,-0.0022468642774678502,0.24977577025820177,0.025651640959049052,-0.2400455669804691,0.10054420128891066,0.08205828935228937,0.16920816022758312,0.10892186756534,0.13390560505869145,0.15608180277654687
video_pause_forward_seek_avg,0.11416670077578181,-0.13677352512556668,-0.09863866271594406,-0.309909189866432,-0.12108813680183418,-0.09511877604030725,0.11504196782013527,-0.026019917072009985,0.15015194105704005,0.12695625946495848,-0.09090231050876477,0.07589316981656549,0.06665018287805145,0.11409058532004326,0.0435164391531863,0.12782190095228446,0.06511207279340155,0.07641179039970615,0.011668871130280924,-0.197852583586585,0.10948755096196153,0.05716711376510997,-0.06676337621001643,-0.22477615946696017,-0.023575479714685738,-0.07041971549970909,-0.08159535529942574
video_pause_backward_seek_sum,0.17368281258337762,0.009566952202878754,0.0597422931267233,-0.0228827650447106,-0.055022921931349514,-0.12111089034340115,-0.010456844206913726,-0.1292635404146817,-0.18722549803534355,0.03221400501263132,-0.11516032193060476,0.07217569494876877,0.04876809134985504,-0.10758776699162975,-0.09628958861326223,-0.24701254361394448,-0.06637110767323186,-0.27359481375009326,-0.14385568020354822,0.217229149427799,-0.01630771929733652,0.021238105110411045,0.13927634708002465,0.13349311887925447,0.079327178347324,-0.05231903620785081,-0.0494976446479126
video_pause_backward_seek_avg,0.1580485128448194,-0.09090420179662798,-0.06952769263482704,-0.1627014533538134,-0.08613340896026453,-0.03176595412912117,0.08770294494003038,0.014152743518288742,-0.1780380635742985,-0.0185663953073652,-0.1488811244452046,0.048183116026153355,0.0424638232726668,-0.09052121979154051,-0.028348334012657662,-0.22631877495490052,-0.18288539848433488,-0.27565274914823545,-0.4128977507989221,0.20711047568144714,0.14206667781342724,-0.002668933378119812,0.07199176725638702,-0.024297429830534567,-0.05993570910472523,0.01312934075358839,-0.22570147482469838
video_stop_backward_seek_sum,0.126522170924362,0.0977621144170122,0.2180313784180027,0.01663951929406258,0.019784136641889324,0.0005575592848673234,-0.00796753975962803,0.2100041348982146,-0.2175463001508004,0.21484518336833577,-0.05522303069656249,0.18451014252103684,-0.3245159158758002,0.09366509765422998,0.2974650220158151,-0.06384935956891892,0.0075341396705187426,0.10639495859554919,0.03846447374176196,-0.1740993204949805,0.24957291503385326,0.08838340660061521,0.25637291719627786,0.00023972533347665914,0.39395687399955065,-0.09240554902738259,-0.0093810113095599
video_stop_backward_seek_avg,0.06911278710429296,0.10192993955959401,0.1525632253901603,0.01872986103524998,-0.032023149576478414,0.14159700126462169,0.26410806094450023,0.2505855821156235,-0.1886261779368033,0.5143164365995799,-0.014227051444868619,0.045406635556268685,-0.36171686656955354,-0.2618868339723198,-0.1401991072051911,-0.056845346854765236,0.1467840393804933,0.058794577329233974,-0.03556196636363905,-0.024345139538290927,-0.049075623585984975,-0.05512744427674444,-0.24478767189188833,0.02272740800581629,-0.2686998465734591,0.0701382286608742,0.008817792688544275
all_type_video_forward_seek_sum,0.16781553710030853,-0.10502909328076655,0.09532133616568676,0.08742175664992985,0.08113407035782802,-0.11095536017039913,-0.10914550304752069,0.04977837962974154,0.14383118888621843,0.09514897956253704,-0.007727697392160343,0.028769886568007517,-0.0005228135456381333,0.08044647466324392,-0.02021579375113947,0.0014048306208550364,0.036932725868375316,0.05083885768109326,-0.005093418034497542,0.052883176659033033,-0.1800599627473565,-0.005504104783297428,-0.08204688202825772,-0.027194567200859273,0.01658485739101572,0.19025698553694229,-0.08876563308461913
all_type_video_forward_seek_avg,0.1382613034927417,-0.20303711932701188,-0.11063051766776592,-0.08714780120393098,0.051867679509021374,0.004453491895612885,-0.008540996641549227,0.19497153791573518,0.2483848004991393,0.05626116219013021,0.010569224568557778,-0.013411953694347062,0.009387933208083545,-0.07888560445044239,0.06683382895778388,0.031338950048697134,-0.0007900305336824013,-0.08131049124158111,0.0038922817538506313,-0.06474132205588727,0.025623227104299436,-0.0028266133780158876,0.03002386795823886,-0.02595821304243635,-0.006166211958612677,-0.13483597739999592,0.07421318873418908
all_type_video_backward_seek_sum,0.16974501843674156,-0.030965997629540592,0.14235530130179244,0.09320484261092651,-0.0063795326238817954,-0.11014014104597654,0.06224611418151217,-0.034282539112917815,-0.20341127637552583,-0.0626334028270763,0.05390946610241581,0.008034358547159209,0.06334202038902789,0.09221769571257242,-0.06584717414621047,-0.0657387427169695,-0.06322526105323227,0.03766809193647049,-0.027717163169232152,0.05937078277816309,-0.029826976945077535,0.044013617846227225,0.07703936568258071,-0.16677078410149324,0.043972028250621624,-0.22999193715817493,0.130458452633028
all_type_video_backward_seek_avg,0.15222615699325073,-0.11582992554758753,-0.0007333713534026191,-0.05318144964824302,-0.024500600941408615,-0.018538276246545398,0.255802226517813,0.021010787853025053,-0.2892053883537875,-0.17989013319441952,0.12277010779481584,-0.05455214022234782,0.10226087195024344,-0.11464617217343868,0.12064979185347174,-0.061334110852360346,-0.0642310740834936,0.055198893959273326,-0.027895692316715126,-0.012795211654799734,-0.034326824365649565,-0.07377527350901815,-0.10959556279315621,0.1138164344953641,-0.0215606512316982,0.10758167555101601,-0.08247229880156931
all_type_video_seek_sum,0.17479067858430847,-0.08507143663958872,0.11412780164250678,0.09259933810617199,0.055925587420537694,-0.11489147451917456,-0.05789271174196577,0.02449882357051578,0.03706641407028456,0.04776415014198974,0.011897375720889784,0.023158276326392228,0.020094810903662722,0.0872950671457133,-0.035726357763660684,-0.0202389089238761,0.005965335692971342,0.04850702799683941,-0.012596881572773846,0.0569811686337793,-0.13832845385534057,0.010288828212986127,-0.033744818053428466,-0.07332679638223459,0.026062523331540424,0.06165792409297462,-0.021284803500846015
all_type_video_seek_avg,0.154894901562692,-0.19285864738261518,-0.08504401816557369,-0.0838921098376036,0.031890130599248966,-0.002541693904926639,0.07563289581469926,0.15621355314158133,0.09749804585611478,-0.014663110715033768,0.04754403956238917,-0.027807193147341907,0.04004956801610199,-0.09730485605211346,0.08999482170717338,0.0043196570139796536,-0.02124083888982007,-0.04459844607903264,-0.00597812465181756,-0.05374080151388568,0.008614533516271856,-0.025868284933157997,-0.012193198182879943,0.016665913926376452,-0.011653652307620506,-0.06880186296724121,0.03039571906553295
video_pause_sum,0.168651842530061,-0.02473731261338124,0.017842025248214807,-0.1557986884802325,-0.07382193623650578,-0.15218235100214642,-0.006844672638957757,-0.18705447366100444,0.04003181215168208,0.10716558862817807,-0.07717993042314322,0.057746722269556135,0.007948961519499765,-0.07168240732627433,-0.07326951659405187,-0.06478137771511788,0.09020129116883067,-0.01947226196449932,0.15186788240218801,0.06493636189880629,-0.17038859701398548,0.07186044192731315,0.04197016615178821,0.16397051405067317,0.07519095180766494,0.07759966068565821,0.12009291471593406
video_pause_avg,0.13232221266330652,-0.12633076703353716,-0.10676203984815315,-0.28218542376560324,-0.1143721241195498,-0.06799167704852266,0.10273599765291193,-0.020341270265428434,0.09315183210606685,0.09801970018208017,-0.11322687983855559,0.07375380248387459,0.04249838465490606,0.06692736836722182,0.047590643795684576,0.08515234904022369,0.008487440993773134,0.06099872339134456,-0.061837583943342975,-0.09279234686657636,0.11522414281577052,0.013149246572608806,-0.043626556807444254,-0.1911308062890895,-0.037767053499199746,-0.04883318756461647,-0.09270622433195919
video_stop_sum,0.11584433478932384,0.1794655462613003,0.25082412903289153,-0.10219122171130358,-0.07292093754221926,0.11135249624231841,-0.06373213128604853,0.12457101358027929,0.027038635755731618,-0.08495226132984923,-0.04388950096313711,0.07119549058086408,0.11381200584530428,0.07330413645382339,0.31148808731520317,0.08449751033545636,0.04068044636597017,-0.1478293175627324,0.04897130117901756,-0.110613545658486,-0.04783479716024478,0.002931528291303121,0.15860711404300665,0.07586299961692114,-0.15589535320060144,0.0843959280183612,0.0641804726929425
video_stop_avg,0.06595975206003576,0.2336106182552203,0.19530881357838104,-0.17368013054092563,0.003841280310763295,0.20327301948813498,0.1411286775061164,0.22566813654519016,0.10876839973846196,-0.09937573789338146,-0.012686746227001982,-0.09535541952241845,0.1875984658332012,0.05592062058318009,-0.2908163027462312,-0.0360196854584883,0.10492990639511077,-0.014248614725918268,-0.034541572256733724,0.030299867955594514,-0.07993010933750094,0.06539431014203384,-0.036535942138393,-0.012024628787558354,0.12601136802402874,-0.052459581620597995,-0.11235447611414796
video_play_sum,0.17740143683371,-0.07244626910080534,0.11228036720434846,0.0900109758099064,0.05235434402120813,-0.10246222798698852,-0.0664884679538323,0.010505502065378624,0.035298713024263635,0.03812132135143131,-0.0020991277136585976,0.019807568886783578,0.019165342469852967,0.07177724286627855,-0.027481562455612896,-0.015629133260579464,0.004304609826726012,0.04716739633761743,-0.01640005108105781,0.046014750673818855,-0.12503946359105678,0.014719162259806596,-0.044546094154806204,-0.06656292374586245,0.014043390733889691,0.05486500833216453,-0.019360402316301217
video_play_avg,0.15829600412883893,-0.1825157948222727,-0.08847544827234056,-0.0850054407155928,0.031107452406119267,0.013555805681342075,0.0711871869936182,0.14908788709252324,0.09303276327698112,-0.02209388751300467,0.03501609307685355,-0.030903352361966906,0.03048236136084902,-0.08839335891171714,0.08147226334341588,0.015591736853702283,-0.02265831692179036,-0.026966478661523796,-0.006175426747523838,-0.03741944179673494,0.0140923438693354,-0.034523858608911655,0.002294535621987144,0.013286734145798961,-0.0014616471214575384,-0.05537566282760378,0.028584092401482956
video_events_sum,0.1808119564727497,-0.06892901402065245,0.09985615642782095,0.044788768377627325,0.030067209835477744,-0.11937098288927032,-0.0538157959678496,-0.021220662968585945,0.03820037603923441,0.05599002843399382,-0.011555281940759471,0.02974101831677332,0.018816128582113928,0.052668250123148026,-0.038119281899618676,-0.02690712006102086,0.022242894704393345,0.03488680430784951,0.01798249224687584,0.054635360731389596,-0.14337226344039158,0.024576372064012357,-0.02330652738941655,-0.0255320439558736,0.03004922814271562,0.06435614285475579,0.007100073045452085
video_events_avg,0.1563860823737435,-0.17676826922358124,-0.09279173956503925,-0.1368015352736265,-0.00292984299968557,-0.010300538252828303,0.08411293208021697,0.11742967514927978,0.09875304536978836,0.008414571122494746,0.004827492313938298,-0.006080522933799413,0.03971147903373697,-0.056450528302290394,0.07666420615855404,0.02835405969153918,-0.014366962399577164,-0.01338111343233687,-0.020137136427326903,-0.05814787158180986,0.036343825505393806,-0.020144456906705892,-0.014711087430541824,-0.03480023365479519,-0.013188526616742035,-0.06122492186905779,-0.00025730238223259545
mt_practice_sum,0.07056199392690118,0.18579298668353014,-0.24735339257105732,0.1493968725704877,-0.05821061420470949,-0.23478865231249718,0.08352567122251005,0.1463374768951545,0.01519654553347661,-0.09802095994250394,-0.14966273834995722,-0.19465264617195654,-0.12082780756234367,-0.12262872072030027,-0.13461109449361902,0.24096431904788132,-0.08647912399575831,0.22247041330394715,-0.2859314004558543,-0.365976076552651,-0.23421026294504096,0.2897650299869077,0.16680576264832125,0.19757865508039088,0.05512666595128471,-0.041299041495403144,-0.08326821037019852
mt_unit_sum,0.09646116519993231,0.20328489623396703,-0.24194617521914125,0.12482705460044169,-0.04552890541502998,-0.18987255405662593,-0.001254401765931512,0.11516494613441804,-0.06059344384557151,-0.04349651485392415,0.07489841661017395,0.228220686244999,0.05141242714324325,0.06846400321421699,0.00200562932799024,0.08879204737247176,0.3006204573535109,-0.08165316113905129,0.03938461186729386,0.07884272057774598,0.03443193025792945,-0.20722209053007343,-0.09003647472982884,-0.19219671335885233,-0.20293156601597778,0.12969573544719046,-0.1263594880547991
