,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20
all_type_video_forward_seek_sum,0.185890973032,0.0851005003799,-0.00737418496091,0.0524786077058,-0.0156382990234,0.151903540062,0.109702286556,-0.0589695199241,-0.0307780514996,0.136006404343,0.05124767931,0.0155027446556,0.0138025810835,-0.10712239332,0.0599778529372,-0.0631739734249,0.0514235872262,-0.0329113344259,0.0294738649506,0.0979568312122
all_type_video_forward_seek_avg,0.165399348055,0.146791929103,0.0294560725475,-0.00882304197729,-0.0214872824009,-0.0687992750529,0.214485269379,0.0642012992113,-0.0474242884422,0.252149060278,0.0643025861744,0.011001281167,0.0405937638023,0.0444629666995,0.000823279530828,0.0533475263619,0.0578610520573,-0.00221098006575,-0.077748060692,-0.0927349577709
all_type_video_backward_seek_sum,0.175057712184,0.0798336590585,-0.0701906887635,-0.102761680486,0.0550252363827,0.117433010194,-0.129798378186,0.00908987474212,0.0715776958137,-0.210144685041,-0.147944400111,0.0712586863052,-0.0453044836935,-0.0193156955983,0.0233480680841,-0.117108409692,0.0919423269018,-0.0933215897888,0.0379277848467,0.00929647764986
all_type_video_backward_seek_avg,0.16002669599,0.131476310914,-0.0596956661958,-0.145438633724,0.0397924174377,-0.0591621853876,-0.097076736579,0.172146065501,0.071460473252,-0.202881185073,-0.21402116346,-0.016627550954,-0.0198654715758,0.148262286051,-0.0560935241886,0.0980084846514,-0.0117620303481,-0.00646280139193,-0.0199669938172,-0.0711409093685
all_type_video_seek_sum,0.192879622216,0.0881882872781,-0.0306133105909,-0.000798913013338,0.00909767221266,0.148313675962,0.0291956702691,-0.0377248514567,0.00457443502916,0.0183252372606,-0.0180590952679,0.0366560758006,-0.00684560636772,-0.081537504885,0.050203115224,-0.0864668429844,0.069155441582,-0.0567772524726,0.0342747948413,0.0715235107369
all_type_video_seek_avg,0.178025794497,0.15415384904,-0.000438381356192,-0.0593913136304,-0.00104827091063,-0.0713535501463,0.11984766908,0.109203465346,-0.00827787323772,0.108544807692,-0.0314639226472,0.0019018749099,0.0221385409735,0.0862138215541,-0.019847756092,0.074328512571,0.0375886067977,-0.00395553801299,-0.0635450918468,-0.0930420499285
video_pause_sum,0.185577708698,0.0296451440659,-0.0727735796613,-0.0222173489631,0.122537600746,0.0227084038892,-0.137483606582,-0.0774884568743,-0.0625677048995,0.0522762372729,0.174205821774,0.042556438154,-0.00844840223565,-0.133876825408,0.0568635483093,-0.0672496098546,-0.0123822330761,-0.0296980473509,0.0269959403433,0.0906414181078
video_pause_avg,0.16229172038,0.102771787331,-0.0387863410694,-0.099287836459,0.106596781364,-0.226398786484,-0.0680039016289,0.0872218788403,-0.0948180984229,0.184378613417,0.216165176714,0.0171705288081,0.0141298766638,0.0249752546364,-0.0275016150729,0.0391700827719,0.00412006601331,-0.0360187818202,-0.0243560822534,-0.0968969015657
video_stop_sum,0.0656361652257,-0.279789831556,-0.256954239354,-0.0138155131848,-0.0552284818978,-0.00675041358229,0.0491982527915,-0.000306295292469,-0.050476272721,-0.0105338341618,0.0010491308319,0.168267441723,0.11119709493,0.0763225477951,0.0150865288579,0.0983511886896,0.241583515992,0.000122058204907,-0.180432424661,-0.119634634637
video_stop_avg,0.0354109260085,-0.259169109257,-0.239585462273,-0.0691969083914,-0.114053508039,-0.0709035403455,0.110873260627,0.216281269902,-0.0747623278318,0.0694050212037,-0.120315650074,0.229250859978,-0.0501560247574,-0.0773932234558,0.227696718636,-0.0580212952725,-0.143884033089,0.0463275910383,0.0765777261429,0.132601655668
video_play_sum,0.195302687323,0.0700867145498,-0.0330008004774,0.009224868768,0.00430366018097,0.144560457591,0.0263184726474,-0.0484733815538,-0.00438162459496,0.00660264892353,-0.00845070937156,0.0320098033198,0.00317436782778,-0.0728441905929,0.039866993823,-0.0720484656818,0.0666546497539,-0.0566405337368,0.0310242272543,0.0581358932335
video_play_avg,0.180943922371,0.140229162724,0.00237360642395,-0.0516471613225,-0.0125727197057,-0.0891529671389,0.118225703636,0.115872028773,-0.018798151205,0.0977707673488,-0.031893390935,0.000921509214637,0.0264439383762,0.0796222534434,-0.0382103393545,0.0632815686778,0.0378110577585,-0.0032828781391,-0.0470119850706,-0.0748288168242
video_events_sum,0.196098009313,0.066706563544,-0.0438657639719,-0.00176511600158,0.0328260415938,0.120581108965,-0.00920735373677,-0.0518443415804,-0.0147556313957,0.0215786017246,0.0295335542948,0.0381392359767,-0.0023619133953,-0.090794470969,0.0485387870819,-0.076931695072,0.0526628206728,-0.0515153302948,0.0304156099944,0.0707450947247
video_events_avg,0.180364828067,0.137505687839,-0.0109853411857,-0.0679660689823,0.0185044538388,-0.117718080059,0.0790308473302,0.111793939352,-0.0339757563669,0.125642896772,0.0247911768914,0.00765383403749,0.0219891260243,0.0704342013341,-0.0270573055632,0.0628346041111,0.0291561092076,-0.0108611281766,-0.0484224132246,-0.0875566509192
mt_practice_sum,0.0442409350467,-0.16537680368,0.288943045321,-0.196426590476,0.0961776213404,0.161595690209,0.0608599188712,0.162378590534,-0.120179970369,-0.0716632234558,0.140572890731,-0.00886123699291,0.0938607291341,-0.02690816189,0.0611715137577,-0.0156345374712,0.0953660988485,0.256089147026,0.22717598362,-0.0580778133846
mt_unit_sum,0.0497338282841,-0.176990373427,0.307495925967,-0.193618155398,0.085570135859,0.109065193639,0.064234274927,0.15208723199,-0.0280339194279,-0.0480596026099,0.0163434558659,0.0612252933282,-0.13020062962,-0.140572512313,-0.0161994380867,0.173051445137,0.0947438874285,0.0468223381729,-0.00911255192526,-0.111867252912
mt_online_num_day,0.0185305941233,-0.134041910746,0.258577395305,-0.134438997376,0.0267189267928,0.185660300765,-0.00401377879079,0.247830084001,-0.154054817159,-0.0587488373269,0.15407862164,-0.116458056172,0.380640750501,0.455431973681,0.209529924883,-0.371137356271,-0.118560103051,-0.244968401765,-0.110393274899,0.0684818365169
mt_online_practice_num_day,0.055881151817,-0.170840739886,0.290198686798,-0.208384987203,0.107475452664,0.118740966897,0.0654182408507,0.136723654165,-0.0305132075224,-0.0804155254533,0.0763561572654,0.0663014545264,-0.137295728259,-0.248814683134,-0.0146357123954,0.136197381355,0.149815652553,0.215308010062,0.121106349135,-0.167063251138
hw_mean,0.06847060214,-0.189017860475,0.237583702415,-0.121633275663,0.150796147096,0.0167981758625,0.144425729915,-0.0346469268315,0.0422336088972,-0.0219725182409,0.014987026795,0.13600423133,-0.235002791462,-0.0868965890636,-0.213107228839,0.16711244363,-0.210210014842,-0.426535001797,-0.481229485714,0.374032421917
qz_mean,0.0982539583723,-0.171572757626,0.126982168786,0.0591640257496,-0.00970941711291,-0.0552529198988,-0.0542842715998,-0.209572002343,0.05367680798,0.128471377264,0.043003070909,0.0922001814396,-0.578495919078,0.585736468335,0.0286127143715,0.00836870897994,0.192980847863,-0.0276662705832,0.225788164628,0.0352245522734
Regression P>|t|,0.0,0.0,0.0,0.585,0.0,0.647,0.141,0.0,0.119,0.113,0.951,0.021,0.0,0.0,0.249,0.8,0.072,0.0,0.174,0.003
